atpm_bound,gene_id,n_gpr_rxns,n_changed,b_wt,b_ko,delta_b,y_essential,kV
100.0,b0588,2,7,0.0796779070803418,0.0796779070803522,-1.0352829704629583e-14,0,423.6052429250011
100.0,b0589,2,7,0.0796779070803418,0.0796779070803522,-1.0352829704629583e-14,0,423.6052429250011
100.0,b2841,1,7,0.0796779070803418,0.0796779070803522,-1.0352829704629583e-14,0,423.6052429250011
100.0,b2310,3,7,0.0796779070803418,0.0796779070803522,-1.0352829704629583e-14,0,423.6052429250011
100.0,b2306,4,7,0.0796779070803418,0.0796779070803522,-1.0352829704629583e-14,0,423.6052429250011
100.0,b2307,4,7,0.0796779070803418,0.0796779070803522,-1.0352829704629583e-14,0,423.6052429250011
100.0,b2308,4,7,0.0796779070803418,0.0796779070803522,-1.0352829704629583e-14,0,423.6052429250011
100.0,b0864,1,7,0.0796779070803418,0.0796779070803522,-1.0352829704629583e-14,0,423.6052429250011
100.0,b0861,1,7,0.0796779070803418,0.0796779070803522,-1.0352829704629583e-14,0,423.6052429250011
100.0,b0860,1,7,0.0796779070803418,0.0796779070803522,-1.0352829704629583e-14,0,423.6052429250011
100.0,b0863,1,7,0.0796779070803418,0.0796779070803522,-1.0352829704629583e-14,0,423.6052429250011
100.0,b0862,1,7,0.0796779070803418,0.0796779070803522,-1.0352829704629583e-14,0,423.6052429250011
100.0,b4115,1,7,0.0796779070803418,0.0796779070803522,-1.0352829704629583e-14,0,423.6052429250011
100.0,b4193,1,7,0.0796779070803418,0.0796779070803522,-1.0352829704629583e-14,0,423.6052429250011
100.0,b4195,1,7,0.0796779070803418,0.0796779070803522,-1.0352829704629583e-14,0,423.6052429250011
100.0,b4194,1,7,0.0796779070803418,0.0796779070803522,-1.0352829704629583e-14,0,423.6052429250011
100.0,b1453,1,7,0.0796779070803418,0.0796779070803522,-1.0352829704629583e-14,0,423.6052429250011
100.0,b0654,2,7,0.0796779070803418,0.0796779070803522,-1.0352829704629583e-14,0,423.6052429250011
100.0,b0655,2,7,0.0796779070803418,0.0796779070803522,-1.0352829704629583e-14,0,423.6052429250011
100.0,b0652,2,7,0.0796779070803418,0.0796779070803522,-1.0352829704629583e-14,0,423.6052429250011
100.0,b0653,2,7,0.0796779070803418,0.0796779070803522,-1.0352829704629583e-14,0,423.6052429250011
100.0,b4077,2,7,0.0796779070803418,0.0796779070803522,-1.0352829704629583e-14,0,423.6052429250011
100.0,b0480,17,7,0.0796779070803418,0.0796779070803522,-1.0352829704629583e-14,0,423.6052429250011
100.0,b4055,17,7,0.0796779070803418,0.0796779070803522,-1.0352829704629583e-14,0,423.6052429250011
100.0,b3127,3,7,0.0796779070803418,0.0796779070803522,-1.0352829704629583e-14,0,423.6052429250011
100.0,b2789,3,7,0.0796779070803418,0.0796779070803522,-1.0352829704629583e-14,0,423.6052429250011
100.0,b2943,2,7,0.0796779070803418,0.0796779070803522,-1.0352829704629583e-14,0,423.6052429250011
100.0,b2663,1,7,0.0796779070803418,0.0796779070803522,-1.0352829704629583e-14,0,423.6052429250011
100.0,b1918,1,7,0.0796779070803418,0.0796779070803522,-1.0352829704629583e-14,0,423.6052429250011
100.0,b1917,1,7,0.0796779070803418,0.0796779070803522,-1.0352829704629583e-14,0,423.6052429250011
100.0,b1920,1,7,0.0796779070803418,0.0796779070803522,-1.0352829704629583e-14,0,423.6052429250011
100.0,b2704,2,7,0.0796779070803418,0.0796779070803522,-1.0352829704629583e-14,0,423.6052429250011
100.0,b2702,2,7,0.0796779070803418,0.0796779070803522,-1.0352829704629583e-14,0,423.6052429250011
100.0,b2703,2,7,0.0796779070803418,0.0796779070803522,-1.0352829704629583e-14,0,423.6052429250011
100.0,b1197,1,7,0.0796779070803418,0.0796779070803522,-1.0352829704629583e-14,0,423.6052429250011
100.0,b4515,1,7,0.0796779070803418,0.0796779070803522,-1.0352829704629583e-14,0,423.6052429250011
100.0,b0733,1,7,0.0796779070803418,0.0796779070803522,-1.0352829704629583e-14,0,423.6052429250011
100.0,b0734,1,7,0.0796779070803418,0.0796779070803522,-1.0352829704629583e-14,0,423.6052429250011
100.0,b0979,2,7,0.0796779070803418,0.0796779070803522,-1.0352829704629583e-14,0,423.6052429250011
100.0,b0978,2,7,0.0796779070803418,0.0796779070803522,-1.0352829704629583e-14,0,423.6052429250011
100.0,b3734,1,411,0.0796779070803418,0.0,0.0796779070803418,1,26860.35874098214
100.0,b3735,1,411,0.0796779070803418,0.0,0.0796779070803418,1,26860.35874098214
100.0,b3736,1,411,0.0796779070803418,0.0,0.0796779070803418,1,26860.35874098214
100.0,b3737,1,411,0.0796779070803418,0.0,0.0796779070803418,1,26860.35874098214
100.0,b3731,1,411,0.0796779070803418,0.0,0.0796779070803418,1,26860.35874098214
100.0,b3732,1,411,0.0796779070803418,0.0,0.0796779070803418,1,26860.35874098214
100.0,b3733,1,411,0.0796779070803418,0.0,0.0796779070803418,1,26860.35874098214
100.0,b3738,1,411,0.0796779070803418,0.0,0.0796779070803418,1,26860.35874098214
100.0,b3739,1,411,0.0796779070803418,0.0,0.0796779070803418,1,26860.35874098214
100.0,b4067,2,28,0.0796779070803418,0.0796779070803369,4.982125823005391e-15,0,423.5733455674323
100.0,b3714,1,28,0.0796779070803418,0.0796779070803325,9.339751194659131e-15,0,423.5733455674299
100.0,b3654,3,28,0.0796779070803418,0.0796779070803325,9.339751194659131e-15,0,423.5733455674299
100.0,b3664,1,28,0.0796779070803418,0.0796779070803325,9.339751194659131e-15,0,423.5733455674299
100.0,b4088,2,28,0.0796779070803418,0.0796779070803325,9.339751194659131e-15,0,423.5733455674299
100.0,b4087,2,28,0.0796779070803418,0.0796779070803325,9.339751194659131e-15,0,423.5733455674299
100.0,b4086,2,28,0.0796779070803418,0.0796779070803325,9.339751194659131e-15,0,423.5733455674299
100.0,b0511,1,28,0.0796779070803418,0.0796779070803325,9.339751194659131e-15,0,423.5733455674299
100.0,b1901,1,28,0.0796779070803418,0.0796779070803325,9.339751194659131e-15,0,423.5733455674299
100.0,b1900,1,28,0.0796779070803418,0.0796779070803325,9.339751194659131e-15,0,423.5733455674299
100.0,b4460,1,28,0.0796779070803418,0.0796779070803325,9.339751194659131e-15,0,423.5733455674299
100.0,b0124,1,28,0.0796779070803418,0.0796779070803325,9.339751194659131e-15,0,423.5733455674299
100.0,b0837,1,28,0.0796779070803418,0.0796779070803325,9.339751194659131e-15,0,423.5733455674299
100.0,b4464,2,28,0.0796779070803418,0.0796779070803325,9.339751194659131e-15,0,423.5733455674299
100.0,b4064,2,28,0.0796779070803418,0.0796779070803325,9.339751194659131e-15,0,423.5733455674299
100.0,b0974,3,28,0.0796779070803418,0.0796779070803325,9.339751194659131e-15,0,423.5733455674299
100.0,b0973,3,28,0.0796779070803418,0.0796779070803325,9.339751194659131e-15,0,423.5733455674299
100.0,b0972,3,28,0.0796779070803418,0.0796779070803325,9.339751194659131e-15,0,423.5733455674299
100.0,b2997,3,28,0.0796779070803418,0.0796779070803325,9.339751194659131e-15,0,423.5733455674299
100.0,b2996,3,28,0.0796779070803418,0.0796779070803325,9.339751194659131e-15,0,423.5733455674299
100.0,b2995,3,28,0.0796779070803418,0.0796779070803325,9.339751194659131e-15,0,423.5733455674299
100.0,b2994,3,28,0.0796779070803418,0.0796779070803325,9.339751194659131e-15,0,423.5733455674299
100.0,b4289,1,28,0.0796779070803418,0.0796779070803325,9.339751194659131e-15,0,423.5733455674299
100.0,b4288,1,28,0.0796779070803418,0.0796779070803325,9.339751194659131e-15,0,423.5733455674299
100.0,b4290,1,28,0.0796779070803418,0.0796779070803325,9.339751194659131e-15,0,423.5733455674299
100.0,b4287,1,28,0.0796779070803418,0.0796779070803325,9.339751194659131e-15,0,423.5733455674299
100.0,b1102,1,28,0.0796779070803418,0.0796779070803325,9.339751194659131e-15,0,423.5733455674299
100.0,b3006,10,28,0.0796779070803418,0.0796779070803325,9.339751194659131e-15,0,423.5733455674299
100.0,b3005,10,28,0.0796779070803418,0.0796779070803325,9.339751194659131e-15,0,423.5733455674299
100.0,b1252,10,28,0.0796779070803418,0.0796779070803325,9.339751194659131e-15,0,423.5733455674299
100.0,b2315,1,406,0.0796779070803418,-1.608722741950527e-12,0.0796779070819506,1,584.8773389605897
100.0,b0612,1,28,0.0796779070803418,0.0796779070803363,5.578870698741412e-15,0,423.57334556743103
100.0,b0040,2,28,0.0796779070803418,0.0796779070803325,9.339751194659131e-15,0,423.5733455674299
100.0,b2131,2,28,0.0796779070803418,0.0796779070803325,9.339751194659131e-15,0,423.5733455674299
100.0,b2130,2,28,0.0796779070803418,0.0796779070803325,9.339751194659131e-15,0,423.5733455674299
100.0,b2128,2,28,0.0796779070803418,0.0796779070803325,9.339751194659131e-15,0,423.5733455674299
100.0,b2129,2,28,0.0796779070803418,0.0796779070803325,9.339751194659131e-15,0,423.5733455674299
100.0,b3409,1,28,0.0796779070803418,0.0796779070803325,9.339751194659131e-15,0,423.5733455674299
100.0,b2167,1,28,0.0796779070803418,0.0796779070803325,9.339751194659131e-15,0,423.5733455674299
100.0,b2169,1,28,0.0796779070803418,0.0796779070803325,9.339751194659131e-15,0,423.5733455674299
100.0,b2801,1,28,0.0796779070803418,0.0796779070803325,9.339751194659131e-15,0,423.5733455674299
100.0,b0584,1,28,0.0796779070803418,0.0796779070803325,9.339751194659131e-15,0,423.5733455674299
100.0,b0336,1,28,0.0796779070803418,0.0796779070803325,9.339751194659131e-15,0,423.5733455674299
100.0,b0341,1,28,0.0796779070803418,0.0796779070803325,9.339751194659131e-15,0,423.5733455674299
100.0,b3909,2,28,0.0796779070803418,0.0796779070803325,9.339751194659131e-15,0,423.5733455674299
100.0,b4036,7,30,0.0796779070803418,0.0796779070803325,9.339751194659131e-15,0,623.5733455674297
100.0,b4291,1,30,0.0796779070803418,0.0796779070803276,1.426636586643326e-14,0,623.5733455674272
100.0,b1119,1,30,0.0796779070803418,0.0796779070803276,1.426636586643326e-14,0,623.5733455674272
