gene_id,gene_name,n_gpr_rxns,n_changed,b_wt,b_ko,delta_b,y_essential,kV
b1377,,270,441,0.5183329169392109,0.0,0.5183329169392109,1,4663.991516595424
b2215,,271,441,0.5183329169392109,0.0,0.5183329169392109,1,4663.991516595424
b0929,,271,441,0.5183329169392109,0.0,0.5183329169392109,1,4663.991516595424
b0241,,270,441,0.5183329169392109,0.0,0.5183329169392109,1,4663.991516595424
b4034,,6,8,0.5183329169392109,0.5183329169394012,-1.9029222642075183e-13,0,2.9168593009663468e-05
b4033,,6,6,0.5183329169392109,0.5183329169391907,2.020605904817785e-14,0,58.75548731431313
b4032,,6,6,0.5183329169392109,0.5183329169391907,2.020605904817785e-14,0,58.75548731431313
b4035,,6,6,0.5183329169392109,0.5183329169391907,2.020605904817785e-14,0,58.75548731431313
b4036,,7,8,0.5183329169392109,0.5183329169392198,-8.881784197001252e-15,0,2.916859300947523e-05
b4213,,8,10,0.5183329169392109,0.5183329169393179,-1.0702549957386509e-13,0,58.7554873677652
b2835,,21,6,0.5183329169392109,0.5183329169391934,1.7541523789077473e-14,0,58.75548731431283
b2836,,23,131,0.5183329169392109,0.5183329169391666,4.4297898682543746e-14,0,72.68837976144991
b3553,,10,6,0.5183329169392109,0.5183329169390584,1.525446435834965e-13,0,58.755487314296886
b1134,,2,10,0.5183329169392109,0.5183329169392124,-1.4432899320127035e-15,0,58.75548736775772
b0446,,2,6,0.5183329169392109,0.5183329169392157,-4.773959005888173e-15,0,58.75548731431569
b1009,,1,6,0.5183329169392109,0.5183329169391724,3.852473895449293e-14,0,58.75548731430856
b0954,,13,10,0.5183329169392109,0.5183329169392393,-2.842170943040401e-14,0,58.75548736775579
b0180,,14,442,0.5183329169392109,0.0,0.5183329169392109,1,4155.236869220847
b0347,,2,6,0.5183329169392109,0.5183329169392736,-6.272760089132134e-14,0,58.755487314321854
b3580,,2,6,0.5183329169392109,0.5183329169391754,3.552713678800501e-14,0,58.75548731431032
b1093,,14,442,0.5183329169392109,0.0,0.5183329169392109,1,4155.236869220847
b2323,,13,442,0.5183329169392109,0.0,0.5183329169392109,1,4155.236869220846
b1095,,9,442,0.5183329169392109,0.0,0.5183329169392109,1,4155.236869220846
b1397,,2,6,0.5183329169392109,0.5183329169392368,-2.5868196473766147e-14,0,58.755487314318
b1245,,2,6,0.5183329169392109,0.5183329169391455,6.539213615042172e-14,0,58.75548731430743
b1244,,2,6,0.5183329169392109,0.5183329169391455,6.539213615042172e-14,0,58.75548731430743
b1329,,1,6,0.5183329169392109,0.5183329169391455,6.539213615042172e-14,0,58.75548731430743
b1246,,2,6,0.5183329169392109,0.5183329169391455,6.539213615042172e-14,0,58.75548731430743
b1247,,2,6,0.5183329169392109,0.5183329169391455,6.539213615042172e-14,0,58.75548731430743
b1386,,3,6,0.5183329169392109,0.518332916939238,-2.708944180085382e-14,0,58.75548731431832
b0004,,2,442,0.5183329169392109,0.0,0.5183329169392109,1,4155.236869220846
b1192,,4,2,0.5183329169392109,0.5183329169391826,2.8310687127941492e-14,0,58.7554581991608
b1243,,1,6,0.5183329169392109,0.5183329169391455,6.539213615042172e-14,0,58.75548731430743
b4266,,1,6,0.5183329169392109,0.5183329169391455,6.539213615042172e-14,0,58.75548731430743
b4265,,3,6,0.5183329169392109,0.5183329169392027,8.215650382226158e-15,0,58.755487314313854
b0159,,3,442,0.5183329169392109,0.0,0.5183329169392109,1,4155.236869220849
b3197,,1,442,0.5183329169392109,0.0,0.5183329169392109,1,4155.236869220847
b2708,,1,442,0.5183329169392109,0.0,0.5183329169392109,1,4155.236869220848
b1094,,26,442,0.5183329169392109,0.0,0.5183329169392109,1,4155.236869220838
b4481,,1,6,0.5183329169392109,0.5183329169391196,9.126033262418787e-14,0,58.75548731430572
b1927,,1,6,0.5183329169392109,0.5183329169392346,-2.3647750424515834e-14,0,58.755487314320106
b3571,,1,6,0.5183329169392109,0.518332916939566,-3.5504932327512506e-13,0,58.755487314323815
b2901,,1,6,0.5183329169392109,0.5183329169408463,-1.6353585152728556e-12,0,58.755487314495454
b1302,,1,10,0.5183329169392109,0.5183329169392266,-1.5654144647214707e-14,0,58.755487367759216
