gene_id,n_gpr_rxns,n_changed,b_wt,b_ko,delta_b,y_essential,kV
b0870,5,12,0.1036692701475966,0.1036692701475803,1.6292522886374172e-14,0,0.0546530658550227
b2551,6,60,0.1036692701475966,0.103669270147617,-2.0358714714063808e-14,0,0.663669551485486
b3368,3,411,0.1036692701475966,0.0,0.1036692701475966,1,253.4419646572592
b2436,1,52,0.1036692701475966,0.1036692701476127,-1.607047828144914e-14,0,0.6652924391497822
b3500,1,10,0.1036692701475966,0.1036692701476552,-5.856426454897702e-14,0,0.0021127409144574
b0945,2,7,0.1036692701475966,0.103669270147613,-1.634803403760543e-14,0,0.0035282000396972
b4467,3,70,0.1036692701475966,0.10366927014762,-2.335631688055173e-14,0,0.5439821768736051
b2979,3,70,0.1036692701475966,0.10366927014762,-2.335631688055173e-14,0,0.5439821768736051
b4468,3,70,0.1036692701475966,0.10366927014762,-2.335631688055173e-14,0,0.5439821768736051
b3916,3,57,0.1036692701475966,0.1036692701475983,-1.6514567491299207e-15,0,3.8530145942859546
b1260,3,411,0.1036692701475966,0.0,0.1036692701475966,1,253.44196465725804
b1261,3,411,0.1036692701475966,0.0,0.1036692701475966,1,253.44196465725807
b3426,1,20,0.1036692701475966,0.1036692701476219,-2.5313084961453566e-14,0,0.6342776086269257
b2243,3,6,0.1036692701475966,0.1036692701476316,-3.4930391912268994e-14,0,0.0402458317802807
b2242,3,6,0.1036692701475966,0.1036692701476316,-3.4930391912268994e-14,0,0.0402458317802807
b2241,3,6,0.1036692701475966,0.1036692701476316,-3.4930391912268994e-14,0,0.0402458317802807
b3770,5,411,0.1036692701475966,0.0,0.1036692701475966,1,253.44196465725813
b4054,4,411,0.1036692701475966,0.0,0.1036692701475966,1,253.4419646572583
b3281,1,411,0.1036692701475966,0.0,0.1036692701475966,1,253.4419646572577
b1692,3,411,0.1036692701475966,0.0,0.1036692701475966,1,253.44196465725844
b0243,1,411,0.1036692701475966,0.0,0.1036692701475966,1,253.44196465725813
b1613,1,18,0.1036692701475966,0.1036692701476218,-2.5146551507759802e-14,0,0.6648790317373257
b0414,2,411,0.1036692701475966,0.0,0.1036692701475966,1,253.44196465725813
