gene_id,gene_name,n_gpr_rxns,n_changed,b_wt,b_ko,delta_b,y_essential,kV,L1,solve_src
b0870,ltaE,5,82,0.2390337212410078,0.2390322878221092,1.4334188986053764e-06,0,7.031522963285601e-06,743.0452422845437,highs_pfba
b2551,glyA,6,407,0.2390337212410078,0.2325687885712551,0.0064649326697527,0,2.081132905365897,745.3648810194643,highs_pfba
b3368,cysG,3,410,0.2390337212410078,-0.0,0.2390337212410078,1,2764.9560496191307,532.1052631578948,highs_pfba
b2436,hemF,1,193,0.2390337212410078,0.2390285185433398,5.202697668016398e-06,0,0.067226733773248,743.0466285689242,highs_pfba
b3500,gor,1,10,0.2390337212410078,0.2390337212410078,0.0,0,0.0620110389837239,743.0478471479072,highs_pfba
b0945,pyrD,2,13,0.2390337212410078,0.2390337212410085,-6.938893903907228e-16,0,0.0299945242029452,743.1269183077322,highs_pfba
b4467,glcF,3,14,0.2390337212410078,0.2390337212410078,0.0,0,0.444319654074965,743.0478471478991,highs_pfba
b2979,glcD,3,14,0.2390337212410078,0.2390337212410078,0.0,0,0.444319654074965,743.0478471478991,highs_pfba
b4468,glcE,3,14,0.2390337212410078,0.2390337212410078,0.0,0,0.444319654074965,743.0478471478991,highs_pfba
b3916,pfkA,3,378,0.2390337212410078,0.2357270358949985,0.0033066853460093,0,22.139166175559915,743.2188380836612,highs_pfba
b1260,trpA,3,410,0.2390337212410078,-0.0,0.2390337212410078,1,2764.956049619128,532.1052631578948,highs_pfba
b1261,trpB,3,410,0.2390337212410078,-0.0,0.2390337212410078,1,2764.956049619128,532.1052631578948,highs_pfba
b3426,glpD,1,0,0.2390337212410078,0.2390337212410078,0.0,0,0.0,743.0478471479073,highs_pfba
b2243,glpC,3,16,0.2390337212410078,0.2390337212410078,0.0,0,0.5582648260502672,743.0478471479073,highs_pfba
b2242,glpB,3,16,0.2390337212410078,0.2390337212410078,0.0,0,0.5582648260502672,743.0478471479073,highs_pfba
b2241,glpA,3,16,0.2390337212410078,0.2390337212410078,0.0,0,0.5582648260502672,743.0478471479073,highs_pfba
b3770,ilvE,5,410,0.2390337212410078,-0.0,0.2390337212410078,1,2764.9560496191343,532.1052631578946,highs_pfba
b4054,tyrB,4,410,0.2390337212410078,-0.0,0.2390337212410078,1,2764.9560496191243,532.1052631578948,highs_pfba
b3281,aroE,1,410,0.2390337212410078,-0.0,0.2390337212410078,1,2764.956049619128,532.1052631578948,highs_pfba
