gene_id,n_gpr_rxns,n_changed,b_wt,b_ko,delta_b,y_essential,kV,gene_id_str
b2705,1,26,0.8217979336265955,0.821797933626637,-4.1522341120980855e-14,0,310.7850789204913,b2705
b2091,1,26,0.8217979336265955,0.821797933626637,-4.1522341120980855e-14,0,310.7850789204913,b2091
b3137,1,26,0.8217979336265955,0.821797933626637,-4.1522341120980855e-14,0,310.7850789204913,b3137
b3132,1,26,0.8217979336265955,0.821797933626637,-4.1522341120980855e-14,0,310.7850789204913,b3132
b2096,1,26,0.8217979336265955,0.821797933626637,-4.1522341120980855e-14,0,310.7850789204913,b2096
b2095,1,26,0.8217979336265955,0.821797933626637,-4.1522341120980855e-14,0,310.7850789204913,b2095
b4323,1,26,0.8217979336265955,0.821797933626637,-4.1522341120980855e-14,0,310.7850789204913,b4323
b1521,1,26,0.8217979336265955,0.821797933626637,-4.1522341120980855e-14,0,310.7850789204913,b1521
b3385,1,26,0.8217979336265955,0.821797933626637,-4.1522341120980855e-14,0,310.7850789204913,b3385
b0507,1,26,0.8217979336265955,0.821797933626637,-4.1522341120980855e-14,0,310.7850789204913,b0507
b3061,1,26,0.8217979336265955,0.821797933626637,-4.1522341120980855e-14,0,310.7850789204913,b3061
b3062,1,26,0.8217979336265955,0.821797933626637,-4.1522341120980855e-14,0,310.7850789204913,b3062
b3126,1,26,0.8217979336265955,0.821797933626637,-4.1522341120980855e-14,0,310.7850789204913,b3126
b1095,9,431,0.8217979336265955,-8.825001354413846e-16,0.8217979336265964,1,15424.395931636294,b1095
b1054,1,26,0.8217979336265955,0.8217979336265929,2.55351295663786e-15,0,310.78507892048464,b1054
b1855,2,26,0.8217979336265955,0.8217979336266212,-2.5757174171303632e-14,0,310.7850789204893,b1855
b2378,1,26,0.8217979336265955,0.8217979336266212,-2.5757174171303632e-14,0,310.7850789204893,b2378
b0109,1,431,0.8217979336265955,-4.732213754601235e-12,0.8217979336313277,1,15424.395931807632,b0109
b1094,26,431,0.8217979336265955,1.5909142059979024e-29,0.8217979336265955,1,15424.395931634886,b1094
b2836,23,450,0.8217979336265955,0.8075924361371148,0.014205497489480634,0,313.54862436035773,b2836
b2472,1,431,0.8217979336265955,1.083430149436313e-15,0.8217979336265944,1,15424.395931634888,b2472
b1589,3,26,0.8217979336265955,0.8217979336265964,-8.881784197001252e-16,0,310.78507892048543,b1589
b1588,3,26,0.8217979336265955,0.8217979336265534,4.207745263329343e-14,0,310.7850789204792,b1588
b1587,3,26,0.8217979336265955,0.8217979336265534,4.207745263329343e-14,0,310.7850789204792,b1587
b1590,3,26,0.8217979336265955,0.8217979336265534,4.207745263329343e-14,0,310.7850789204792,b1590
b0894,4,26,0.8217979336265955,0.8217979336265534,4.207745263329343e-14,0,310.7850789204792,b0894
b0895,4,26,0.8217979336265955,0.8217979336265534,4.207745263329343e-14,0,310.7850789204792,b0895
b0896,4,26,0.8217979336265955,0.8217979336265534,4.207745263329343e-14,0,310.7850789204792,b0896
b3553,10,26,0.8217979336265955,0.8217979336265534,4.207745263329343e-14,0,310.7850789204792,b3553
b0638,1,26,0.8217979336265955,0.8217979336265534,4.207745263329343e-14,0,310.7850789204792,b0638
b3399,5,26,0.8217979336265955,0.8217979336265534,4.207745263329343e-14,0,310.7850789204792,b3399
b0469,1,26,0.8217979336265955,0.8217979336265534,4.207745263329343e-14,0,310.7850789204792,b0469
b3187,1,431,0.8217979336265955,3.2988663927657826e-11,0.8217979335936069,1,15424.395930424675,b3187
b3222,1,26,0.8217979336265955,0.8217979336266013,-5.773159728050814e-15,0,310.7850789204861,b3222
b3225,1,26,0.8217979336265955,0.8217979336265534,4.207745263329343e-14,0,310.7850789204792,b3225
b1732,1,26,0.8217979336265955,0.8217979336265534,4.207745263329343e-14,0,310.7850789204792,b1732
b3942,1,26,0.8217979336265955,0.8217979336265534,4.207745263329343e-14,0,310.7850789204792,b3942
b0586,1,26,0.8217979336265955,0.8217979336265534,4.207745263329343e-14,0,310.7850789204792,b0586
b3794,1,26,0.8217979336265955,0.8217979336265534,4.207745263329343e-14,0,310.7850789204792,b3794
b3693,1,26,0.8217979336265955,0.8217979336265534,4.207745263329343e-14,0,310.7850789204792,b3693
b2901,1,26,0.8217979336265955,0.8217979336265534,4.207745263329343e-14,0,310.7850789204792,b2901
b3721,2,26,0.8217979336265955,0.8217979336265534,4.207745263329343e-14,0,310.7850789204792,b3721
b2716,2,26,0.8217979336265955,0.8217979336265534,4.207745263329343e-14,0,310.7850789204792,b2716
b3416,4,26,0.8217979336265955,0.8217979336265534,4.207745263329343e-14,0,310.7850789204792,b3416
b1398,1,26,0.8217979336265955,0.8217979336265534,4.207745263329343e-14,0,310.7850789204792,b1398
b0049,3,26,0.8217979336265955,0.8217979336265534,4.207745263329343e-14,0,310.7850789204792,b0049
b3784,1,26,0.8217979336265955,0.8217979336265534,4.207745263329343e-14,0,310.7850789204792,b3784
b4481,1,26,0.8217979336265955,0.8217979336265534,4.207745263329343e-14,0,310.7850789204792,b4481
b3052,2,26,0.8217979336265955,0.8217979336265534,4.207745263329343e-14,0,310.7850789204792,b3052
b1896,1,26,0.8217979336265955,0.8217979336265534,4.207745263329343e-14,0,310.7850789204792,b1896
b0841,2,431,0.8217979336265955,7.5528061265249875e-16,0.8217979336265947,1,15424.395931633488,b0841
b1278,30,431,0.8217979336265955,0.0,0.8217979336265955,1,15424.39593163485,b1278
b3057,2,431,0.8217979336265955,0.0,0.8217979336265955,1,15424.39593163485,b3057
b3519,1,26,0.8217979336265955,0.8217979336265895,5.995204332975845e-15,0,310.78507892048447,b3519
b0910,3,431,0.8217979336265955,2.268646389088029e-16,0.8217979336265953,1,15424.395931633282,b0910
b3648,2,431,0.8217979336265955,0.0,0.8217979336265955,1,15424.395931635,b3648
b1694,1,42,0.8217979336265955,0.8217979336266045,-8.992806499463768e-15,0,310.82590242072393,b1694
b2221,3,42,0.8217979336265955,0.8217979336265882,7.327471962526033e-15,0,310.8259024207216,b2221
b2222,3,42,0.8217979336265955,0.8217979336265882,7.327471962526033e-15,0,310.8259024207216,b2222
b2039,1,42,0.8217979336265955,0.8217979336265882,7.327471962526033e-15,0,310.8259024207216,b2039
b3789,1,42,0.8217979336265955,0.8217979336265882,7.327471962526033e-15,0,310.8259024207216,b3789
b2041,1,42,0.8217979336265955,0.8217979336265882,7.327471962526033e-15,0,310.8259024207216,b2041
b3788,1,42,0.8217979336265955,0.8217979336265882,7.327471962526033e-15,0,310.8259024207216,b3788
b2036,1,42,0.8217979336265955,0.8217979336265882,7.327471962526033e-15,0,310.8259024207216,b2036
b2038,1,42,0.8217979336265955,0.8217979336265882,7.327471962526033e-15,0,310.8259024207216,b2038
b2040,1,42,0.8217979336265955,0.8217979336265882,7.327471962526033e-15,0,310.8259024207216,b2040
b0512,1,42,0.8217979336265955,0.8217979336265882,7.327471962526033e-15,0,310.8259024207216,b0512
b3972,1,431,0.8217979336265955,1.6195830491281034e-15,0.8217979336265938,1,15424.395931633991,b3972
s0001,45,440,0.8217979336265955,2.4919722064036547e-15,0.821797933626593,1,16862.374263758622,s0001
b3617,1,85,0.8217979336265955,0.8217979336265945,9.992007221626409e-16,0,307.67805711114903,b3617
b0030,5,85,0.8217979336265955,0.8217979336265917,3.774758283725532e-15,0,307.6780571111474,b0030
b0200,1,85,0.8217979336265955,0.8217979336266102,-1.4765966227514582e-14,0,307.67805711115005,b0200
b0222,1,85,0.8217979336265955,0.8217979336266102,-1.4765966227514582e-14,0,307.67805711115005,b0222
b0038,2,85,0.8217979336265955,0.8217979336266102,-1.4765966227514582e-14,0,307.67805711115005,b0038
b0036,2,85,0.8217979336265955,0.8217979336266102,-1.4765966227514582e-14,0,307.67805711115005,b0036
b3844,6,390,0.8217979336265955,0.8182351915413602,0.0035627420852353264,0,313.3506760222176,b3844
b2784,2,85,0.8217979336265955,0.8217979336265958,-3.3306690738754696e-16,0,307.67805711114767,b2784
b2431,1,431,0.8217979336265955,3.5117655703813806e-16,0.8217979336265951,1,15424.39593163416,b2431
b1019,1,431,0.8217979336265955,0.0,0.8217979336265955,1,15424.395931634952,b1019
b0475,1,431,0.8217979336265955,0.0,0.8217979336265955,1,15424.395931634952,b0475
b4040,1,431,0.8217979336265955,3.298758057385801e-11,0.8217979335936079,1,15424.395930426548,b4040
b3974,1,431,0.8217979336265955,1.7771021576734866e-13,0.8217979336264177,1,15424.39593162832,b3974
b0103,1,431,0.8217979336265955,0.0,0.8217979336265955,1,15424.39593163469,b0103
b2104,1,35,0.8217979336265955,0.8217979336265987,-3.219646771412954e-15,0,307.67613903742915,b2104
b1215,1,431,0.8217979336265955,1.0745860645235957e-15,0.8217979336265944,1,15424.395931636343,b1215
b3198,1,431,0.8217979336265955,0.0,0.8217979336265955,1,15424.395931634794,b3198
b1747,1,35,0.8217979336265955,0.8217979336265866,8.881784197001252e-15,0,307.6761390374268,b1747
b1744,1,35,0.8217979336265955,0.8217979336265987,-3.219646771412954e-15,0,307.67613903742904,b1744
b0340,1,35,0.8217979336265955,0.8217979336265987,-3.219646771412954e-15,0,307.67613903742904,b0340
b2988,2,35,0.8217979336265955,0.8217979336265987,-3.219646771412954e-15,0,307.67613903742904,b2988
b2883,1,35,0.8217979336265955,0.8217979336265987,-3.219646771412954e-15,0,307.67613903742904,b2883
b1098,1,431,0.8217979336265955,3.0020598672745755e-16,0.8217979336265951,1,15424.395931634715,b1098
b0888,1,40,0.8217979336265955,0.8217979336265936,1.887379141862766e-15,0,307.8829565584796,b0888
b2690,7,40,0.8217979336265955,0.8217979336266037,-8.215650382226158e-15,0,307.8829565584815,b2690
b0688,1,40,0.8217979336265955,0.8217979336266037,-8.215650382226158e-15,0,307.8829565584815,b0688
b1317,1,40,0.8217979336265955,0.8217979336266037,-8.215650382226158e-15,0,307.8829565584815,b1317
b2168,1,40,0.8217979336265955,0.8217979336266037,-8.215650382226158e-15,0,307.8829565584815,b2168
b2687,1,431,0.8217979336265955,4.9264398128084315e-11,0.8217979335773311,1,15424.395929829636,b2687
b3581,1,40,0.8217979336265955,0.8217979336265907,4.773959005888173e-15,0,307.88295655847946,b3581
b4196,1,40,0.8217979336265955,0.8217979336266037,-8.215650382226158e-15,0,307.8829565584815,b4196
b3582,1,40,0.8217979336265955,0.8217979336266037,-8.215650382226158e-15,0,307.8829565584815,b3582
b4197,1,40,0.8217979336265955,0.8217979336266037,-8.215650382226158e-15,0,307.8829565584815,b4197
b3575,1,40,0.8217979336265955,0.8217979336266037,-8.215650382226158e-15,0,307.8829565584815,b3575
b0312,2,40,0.8217979336265955,0.8217979336266037,-8.215650382226158e-15,0,307.8829565584815,b0312
b0403,5,40,0.8217979336265955,0.8217979336266037,-8.215650382226158e-15,0,307.8829565584815,b0403
b0207,2,40,0.8217979336265955,0.8217979336266037,-8.215650382226158e-15,0,307.8829565584815,b0207
b3012,2,40,0.8217979336265955,0.8217979336266037,-8.215650382226158e-15,0,307.8829565584815,b3012
b3962,1,40,0.8217979336265955,0.8217979336266037,-8.215650382226158e-15,0,307.8829565584815,b3962
b2764,4,431,0.8217979336265955,1.0745860645235973e-15,0.8217979336265944,1,15424.395931634726,b2764
b2763,4,431,0.8217979336265955,0.0,0.8217979336265955,1,15424.39593163497,b2763
b0937,2,40,0.8217979336265955,0.8217979336265974,-1.887379141862766e-15,0,307.8829565584804,b0937
b2563,1,40,0.8217979336265955,0.8217979336266037,-8.215650382226158e-15,0,307.8829565584815,b2563
b3475,1,40,0.8217979336265955,0.8217979336266037,-8.215650382226158e-15,0,307.8829565584815,b3475
b2507,2,431,0.8217979336265955,1.0745860645235973e-15,0.8217979336265944,1,15424.395931634766,b2507
b1982,1,40,0.8217979336265955,0.8217979336265994,-3.885780586188048e-15,0,307.8829565584808,b1982
b3360,1,431,0.8217979336265955,1.0745860645235973e-15,0.8217979336265944,1,15424.395931634755,b3360
b1812,1,431,0.8217979336265955,-4.4554407878269e-27,0.8217979336265955,1,15424.395931634466,b1812
b1096,2,431,0.8217979336265955,3.2987580573853157e-11,0.8217979335936079,1,15424.395930425686,b1096
b4039,2,431,0.8217979336265955,3.2987580573853616e-11,0.8217979335936079,1,15424.395930425946,b4039
b2416,21,424,0.8217979336265955,0.8018784568565036,0.01991947677009187,0,773.974669527603,b2416
b1200,1,40,0.8217979336265955,0.8217979336266044,-8.881784197001252e-15,0,307.88295655848185,b1200
b2415,21,424,0.8217979336265955,0.8018784568565214,0.019919476770074107,0,773.9746695276135,b2415
b1199,1,40,0.8217979336265955,0.8217979336266044,-8.881784197001252e-15,0,307.88295655848185,b1199
b1198,1,40,0.8217979336265955,0.8217979336266052,-9.769962616701378e-15,0,307.88295655848196,b1198
b0171,1,431,0.8217979336265955,-1.8812990149206012e-16,0.8217979336265957,1,15424.395931634765,b0171
b4477,1,40,0.8217979336265955,0.8217979336265993,-3.774758283725532e-15,0,307.882956558481,b4477
b2498,1,40,0.8217979336265955,0.8217979336266052,-9.769962616701378e-15,0,307.88295655848196,b2498
b2780,1,431,0.8217979336265955,2.550402258383384e-16,0.8217979336265953,1,15424.395931634746,b2780
b0087,1,431,0.8217979336265955,0.0,0.8217979336265955,1,15424.395931634717,b0087
b0090,1,431,0.8217979336265955,0.0,0.8217979336265955,1,15424.395931634888,b0090
b3946,1,40,0.8217979336265955,0.8217979336265882,7.327471962526033e-15,0,307.8829565584787,b3946
b0825,1,40,0.8217979336265955,0.8217979336266052,-9.769962616701378e-15,0,307.88295655848196,b0825
b3619,1,40,0.8217979336265955,0.8217979336266052,-9.769962616701378e-15,0,307.88295655848196,b3619
b4267,2,40,0.8217979336265955,0.8217979336266052,-9.769962616701378e-15,0,307.88295655848196,b4267
b1033,4,40,0.8217979336265955,0.8217979336266052,-9.769962616701378e-15,0,307.88295655848196,b1033
b3957,1,431,0.8217979336265955,-4.0357882913465174e-16,0.8217979336265959,1,15424.39593163478,b3957
b1623,2,40,0.8217979336265955,0.8217979336265948,6.661338147750939e-16,0,307.8829565584799,b1623
b3665,1,40,0.8217979336265955,0.8217979336266052,-9.769962616701378e-15,0,307.88295655848196,b3665
b4177,1,431,0.8217979336265955,-3.8571374990374513e-14,0.821797933626634,1,15424.395931636172,b4177
b0677,1,40,0.8217979336265955,0.8217979336266023,-6.772360450213455e-15,0,307.88295655848196,b0677
b0828,1,40,0.8217979336265955,0.8217979336266052,-9.769962616701378e-15,0,307.88295655848196,b0828
b1767,1,40,0.8217979336265955,0.8217979336266052,-9.769962616701378e-15,0,307.88295655848196,b1767
b0674,2,431,0.8217979336265955,3.251178957323896e-16,0.8217979336265951,1,15424.395931634726,b0674
b3744,1,366,0.8217979336265955,0.8202225520292293,0.0015753815973661434,0,308.2622455839694,b3744
b4245,1,431,0.8217979336265955,1.805362607572221e-16,0.8217979336265953,1,15424.39593163511,b4245
b4244,1,431,0.8217979336265955,0.0,0.8217979336265955,1,15424.395931634745,b4244
b0029,2,431,0.8217979336265955,2.4633672559119213e-11,0.8217979336019618,1,15424.395930731122,b0029
b1092,1,431,0.8217979336265955,0.0,0.8217979336265955,1,15424.395931634965,b1092
b3809,1,431,0.8217979336265955,0.0,0.8217979336265955,1,15424.395931634554,b3809
b0031,1,431,0.8217979336265955,0.0,0.8217979336265955,1,15424.395931634574,b0031
b0003,2,431,0.8217979336265955,0.0,0.8217979336265955,1,15424.395931634848,b0003
b1748,3,431,0.8217979336265955,0.0,0.8217979336265955,1,15424.3959316352,b1748
b3359,2,431,0.8217979336265955,0.0,0.8217979336265955,1,15424.395931634668,b3359
b0004,1,431,0.8217979336265955,0.0,0.8217979336265955,1,15424.395931634668,b0004
b4013,1,431,0.8217979336265955,0.0,0.8217979336265955,1,15424.3959316352,b4013
b1704,1,431,0.8217979336265955,1.9301662913596583e-14,0.8217979336265762,1,15424.395931634148,b1704
b2601,1,431,0.8217979336265955,1.9301662913596586e-14,0.8217979336265762,1,15424.39593163399,b2601
b0754,1,431,0.8217979336265955,1.9301662913596586e-14,0.8217979336265762,1,15424.39593163399,b0754
b2700,1,43,0.8217979336265955,0.8217979336266004,-4.884981308350689e-15,0,307.88296558723465,b2700
b1768,1,43,0.8217979336265955,0.8217979336266087,-1.3211653993039363e-14,0,307.88296558723624,b1768
b1014,2,43,0.8217979336265955,0.8217979336266087,-1.3211653993039363e-14,0,307.88296558723624,b1014
b1584,2,43,0.8217979336265955,0.8217979336266087,-1.3211653993039363e-14,0,307.88296558723624,b1584
b3790,1,43,0.8217979336265955,0.8217979336266087,-1.3211653993039363e-14,0,307.88296558723624,b3790
b4014,1,43,0.8217979336265955,0.8217979336266087,-1.3211653993039363e-14,0,307.88296558723624,b4014
b2976,1,43,0.8217979336265955,0.8217979336266087,-1.3211653993039363e-14,0,307.88296558723624,b2976
b1897,1,43,0.8217979336265955,0.8217979336266087,-1.3211653993039363e-14,0,307.88296558723624,b1897
b3034,1,43,0.8217979336265955,0.8217979336266087,-1.3211653993039363e-14,0,307.88296558723624,b3034
b3397,1,43,0.8217979336265955,0.8217979336266087,-1.3211653993039363e-14,0,307.88296558723624,b3397
b0062,1,43,0.8217979336265955,0.8217979336266087,-1.3211653993039363e-14,0,307.88296558723624,b0062
b3600,1,43,0.8217979336265955,0.8217979336266087,-1.3211653993039363e-14,0,307.88296558723624,b3600
b3608,1,338,0.8217979336265955,0.8211157428628008,0.0006821907637947211,0,309.7537246471951,b3608
b4119,1,43,0.8217979336265955,0.8217979336265993,-3.774758283725532e-15,0,307.8829655872345,b4119
b2802,2,43,0.8217979336265955,0.8217979336265891,6.328271240363392e-15,0,307.88296558723334,b2802
b2803,1,43,0.8217979336265955,0.8217979336265891,6.328271240363392e-15,0,307.88296558723334,b2803
b2800,1,43,0.8217979336265955,0.8217979336265891,6.328271240363392e-15,0,307.88296558723334,b2800
b2738,1,43,0.8217979336265955,0.8217979336265891,6.328271240363392e-15,0,307.88296558723334,b2738
b0335,1,43,0.8217979336265955,0.8217979336265891,6.328271240363392e-15,0,307.88296558723334,b0335
b1236,1,43,0.8217979336265955,0.8217979336265891,6.328271240363392e-15,0,307.88296558723334,b1236
b0179,1,431,0.8217979336265955,1.7444935811009025e-15,0.8217979336265937,1,15424.395931635136,b0179
b0085,1,431,0.8217979336265955,0.0,0.8217979336265955,1,15424.395931634961,b0085
b0091,1,431,0.8217979336265955,0.0,0.8217979336265955,1,15424.395931634539,b0091
b0088,1,431,0.8217979336265955,0.0,0.8217979336265955,1,15424.39593163468,b0088
b0505,1,43,0.8217979336265955,0.8217979336265847,1.0769163338864018e-14,0,307.88296558723226,b0505
b0350,1,43,0.8217979336265955,0.8217979336266054,-9.880984919163893e-15,0,307.88296558723584,b0350
b0352,1,43,0.8217979336265955,0.8217979336266054,-9.880984919163893e-15,0,307.88296558723584,b0352
b0347,2,43,0.8217979336265955,0.8217979336266054,-9.880984919163893e-15,0,307.88296558723584,b0347
b0726,1,423,0.8217979336265955,0.8062260299020778,0.015571903724517666,0,405.3447520435463,b0726
b0727,1,423,0.8217979336265955,0.8062260299020724,0.015571903724523106,0,405.344752043541,b0727
b3945,4,74,0.8217979336265955,0.8217979336265745,2.098321516541546e-14,0,307.8496454322725,b3945
b0131,1,431,0.8217979336265955,4.1183418083903755e-16,0.821797933626595,1,15424.395931634343,b0131
b0086,1,431,0.8217979336265955,0.0,0.8217979336265955,1,15424.395931634572,b0086
b0096,1,431,0.8217979336265955,0.0,0.8217979336265955,1,15424.39593163499,b0096
b0181,1,431,0.8217979336265955,0.0,0.8217979336265955,1,15424.395931635094,b0181
b2019,1,431,0.8217979336265955,0.0,0.8217979336265955,1,15424.395931635094,b2019
b2020,1,431,0.8217979336265955,0.0,0.8217979336265955,1,15424.39593163503,b2020
b2022,2,431,0.8217979336265955,0.0,0.8217979336265955,1,15424.395931634874,b2022
b1207,1,24,0.8217979336265955,0.8217979336265925,2.9976021664879227e-15,0,307.8477288680847,b1207
b2026,2,431,0.8217979336265955,-2.1843318452120753e-16,0.8217979336265957,1,15424.395931635001,b2026
b2024,1,431,0.8217979336265955,0.0,0.8217979336265955,1,15424.395931635021,b2024
b3607,1,431,0.8217979336265955,0.0,0.8217979336265955,1,15424.395931635203,b3607
b2421,1,431,0.8217979336265955,0.0,0.8217979336265955,1,15424.395931635065,b2421
b2414,1,431,0.8217979336265955,0.0,0.8217979336265955,1,15424.395931635065,b2414
b4214,1,431,0.8217979336265955,0.0,0.8217979336265955,1,15424.395931635065,b4214
b2762,2,431,0.8217979336265955,0.0,0.8217979336265955,1,15424.395931634926,b2762
b4024,1,431,0.8217979336265955,0.0,0.8217979336265955,1,15424.395931634788,b4024
b0002,2,431,0.8217979336265955,0.0,0.8217979336265955,1,15424.395931635241,b0002
b3940,2,431,0.8217979336265955,0.0,0.8217979336265955,1,15424.395931635241,b3940
b3433,1,431,0.8217979336265955,0.0,0.8217979336265955,1,15424.395931635241,b3433
b2838,1,431,0.8217979336265955,0.0,0.8217979336265955,1,15424.395931635241,b2838
b2942,1,431,0.8217979336265955,2.4575380182532213e-11,0.8217979336020201,1,15424.395930734512,b2942
b4192,1,24,0.8217979336265955,0.8217979336265988,-3.3306690738754696e-15,0,307.84772886808554,b4192
b1993,2,24,0.8217979336265955,0.8217979336266035,-7.993605777301127e-15,0,307.8477288680866,b1993
b1992,1,24,0.8217979336265955,0.8217979336266035,-7.993605777301127e-15,0,307.8477288680866,b1992
b0417,1,431,0.8217979336265955,-7.859257916345512e-16,0.8217979336265963,1,15424.39593163503,b0417
b0348,2,24,0.8217979336265955,0.8217979336266109,-1.5432100042289676e-14,0,307.847728868088,b0348
b0349,2,24,0.8217979336265955,0.8217979336266035,-7.993605777301127e-15,0,307.8477288680866,b0349
b3124,1,24,0.8217979336265955,0.8217979336266035,-7.993605777301127e-15,0,307.8477288680866,b3124
b0583,1,24,0.8217979336265955,0.8217979336266035,-7.993605777301127e-15,0,307.8477288680866,b0583
b0732,1,24,0.8217979336265955,0.8217979336266035,-7.993605777301127e-15,0,307.8477288680866,b0732
b0517,1,24,0.8217979336265955,0.8217979336266035,-7.993605777301127e-15,0,307.8477288680866,b0517
b0521,1,411,0.8217979336265955,0.8136733820001892,0.00812455162640624,0,310.57265671860296,b0521
b3223,1,24,0.8217979336265955,0.8217979336266146,-1.9095836023552692e-14,0,307.8477288680887,b3223
b2428,1,24,0.8217979336265955,0.8217979336266035,-7.993605777301127e-15,0,307.8477288680866,b2428
b2162,2,24,0.8217979336265955,0.8217979336266035,-7.993605777301127e-15,0,307.8477288680866,b2162
b0651,2,24,0.8217979336265955,0.8217979336266035,-7.993605777301127e-15,0,307.8477288680866,b0651
b0522,1,431,0.8217979336265955,4.03929811776716e-14,0.8217979336265551,1,15424.395931633513,b0522
b1779,6,430,0.8217979336265955,0.5758330394274855,0.24596489419910994,0,4593.749291104799,b1779
b2388,1,23,0.8217979336265955,0.8217979336266263,-3.086420008457935e-14,0,305.7371765210631,b2388
b2029,1,413,0.8217979336265955,0.8125879431636359,0.00920999046295956,0,463.286728101963,b2029
b0368,1,71,0.8217979336265955,0.821797933626595,4.440892098500626e-16,0,307.1637396485082,b0368
b2463,1,71,0.8217979336265955,0.8217979336266046,-9.103828801926284e-15,0,307.1637396485096,b2463
b3960,1,431,0.8217979336265955,1.7114474677383403e-16,0.8217979336265953,1,15424.395931635358,b3960
b0032,1,71,0.8217979336265955,0.8217979336265898,5.662137425588298e-15,0,307.16373964850715,b0032
b0033,1,71,0.8217979336265955,0.8217979336266046,-9.103828801926284e-15,0,307.1637396485096,b0033
b0242,1,431,0.8217979336265955,6.624339226793327e-16,0.8217979336265948,1,15424.39593163537,b0242
b0074,1,431,0.8217979336265955,0.0,0.8217979336265955,1,15424.395931635017,b0074
b1091,3,431,0.8217979336265955,0.0,0.8217979336265955,1,15424.3959316349,b1091
b3908,1,71,0.8217979336265955,0.8217979336265969,-1.4432899320127035e-15,0,307.16373964850845,b3908
b1656,1,71,0.8217979336265955,0.8217979336266046,-9.103828801926284e-15,0,307.1637396485096,b1656
b0159,3,431,0.8217979336265955,4.926003578819212e-11,0.8217979335773354,1,15424.395929830811,b0159
b1106,1,21,0.8217979336265955,0.8217979336265919,3.552713678800501e-15,0,307.161823084317,b1106
b1759,2,21,0.8217979336265955,0.8217979336265878,7.66053886991358e-15,0,307.1618230843157,b1759
b2251,3,38,0.8217979336265955,0.8217979336265878,7.66053886991358e-15,0,307.1980671138145,b2251
b0905,1,38,0.8217979336265955,0.821797933626587,8.43769498715119e-15,0,307.1980671138149,b0905
b3248,2,38,0.8217979336265955,0.821797933626587,8.43769498715119e-15,0,307.1980671138149,b3248
b0386,1,431,0.8217979336265955,1.3747063302955801e-15,0.8217979336265941,1,15424.395931634608,b0386
b3425,1,38,0.8217979336265955,0.8217979336265856,9.880984919163893e-15,0,307.19806711381443,b3425
b2668,1,38,0.8217979336265955,0.821797933626587,8.43769498715119e-15,0,307.1980671138149,b2668
b2521,2,38,0.8217979336265955,0.821797933626587,8.43769498715119e-15,0,307.1980671138149,b2521
b2053,1,38,0.8217979336265955,0.821797933626587,8.43769498715119e-15,0,307.1980671138149,b2053
b2920,1,38,0.8217979336265955,0.821797933626587,8.43769498715119e-15,0,307.1980671138149,b2920
b2143,2,38,0.8217979336265955,0.821797933626587,8.43769498715119e-15,0,307.1980671138149,b2143
b0778,1,431,0.8217979336265955,6.979329136588805e-16,0.8217979336265948,1,15424.395931634614,b0778
b2065,1,38,0.8217979336265955,0.8217979336265858,9.658940314238862e-15,0,307.19806711381466,b2065
b2478,1,431,0.8217979336265955,-1.3114980836126846e-15,0.8217979336265968,1,15424.395931635492,b2478
b0337,1,38,0.8217979336265955,0.8217979336265806,1.4876988529977098e-14,0,307.19806711381364,b0337
b3729,1,431,0.8217979336265955,1.0678926729172382e-15,0.8217979336265944,1,15424.395931635476,b3729
b2688,1,38,0.8217979336265955,0.8217979336265919,3.552713678800501e-15,0,307.1980671138154,b2688
b0485,1,38,0.8217979336265955,0.8217979336266061,-1.0658141036401503e-14,0,307.19806711381796,b0485
b1524,1,38,0.8217979336265955,0.8217979336266061,-1.0658141036401503e-14,0,307.19806711381796,b1524
b2312,1,431,0.8217979336265955,1.9232661352018147e-13,0.8217979336264032,1,15424.395931628476,b2312
b0104,1,38,0.8217979336265955,0.8217979336266189,-2.3425705819590803e-14,0,307.19806711382057,b0104
b1740,1,431,0.8217979336265955,-1.966769584320978e-12,0.8217979336285622,1,15424.395931707539,b1740
b3366,1,38,0.8217979336265955,0.8217979336265826,1.2878587085651816e-14,0,307.1980671138141,b3366
b3365,1,38,0.8217979336265955,0.8217979336266061,-1.0658141036401503e-14,0,307.19806711381796,b3365
b4254,1,431,0.8217979336265955,-1.3114980836126846e-15,0.8217979336265968,1,15424.395931635492,b4254
b0273,1,431,0.8217979336265955,0.0,0.8217979336265955,1,15424.395931634714,b0273
b2500,1,384,0.8217979336265955,0.8193315341403876,0.0024663994862078598,0,308.2785410602849,b2500
b3449,5,38,0.8217979336265955,0.8217979336266293,-3.3861802251067274e-14,0,307.1980671138216,b3449
b0331,1,38,0.8217979336265955,0.8217979336266061,-1.0658141036401503e-14,0,307.19806711381796,b0331
b2210,2,38,0.8217979336265955,0.8217979336266061,-1.0658141036401503e-14,0,307.19806711381796,b2210
b1746,1,38,0.8217979336265955,0.8217979336266061,-1.0658141036401503e-14,0,307.19806711381796,b1746
b0052,1,431,0.8217979336265955,7.527159404259954e-16,0.8217979336265947,1,15424.395931635494,b0052
b2564,1,431,0.8217979336265955,0.0,0.8217979336265955,1,15424.395931634848,b2564
b0369,1,431,0.8217979336265955,0.0,0.8217979336265955,1,15424.395931634848,b0369
b4005,1,431,0.8217979336265955,9.710439347855605e-14,0.8217979336264983,1,15424.395931631661,b4005
