gene_id,gene_name,n_gpr_rxns,n_changed,b_wt,b_ko,delta_b,y_essential,kV,engine
b0652,,2,4,0.15565655936741177,0.15565655936741263,-8.604228440844963e-16,0,2.6256468450257937e-06,
b0653,,2,4,0.15565655936741177,0.15565655936741263,-8.604228440844963e-16,0,2.6256468450257937e-06,
b3528,,6,4,0.15565655936741177,0.15565655936740794,3.83026943495679e-15,0,2.6256468450257145e-06,
b4123,,9,4,0.15565655936741177,0.15565655936741177,0.0,0,2.625646845025779e-06,
b4138,,7,4,0.15565655936741177,0.15565655936741263,-8.604228440844963e-16,0,2.6256468450257937e-06,
b4077,,2,8,0.15565655936741177,0.1556565593674118,-2.7755575615628914e-17,0,2.630466373722595e-06,
b3503,,1,4,0.15565655936741177,0.15565655936741174,2.7755575615628914e-17,0,2.625646845025779e-06,
b1064,,7,4,0.15565655936741177,0.1556565593674118,-2.7755575615628914e-17,0,2.6256468450257798e-06,
b1747,,1,8,0.15565655936741177,0.15565655936741177,0.0,0,2.6304663737238616e-06,
b1539,,4,4,0.15565655936741177,0.15565655936741174,2.7755575615628914e-17,0,2.6256468450257785e-06,
b2019,,1,422,0.15565655936741177,0.0,0.15565655936741177,1,372.95940773296957,
b3738,,1,81,0.15565655936741177,0.15565655936741174,2.7755575615628914e-17,0,1404.1215323996519,
b3733,,1,86,0.15565655936741177,0.15565655936741174,2.7755575615628914e-17,0,1404.131606095129,
b3732,,1,86,0.15565655936741177,0.15565655936741174,2.7755575615628914e-17,0,1404.131606095129,
b3739,,1,86,0.15565655936741177,0.15565655936741174,2.7755575615628914e-17,0,1404.131606095129,
b3736,,1,86,0.15565655936741177,0.15565655936741174,2.7755575615628914e-17,0,1404.131606095129,
b3737,,1,86,0.15565655936741177,0.15565655936741174,2.7755575615628914e-17,0,1404.131606095129,
b3734,,1,86,0.15565655936741177,0.15565655936741174,2.7755575615628914e-17,0,1404.131606095129,
b3735,,1,86,0.15565655936741177,0.15565655936741174,2.7755575615628914e-17,0,1404.131606095129,
b3731,,1,86,0.15565655936741177,0.15565655936741174,2.7755575615628914e-17,0,1404.131606095129,
b0312,,2,4,0.15565655936741177,0.15565655936741263,-8.604228440844963e-16,0,2.6256468450257937e-06,
b0827,,4,422,0.15565655936741177,0.0,0.15565655936741177,1,372.9594077329688,
b3857,,5,422,0.15565655936741177,0.0,0.15565655936741177,1,372.9594077329698,
b3856,,5,422,0.15565655936741177,0.0,0.15565655936741177,1,372.9594077329702,
b4214,,1,422,0.15565655936741177,0.0,0.15565655936741177,1,372.959407732969,
b3551,,3,4,0.15565655936741177,0.15565655936741177,0.0,0,2.625646845025779e-06,
b0775,,1,422,0.15565655936741177,0.0,0.15565655936741177,1,372.9594077329697,
b0934,,5,0,0.15565655936741177,0.15565655936741177,0.0,0,0.0,
b0367,,3,4,0.15565655936741177,0.1556565593674116,1.6653345369377348e-16,0,2.6256468450257764e-06,
b0933,,5,8,0.15565655936741177,0.1556565593674116,1.6653345369377348e-16,0,2.6304663737217038e-06,
b0936,,5,8,0.15565655936741177,0.1556565593674116,1.6653345369377348e-16,0,2.6304663737217038e-06,
b0365,,3,4,0.15565655936741177,0.1556565593674116,1.6653345369377348e-16,0,2.6256468450257764e-06,
b0366,,3,4,0.15565655936741177,0.1556565593674116,1.6653345369377348e-16,0,2.6256468450257764e-06,
b1216,,3,4,0.15565655936741177,0.15565655936741177,0.0,0,2.625646845025779e-06,
b4132,,1,4,0.15565655936741177,0.15565655936741263,-8.604228440844963e-16,0,2.6256468450257937e-06,
b3942,,1,4,0.15565655936741177,0.15565655936741263,-8.604228440844963e-16,0,2.6256468450257937e-06,
b1732,,1,4,0.15565655936741177,0.15565655936741263,-8.604228440844963e-16,0,2.6256468450257937e-06,
b3196,,1,422,0.15565655936741177,0.0,0.15565655936741177,1,372.9594077329697,
b1270,,2,0,0.15565655936741177,0.1556565593674117,5.551115123125783e-17,0,0.0,
b2874,,1,52,0.15565655936741177,0.15565655936741177,0.0,0,0.1060439381685849,
b0521,,1,52,0.15565655936741177,0.15565655936741177,0.0,0,0.1060439381685849,
b0323,,1,52,0.15565655936741177,0.15565655936741177,0.0,0,0.1060439381685849,
b0033,,1,4,0.15565655936741177,0.15565655936741263,-8.604228440844963e-16,0,2.6256468450257937e-06,
b0032,,1,4,0.15565655936741177,0.15565655936741263,-8.604228440844963e-16,0,2.6256468450257937e-06,
b0444,,1,8,0.15565655936741177,0.1556565593674117,5.551115123125783e-17,0,2.6304663737246472e-06,
b3469,,6,4,0.15565655936741177,0.15565655936741263,-8.604228440844963e-16,0,2.6256468450257937e-06,
b3915,,7,4,0.15565655936741177,0.15565655936741182,-5.551115123125783e-17,0,2.62564684502578e-06,
b0752,,5,4,0.15565655936741177,0.15565655936741146,3.0531133177191805e-16,0,2.625646845025774e-06,
b3040,,6,422,0.15565655936741177,0.0,0.15565655936741177,1,372.95940773296945,
b3918,,7,4,0.15565655936741177,0.15565655936741177,0.0,0,2.625646845025779e-06,
b2794,,1,4,0.15565655936741177,0.15565654300788656,1.6359525206732783e-08,0,2.6256465690699587e-06,
b1208,,1,422,0.15565655936741177,0.0,0.15565655936741177,1,372.9594077329697,
b1661,,4,0,0.15565655936741177,0.1556565593674117,5.551115123125783e-17,0,0.0,
b2129,,2,4,0.15565655936741177,0.15565655936741263,-8.604228440844963e-16,0,2.6256468450257937e-06,
b2128,,2,4,0.15565655936741177,0.15565655936741263,-8.604228440844963e-16,0,2.6256468450257937e-06,
b2131,,2,4,0.15565655936741177,0.15565655936741263,-8.604228440844963e-16,0,2.6256468450257937e-06,
b2130,,2,4,0.15565655936741177,0.15565655936741263,-8.604228440844963e-16,0,2.6256468450257937e-06,
b1801,,3,4,0.15565655936741177,0.15565655936741177,0.0,0,2.625646845025779e-06,
b0314,,1,8,0.15565655936741177,0.15565655936741177,0.0,0,2.630466373720689e-06,
b0311,,1,8,0.15565655936741177,0.15565655936741152,2.498001805406602e-16,0,2.6304663737236126e-06,
b2600,,2,422,0.15565655936741177,0.0,0.15565655936741177,1,372.9594077329695,
b2599,,2,422,0.15565655936741177,0.0,0.15565655936741177,1,372.95940773296957,
b2329,,1,422,0.15565655936741177,0.0,0.15565655936741177,1,372.95940773296917,
b4039,,1,422,0.15565655936741177,0.0,0.15565655936741177,1,372.9594077329697,
b2542,,2,4,0.15565655936741177,0.15565655936741177,0.0,0,2.625646845025779e-06,
b2540,,2,4,0.15565655936741177,0.1556565593674117,5.551115123125783e-17,0,2.625646845025778e-06,
b2538,,2,4,0.15565655936741177,0.1556565593674117,5.551115123125783e-17,0,2.625646845025778e-06,
b2539,,2,4,0.15565655936741177,0.1556565593674117,5.551115123125783e-17,0,2.625646845025778e-06,
b0617,,1,4,0.15565655936741177,0.15565655936741166,1.1102230246251565e-16,0,2.625646845025777e-06,
b0614,,1,4,0.15565655936741177,0.15565655936741166,1.1102230246251565e-16,0,2.625646845025777e-06,
b0616,,1,4,0.15565655936741177,0.15565655936741166,1.1102230246251565e-16,0,2.625646845025777e-06,
b0615,,1,4,0.15565655936741177,0.15565655936741166,1.1102230246251565e-16,0,2.625646845025777e-06,
b0612,,1,8,0.15565655936741177,0.15565655936741174,2.7755575615628914e-17,0,2.630466373723861e-06,
b0789,,7,4,0.15565655936741177,0.15565655936741177,0.0,0,2.625646845025779e-06,
b1249,,7,4,0.15565655936741177,0.15565655936741177,0.0,0,2.625646845025779e-06,
b0155,,1,422,0.15565655936741177,0.0,0.15565655936741177,1,372.9594077329695,
b1592,,1,422,0.15565655936741177,0.0,0.15565655936741177,1,372.9594077329695,
b3035,,9,4,0.15565655936741177,0.15565655936741177,0.0,0,2.625646845025779e-06,
b2470,,7,4,0.15565655936741177,0.15565655936741263,-8.604228440844963e-16,0,2.6256468450257937e-06,
b0463,,7,4,0.15565655936741177,0.15565655936741263,-8.604228440844963e-16,0,2.6256468450257937e-06,
b0462,,7,4,0.15565655936741177,0.15565655936741263,-8.604228440844963e-16,0,2.6256468450257937e-06,
b3816,,3,422,0.15565655936741177,0.0,0.15565655936741177,1,372.9594077329697,
b2174,,1,4,0.15565655936741177,0.15565655936741177,0.0,0,2.625646845025779e-06,
b0914,,32,422,0.15565655936741177,0.0,0.15565655936741177,1,372.95940773296934,
b1102,,1,0,0.15565655936741177,0.1556565593674117,5.551115123125783e-17,0,0.0,
b2765,,1,4,0.15565655936741177,0.15565655936741177,0.0,0,2.625646845025779e-06,
b0783,,1,422,0.15565655936741177,0.0,0.15565655936741177,1,372.9594077329695,
b0781,,1,422,0.15565655936741177,0.0,0.15565655936741177,1,372.9594077329699,
b2436,,1,54,0.15565655936741177,0.15565655936741177,0.0,0,1.5996116171003377e-07,
b3867,,1,4,0.15565655936741177,0.15565655936741224,-4.718447854656915e-16,0,2.6256468450257874e-06,
b0038,,2,4,0.15565655936741177,0.15565655936741177,0.0,0,2.625646845025779e-06,
b0037,,3,4,0.15565655936741177,0.15565655936741263,-8.604228440844963e-16,0,2.6256468450257937e-06,
b0036,,2,4,0.15565655936741177,0.15565655936741146,3.0531133177191805e-16,0,2.6256468450257743e-06,
b2679,,4,4,0.15565655936741177,0.15565655936741263,-8.604228440844963e-16,0,2.6256468450257937e-06,
b2677,,4,4,0.15565655936741177,0.15565655936741263,-8.604228440844963e-16,0,2.6256468450257937e-06,
b2678,,4,4,0.15565655936741177,0.15565655936741263,-8.604228440844963e-16,0,2.6256468450257937e-06,
b4111,,5,4,0.15565655936741177,0.155656559367411,7.771561172376096e-16,0,2.6256468450257662e-06,
b0040,,2,4,0.15565655936741177,0.15565655936741157,1.942890293094024e-16,0,2.6256468450257764e-06,
b0720,,1,423,0.15565655936741177,0.0,0.15565655936741177,1,402.03032972258694,
b0337,,1,4,0.15565655936741177,0.1556565593674117,5.551115123125783e-17,0,4.819528698658434e-09,
b0336,,1,4,0.15565655936741177,0.15565655936741177,0.0,0,2.625646845025779e-06,
b3846,,19,133,0.15565655936741177,0.15565655936741188,-1.1102230246251565e-16,0,1.2023650866984448,
b2780,,1,422,0.15565655936741177,0.0,0.15565655936741177,1,372.95940773296934,
b0123,,2,0,0.15565655936741177,0.15565655936741177,0.0,0,0.0,
b0484,,1,4,0.15565655936741177,0.15565655936741263,-8.604228440844963e-16,0,2.6256468450257937e-06,
b3425,,1,8,0.15565655936741177,0.15565655936741177,0.0,0,2.6304663737235342e-06,
b1308,,1,4,0.15565655936741177,0.15565655936741263,-8.604228440844963e-16,0,2.6256468450257937e-06,
b0340,,1,4,0.15565655936741177,0.15565655936741263,-8.604228440844963e-16,0,2.6256468450257937e-06,
b0341,,1,4,0.15565655936741177,0.1556565593674115,2.7755575615628914e-16,0,2.6256468450257747e-06,
b1919,,1,8,0.15565655936741177,0.15565655936741188,-1.1102230246251565e-16,0,2.630466373723101e-06,
b3008,,2,422,0.15565655936741177,0.0,0.15565655936741177,1,372.95940773296934,
b3708,,3,51,0.15565655936741177,0.1556565593674117,5.551115123125783e-17,0,0.0013907261847660069,
b2414,,1,422,0.15565655936741177,0.0,0.15565655936741177,1,372.9594077329691,
b2421,,1,422,0.15565655936741177,0.0,0.15565655936741177,1,372.9594077329692,
b2810,,1,0,0.15565655936741177,0.15565655936741177,0.0,0,0.0,
b1622,,1,422,0.15565655936741177,0.0,0.15565655936741177,1,372.95940773296934,
b0526,,1,0,0.15565655936741177,0.15565655936741174,2.7755575615628914e-17,0,0.0,
b0886,,2,8,0.15565655936741177,0.15565655936741174,2.7755575615628914e-17,0,2.630466373723054e-06,
b0887,,2,6,0.15565655936741177,0.1556565583674117,1.0000000549847954e-09,0,5.913435515031102,highs-stall-override
b0978,,2,4,0.15565655936741177,0.15565655936741174,2.7755575615628914e-17,0,2.6256468450257785e-06,
b0979,,2,4,0.15565655936741177,0.15565655936741174,2.7755575615628914e-17,0,2.6256468450257785e-06,
b0734,,1,4,0.15565655936741177,0.15565655936741263,-8.604228440844963e-16,0,2.6256468450257937e-06,
b0733,,1,4,0.15565655936741177,0.15565655936741263,-8.604228440844963e-16,0,2.6256468450257937e-06,
b0432,,1,60,0.15565655936741177,0.15565655936741163,1.3877787807814457e-16,0,230.11158729180363,
b0430,,1,60,0.15565655936741177,0.15565655936741163,1.3877787807814457e-16,0,230.11158729180363,
b0429,,1,60,0.15565655936741177,0.15565655936741163,1.3877787807814457e-16,0,230.11158729180363,
b0431,,1,60,0.15565655936741177,0.15565655936741163,1.3877787807814457e-16,0,230.11158729180363,
b2143,,2,4,0.15565655936741177,0.1556565593674115,2.7755575615628914e-16,0,2.6256468450257747e-06,
b0651,,2,8,0.15565655936741177,0.15565655936741152,2.498001805406602e-16,0,2.630466373722475e-06,
b2162,,2,8,0.15565655936741177,0.15565655936741152,2.498001805406602e-16,0,2.630466373722475e-06,
b2066,,2,4,0.15565655936741177,0.15565655936741263,-8.604228440844963e-16,0,2.6256468450257937e-06,
b0910,,3,422,0.15565655936741177,0.0,0.15565655936741177,1,372.9594077329695,
b2975,,3,4,0.15565655936741177,0.15565655936741177,0.0,0,2.625646845025779e-06,
b3603,,3,4,0.15565655936741177,0.15565655936741177,0.0,0,2.625646845025779e-06,
b1189,,1,4,0.15565655936741177,0.15565655936741263,-8.604228440844963e-16,0,2.6256468450257937e-06,
b4042,,7,4,0.15565655936741177,0.15565655936741263,-8.604228440844963e-16,0,2.6256468450257937e-06,
b2871,,1,4,0.15565655936741177,0.15565655936741232,-5.551115123125783e-16,0,2.6256468450257882e-06,
b2838,,1,422,0.15565655936741177,0.0,0.15565655936741177,1,372.95940773296957,
b3809,,1,422,0.15565655936741177,0.0,0.15565655936741177,1,372.95940773296985,
b0175,,7,422,0.15565655936741177,0.0,0.15565655936741177,1,372.9594077329693,
b3041,,1,422,0.15565655936741177,0.0,0.15565655936741177,1,372.95940773296843,
b0778,,1,422,0.15565655936741177,0.0,0.15565655936741177,1,372.9594077329694,
b1734,,1,0,0.15565655936741177,0.15565655936741177,0.0,0,0.0,
b2065,,1,4,0.15565655936741177,0.15565655936741263,-8.604228440844963e-16,0,2.6256468450257937e-06,
b2344,,7,4,0.15565655936741177,0.15565655936741177,0.0,0,2.625646845025779e-06,
b3693,,1,4,0.15565655936741177,0.15565655936741166,1.1102230246251565e-16,0,2.6256468450257776e-06,
b3909,,2,4,0.15565655936741177,0.1556565593674097,2.0539125955565396e-15,0,2.625646845025744e-06,
b3526,,1,4,0.15565655936741177,0.15565655936741177,0.0,0,2.6256468450257785e-06,
b1704,,1,422,0.15565655936741177,0.0,0.15565655936741177,1,372.95940773297053,
b2601,,1,422,0.15565655936741177,0.0,0.15565655936741177,1,372.9594077329716,
b0754,,1,422,0.15565655936741177,0.0,0.15565655936741177,1,372.95940773296894,
b4477,,1,0,0.15565655936741177,0.1556565593674117,5.551115123125783e-17,0,0.0,
b3648,,2,422,0.15565655936741177,0.0,0.15565655936741177,1,372.95940773296905,
b1393,,1,0,0.15565655936741177,0.1556565593674117,5.551115123125783e-17,0,0.0,
b3771,,2,422,0.15565655936741177,0.0,0.15565655936741177,1,372.9594077329695,
b1198,,1,56,0.15565655936741177,0.15565655936741166,1.1102230246251565e-16,0,0.47421436038962556,
b1199,,1,56,0.15565655936741177,0.1556565593674114,3.608224830031759e-16,0,0.4742143603896139,
b1200,,1,56,0.15565655936741177,0.1556565593674114,3.608224830031759e-16,0,0.4742143603896139,
b0596,,1,4,0.15565655936741177,0.15565655936741177,0.0,0,2.625646845025779e-06,
b0594,,1,4,0.15565655936741177,0.15565655936741263,-8.604228440844963e-16,0,2.6256468450257937e-06,
b2541,,2,4,0.15565655936741177,0.15565655936741207,-3.0531133177191805e-16,0,2.625646845025785e-06,
b0348,,2,8,0.15565655936741177,0.1556565593674003,1.1463052729254741e-14,0,2.630466373719486e-06,
b0031,,1,422,0.15565655936741177,0.0,0.15565655936741177,1,372.95940773296934,
b2478,,1,422,0.15565655936741177,0.0,0.15565655936741177,1,372.95940773296985,
b0048,,1,422,0.15565655936741177,0.0,0.15565655936741177,1,372.95940773296957,
b1606,,2,422,0.15565655936741177,0.0,0.15565655936741177,1,372.9594077329698,
b2315,,1,422,0.15565655936741177,0.0,0.15565655936741177,1,372.95940773297053,
b3930,,1,0,0.15565655936741177,0.15565655936741177,0.0,0,0.0,
b2262,,1,4,0.15565655936741177,0.15565655936741102,7.494005416219807e-16,0,2.6256468450257666e-06,
b0736,,1,4,0.15565655936741177,0.15565655936741177,0.0,0,2.625646845025779e-06,
b3058,,2,422,0.15565655936741177,0.0,0.15565655936741177,1,372.95940773296894,
b0945,,2,7,0.15565655936741177,0.15565655936741177,0.0,0,0.007953792266130248,
b1062,,1,422,0.15565655936741177,0.0,0.15565655936741177,1,372.95940773296957,
b3177,,1,422,0.15565655936741177,0.0,0.15565655936741177,1,372.95940773297,
b0578,,2,4,0.15565655936741177,0.15565655936741177,0.0,0,2.625646845025779e-06,
b2303,,1,4,0.15565655936741177,0.1556565593674115,2.7755575615628914e-16,0,2.6256468450257747e-06,
b3389,,1,422,0.15565655936741177,0.0,0.15565655936741177,1,372.95940773297013,
b1693,,1,422,0.15565655936741177,0.0,0.15565655936741177,1,372.95940773296934,
b0421,,2,422,0.15565655936741177,0.0,0.15565655936741177,1,372.9594077329695,
b0029,,2,422,0.15565655936741177,0.0,0.15565655936741177,1,372.9594077329701,
b2232,,2,0,0.15565655936741177,0.15565655936741177,0.0,0,0.0,
b1588,,3,4,0.15565655936741177,0.15565655936741263,-8.604228440844963e-16,0,2.6256468450257937e-06,
b0895,,4,4,0.15565655936741177,0.15565655936741193,-1.6653345369377348e-16,0,2.6256468450257815e-06,
b1587,,3,4,0.15565655936741177,0.15565655936741263,-8.604228440844963e-16,0,2.6256468450257937e-06,
b0894,,4,4,0.15565655936741177,0.15565655936741193,-1.6653345369377348e-16,0,2.6256468450257815e-06,
b1590,,3,4,0.15565655936741177,0.15565655936741263,-8.604228440844963e-16,0,2.6256468450257937e-06,
b0896,,4,4,0.15565655936741177,0.15565655936741193,-1.6653345369377348e-16,0,2.6256468450257815e-06,
b1589,,3,4,0.15565655936741177,0.15565655936741263,-8.604228440844963e-16,0,2.6256468450257937e-06,
b1872,,4,4,0.15565655936741177,0.15565655936741263,-8.604228440844963e-16,0,2.6256468450257937e-06,
b1873,,4,4,0.15565655936741177,0.15565655936741263,-8.604228440844963e-16,0,2.6256468450257937e-06,
b0099,,3,422,0.15565655936741177,0.0,0.15565655936741177,1,372.95940773296866,
b1865,,2,422,0.15565655936741177,0.0,0.15565655936741177,1,372.95940773296957,
b3575,,1,0,0.15565655936741177,0.15565655936741177,0.0,0,0.0,
b0103,,1,422,0.15565655936741177,0.0,0.15565655936741177,1,372.9594077329689,
b3774,,3,422,0.15565655936741177,0.0,0.15565655936741177,1,372.95940773297116,
b0425,,1,422,0.15565655936741177,0.0,0.15565655936741177,1,372.9594077329755,
b4381,,1,4,0.15565655936741177,0.15565655936741177,0.0,0,2.625646845025779e-06,
b1185,,2,4,0.15565655936741177,0.15565655936741166,1.1102230246251565e-16,0,2.6256468450257776e-06,
b3860,,2,4,0.15565655936741177,0.15565655936741166,1.1102230246251565e-16,0,2.6256468450257776e-06,
b2893,,2,4,0.15565655936741177,0.15565655936741177,0.0,0,2.625646845025779e-06,
b2582,,10,9,0.15565655936741177,0.15565655936741177,0.0,0,0.007445827544274523,
b4136,,3,4,0.15565655936741177,0.1556565593674122,-4.440892098500626e-16,0,2.6256468450257865e-06,
b3781,,10,9,0.15565655936741177,0.15565655936741177,0.0,0,0.007445827544274523,
b0604,,2,8,0.15565655936741177,0.15565655936741166,1.1102230246251565e-16,0,2.630466373723018e-06,
b4122,,2,80,0.15565655936741177,0.1556565593674118,-2.7755575615628914e-17,0,33.43596813376344,
b1098,,1,422,0.15565655936741177,0.0,0.15565655936741177,1,372.95940773296957,
b2146,,1,0,0.15565655936741177,0.15565655936741177,0.0,0,0.0,
b2147,,1,4,0.15565655936741177,0.15565655936741182,-5.551115123125783e-17,0,2.62564684502578e-06,
b1238,,2,4,0.15565655936741177,0.1556565593674113,4.718447854656915e-16,0,2.6256468450257713e-06,
b4384,,7,11,0.15565655936741177,0.15565655936741177,0.0,0,2.7024648495769546e-06,
b4382,,2,4,0.15565655936741177,0.15565655936741157,1.942890293094024e-16,0,2.6256468450257764e-06,
b2251,,3,65,0.15565655936741177,0.15565655936741177,0.0,0,0.00031427345228670446,
b3640,,1,65,0.15565655936741177,0.15565655936741177,0.0,0,0.00031427345228670446,
b0173,,1,422,0.15565655936741177,0.0,0.15565655936741177,1,372.9594077329706,
b0420,,1,422,0.15565655936741177,0.0,0.15565655936741177,1,372.9594077329681,
b3564,,2,4,0.15565655936741177,0.15565655936741177,0.0,0,2.625646845025779e-06,
b1779,,2,429,0.15565655936741177,0.0,0.15565655936741177,1,359.21469428714397,
b2927,,1,422,0.15565655936741177,0.0,0.15565655936741177,1,372.9594077329696,
b1288,,26,422,0.15565655936741177,0.0,0.15565655936741177,1,372.9594077329698,
b3622,,2,0,0.15565655936741177,0.15565655936741177,0.0,0,0.0,
b3793,,3,4,0.15565655936741177,0.15565655936741157,1.942890293094024e-16,0,2.6256468450257764e-06,
b3785,,3,4,0.15565655936741177,0.15565655936741157,1.942890293094024e-16,0,2.6256468450257764e-06,
b3792,,1,4,0.15565655936741177,0.15565655936741174,2.7755575615628914e-17,0,2.625646845025778e-06,
b2341,,16,130,0.15565655936741177,0.15565655936741205,-2.7755575615628914e-16,0,1.2023673592837443,
b1850,,2,4,0.15565655936741177,0.15565655936741163,1.3877787807814457e-16,0,2.625646845025777e-06,
b1851,,1,4,0.15565655936741177,0.1556565593674118,-2.7755575615628914e-17,0,2.6256468450257798e-06,
b1054,,1,4,0.15565655936741177,0.15565655936741177,0.0,0,2.625646845025779e-06,
b1855,,2,8,0.15565655936741177,0.15565655936741182,-5.551115123125783e-17,0,2.63046637372405e-06,
b2378,,1,4,0.15565655936741177,0.15565655936741182,-5.551115123125783e-17,0,2.6256468450257806e-06,
b2779,,1,81,0.15565655936741177,0.15565655936741207,-3.0531133177191805e-16,0,72.63937614715779,
b0583,,1,8,0.15565655936741177,0.15565655936741188,-1.1102230246251565e-16,0,2.6304663737217842e-06,
b0585,,2,4,0.15565655936741177,0.15565655936741135,4.163336342344337e-16,0,2.6256468450257717e-06,
b2441,,1,4,0.15565655936741177,0.1556565593674118,-2.7755575615628914e-17,0,2.625646845025779e-06,
b2440,,1,4,0.15565655936741177,0.1556565593674118,-2.7755575615628914e-17,0,2.625646845025779e-06,
b3946,,1,59,0.15565655936741177,0.1556565593674118,-2.7755575615628914e-17,0,0.47421435228678965,
b0825,,1,59,0.15565655936741177,0.1556565593674118,-2.7755575615628914e-17,0,0.47421435228678965,
b0822,,5,8,0.15565655936741177,0.15565655936741152,2.498001805406602e-16,0,2.630466373725459e-06,
b3666,,4,4,0.15565655936741177,0.15565655936741177,0.0,0,2.625646845025779e-06,
b0404,,7,4,0.15565655936741177,0.15565655936741163,1.3877787807814457e-16,0,2.6256468450257764e-06,
b0452,,10,130,0.15565655936741177,0.15565655936741177,0.0,0,1.2023673592838573,
b1805,,10,4,0.15565655936741177,0.15565655936741177,0.0,0,2.625646845025779e-06,
b1701,,10,4,0.15565655936741177,0.15565655936741177,0.0,0,2.625646845025779e-06,
b3844,,6,50,0.15565655936741177,0.15565655936741188,-1.1102230246251565e-16,0,0.5309004670949795,
b2764,,4,422,0.15565655936741177,0.0,0.15565655936741177,1,372.959407732969,
b2763,,4,422,0.15565655936741177,0.0,0.15565655936741177,1,372.9594077329695,
b2925,,2,51,0.15565655936741177,0.1556565593674117,5.551115123125783e-17,0,8.565818596087682,
b1773,,1,52,0.15565655936741177,0.15565655936741177,0.0,0,4.980404582226968,
b2097,,1,52,0.15565655936741177,0.15565655936741177,0.0,0,4.980404582226968,
b3925,,1,4,0.15565655936741177,0.15565655936741263,-8.604228440844963e-16,0,2.6256468450257937e-06,
b2930,,1,4,0.15565655936741177,0.15565655936741263,-8.604228440844963e-16,0,2.6256468450257937e-06,
b4232,,1,4,0.15565655936741177,0.15565655936741263,-8.604228440844963e-16,0,2.6256468450257937e-06,
b2802,,1,4,0.15565655936741177,0.15565655936741252,-7.494005416219807e-16,0,2.6256468450257916e-06,
b2803,,1,4,0.15565655936741177,0.15565655936741263,-8.604228440844963e-16,0,2.6256468450257937e-06,
b2738,,1,4,0.15565655936741177,0.15565655936741188,-1.1102230246251565e-16,0,2.625646845025781e-06,
b2800,,1,4,0.15565655936741177,0.15565655936741188,-1.1102230246251565e-16,0,2.625646845025781e-06,
b0475,,1,422,0.15565655936741177,0.0,0.15565655936741177,1,372.9594077329695,
b1476,,2,0,0.15565655936741177,0.15565655936741177,0.0,0,0.0,
b1474,,2,4,0.15565655936741177,0.15565655936741182,-5.551115123125783e-17,0,2.62564684502578e-06,
b1475,,2,4,0.15565655936741177,0.15565655936741182,-5.551115123125783e-17,0,2.62564684502578e-06,
b3892,,2,4,0.15565655936741177,0.15565655936741182,-5.551115123125783e-17,0,2.62564684502578e-06,
b3893,,2,4,0.15565655936741177,0.15565655936741182,-5.551115123125783e-17,0,2.62564684502578e-06,
b3894,,2,4,0.15565655936741177,0.15565655936741182,-5.551115123125783e-17,0,2.62564684502578e-06,
b0935,,5,4,0.15565655936741177,0.1556565593674115,2.7755575615628914e-16,0,2.6256468450257747e-06,
b3409,,1,4,0.15565655936741177,0.15565655936741263,-8.604228440844963e-16,0,2.6256468450257937e-06,
b2392,,2,4,0.15565655936741177,0.15565655936741263,-8.604228440844963e-16,0,2.6256468450257937e-06,
b4290,,1,4,0.15565655936741177,0.15565655936741177,0.0,0,2.625646845025779e-06,
b4288,,1,4,0.15565655936741177,0.15565655936741177,0.0,0,2.625646845025779e-06,
b4287,,1,4,0.15565655936741177,0.15565655936741177,0.0,0,2.625646845025779e-06,
b4289,,1,4,0.15565655936741177,0.15565655936741177,0.0,0,2.625646845025779e-06,
b4291,,1,4,0.15565655936741177,0.15565655936741177,0.0,0,2.625646845025779e-06,
b0589,,2,8,0.15565655936741177,0.15565655936741174,2.7755575615628914e-17,0,2.630466373722351e-06,
b0588,,2,8,0.15565655936741177,0.15565655936741174,2.7755575615628914e-17,0,2.630466373722351e-06,
b0592,,2,8,0.15565655936741177,0.15565655936741174,2.7755575615628914e-17,0,2.630466373722351e-06,
b0590,,2,8,0.15565655936741177,0.15565655936741174,2.7755575615628914e-17,0,2.630466373722351e-06,
b2155,,1,4,0.15565655936741177,0.15565655936741182,-5.551115123125783e-17,0,2.6256468450257798e-06,
b0805,,1,4,0.15565655936741177,0.15565655936741182,-5.551115123125783e-17,0,2.6256468450257798e-06,
b0150,,3,4,0.15565655936741177,0.15565655936741177,0.0,0,2.625646845025779e-06,
b0584,,1,4,0.15565655936741177,0.15565655936741177,0.0,0,2.6256468450257785e-06,
b0591,,1,4,0.15565655936741177,0.15565655936741177,0.0,0,2.625646845025779e-06,
b4367,,3,4,0.15565655936741177,0.15565655936741307,-1.304512053934559e-15,0,2.6256468450258e-06,
b4209,,1,54,0.15565655936741177,0.15565655936741096,8.049116928532385e-16,0,1.1305590217556392e-05,
b2486,,1,4,0.15565655936741177,0.15565655936741263,-8.604228440844963e-16,0,2.6256468450257937e-06,
b4079,,1,4,0.15565655936741177,0.15565655936741263,-8.604228440844963e-16,0,2.6256468450257937e-06,
b2722,,2,4,0.15565655936741177,0.15565655936741263,-8.604228440844963e-16,0,2.6256468450257937e-06,
b2483,,1,4,0.15565655936741177,0.15565655936741263,-8.604228440844963e-16,0,2.6256468450257937e-06,
b2719,,2,4,0.15565655936741177,0.15565655936741263,-8.604228440844963e-16,0,2.6256468450257937e-06,
b2723,,2,4,0.15565655936741177,0.15565655936741263,-8.604228440844963e-16,0,2.6256468450257937e-06,
