gene_id,gene_name,n_gpr_rxns,b_wt,b_ko,delta_b,y_essential,kV,L1,solve_src
b2508,guaB,1,0.0796779070803362,0.079370269535036,0.0003076375453001,0,0.0035625155609591,747.7687241146273,ok
b3846,fadB,19,0.0796779070803362,0.0783006046283596,0.0013773024519765,0,0.2661699120618192,747.660427882257,ok
b2341,fadJ,16,0.0796779070803362,0.0783006046283625,0.0013773024519736,0,0.2661699120616729,747.6604278822733,ok
b2400,gltX,1,0.0796779070803362,-0.0,0.0796779070803362,1,307.51096389082403,677.3684217299999,ok
b3993,thiE,1,0.0796779070803362,-0.0,0.0796779070803362,1,307.5109638907569,677.3684217300008,ok
b2066,udk,4,0.0796779070803362,0.0796779070803362,0.0,0,0.0,747.6826098158592,ok
b0238,gpt,3,0.0796779070803362,0.0796779070803363,-1.6653345369377348e-16,0,0.0,747.6826098158588,ok
b0125,hpt,2,0.0796779070803362,0.0796779070803362,-6.938893903907227e-17,0,0.0,747.6826098158588,ok
b2518,ndk,8,0.0796779070803362,0.0796779070803361,4.163336342344337e-17,0,0.0477262656121591,747.6826098158576,ok
b0474,adk,13,0.0796779070803362,0.0796774798239413,4.2725639484708644e-07,0,0.2662449931888253,748.1611509980225,ok
b1062,pyrC,1,0.0796779070803362,-0.0,0.0796779070803362,1,307.5109638907894,677.3684217300004,ok
b1281,pyrF,1,0.0796779070803362,-0.0,0.0796779070803362,1,307.510963890786,677.3684217300005,ok
b0720,gltA,1,0.0796779070803362,-0.0,0.0796779070803362,1,149.49860075298622,681.8181824999986,ok
b1136,icd,1,0.0796779070803362,-0.0,0.0796779070803362,1,149.49860075298318,681.8181824999988,ok
b0351,mhpF,1,0.0796779070803362,0.0796779070803362,0.0,0,0.0,747.6826098158581,ok
b1241,adhE,3,0.0796779070803362,0.0796779070803364,-2.498001805406602e-16,0,0.0,747.6826098158587,ok
b4069,acs,2,0.0796779070803362,0.0796779070803362,0.0,0,0.0,747.6826098158576,ok
b4226,ppa,1,0.0796779070803362,-0.0,0.0796779070803362,1,307.5109638908229,677.3684217300001,ok
b2502,ppx,2,0.0796779070803362,-0.0,0.0796779070803362,1,307.5109638908229,677.3684217299998,ok
b2744,umpG,14,0.0796779070803362,-0.0,0.0796779070803362,1,307.5109638908056,677.3684217300001,ok
b3403,pck,1,0.0796779070803362,0.0796779070803362,0.0,0,0.0,747.6826098158585,ok
b1479,maeA,1,0.0796779070803362,0.0796779070803362,0.0,0,0.0,747.6826098158588,ok
b1190,dadX,1,0.0796779070803362,-0.0,0.0796779070803362,1,307.510963890807,677.3684217300001,ok
b4053,alr,1,0.0796779070803362,-0.0,0.0796779070803362,1,307.510963890807,677.3684217300001,ok
b2379,alaC,1,0.0796779070803362,0.0796779070803362,0.0,0,0.0064477798386342,747.7289699274897,ok
b2290,alaA,1,0.0796779070803362,0.0796779070803362,0.0,0,0.0064477798386342,747.7289699274897,ok
b3564,xylB,2,0.0796779070803362,0.0796779070803362,0.0,0,0.0,747.6826098158583,ok
b0063,araB,3,0.0796779070803362,0.0796779070803362,0.0,0,0.0,747.6826098158588,ok
b3752,rbsK,1,0.0796779070803362,0.0796779070803362,0.0,0,0.0,747.6826098158585,ok
b3926,glpK,1,0.0796779070803362,0.0796779070803362,-1.3877787807814457e-17,0,0.0,747.6826098158585,ok
b4383,deoB,2,0.0796779070803362,0.0796774798239415,4.272563947083086e-07,0,2.0995296176073872e-08,747.6826222423203,ok
