pi_bound,gene_id,gene_name,n_gpr_rxns,n_changed,b_wt,b_ko,delta_b,y_essential,kV,l1_ko_highs
-0.5,b4266,,1,182,0.5183329169391334,0.518332916939119,1.4432899320127035e-14,0,2573.7949016365537,
-0.5,b4265,,3,182,0.5183329169391334,0.518332916939119,1.4432899320127035e-14,0,2573.7949016365537,
-0.5,b0159,,3,475,0.5183329169391334,1.5532199093353372e-16,0.5183329169391333,1,5104.333050191809,
-0.5,b3197,,1,467,0.5183329169391334,-7.482229158322562e-15,0.5183329169391409,1,5707.098878446686,
-0.5,b2708,,1,467,0.5183329169391334,0.0,0.5183329169391334,1,5707.098878446624,
-0.5,b1094,,26,467,0.5183329169391334,0.0,0.5183329169391334,1,5707.098878446624,
-0.5,b4481,,1,181,0.5183329169391334,0.5183329169392203,-8.693046282814978e-14,0,2700.6186882409456,
-0.5,b1927,,1,181,0.5183329169391334,0.5183329169392527,-1.192379528447418e-13,0,2700.6186882408915,
-0.5,b3571,,1,181,0.5183329169391334,0.5183329169392527,-1.192379528447418e-13,0,2700.6186882408915,
-0.5,b2901,,1,181,0.5183329169391334,0.5183329169392527,-1.192379528447418e-13,0,2700.6186882408915,
-0.5,b1302,,1,181,0.5183329169391334,0.5183329169392527,-1.192379528447418e-13,0,2700.6186882408915,
-0.5,b2662,,1,181,0.5183329169391334,0.5183329169392527,-1.192379528447418e-13,0,2700.6186882408915,
-0.5,b1444,,1,181,0.5183329169391334,0.5183329169392527,-1.192379528447418e-13,0,2700.6186882408915,
-0.5,b2663,,1,181,0.5183329169391334,0.5183329169392527,-1.192379528447418e-13,0,2700.6186882408915,
-0.5,b2222,,3,181,0.5183329169391334,0.5183329169392527,-1.192379528447418e-13,0,2700.6186882408915,
-0.5,b2221,,3,181,0.5183329169391334,0.5183329169392527,-1.192379528447418e-13,0,2700.6186882408915,
-0.5,b2224,,1,258,0.5183329169391334,0.5183329169392338,-1.0036416142611416e-13,0,2679.186200506133,
-0.5,b2342,,8,262,0.5183329169391334,0.5183329169392191,-8.570921750106208e-14,0,2678.288536519609,
-0.5,b3845,,8,262,0.5183329169391334,0.5183329169392569,-1.234568003383174e-13,0,2678.288536519546,
-0.5,b2223,,3,262,0.5183329169391334,0.5183329169392569,-1.234568003383174e-13,0,2678.288536519546,
-0.5,b1241,,2,262,0.5183329169391334,0.5183329169392569,-1.234568003383174e-13,0,2678.288536519546,
-0.5,b0351,,1,262,0.5183329169391334,0.5183329169392569,-1.234568003383174e-13,0,2678.288536519546,
-0.5,s0001,,39,463,0.5183329169391334,-3.560251067878884e-16,0.5183329169391337,1,9040.123378414644,
-0.5,b1463,,1,144,0.5183329169391334,0.5183329169392296,-9.614531393253857e-14,0,6566.210640253751,
-0.5,b1993,,2,144,0.5183329169391334,0.5183329169391989,-6.550315845288426e-14,0,6566.2106402543,
-0.5,b2316,,1,484,0.5183329169391334,-4.25591817168453e-46,0.5183329169391334,1,6750.259642351728,
-0.5,b3255,,1,484,0.5183329169391334,0.0,0.5183329169391334,1,6750.259642351729,
-0.5,b0185,,1,484,0.5183329169391334,0.0,0.5183329169391334,1,6750.259642351729,
-0.5,b3256,,1,484,0.5183329169391334,0.0,0.5183329169391334,1,6750.259642351729,
-0.5,b4069,,2,176,0.5183329169391334,0.5183329169392533,-1.199040866595169e-13,0,6226.566869064114,
-0.5,b1119,,1,176,0.5183329169391334,0.5183329169393373,-2.0383694732117882e-13,0,6226.566869059838,
-0.5,b3784,,1,176,0.5183329169391334,0.5183329169393373,-2.0383694732117882e-13,0,6226.566869059838,
-0.5,b2415,,18,215,0.5183329169391334,0.5183329169392419,-1.0846878950587781e-13,0,3734.0573703068258,
-0.5,b0679,,1,215,0.5183329169391334,0.5183329169392699,-1.3644640972643176e-13,0,3734.0573703068335,
-0.5,b1101,,2,215,0.5183329169391334,0.5183329169392699,-1.3644640972643176e-13,0,3734.0573703068335,
-0.5,b2417,,6,215,0.5183329169391334,0.5183329169392699,-1.3644640972643176e-13,0,3734.0573703068335,
-0.5,b2416,,19,215,0.5183329169391334,0.5183329169392699,-1.3644640972643176e-13,0,3734.0573703068335,
-0.5,b3959,,1,477,0.5183329169391334,0.0,0.5183329169391334,1,8304.148685698305,
-0.5,b2818,,1,477,0.5183329169391334,0.0,0.5183329169391334,1,8304.148685698445,
-0.5,b0078,,2,477,0.5183329169391334,0.0,0.5183329169391334,1,8304.148685698448,
-0.5,b3670,,2,477,0.5183329169391334,0.0,0.5183329169391334,1,8304.14868569843,
-0.5,b3671,,2,477,0.5183329169391334,0.0,0.5183329169391334,1,8304.14868569843,
-0.5,b0077,,2,477,0.5183329169391334,0.0,0.5183329169391334,1,8304.14868569843,
-0.5,b3115,,2,140,0.5183329169391334,0.518332916939225,-9.15933995315754e-14,0,5355.844216876673,
-0.5,b1849,,2,142,0.5183329169391334,0.5183329169393336,-2.001732113399157e-13,0,5343.546025226975,
-0.5,b2296,,1,142,0.5183329169391334,0.5183329169392893,-1.55875312657372e-13,0,5343.546025227141,
-0.5,b2428,,1,142,0.5183329169391334,0.5183329169392893,-1.55875312657372e-13,0,5343.546025227141,
-0.5,b3794,,1,142,0.5183329169391334,0.5183329169392893,-1.55875312657372e-13,0,5343.546025227141,
-0.5,b1818,,5,142,0.5183329169391334,0.5183329169392893,-1.55875312657372e-13,0,5343.546025227141,
-0.5,b1819,,5,142,0.5183329169391334,0.5183329169392893,-1.55875312657372e-13,0,5343.546025227141,
-0.5,b1817,,5,142,0.5183329169391334,0.5183329169392893,-1.55875312657372e-13,0,5343.546025227141,
-0.5,b2429,,2,142,0.5183329169391334,0.5183329169392893,-1.55875312657372e-13,0,5343.546025227141,
-0.5,b3224,,1,142,0.5183329169391334,0.5183329169392893,-1.55875312657372e-13,0,5343.546025227141,
-0.5,b4311,,1,142,0.5183329169391334,0.5183329169392893,-1.55875312657372e-13,0,5343.546025227141,
-0.5,b3225,,1,142,0.5183329169391334,0.5183329169392893,-1.55875312657372e-13,0,5343.546025227141,
-0.5,b0221,,8,202,0.5183329169391334,0.5183329169391486,-1.5210055437364645e-14,0,5358.237416605754,
-0.5,b1091,,3,490,0.5183329169391334,-1.096981345936948e-15,0.5183329169391345,1,7481.371287914043,
-0.5,b3957,,2,490,0.5183329169391334,0.0,0.5183329169391334,1,7481.371287914505,
-0.5,b3200,,9,465,0.5183329169391334,3.544431919997397e-15,0.5183329169391299,1,15195.688445341448,
-0.5,b4261,,9,465,0.5183329169391334,0.0,0.5183329169391334,1,15195.688445341437,
-0.5,b3201,,9,465,0.5183329169391334,0.0,0.5183329169391334,1,15195.688445341437,
-0.5,b4262,,9,465,0.5183329169391334,0.0,0.5183329169391334,1,15195.688445341437,
-0.5,b3199,,9,465,0.5183329169391334,0.0,0.5183329169391334,1,15195.688445341437,
-0.5,b1519,,1,205,0.5183329169391334,0.5183329169393289,-1.955102746364901e-13,0,5326.120157487393,
-0.5,b1276,,2,465,0.5183329169391334,-1.0827439798187115e-31,0.5183329169391334,1,15195.6884453415,
-0.5,b0118,,3,465,0.5183329169391334,-2.6280183984727227e-47,0.5183329169391334,1,15195.688445341497,
-0.5,b1748,,2,465,0.5183329169391334,-2.4326322257885685e-30,0.5183329169391334,1,15195.688445341497,
-0.5,b3359,,2,465,0.5183329169391334,0.0,0.5183329169391334,1,15195.688445341497,
-0.5,b1090,,7,196,0.5183329169391334,0.5183329169392447,-1.1124434706744069e-13,0,5455.323138742767,
-0.5,b3475,,1,196,0.5183329169391334,0.5183329169393153,-1.8185453143360072e-13,0,5455.323138753547,
-0.5,b2563,,1,196,0.5183329169391334,0.5183329169393153,-1.8185453143360072e-13,0,5455.323138753547,
-0.5,b2578,,2,196,0.5183329169391334,0.5183329169393153,-1.8185453143360072e-13,0,5455.323138753547,
-0.5,b1533,,2,196,0.5183329169391334,0.5183329169393153,-1.8185453143360072e-13,0,5455.323138753547,
-0.5,b4067,,2,196,0.5183329169391334,0.5183329169393153,-1.8185453143360072e-13,0,5455.323138753547,
-0.5,b1623,,2,196,0.5183329169391334,0.5183329169393153,-1.8185453143360072e-13,0,5455.323138753547,
-0.5,b1096,,1,471,0.5183329169391334,3.216488118837717e-13,0.5183329169388118,1,8986.111297836205,
-0.5,b1812,,2,471,0.5183329169391334,0.0,0.5183329169391334,1,8986.111297839236,
-0.5,b3360,,1,471,0.5183329169391334,0.0,0.5183329169391334,1,8986.111297839236,
-0.5,b3665,,1,196,0.5183329169391334,0.5183329169391901,-5.67323965583455e-14,0,5455.323138762913,
-0.5,b3654,,3,196,0.5183329169391334,0.5183329169393598,-2.2637447472106952e-13,0,5455.32313875023,
-0.5,b3714,,1,196,0.5183329169391334,0.5183329169393598,-2.2637447472106952e-13,0,5455.32313875023,
-0.5,b0474,,13,465,0.5183329169391334,1.2035570300653911e-14,0.5183329169391214,1,15195.688445341271,
-0.5,b0120,,1,189,0.5183329169391334,0.5183329169392665,-1.331157406525563e-13,0,5543.755452453802,
