pi_bound,gene_id,gene_name,n_gpr_rxns,n_changed,b_wt,b_ko,delta_b,y_essential,kV,l1_ko_highs
-0.5,b3057,,2,463,0.5183329169391334,0.0,0.5183329169391334,1,5443.550683708126,
-0.5,b0174,,1,463,0.5183329169391334,0.0,0.5183329169391334,1,5443.550683708126,
-0.5,b0759,,1,232,0.5183329169391334,0.518332916939229,-9.5590202420226e-14,0,3041.966963211455,
-0.5,b2036,,1,232,0.5183329169391334,0.5183329169392222,-8.881784197001252e-14,0,3041.9669632114324,
-0.5,b2028,,1,232,0.5183329169391334,0.5183329169392222,-8.881784197001252e-14,0,3041.9669632114324,
-0.5,b2255,,2,232,0.5183329169391334,0.5183329169392222,-8.881784197001252e-14,0,3041.9669632114324,
-0.5,b2253,,1,232,0.5183329169391334,0.5183329169392222,-8.881784197001252e-14,0,3041.9669632114324,
-0.5,b0758,,1,232,0.5183329169391334,0.5183329169392222,-8.881784197001252e-14,0,3041.9669632114324,
-0.5,b0505,,1,232,0.5183329169391334,0.5183329169392222,-8.881784197001252e-14,0,3041.9669632114324,
-0.5,b0086,,1,514,0.5183329169391334,-3.943875915866145e-16,0.5183329169391339,1,4143.466127389729,
-0.5,b0096,,1,463,0.5183329169391334,1.227533497819029e-13,0.5183329169390106,1,5443.550683706814,
-0.5,b2258,,1,232,0.5183329169391334,0.5183329169392503,-1.1690648449302898e-13,0,3041.9669632115388,
-0.5,b4544,,1,232,0.5183329169391334,0.5183329169392246,-9.114931032172536e-14,0,3041.9669632114365,
-0.5,b4233,,2,232,0.5183329169391334,0.5183329169392246,-9.114931032172536e-14,0,3041.9669632114365,
-0.5,b0171,,1,463,0.5183329169391334,1.2643249598670496e-16,0.5183329169391333,1,5443.550683708157,
-0.5,b2256,,1,206,0.5183329169391334,0.5183329169391653,-3.186340080674199e-14,0,2996.1353697233662,
-0.5,b2254,,1,206,0.5183329169391334,0.5183329169392149,-8.14903700074865e-14,0,2996.1353697235654,
-0.5,b3803,,1,474,0.5183329169391334,1.708217085532248e-16,0.5183329169391332,1,4703.254137928458,
-0.5,b3804,,1,474,0.5183329169391334,0.0,0.5183329169391334,1,4703.254137928464,
-0.5,b3997,,1,474,0.5183329169391334,0.0,0.5183329169391334,1,4703.254137928475,
-0.5,b2498,,1,206,0.5183329169391334,0.5183329169392329,-9.947598300641405e-14,0,2996.135369723645,
-0.5,b1011,,1,206,0.5183329169391334,0.5183329169392171,-8.37108160567368e-14,0,2996.135369723577,
-0.5,b2497,,1,206,0.5183329169391334,0.5183329169392171,-8.37108160567368e-14,0,2996.135369723577,
-0.5,b1006,,1,206,0.5183329169391334,0.5183329169392171,-8.37108160567368e-14,0,2996.135369723577,
-0.5,b0517,,1,206,0.5183329169391334,0.5183329169392171,-8.37108160567368e-14,0,2996.135369723577,
-0.5,b0524,,1,466,0.5183329169391334,1.0720295492732908e-15,0.5183329169391323,1,7652.756185695096,
-0.5,b4258,,1,206,0.5183329169391334,0.5183329169391357,-2.3314683517128287e-15,0,2996.1353697232457,
-0.5,b2682,,1,206,0.5183329169391334,0.51833291693925,-1.1657341758564146e-13,0,2996.135369723708,
-0.5,b2683,,1,206,0.5183329169391334,0.51833291693925,-1.1657341758564146e-13,0,2996.135369723708,
-0.5,b3572,,1,206,0.5183329169391334,0.51833291693925,-1.1657341758564146e-13,0,2995.5944732198504,
-0.5,b4197,,1,206,0.5183329169391334,0.5183329169392337,-1.0025313912365165e-13,0,2995.59447321978,
-0.5,b2882,,1,206,0.5183329169391334,0.5183329169392337,-1.0025313912365165e-13,0,2995.59447321978,
-0.5,b3565,,2,206,0.5183329169391334,0.5183329169392337,-1.0025313912365165e-13,0,2995.59447321978,
-0.5,b3579,,1,206,0.5183329169391334,0.5183329169392337,-1.0025313912365165e-13,0,2995.59447321978,
-0.5,b3577,,1,206,0.5183329169391334,0.5183329169392337,-1.0025313912365165e-13,0,2995.59447321978,
-0.5,b3578,,1,206,0.5183329169391334,0.5183329169392337,-1.0025313912365165e-13,0,2995.59447321978,
-0.5,b3567,,1,206,0.5183329169391334,0.5183329169392337,-1.0025313912365165e-13,0,2995.59447321978,
-0.5,b3568,,1,206,0.5183329169391334,0.5183329169392337,-1.0025313912365165e-13,0,2995.59447321978,
-0.5,b3566,,1,206,0.5183329169391334,0.5183329169392337,-1.0025313912365165e-13,0,2995.59447321978,
-0.5,b4031,,1,206,0.5183329169391334,0.5183329169392337,-1.0025313912365165e-13,0,2995.59447321978,
-0.5,b1857,,1,206,0.5183329169391334,0.5183329169392337,-1.0025313912365165e-13,0,2995.59447321978,
-0.5,b1859,,1,206,0.5183329169391334,0.5183329169392337,-1.0025313912365165e-13,0,2995.59447321978,
-0.5,b1858,,1,206,0.5183329169391334,0.5183329169392337,-1.0025313912365165e-13,0,2995.59447321978,
-0.25,b1377,,270,433,0.2591664584695671,0.0,0.2591664584695671,1,3453.510262981615,
-0.25,b2215,,271,433,0.2591664584695671,0.0,0.2591664584695671,1,3453.510262981615,
-0.25,b0929,,271,433,0.2591664584695671,0.0,0.2591664584695671,1,3453.510262981615,
-0.25,b0241,,270,433,0.2591664584695671,0.0,0.2591664584695671,1,3453.510262981615,
-0.25,b4034,,6,148,0.2591664584695671,0.2591664584695815,-1.4377388168895777e-14,0,330.4120568983522,
-0.25,b4033,,6,148,0.2591664584695671,0.2591664584696153,-4.8183679268731794e-14,0,330.41205689830286,
-0.25,b4032,,6,148,0.2591664584695671,0.2591664584696153,-4.8183679268731794e-14,0,330.41205689830286,
-0.25,b4035,,6,148,0.2591664584695671,0.2591664584696153,-4.8183679268731794e-14,0,330.41205689830286,
-0.25,b4036,,7,116,0.2591664584695671,0.2591664584695535,1.3655743202889424e-14,0,660.9665306742341,
-0.25,b4213,,8,116,0.2591664584695671,0.2591664584695489,1.8263168755083825e-14,0,660.9665306742414,
-0.25,b2835,,21,116,0.2591664584695671,0.2591664584695489,1.8263168755083825e-14,0,660.9665306742414,
-0.25,b2836,,23,204,0.2591664584695671,0.2591664584695458,2.1371793224034263e-14,0,759.3223479982984,
-0.25,b3553,,10,204,0.2591664584695671,0.2591664584695581,9.048317650695026e-15,0,759.3223479982887,
-0.25,b1134,,2,204,0.2591664584695671,0.2591664584695581,9.048317650695026e-15,0,759.3223479982887,
-0.25,b0446,,2,204,0.2591664584695671,0.2591664584695581,9.048317650695026e-15,0,759.3223479982887,
-0.25,b1009,,1,204,0.2591664584695671,0.2591664584695581,9.048317650695026e-15,0,759.3223479982887,
-0.25,b0954,,13,122,0.2591664584695671,0.259166458469559,8.104628079763643e-15,0,718.7690765866508,
-0.25,b0180,,14,434,0.2591664584695671,0.0,0.2591664584695671,1,2960.084325903654,
-0.25,b0347,,2,174,0.2591664584695671,0.2591664584696703,-1.0313971898767704e-13,0,682.3911515871098,
-0.25,b3580,,2,174,0.2591664584695671,0.259166458469575,-7.827072323607354e-15,0,682.3911515871488,
-0.25,b1093,,14,434,0.2591664584695671,8.36327716383463e-17,0.259166458469567,1,2960.084325903654,
-0.25,b2323,,13,434,0.2591664584695671,0.0,0.2591664584695671,1,2960.084325903656,
-0.25,b1095,,9,434,0.2591664584695671,0.0,0.2591664584695671,1,2960.084325903654,
-0.25,b1397,,2,122,0.2591664584695671,0.2591664584695951,-2.7922109069322687e-14,0,678.1913352054002,
-0.25,b1245,,2,122,0.2591664584695671,0.2591664584696481,-8.099076964640518e-14,0,678.1913352053695,
-0.25,b1244,,2,122,0.2591664584695671,0.2591664584696481,-8.099076964640518e-14,0,678.1913352053695,
-0.25,b1329,,1,122,0.2591664584695671,0.2591664584696481,-8.099076964640518e-14,0,678.1913352053695,
-0.25,b1246,,2,122,0.2591664584695671,0.2591664584696481,-8.099076964640518e-14,0,678.1913352053695,
-0.25,b1247,,2,122,0.2591664584695671,0.2591664584696481,-8.099076964640518e-14,0,678.1913352053695,
-0.25,b1386,,3,122,0.2591664584695671,0.2591664584696481,-8.099076964640518e-14,0,678.1913352053695,
-0.25,b0004,,2,461,0.2591664584695671,-2.7484616482227163e-16,0.2591664584695674,1,1435.3513211269958,
-0.25,b1192,,4,145,0.2591664584695671,0.2591664584695727,-5.606626274357041e-15,0,2023.316219935321,
-0.25,b1243,,1,145,0.2591664584695671,0.2591664584695868,-1.9706458687096532e-14,0,2023.3162199352969,
-0.25,b4266,,1,145,0.2591664584695671,0.2591664584695868,-1.9706458687096532e-14,0,2023.3162199352969,
-0.25,b4265,,3,145,0.2591664584695671,0.2591664584695868,-1.9706458687096532e-14,0,2023.3162199352969,
-0.25,b0159,,3,461,0.2591664584695671,1.3830790980203342e-15,0.2591664584695657,1,1370.462496267836,
-0.25,b3197,,1,463,0.2591664584695671,-1.2709748041533865e-15,0.2591664584695684,1,2409.2848402752284,
-0.25,b2708,,1,463,0.2591664584695671,0.0,0.2591664584695671,1,2409.284840275228,
-0.25,b1094,,26,463,0.2591664584695671,0.0,0.2591664584695671,1,2409.284840275228,
-0.25,b4481,,1,145,0.2591664584695671,0.2591664584695928,-2.570166302007237e-14,0,2023.3162199352903,
-0.25,b1927,,1,145,0.2591664584695671,0.2591664584695599,7.216449660063518e-15,0,2023.3162199353355,
-0.25,b3571,,1,145,0.2591664584695671,0.2591664584695599,7.216449660063518e-15,0,2023.3162199353355,
-0.25,b2901,,1,145,0.2591664584695671,0.2591664584695599,7.216449660063518e-15,0,2023.3162199353355,
-0.25,b1302,,1,145,0.2591664584695671,0.2591664584695599,7.216449660063518e-15,0,2023.3162199353355,
-0.25,b2662,,1,145,0.2591664584695671,0.2591664584695599,7.216449660063518e-15,0,2023.3162199353355,
-0.25,b1444,,1,145,0.2591664584695671,0.2591664584695599,7.216449660063518e-15,0,2023.3162199353355,
-0.25,b2663,,1,145,0.2591664584695671,0.2591664584695599,7.216449660063518e-15,0,2023.3162199353355,
-0.25,b2222,,3,145,0.2591664584695671,0.2591664584695599,7.216449660063518e-15,0,2023.3162199353355,
-0.25,b2221,,3,145,0.2591664584695671,0.2591664584695599,7.216449660063518e-15,0,2023.3162199353355,
-0.25,b2224,,1,224,0.2591664584695671,0.2591664584695609,6.217248937900877e-15,0,2040.6532758327787,
-0.25,b2342,,8,229,0.2591664584695671,0.2591664584696019,-3.47499806707674e-14,0,2043.687742580264,
-0.25,b3845,,8,229,0.2591664584695671,0.2591664584696029,-3.574918139293004e-14,0,2043.6877425802604,
-0.25,b2223,,3,229,0.2591664584695671,0.2591664584696029,-3.574918139293004e-14,0,2043.6877425802604,
-0.25,b1241,,2,229,0.2591664584695671,0.2591664584696029,-3.574918139293004e-14,0,2043.6877425802604,
-0.25,b0351,,1,229,0.2591664584695671,0.2591664584696029,-3.574918139293004e-14,0,2043.6877425802604,
-0.25,s0001,,39,445,0.2591664584695671,1.169581974539984e-15,0.259166458469566,1,3116.2513893401688,
-0.25,b1463,,1,152,0.2591664584695671,0.259166458469734,-1.6686652060116105e-13,0,4940.866648139748,
-0.25,b1993,,2,152,0.2591664584695671,0.259166458469631,-6.389333506717777e-14,0,4940.866648140329,
-0.25,b2316,,1,448,0.2591664584695671,2.272236060859071e-15,0.2591664584695649,1,7214.672376883956,
-0.25,b3255,,1,448,0.2591664584695671,0.0,0.2591664584695671,1,7214.672376883943,
-0.25,b0185,,1,448,0.2591664584695671,0.0,0.2591664584695671,1,7214.672376883943,
-0.25,b3256,,1,448,0.2591664584695671,0.0,0.2591664584695671,1,7214.672376883943,
-0.25,b4069,,2,145,0.2591664584695671,0.2591664584696485,-8.132383655379274e-14,0,4961.809849267532,
-0.25,b1119,,1,145,0.2591664584695671,0.2591664584695322,3.497202527569243e-14,0,4961.809849268099,
-0.25,b3784,,1,145,0.2591664584695671,0.2591664584695322,3.497202527569243e-14,0,4961.809849268099,
-0.25,b2415,,18,148,0.2591664584695671,0.2591664584695327,3.441691376337985e-14,0,5369.997338168496,
-0.25,b0679,,1,148,0.2591664584695671,0.259166458469575,-7.827072323607354e-15,0,5369.997338168356,
-0.25,b1101,,2,148,0.2591664584695671,0.259166458469575,-7.827072323607354e-15,0,5369.997338168356,
-0.25,b2417,,6,148,0.2591664584695671,0.259166458469575,-7.827072323607354e-15,0,5369.997338168356,
-0.25,b2416,,19,148,0.2591664584695671,0.259166458469575,-7.827072323607354e-15,0,5369.997338168356,
-0.25,b3959,,1,452,0.2591664584695671,2.198769318578173e-15,0.2591664584695649,1,6364.524064197351,
-0.25,b2818,,1,452,0.2591664584695671,0.0,0.2591664584695671,1,6364.52406419756,
-0.25,b0078,,2,452,0.2591664584695671,-3.3241793694658568e-15,0.2591664584695705,1,6364.524064197579,
-0.25,b3670,,2,452,0.2591664584695671,2.745171909399559e-15,0.2591664584695644,1,6364.524064197483,
-0.25,b3671,,2,452,0.2591664584695671,2.745171909399559e-15,0.2591664584695644,1,6364.524064197483,
-0.25,b0077,,2,452,0.2591664584695671,2.745171909399559e-15,0.2591664584695644,1,6364.524064197483,
-0.25,b3115,,2,203,0.2591664584695671,0.2591664584695813,-1.4210854715202004e-14,0,3610.86472524322,
-0.25,b1849,,2,205,0.2591664584695671,0.2591664584684462,1.120881165661558e-12,0,3610.48855326172,
-0.25,b2296,,1,205,0.2591664584695671,0.2591664584696294,-6.222800053024002e-14,0,3610.488553255991,
-0.25,b2428,,1,205,0.2591664584695671,0.2591664584696294,-6.222800053024002e-14,0,3610.488553255991,
-0.25,b3794,,1,205,0.2591664584695671,0.2591664584696294,-6.222800053024002e-14,0,3610.488553255991,
-0.25,b1818,,5,246,0.2591664584695671,0.2591664584696512,-8.404388296412436e-14,0,4161.622940458193,
-0.25,b1819,,5,246,0.2591664584695671,0.2591664584695432,2.3925306180672123e-14,0,4161.622940457459,
-0.25,b1817,,5,246,0.2591664584695671,0.2591664584695432,2.3925306180672123e-14,0,4161.622940457459,
-0.25,b2429,,2,246,0.2591664584695671,0.2591664584695432,2.3925306180672123e-14,0,4161.622940457459,
-0.25,b3224,,1,246,0.2591664584695671,0.2591664584695432,2.3925306180672123e-14,0,4161.622940457459,
-0.25,b4311,,1,246,0.2591664584695671,0.2591664584695432,2.3925306180672123e-14,0,4161.622940457459,
-0.25,b3225,,1,246,0.2591664584695671,0.2591664584695432,2.3925306180672123e-14,0,4161.622940457459,
-0.25,b0221,,8,243,0.2591664584695671,0.2591664584695324,3.47499806707674e-14,0,4536.266883049037,
-0.25,b1091,,3,467,0.2591664584695671,-5.224513569199839e-18,0.2591664584695671,1,5041.994444760701,
-0.25,b3957,,2,505,0.2591664584695671,-5.943169119016516e-16,0.2591664584695677,1,4636.247278182063,
-0.25,b3200,,9,464,0.2591664584695671,-3.999200465418569e-30,0.2591664584695671,1,3686.005819183431,
-0.25,b4261,,9,464,0.2591664584695671,0.0,0.2591664584695671,1,3686.005819183433,
-0.25,b3201,,9,464,0.2591664584695671,0.0,0.2591664584695671,1,3686.005819183433,
-0.25,b4262,,9,464,0.2591664584695671,0.0,0.2591664584695671,1,3686.005819183433,
-0.25,b3199,,9,464,0.2591664584695671,0.0,0.2591664584695671,1,3686.005819183433,
-0.25,b1519,,1,275,0.2591664584695671,0.2591664584696625,-9.536815781530097e-14,0,4199.557994653217,
-0.25,b1276,,2,473,0.2591664584695671,1.864686789923504e-30,0.2591664584695671,1,3280.035597523459,
-0.25,b0118,,3,473,0.2591664584695671,0.0,0.2591664584695671,1,3280.0355975234665,
-0.25,b1748,,2,473,0.2591664584695671,-3.0267625296331547e-30,0.2591664584695671,1,3280.0355975234665,
-0.25,b3359,,2,473,0.2591664584695671,0.0,0.2591664584695671,1,3280.035597523465,
-0.25,b1090,,7,198,0.2591664584695671,0.2591664584696599,-9.281464485866309e-14,0,6033.459885731689,
-0.25,b3475,,1,198,0.2591664584695671,0.2591664584696076,-4.046762924758696e-14,0,6033.459885686156,
-0.25,b2563,,1,198,0.2591664584695671,0.2591664584696076,-4.046762924758696e-14,0,6033.459885686156,
-0.25,b2578,,2,198,0.2591664584695671,0.2591664584696076,-4.046762924758696e-14,0,6033.459885686156,
-0.25,b1533,,2,198,0.2591664584695671,0.2591664584696076,-4.046762924758696e-14,0,6033.459885686156,
-0.25,b4067,,2,198,0.2591664584695671,0.2591664584696076,-4.046762924758696e-14,0,6033.459885686156,
-0.25,b1623,,2,198,0.2591664584695671,0.2591664584696076,-4.046762924758696e-14,0,6033.459885686156,
-0.25,b1096,,1,470,0.2591664584695671,-2.3761665615333423e-16,0.2591664584695674,1,5747.279568702808,
-0.25,b1812,,2,470,0.2591664584695671,-6.430158196065591e-13,0.2591664584702102,1,5747.279568703193,
-0.25,b3360,,1,470,0.2591664584695671,-6.430158196065591e-13,0.2591664584702102,1,5747.279568703193,
-0.25,b3665,,1,198,0.2591664584695671,0.2591664584696386,-7.144285163462882e-14,0,6033.459885685966,
-0.25,b3654,,3,198,0.2591664584695671,0.2591664584695846,-1.7486012637846216e-14,0,6033.45988568624,
-0.25,b3714,,1,198,0.2591664584695671,0.2591664584695846,-1.7486012637846216e-14,0,6033.45988568624,
-0.25,b0474,,13,447,0.2591664584695671,9.231685597510554e-15,0.2591664584695579,1,13481.293177531266,
-0.25,b0120,,1,186,0.2591664584695671,0.2591664584695939,-2.6811886044697534e-14,0,7193.244050991162,
-0.25,b3806,,1,186,0.2591664584695671,0.2591664584695841,-1.6930901125533634e-14,0,7193.244050991302,
-0.25,b0030,,5,186,0.2591664584695671,0.2591664584695841,-1.6930901125533634e-14,0,7193.244050991302,
-0.25,b2393,,7,186,0.2591664584695671,0.2591664584695841,-1.6930901125533634e-14,0,7193.244050991302,
-0.25,b2964,,11,186,0.2591664584695671,0.2591664584695841,-1.6930901125533634e-14,0,7193.244050991302,
-0.25,b2406,,6,186,0.2591664584695671,0.2591664584695841,-1.6930901125533634e-14,0,7193.244050991302,
-0.25,b0411,,7,186,0.2591664584695671,0.2591664584695841,-1.6930901125533634e-14,0,7193.244050991302,
-0.25,b1992,,1,186,0.2591664584695671,0.2591664584695841,-1.6930901125533634e-14,0,7193.244050991302,
-0.25,b1709,,3,186,0.2591664584695671,0.2591664584695841,-1.6930901125533634e-14,0,7193.244050991302,
-0.25,b0158,,3,186,0.2591664584695671,0.2591664584695841,-1.6930901125533634e-14,0,7193.244050991302,
-0.25,b1711,,3,186,0.2591664584695671,0.2591664584695841,-1.6930901125533634e-14,0,7193.244050991302,
-0.25,b3966,,3,186,0.2591664584695671,0.2591664584695841,-1.6930901125533634e-14,0,7193.244050991302,
-0.25,b3005,,10,186,0.2591664584695671,0.2591664584695841,-1.6930901125533634e-14,0,7193.244050991302,
-0.25,b3006,,10,186,0.2591664584695671,0.2591664584695841,-1.6930901125533634e-14,0,7193.244050991302,
-0.25,b1252,,10,186,0.2591664584695671,0.2591664584695841,-1.6930901125533634e-14,0,7193.244050991302,
-0.25,b3397,,1,186,0.2591664584695671,0.2591664584695841,-1.6930901125533634e-14,0,7193.244050991302,
-0.25,b3034,,1,186,0.2591664584695671,0.2591664584695841,-1.6930901125533634e-14,0,7193.244050991302,
-0.25,b0469,,1,188,0.2591664584695671,0.2591664584695841,-1.6930901125533634e-14,0,7193.228833050585,
-0.25,b2750,,1,463,0.2591664584695671,-4.1377117030786965e-17,0.2591664584695672,1,7928.508969176894,
-0.25,b1131,,2,463,0.2591664584695671,1.6074292448356898e-15,0.2591664584695655,1,7928.508969177315,
-0.25,b4177,,1,463,0.2591664584695671,1.5208753173386587e-14,0.2591664584695519,1,7928.508969177028,
-0.25,b0677,,1,183,0.2591664584695671,0.2591664584695983,-3.11972669919669e-14,0,7193.243629691726,
-0.25,b0110,,4,183,0.2591664584695671,0.2591664584696012,-3.4028335704761054e-14,0,7193.243629691705,
-0.25,b2817,,2,183,0.2591664584695671,0.2591664584696012,-3.4028335704761054e-14,0,7193.243629691705,
-0.25,b2435,,2,183,0.2591664584695671,0.2591664584696012,-3.4028335704761054e-14,0,7193.243629691705,
-0.25,b4169,,2,183,0.2591664584695671,0.2591664584696012,-3.4028335704761054e-14,0,7193.243629691705,
-0.25,b1107,,3,183,0.2591664584695671,0.2591664584696012,-3.4028335704761054e-14,0,7193.243629691705,
-0.25,b0433,,3,183,0.2591664584695671,0.2591664584696012,-3.4028335704761054e-14,0,7193.243629691705,
-0.25,b3619,,1,183,0.2591664584695671,0.2591664584696012,-3.4028335704761054e-14,0,7193.243629691705,
-0.25,b2937,,1,183,0.2591664584695671,0.2591664584696012,-3.4028335704761054e-14,0,7193.243629691705,
-0.25,b3018,,7,463,0.2591664584695671,-2.5401039792238438e-17,0.2591664584695671,1,7928.508969177111,
-0.25,b3958,,1,463,0.2591664584695671,0.0,0.2591664584695671,1,7928.50896917654,
-0.25,b0575,,2,177,0.2591664584695671,0.2591664584696009,-3.3750779948604765e-14,0,7198.039921087507,
-0.25,b0572,,2,177,0.2591664584695671,0.2591664584696105,-4.340972026284362e-14,0,7198.039921087362,
-0.25,b0573,,2,177,0.2591664584695671,0.2591664584696105,-4.340972026284362e-14,0,7198.039921087362,
-0.25,b0574,,2,177,0.2591664584695671,0.2591664584696105,-4.340972026284362e-14,0,7198.039921087362,
-0.25,b4006,,2,463,0.2591664584695671,1.8735035290646034e-13,0.2591664584693798,1,7928.508969172695,
-0.25,b0522,,1,463,0.2591664584695671,5.604770395768283e-15,0.2591664584695615,1,7928.508969177105,
-0.25,b0523,,1,463,0.2591664584695671,1.1466515718818484e-14,0.2591664584695556,1,7928.50896917716,
-0.25,b0727,,1,177,0.2591664584695671,0.2591664584695771,-9.936496070395151e-15,0,7198.039921087854,
-0.25,b0116,,3,177,0.2591664584695671,0.2591664584696105,-4.340972026284362e-14,0,7198.039921087362,
-0.25,b0726,,1,177,0.2591664584695671,0.2591664584696105,-4.340972026284362e-14,0,7198.039921087362,
-0.25,b2587,,1,177,0.2591664584695671,0.2591664584696105,-4.340972026284362e-14,0,7198.039921087362,
-0.25,b1488,,1,177,0.2591664584695671,0.2591664584696105,-4.340972026284362e-14,0,7198.039921087362,
-0.25,b3542,,3,177,0.2591664584695671,0.2591664584696105,-4.340972026284362e-14,0,7198.039921087362,
-0.25,b1486,,1,177,0.2591664584695671,0.2591664584696105,-4.340972026284362e-14,0,7198.039921087362,
-0.25,b1485,,1,177,0.2591664584695671,0.2591664584696105,-4.340972026284362e-14,0,7198.039921087362,
-0.25,b3543,,3,177,0.2591664584695671,0.2591664584696105,-4.340972026284362e-14,0,7198.039921087362,
-0.25,b3541,,3,177,0.2591664584695671,0.2591664584696105,-4.340972026284362e-14,0,7198.039921087362,
-0.25,b1484,,1,177,0.2591664584695671,0.2591664584696105,-4.340972026284362e-14,0,7198.039921087362,
-0.25,b3540,,3,177,0.2591664584695671,0.2591664584696105,-4.340972026284362e-14,0,7198.039921087362,
-0.25,b3544,,3,177,0.2591664584695671,0.2591664584696105,-4.340972026284362e-14,0,7198.039921087362,
-0.25,b1483,,1,177,0.2591664584695671,0.2591664584696105,-4.340972026284362e-14,0,7198.039921087362,
-0.25,b1487,,1,177,0.2591664584695671,0.2591664584696105,-4.340972026284362e-14,0,7198.039921087362,
-0.25,b0092,,1,463,0.2591664584695671,5.036299809313448e-16,0.2591664584695666,1,7928.508969173482,
-0.25,b0381,,1,463,0.2591664584695671,0.0,0.2591664584695671,1,7928.508969175658,
-0.25,b1325,,1,177,0.2591664584695671,0.2591664584697259,-1.587618925213974e-13,0,7198.03992108569,
-0.25,b1190,,1,447,0.2591664584695671,-9.31932312118669e-15,0.2591664584695765,1,13481.29317753184,
-0.25,b4053,,1,447,0.2591664584695671,0.0,0.2591664584695671,1,13481.29317753162,
-0.25,b2551,,6,233,0.2591664584695671,0.2591664584696653,-9.819922652809513e-14,0,7148.258656746098,
-0.25,b0870,,4,233,0.2591664584695671,0.2591664584695997,-3.2529534621517087e-14,0,7148.258656747001,
-0.25,b2379,,1,230,0.2591664584695671,0.2591664584695997,-3.2529534621517087e-14,0,7148.190554230359,
-0.25,b2290,,1,230,0.2591664584695671,0.259166458469608,-4.091171845743703e-14,0,7148.190554230235,
-0.25,b2697,,1,230,0.2591664584695671,0.259166458469608,-4.091171845743703e-14,0,7148.190554230235,
-0.25,b3460,,5,230,0.2591664584695671,0.259166458469608,-4.091171845743703e-14,0,7148.190554230235,
-0.25,b3456,,5,230,0.2591664584695671,0.259166458469608,-4.091171845743703e-14,0,7148.190554230235,
-0.25,b3457,,5,230,0.2591664584695671,0.259166458469608,-4.091171845743703e-14,0,7148.190554230235,
-0.25,b3455,,5,230,0.2591664584695671,0.259166458469608,-4.091171845743703e-14,0,7148.190554230235,
-0.25,b3454,,5,230,0.2591664584695671,0.259166458469608,-4.091171845743703e-14,0,7148.190554230235,
-0.25,b4208,,5,239,0.2591664584695671,0.259166458469608,-4.091171845743703e-14,0,7145.66367568076,
-0.25,b0007,,2,239,0.2591664584695671,0.2591664584696055,-3.8413716652030416e-14,0,7145.663675680804,
-0.25,b0356,,3,239,0.2591664584695671,0.2591664584696055,-3.8413716652030416e-14,0,7145.663675680804,
-0.25,b1478,,1,239,0.2591664584695671,0.2591664584696055,-3.8413716652030416e-14,0,7145.663675680804,
-0.25,b1385,,1,239,0.2591664584695671,0.2591664584696055,-3.8413716652030416e-14,0,7145.663675680804,
-0.25,b1300,,2,239,0.2591664584695671,0.2591664584696055,-3.8413716652030416e-14,0,7145.663675680804,
-0.25,b3588,,2,239,0.2591664584695671,0.2591664584696055,-3.8413716652030416e-14,0,7145.663675680804,
-0.25,b4084,,1,239,0.2591664584695671,0.2591664584696055,-3.8413716652030416e-14,0,7145.663675680804,
-0.25,b4090,,2,527,0.2591664584695671,0.0787823649772507,0.1803840934923163,0,7629.51329337724,
-0.25,b0516,,1,239,0.2591664584695671,0.2591664584696631,-9.597878047884478e-14,0,7145.663675680038,
-0.25,b0512,,1,239,0.2591664584695671,0.2591664584696733,-1.0613732115416497e-13,0,7145.663675679883,
-0.25,b0511,,1,239,0.2591664584695671,0.2591664584696733,-1.0613732115416497e-13,0,7145.663675679883,
-0.25,b4085,,1,239,0.2591664584695671,0.2591664584696733,-1.0613732115416497e-13,0,7145.663675679883,
-0.25,b4087,,2,239,0.2591664584695671,0.2591664584696733,-1.0613732115416497e-13,0,7145.663675679883,
-0.25,b4086,,2,239,0.2591664584695671,0.2591664584696733,-1.0613732115416497e-13,0,7145.663675679883,
-0.25,b4088,,2,239,0.2591664584695671,0.2591664584696733,-1.0613732115416497e-13,0,7145.663675679883,
-0.25,b0657,,2,239,0.2591664584695671,0.2591664584696733,-1.0613732115416497e-13,0,7145.663675679883,
-0.25,b1677,,2,239,0.2591664584695671,0.2591664584696733,-1.0613732115416497e-13,0,7145.663675679883,
-0.25,b1781,,1,239,0.2591664584695671,0.2591664584696733,-1.0613732115416497e-13,0,7145.663675679883,
-0.25,b3001,,1,239,0.2591664584695671,0.2591664584696733,-1.0613732115416497e-13,0,7145.663675679883,
-0.25,b0207,,2,239,0.2591664584695671,0.2591664584696733,-1.0613732115416497e-13,0,7145.663675679883,
-0.25,b3012,,2,239,0.2591664584695671,0.2591664584696733,-1.0613732115416497e-13,0,7145.663675679883,
-0.25,b3945,,4,239,0.2591664584695671,0.2591664584696733,-1.0613732115416497e-13,0,7145.663675679883,
-0.25,b3091,,1,239,0.2591664584695671,0.2591664584696733,-1.0613732115416497e-13,0,7145.663675679883,
-0.25,b3416,,4,239,0.2591664584695671,0.2591664584696733,-1.0613732115416497e-13,0,7145.663675679883,
-0.25,b3223,,1,239,0.2591664584695671,0.2591664584696733,-1.0613732115416497e-13,0,7145.663675679883,
-0.25,b3222,,1,239,0.2591664584695671,0.2591664584696733,-1.0613732115416497e-13,0,7145.663675679883,
-0.25,b0774,,1,475,0.2591664584695671,0.0,0.2591664584695671,1,7981.706651304181,
-0.25,b3833,,2,230,0.2591664584695671,0.2591664584696437,-7.66053886991358e-14,0,7148.19055422976,
