fe_bound,gene_id,n_gpr_rxns,n_changed,b_wt,b_ko,delta_b,y_essential,kV
-0.0025,b3843,1,446,0.1556565593674116,3.8567896257807925e-42,0.1556565593674116,1,4249.250606237269
-0.0025,b0477,2,212,0.1556565593674116,0.1556565593674118,-1.1102230246251563e-16,0,5405.546127461581
-0.0025,b1302,3,446,0.1556565593674116,0.0,0.1556565593674116,1,4249.250606237276
-0.0025,b2662,3,446,0.1556565593674116,0.0,0.1556565593674116,1,4249.250606237286
-0.0025,b1525,2,212,0.1556565593674116,0.1556565593674117,-8.326672684688674e-17,0,5405.546127462078
-0.0025,b4139,1,212,0.1556565593674116,0.1556565593674118,-1.1102230246251563e-16,0,5405.546127461781
-0.0025,b3117,2,446,0.1556565593674116,0.0,0.1556565593674116,1,4249.250606237276
-0.0025,b2797,1,212,0.1556565593674116,0.1556565593674117,-8.326672684688674e-17,0,5405.546127462065
-0.0025,b1814,1,212,0.1556565593674116,0.1556565593674118,-1.1102230246251563e-16,0,5405.546127461781
-0.0025,b4471,1,212,0.1556565593674116,0.1556565593674118,-1.1102230246251563e-16,0,5405.546127461781
-0.0025,b3616,1,212,0.1556565593674116,0.1556565593674118,-1.1102230246251563e-16,0,5405.546127461781
-0.0025,b3589,1,212,0.1556565593674116,0.1556565593674118,-1.1102230246251563e-16,0,5405.546127461781
-0.0025,b3774,3,446,0.1556565593674116,-8.148526751987684e-17,0.1556565593674117,1,4249.250606237274
-0.0025,b0185,1,446,0.1556565593674116,0.0,0.1556565593674116,1,4249.25060623728
-0.0025,b3256,1,446,0.1556565593674116,0.0,0.1556565593674116,1,4249.250606237281
-0.0025,b3255,1,446,0.1556565593674116,0.0,0.1556565593674116,1,4249.250606237281
-0.0025,b2316,1,446,0.1556565593674116,0.0,0.1556565593674116,1,4249.250606237281
-0.0025,b2615,1,446,0.1556565593674116,8.853240382259462e-12,0.1556565593585584,1,4249.250606243167
-0.0025,b2265,1,212,0.1556565593674116,0.1556565593674117,-8.326672684688674e-17,0,5405.546127462005
-0.0025,b2261,1,212,0.1556565593674116,0.1556565593674118,-1.1102230246251563e-16,0,5405.546127461783
-0.0025,b0596,1,212,0.1556565593674116,0.1556565593674118,-1.1102230246251563e-16,0,5405.546127461783
-0.0025,b0595,1,212,0.1556565593674116,0.1556565593674118,-1.1102230246251563e-16,0,5405.546127461783
-0.0025,b4198,1,212,0.1556565593674116,0.1556565593674118,-1.1102230246251563e-16,0,5405.546127461783
-0.0025,b0061,1,212,0.1556565593674116,0.1556565593674118,-1.1102230246251563e-16,0,5405.546127461783
-0.0025,b3583,1,212,0.1556565593674116,0.1556565593674118,-1.1102230246251563e-16,0,5405.546127461783
-0.0025,b4374,3,212,0.1556565593674116,0.1556565593674118,-1.1102230246251563e-16,0,5405.546127461783
-0.0025,b0675,7,212,0.1556565593674116,0.1556565593674118,-1.1102230246251563e-16,0,5405.546127461783
-0.0025,b2291,6,212,0.1556565593674116,0.1556565593674118,-1.1102230246251563e-16,0,5405.546127461783
-0.0025,b2361,8,212,0.1556565593674116,0.1556565593674118,-1.1102230246251563e-16,0,5405.546127461783
-0.0025,b1651,1,212,0.1556565593674116,0.1556565593674118,-1.1102230246251563e-16,0,5405.546127461783
-0.0025,b0766,2,212,0.1556565593674116,0.1556565593674118,-1.1102230246251563e-16,0,5405.546127461783
-0.0025,b3826,6,212,0.1556565593674116,0.1556565593674118,-1.1102230246251563e-16,0,5405.546127461783
-0.0025,b0758,1,212,0.1556565593674116,0.1556565593674118,-1.1102230246251563e-16,0,5405.546127461783
-0.0025,b0420,1,446,0.1556565593674116,1.826628080237239e-12,0.155656559365585,1,4249.2506062384855
-0.0025,b1208,1,446,0.1556565593674116,0.0,0.1556565593674116,1,4249.250606237283
-0.0025,b2746,1,446,0.1556565593674116,0.0,0.1556565593674116,1,4249.25060623729
-0.0025,b3526,1,212,0.1556565593674116,0.1556565593674117,-8.326672684688674e-17,0,5405.546127462313
-0.0025,b3565,2,212,0.1556565593674116,0.1556565593674118,-1.1102230246251563e-16,0,5405.546127461783
-0.0025,b2048,1,212,0.1556565593674116,0.1556565593674118,-1.1102230246251563e-16,0,5405.546127461783
-0.0025,b4015,1,212,0.1556565593674116,0.1556565593674118,-1.1102230246251563e-16,0,5405.546127461783
-0.0025,b0116,3,222,0.1556565593674116,0.1556565593674085,3.1641356201816957e-15,0,3728.847332368192
-0.0025,b2903,1,222,0.1556565593674116,0.1556565593674117,-8.326672684688674e-17,0,3728.847332368152
-0.0025,b2904,1,222,0.1556565593674116,0.1556565593674117,-8.326672684688674e-17,0,3728.847332368152
-0.0025,b2905,1,222,0.1556565593674116,0.1556565593674117,-8.326672684688674e-17,0,3728.847332368152
-0.0025,b0261,2,222,0.1556565593674116,0.1556565593674117,-8.326672684688674e-17,0,3728.847332368152
-0.0025,b0759,1,222,0.1556565593674116,0.1556565593674117,-8.326672684688674e-17,0,3728.847332368152
-0.0025,b0344,1,222,0.1556565593674116,0.1556565593674117,-8.326672684688674e-17,0,3728.847332368152
-0.0025,b4239,1,222,0.1556565593674116,0.1556565593674117,-8.326672684688674e-17,0,3728.847332368152
-0.0025,b3956,1,223,0.1556565593674116,0.1556565593674117,-8.326672684688674e-17,0,3930.612066847975
-0.0025,b0822,7,223,0.1556565593674116,0.1556565593674117,-8.326672684688674e-17,0,3930.6120668479866
-0.0025,b2540,2,223,0.1556565593674116,0.1556565593674117,-8.326672684688674e-17,0,3930.6120668479866
-0.0025,b2542,2,223,0.1556565593674116,0.1556565593674117,-8.326672684688674e-17,0,3930.6120668479866
-0.0025,b2539,2,223,0.1556565593674116,0.1556565593674117,-8.326672684688674e-17,0,3930.6120668479866
-0.0025,b2538,2,223,0.1556565593674116,0.1556565593674117,-8.326672684688674e-17,0,3930.6120668479866
-0.0025,b2541,2,223,0.1556565593674116,0.1556565593674117,-8.326672684688674e-17,0,3930.6120668479866
-0.0025,b0616,1,223,0.1556565593674116,0.1556565593674117,-8.326672684688674e-17,0,3930.6120668479866
-0.0025,b0617,1,223,0.1556565593674116,0.1556565593674117,-8.326672684688674e-17,0,3930.6120668479866
-0.0025,b0614,1,223,0.1556565593674116,0.1556565593674117,-8.326672684688674e-17,0,3930.6120668479866
-0.0025,b0615,1,223,0.1556565593674116,0.1556565593674117,-8.326672684688674e-17,0,3930.6120668479866
-0.0025,b2052,2,223,0.1556565593674116,0.1556565593674117,-8.326672684688674e-17,0,3930.6120668479866
-0.0025,b1636,1,223,0.1556565593674116,0.1556565593674117,-8.326672684688674e-17,0,3930.6120668479866
-0.0025,b1277,1,444,0.1556565593674116,-2.3087492463965102e-14,0.1556565593674347,1,3689.422976569144
-0.0025,b2751,1,457,0.1556565593674116,-3.364128987786469e-15,0.155656559367415,1,3085.060651031812
-0.0025,b2752,1,457,0.1556565593674116,-2.3225009426321934e-15,0.155656559367414,1,3085.060651031805
-0.0025,b2799,1,223,0.1556565593674116,0.1556565593674114,2.220446049250313e-16,0,3548.098096597645
-0.0025,b3902,1,223,0.1556565593674116,0.1556565593674118,-1.3877787807814454e-16,0,3548.098096597633
-0.0025,b2705,1,223,0.1556565593674116,0.1556565593674118,-1.3877787807814454e-16,0,3548.098096597633
-0.0025,b2091,1,223,0.1556565593674116,0.1556565593674118,-1.3877787807814454e-16,0,3548.098096597633
-0.0025,b3137,1,223,0.1556565593674116,0.1556565593674118,-1.3877787807814454e-16,0,3548.098096597633
-0.0025,b3132,1,223,0.1556565593674116,0.1556565593674118,-1.3877787807814454e-16,0,3548.098096597633
-0.0025,b2096,1,223,0.1556565593674116,0.1556565593674118,-1.3877787807814454e-16,0,3548.098096597633
-0.0025,b2095,1,223,0.1556565593674116,0.1556565593674118,-1.3877787807814454e-16,0,3548.098096597633
-0.0025,b4323,1,223,0.1556565593674116,0.1556565593674118,-1.3877787807814454e-16,0,3548.098096597633
-0.0025,b1521,1,223,0.1556565593674116,0.1556565593674118,-1.3877787807814454e-16,0,3548.098096597633
-0.0025,b3385,1,223,0.1556565593674116,0.1556565593674118,-1.3877787807814454e-16,0,3548.098096597633
-0.0025,b0507,1,223,0.1556565593674116,0.1556565593674118,-1.3877787807814454e-16,0,3548.098096597633
-0.0025,b3061,1,223,0.1556565593674116,0.1556565593674118,-1.3877787807814454e-16,0,3548.098096597633
-0.0025,b3062,1,223,0.1556565593674116,0.1556565593674118,-1.3877787807814454e-16,0,3548.098096597633
-0.0025,b3126,1,223,0.1556565593674116,0.1556565593674118,-1.3877787807814454e-16,0,3548.098096597633
-0.0025,b1095,9,454,0.1556565593674116,5.432351167991791e-17,0.1556565593674116,1,3596.034638828036
-0.0025,b1054,1,176,0.1556565593674116,0.1556565593674118,-1.3877787807814454e-16,0,3631.867572906796
-0.0025,b1855,2,176,0.1556565593674116,0.1556565593674118,-1.1102230246251563e-16,0,3631.867572906802
-0.0025,b2378,1,176,0.1556565593674116,0.1556565593674118,-1.1102230246251563e-16,0,3631.867572906802
-0.0025,b0109,1,454,0.1556565593674116,-1.0397248517977885e-12,0.1556565593684514,1,3596.034638830297
-0.0025,b1094,26,454,0.1556565593674116,-9.833588060407696e-17,0.1556565593674118,1,3596.0346388280354
-0.0025,b2836,23,256,0.1556565593674116,0.1556565593674117,-8.326672684688674e-17,0,3599.082359694474
-0.0025,b2472,1,454,0.1556565593674116,-2.7161755839958938e-17,0.1556565593674117,1,3596.034638828039
-0.0025,b1589,3,256,0.1556565593674116,0.1556565593674117,-8.326672684688674e-17,0,3599.082359694181
-0.0025,b1588,3,256,0.1556565593674116,0.1556565593674117,-2.775557561562892e-17,0,3599.082359694576
-0.0025,b1587,3,256,0.1556565593674116,0.1556565593674117,-2.775557561562892e-17,0,3599.082359694576
-0.0025,b1590,3,256,0.1556565593674116,0.1556565593674117,-2.775557561562892e-17,0,3599.082359694576
-0.0025,b0894,4,256,0.1556565593674116,0.1556565593674117,-2.775557561562892e-17,0,3599.082359694576
-0.0025,b0895,4,256,0.1556565593674116,0.1556565593674117,-2.775557561562892e-17,0,3599.082359694576
-0.0025,b0896,4,256,0.1556565593674116,0.1556565593674117,-2.775557561562892e-17,0,3599.082359694576
-0.0025,b3553,10,256,0.1556565593674116,0.1556565593674117,-2.775557561562892e-17,0,3599.082359694576
-0.0025,b0638,1,256,0.1556565593674116,0.1556565593674117,-2.775557561562892e-17,0,3599.082359694576
-0.0025,b3399,5,246,0.1556565593674116,0.1556565593674117,-2.775557561562892e-17,0,3138.174038803269
-0.0025,b0469,1,246,0.1556565593674116,0.1556565593674117,-2.775557561562892e-17,0,3138.174038803217
-0.0025,b3187,1,442,0.1556565593674116,0.0,0.1556565593674116,1,2884.2264862117745
-0.0025,b3222,1,246,0.1556565593674116,0.1556565593674118,-1.1102230246251563e-16,0,3138.174038803289
-0.0025,b3225,1,246,0.1556565593674116,0.1556565593674117,-8.326672684688674e-17,0,3138.174038803215
-0.0025,b1732,1,251,0.1556565593674116,0.1556565593673783,3.3334446314370325e-14,0,2497.148407161505
-0.0025,b3942,1,251,0.1556565593674116,0.1556565593674117,-2.775557561562892e-17,0,2497.148407161486
-0.0025,b0586,1,251,0.1556565593674116,0.1556565593674117,-2.775557561562892e-17,0,2497.148407161486
-0.0025,b3794,1,251,0.1556565593674116,0.1556565593674117,-2.775557561562892e-17,0,2497.148407161486
-0.0025,b3693,1,251,0.1556565593674116,0.1556565593674117,-2.775557561562892e-17,0,2497.148407161486
-0.0025,b2901,1,251,0.1556565593674116,0.1556565593674117,-2.775557561562892e-17,0,2497.148407161486
-0.0025,b3721,2,251,0.1556565593674116,0.1556565593674117,-2.775557561562892e-17,0,2497.148407161486
-0.0025,b2716,2,251,0.1556565593674116,0.1556565593674117,-2.775557561562892e-17,0,2497.148407161486
-0.0025,b3416,4,251,0.1556565593674116,0.1556565593674117,-2.775557561562892e-17,0,2497.148407161486
-0.0025,b1398,1,251,0.1556565593674116,0.1556565593674117,-2.775557561562892e-17,0,2497.148407161486
-0.0025,b0049,3,251,0.1556565593674116,0.1556565593674117,-2.775557561562892e-17,0,2497.148407161486
-0.0025,b3784,1,251,0.1556565593674116,0.1556565593674117,-2.775557561562892e-17,0,2497.148407161486
-0.0025,b4481,1,251,0.1556565593674116,0.1556565593674117,-2.775557561562892e-17,0,2497.148407161486
-0.0025,b3052,2,251,0.1556565593674116,0.1556565593674117,-2.775557561562892e-17,0,2497.148407161486
