o2_bound,gene_id,n_gpr_rxns,n_changed,b_wt,b_ko,delta_b,y_essential,kV
-5.0,b0621,4,22,0.35343632816628134,0.35343632816628195,-6.106226635438361e-16,0,261.04758286620455
-5.0,b4138,7,22,0.35343632816628134,0.35343632816628195,-6.106226635438361e-16,0,261.04758286620455
-5.0,b2417,6,416,0.35343632816628134,0.3316944280576278,0.021741900108653567,0,884.9920406172953
-5.0,b2429,2,22,0.35343632816628134,0.3534363281662622,1.915134717478395e-14,0,261.0475828661973
-5.0,b2423,5,413,0.35343632816628134,-4.251076093360493e-16,0.3534363281662818,1,1783.3097240653892
-5.0,b2422,5,413,0.35343632816628134,0.0,0.35343632816628134,1,1783.309724065391
-5.0,b0764,3,413,0.35343632816628134,0.0,0.35343632816628134,1,1783.309724065391
-5.0,b0765,3,413,0.35343632816628134,0.0,0.35343632816628134,1,1783.309724065391
-5.0,b0763,3,413,0.35343632816628134,0.0,0.35343632816628134,1,1783.309724065391
-5.0,b2425,5,413,0.35343632816628134,0.0,0.35343632816628134,1,1783.309724065391
-5.0,b2424,5,413,0.35343632816628134,0.0,0.35343632816628134,1,1783.309724065391
-5.0,b3917,5,413,0.35343632816628134,0.0,0.35343632816628134,1,1783.309724065391
-5.0,b3063,1,22,0.35343632816628134,0.35343632816628445,-3.1086244689504383e-15,0,261.047582866204
-5.0,b2913,3,414,0.35343632816628134,0.3434974450121878,0.009938883154093525,0,287.5935705893502
-5.0,b0366,3,22,0.35343632816628134,0.3534363281662789,2.4424906541753444e-15,0,261.0475828662007
-5.0,b0367,3,22,0.35343632816628134,0.35343632816628107,2.7755575615628914e-16,0,261.0475828662023
-5.0,b0365,3,22,0.35343632816628134,0.35343632816628107,2.7755575615628914e-16,0,261.0475828662023
-5.0,b2964,11,22,0.35343632816628134,0.35343632816628107,2.7755575615628914e-16,0,261.0475828662023
-5.0,b2393,8,22,0.35343632816628134,0.35343632816628107,2.7755575615628914e-16,0,261.0475828662023
-5.0,b1291,1,323,0.35343632816628134,0.3529869193356919,0.00044940883058947056,0,261.2510690164893
-5.0,b1250,1,323,0.35343632816628134,0.3529869193356794,0.0004494088306019606,0,261.25106901648456
-5.0,b1363,1,323,0.35343632816628134,0.3529869193356794,0.0004494088306019606,0,261.25106901648456
-5.0,b3290,1,323,0.35343632816628134,0.3529869193356794,0.0004494088306019606,0,261.25106901648456
-5.0,b3747,1,323,0.35343632816628134,0.3529869193356794,0.0004494088306019606,0,261.25106901648456
-5.0,b3849,1,323,0.35343632816628134,0.3529869193356794,0.0004494088306019606,0,261.25106901648456
-5.0,b2587,1,22,0.35343632816628134,0.3534363281662683,1.304512053934559e-14,0,261.04758286619784
-5.0,b4031,1,22,0.35343632816628134,0.35343632816628107,2.7755575615628914e-16,0,261.0475828662023
-5.0,b0067,1,22,0.35343632816628134,0.35343632816628107,2.7755575615628914e-16,0,261.0475828662023
-5.0,b0066,1,22,0.35343632816628134,0.35343632816628107,2.7755575615628914e-16,0,261.0475828662023
-5.0,b0068,1,22,0.35343632816628134,0.35343632816628107,2.7755575615628914e-16,0,261.0475828662023
-5.0,b2406,6,22,0.35343632816628134,0.35343632816628107,2.7755575615628914e-16,0,261.0475828662023
-5.0,b3460,5,22,0.35343632816628134,0.35343632816628107,2.7755575615628914e-16,0,261.0475828662023
-5.0,b3455,5,22,0.35343632816628134,0.35343632816628107,2.7755575615628914e-16,0,261.0475828662023
-5.0,b3454,5,22,0.35343632816628134,0.35343632816628107,2.7755575615628914e-16,0,261.0475828662023
-5.0,b3457,5,22,0.35343632816628134,0.35343632816628107,2.7755575615628914e-16,0,261.0475828662023
-5.0,b3456,5,22,0.35343632816628134,0.35343632816628107,2.7755575615628914e-16,0,261.0475828662023
-5.0,b4240,1,22,0.35343632816628134,0.35343632816628107,2.7755575615628914e-16,0,261.0475828662023
-5.0,b3161,2,22,0.35343632816628134,0.35343632816628107,2.7755575615628914e-16,0,261.0475828662023
-5.0,b3709,1,22,0.35343632816628134,0.35343632816628107,2.7755575615628914e-16,0,261.0475828662023
-5.0,b0112,4,22,0.35343632816628134,0.35343632816628107,2.7755575615628914e-16,0,261.0475828662023
-5.0,b1907,1,22,0.35343632816628134,0.35343632816628107,2.7755575615628914e-16,0,261.0475828662023
-5.0,b3567,1,22,0.35343632816628134,0.35343632816628107,2.7755575615628914e-16,0,261.0475828662023
-5.0,b3566,1,22,0.35343632816628134,0.35343632816628107,2.7755575615628914e-16,0,261.0475828662023
-5.0,b3568,1,22,0.35343632816628134,0.35343632816628107,2.7755575615628914e-16,0,261.0475828662023
-5.0,b3577,2,22,0.35343632816628134,0.35343632816628107,2.7755575615628914e-16,0,261.0475828662023
-5.0,b3578,2,22,0.35343632816628134,0.35343632816628107,2.7755575615628914e-16,0,261.0475828662023
-5.0,b3579,2,22,0.35343632816628134,0.35343632816628107,2.7755575615628914e-16,0,261.0475828662023
-5.0,b3089,2,22,0.35343632816628134,0.35343632816628107,2.7755575615628914e-16,0,261.0475828662023
-5.0,b2153,1,413,0.35343632816628134,2.1744254217538924e-13,0.3534363281660639,1,1783.3097240642273
-5.0,b0935,5,22,0.35343632816628134,0.3534363281662914,-1.0047518372857667e-14,0,261.0475828662067
-5.0,b0151,5,22,0.35343632816628134,0.3534363281662746,6.716849298982197e-15,0,261.0475828662009
-5.0,b0153,5,22,0.35343632816628134,0.3534363281662746,6.716849298982197e-15,0,261.0475828662009
-5.0,b0152,5,22,0.35343632816628134,0.3534363281662746,6.716849298982197e-15,0,261.0475828662009
-5.0,b0158,3,22,0.35343632816628134,0.3534363281662746,6.716849298982197e-15,0,261.0475828662009
-5.0,b1709,3,22,0.35343632816628134,0.3534363281662746,6.716849298982197e-15,0,261.0475828662009
-5.0,b1711,3,22,0.35343632816628134,0.3534363281662746,6.716849298982197e-15,0,261.0475828662009
-5.0,b2223,3,22,0.35343632816628134,0.3534363281662746,6.716849298982197e-15,0,261.0475828662009
-5.0,b1101,2,416,0.35343632816628134,0.33169442805762395,0.021741900108657397,0,884.9920406172935
-5.0,b0679,1,22,0.35343632816628134,0.3534363281662784,2.942091015256665e-15,0,261.0475828662018
-5.0,b1817,6,415,0.35343632816628134,0.33169442805763183,0.021741900108649515,0,885.0593646475302
-5.0,b1819,6,415,0.35343632816628134,0.33169442805762495,0.021741900108656398,0,885.0593646475272
-5.0,b1818,6,415,0.35343632816628134,0.33169442805762495,0.021741900108656398,0,885.0593646475272
-5.0,b3224,1,25,0.35343632816628134,0.35343632816627996,1.3877787807814457e-15,0,362.90097631110217
-5.0,b0311,1,25,0.35343632816628134,0.3534363281662715,9.825473767932635e-15,0,362.90097631110103
-5.0,b4381,1,25,0.35343632816628134,0.3534363281662715,9.825473767932635e-15,0,362.90097631110103
-5.0,b0592,2,25,0.35343632816628134,0.3534363281662715,9.825473767932635e-15,0,362.90097631110103
-5.0,b0590,2,25,0.35343632816628134,0.3534363281662715,9.825473767932635e-15,0,362.90097631110103
-5.0,b0588,2,25,0.35343632816628134,0.3534363281662715,9.825473767932635e-15,0,362.90097631110103
-5.0,b0589,2,25,0.35343632816628134,0.3534363281662715,9.825473767932635e-15,0,362.90097631110103
-5.0,b2841,1,25,0.35343632816628134,0.3534363281662715,9.825473767932635e-15,0,362.90097631110103
-5.0,b2310,3,25,0.35343632816628134,0.3534363281662715,9.825473767932635e-15,0,362.90097631110103
-5.0,b2306,4,25,0.35343632816628134,0.3534363281662715,9.825473767932635e-15,0,362.90097631110103
-5.0,b2307,4,25,0.35343632816628134,0.3534363281662715,9.825473767932635e-15,0,362.90097631110103
-5.0,b2308,4,25,0.35343632816628134,0.3534363281662715,9.825473767932635e-15,0,362.90097631110103
-5.0,b0864,1,25,0.35343632816628134,0.3534363281662715,9.825473767932635e-15,0,362.90097631110103
-5.0,b0861,1,25,0.35343632816628134,0.3534363281662715,9.825473767932635e-15,0,362.90097631110103
-5.0,b0860,1,25,0.35343632816628134,0.3534363281662715,9.825473767932635e-15,0,362.90097631110103
-5.0,b0863,1,25,0.35343632816628134,0.3534363281662715,9.825473767932635e-15,0,362.90097631110103
-5.0,b0862,1,25,0.35343632816628134,0.3534363281662715,9.825473767932635e-15,0,362.90097631110103
-5.0,b4115,1,25,0.35343632816628134,0.3534363281662715,9.825473767932635e-15,0,362.90097631110103
-5.0,b4193,1,25,0.35343632816628134,0.3534363281662715,9.825473767932635e-15,0,362.90097631110103
-5.0,b4195,1,25,0.35343632816628134,0.3534363281662715,9.825473767932635e-15,0,362.90097631110103
-5.0,b4194,1,25,0.35343632816628134,0.3534363281662715,9.825473767932635e-15,0,362.90097631110103
-5.0,b1453,1,25,0.35343632816628134,0.3534363281662715,9.825473767932635e-15,0,362.90097631110103
-5.0,b0654,2,25,0.35343632816628134,0.3534363281662715,9.825473767932635e-15,0,362.90097631110103
-5.0,b0655,2,25,0.35343632816628134,0.3534363281662715,9.825473767932635e-15,0,362.90097631110103
-5.0,b0652,2,25,0.35343632816628134,0.3534363281662715,9.825473767932635e-15,0,362.90097631110103
-5.0,b0653,2,25,0.35343632816628134,0.3534363281662715,9.825473767932635e-15,0,362.90097631110103
-5.0,b4077,2,25,0.35343632816628134,0.3534363281662715,9.825473767932635e-15,0,362.90097631110103
-5.0,b0480,17,25,0.35343632816628134,0.3534363281662715,9.825473767932635e-15,0,362.90097631110103
-5.0,b4055,17,25,0.35343632816628134,0.3534363281662715,9.825473767932635e-15,0,362.90097631110103
-5.0,b3127,3,25,0.35343632816628134,0.3534363281662715,9.825473767932635e-15,0,362.90097631110103
-5.0,b2789,3,25,0.35343632816628134,0.3534363281662715,9.825473767932635e-15,0,362.90097631110103
-5.0,b2943,2,25,0.35343632816628134,0.3534363281662715,9.825473767932635e-15,0,362.90097631110103
-5.0,b2663,1,25,0.35343632816628134,0.3534363281662715,9.825473767932635e-15,0,362.90097631110103
-5.0,b1918,1,25,0.35343632816628134,0.3534363281662715,9.825473767932635e-15,0,362.90097631110103
-5.0,b1917,1,25,0.35343632816628134,0.3534363281662715,9.825473767932635e-15,0,362.90097631110103
-5.0,b1920,1,25,0.35343632816628134,0.3534363281662715,9.825473767932635e-15,0,362.90097631110103
-5.0,b2704,2,25,0.35343632816628134,0.3534363281662715,9.825473767932635e-15,0,362.90097631110103
-5.0,b2702,2,25,0.35343632816628134,0.3534363281662715,9.825473767932635e-15,0,362.90097631110103
-5.0,b2703,2,25,0.35343632816628134,0.3534363281662715,9.825473767932635e-15,0,362.90097631110103
-5.0,b1197,1,25,0.35343632816628134,0.3534363281662715,9.825473767932635e-15,0,362.90097631110103
-5.0,b4515,1,25,0.35343632816628134,0.3534363281662715,9.825473767932635e-15,0,362.90097631110103
-5.0,b0733,1,25,0.35343632816628134,0.3534363281662715,9.825473767932635e-15,0,362.90097631110103
-5.0,b0734,1,25,0.35343632816628134,0.3534363281662715,9.825473767932635e-15,0,362.90097631110103
-5.0,b0979,2,25,0.35343632816628134,0.3534363281662715,9.825473767932635e-15,0,362.90097631110103
-5.0,b0978,2,25,0.35343632816628134,0.3534363281662715,9.825473767932635e-15,0,362.90097631110103
-5.0,b3734,1,422,0.35343632816628134,0.25887858919374257,0.09455773897253877,0,620.8886072962005
-5.0,b3735,1,422,0.35343632816628134,0.25887858919374745,0.09455773897253389,0,620.8886072962076
-5.0,b3736,1,422,0.35343632816628134,0.25887858919374745,0.09455773897253389,0,620.8886072962076
-5.0,b3737,1,422,0.35343632816628134,0.25887858919374745,0.09455773897253389,0,620.8886072962076
-5.0,b3731,1,422,0.35343632816628134,0.25887858919374745,0.09455773897253389,0,620.8886072962076
-5.0,b3732,1,422,0.35343632816628134,0.25887858919374745,0.09455773897253389,0,620.8886072962076
-5.0,b3733,1,422,0.35343632816628134,0.25887858919374745,0.09455773897253389,0,620.8886072962076
-5.0,b3738,1,422,0.35343632816628134,0.25887858919374745,0.09455773897253389,0,620.8886072962076
-5.0,b3739,1,422,0.35343632816628134,0.25887858919374745,0.09455773897253389,0,620.8886072962076
-5.0,b4067,2,23,0.35343632816628134,0.3534363281662781,3.219646771412954e-15,0,362.9007861033869
-5.0,b3714,1,23,0.35343632816628134,0.3534363281662807,6.661338147750939e-16,0,362.90078610338753
-5.0,b3654,3,23,0.35343632816628134,0.3534363281662807,6.661338147750939e-16,0,362.90078610338753
-5.0,b3664,1,23,0.35343632816628134,0.3534363281662807,6.661338147750939e-16,0,362.90078610338753
-5.0,b4088,2,23,0.35343632816628134,0.3534363281662807,6.661338147750939e-16,0,362.90078610338753
-5.0,b4087,2,23,0.35343632816628134,0.3534363281662807,6.661338147750939e-16,0,362.90078610338753
-5.0,b4086,2,23,0.35343632816628134,0.3534363281662807,6.661338147750939e-16,0,362.90078610338753
-5.0,b0511,1,23,0.35343632816628134,0.3534363281662807,6.661338147750939e-16,0,362.90078610338753
-5.0,b1901,1,23,0.35343632816628134,0.3534363281662807,6.661338147750939e-16,0,362.90078610338753
-5.0,b1900,1,23,0.35343632816628134,0.3534363281662807,6.661338147750939e-16,0,362.90078610338753
-5.0,b4460,1,23,0.35343632816628134,0.3534363281662807,6.661338147750939e-16,0,362.90078610338753
-5.0,b0124,1,23,0.35343632816628134,0.3534363281662807,6.661338147750939e-16,0,362.90078610338753
-5.0,b0837,1,23,0.35343632816628134,0.3534363281662807,6.661338147750939e-16,0,362.90078610338753
-5.0,b4464,2,23,0.35343632816628134,0.3534363281662807,6.661338147750939e-16,0,362.90078610338753
-5.0,b4064,2,23,0.35343632816628134,0.3534363281662807,6.661338147750939e-16,0,362.90078610338753
-5.0,b0974,3,23,0.35343632816628134,0.3534363281662807,6.661338147750939e-16,0,362.90078610338753
-5.0,b0973,3,23,0.35343632816628134,0.3534363281662807,6.661338147750939e-16,0,362.90078610338753
-5.0,b0972,3,23,0.35343632816628134,0.3534363281662807,6.661338147750939e-16,0,362.90078610338753
-5.0,b2997,3,23,0.35343632816628134,0.3534363281662807,6.661338147750939e-16,0,362.90078610338753
-5.0,b2996,3,23,0.35343632816628134,0.3534363281662807,6.661338147750939e-16,0,362.90078610338753
-5.0,b2995,3,23,0.35343632816628134,0.3534363281662807,6.661338147750939e-16,0,362.90078610338753
-5.0,b2994,3,23,0.35343632816628134,0.3534363281662807,6.661338147750939e-16,0,362.90078610338753
-5.0,b4289,1,23,0.35343632816628134,0.3534363281662807,6.661338147750939e-16,0,362.90078610338753
-5.0,b4288,1,23,0.35343632816628134,0.3534363281662807,6.661338147750939e-16,0,362.90078610338753
-5.0,b4290,1,23,0.35343632816628134,0.3534363281662807,6.661338147750939e-16,0,362.90078610338753
-5.0,b4287,1,23,0.35343632816628134,0.3534363281662807,6.661338147750939e-16,0,362.90078610338753
-5.0,b1102,1,23,0.35343632816628134,0.3534363281662807,6.661338147750939e-16,0,362.90078610338753
-5.0,b3006,10,23,0.35343632816628134,0.3534363281662807,6.661338147750939e-16,0,362.90078610338753
-5.0,b3005,10,23,0.35343632816628134,0.3534363281662807,6.661338147750939e-16,0,362.90078610338753
-5.0,b1252,10,23,0.35343632816628134,0.3534363281662807,6.661338147750939e-16,0,362.90078610338753
-5.0,b2315,1,415,0.35343632816628134,-1.1150303581373288e-16,0.35343632816628145,1,1814.0171902183379
-5.0,b0612,1,23,0.35343632816628134,0.35343632816627407,7.271960811294775e-15,0,362.9007861033863
-5.0,b0040,2,23,0.35343632816628134,0.353436328166282,-6.661338147750939e-16,0,362.9007861033873
-5.0,b2131,2,23,0.35343632816628134,0.353436328166282,-6.661338147750939e-16,0,362.9007861033873
-5.0,b2130,2,23,0.35343632816628134,0.353436328166282,-6.661338147750939e-16,0,362.9007861033873
-5.0,b2128,2,23,0.35343632816628134,0.353436328166282,-6.661338147750939e-16,0,362.9007861033873
-5.0,b2129,2,23,0.35343632816628134,0.353436328166282,-6.661338147750939e-16,0,362.9007861033873
-5.0,b3409,1,23,0.35343632816628134,0.353436328166282,-6.661338147750939e-16,0,362.9007861033873
-5.0,b2167,1,23,0.35343632816628134,0.353436328166282,-6.661338147750939e-16,0,362.9007861033873
-5.0,b2169,1,23,0.35343632816628134,0.353436328166282,-6.661338147750939e-16,0,362.9007861033873
-5.0,b2801,1,23,0.35343632816628134,0.353436328166282,-6.661338147750939e-16,0,362.9007861033873
-5.0,b0584,1,23,0.35343632816628134,0.353436328166282,-6.661338147750939e-16,0,362.9007861033873
-5.0,b0336,1,23,0.35343632816628134,0.353436328166282,-6.661338147750939e-16,0,362.9007861033873
-5.0,b0341,1,23,0.35343632816628134,0.353436328166282,-6.661338147750939e-16,0,362.9007861033873
-5.0,b3909,2,23,0.35343632816628134,0.353436328166282,-6.661338147750939e-16,0,362.9007861033873
-5.0,b4036,7,25,0.35343632816628134,0.353436328166282,-6.661338147750939e-16,0,562.9007861033872
-5.0,b4291,1,25,0.35343632816628134,0.3534363281662766,4.718447854656915e-15,0,562.9007861033865
-5.0,b1119,1,25,0.35343632816628134,0.3534363281662766,4.718447854656915e-15,0,562.9007861033865
-5.0,b3829,1,417,0.35343632816628134,3.546250850671398e-14,0.35343632816624587,1,2014.0171902181514
-5.0,b4019,1,417,0.35343632816628134,3.574247598763445e-14,0.3534363281662456,1,2014.0171902181469
-5.0,b0887,2,25,0.35343632816628134,0.3534363281662848,-3.4416913763379853e-15,0,562.9007861033879
-5.0,b0886,2,25,0.35343632816628134,0.35343632816627574,5.6066262743570405e-15,0,562.9007861033865
-5.0,b2476,1,417,0.35343632816628134,-2.496831749615904e-14,0.3534363281663063,1,2014.0171902184586
-5.0,b3125,1,25,0.35343632816628134,0.35343632816628273,-1.3877787807814457e-15,0,562.9007861033875
-5.0,b0509,1,25,0.35343632816628134,0.3534363281662766,4.718447854656915e-15,0,562.9007861033865
-5.0,b2501,2,25,0.35343632816628134,0.3534363281662766,4.718447854656915e-15,0,562.9007861033865
-5.0,b3941,1,417,0.35343632816628134,3.546250850671398e-14,0.35343632816624587,1,2014.0171902181519
-5.0,b2574,4,417,0.35343632816628134,-7.485437270383321e-13,0.3534363281670299,1,2014.017190222275
-5.0,b3177,1,417,0.35343632816628134,-1.0369292626306456e-15,0.3534363281662824,1,2014.017190218339
-5.0,b0529,2,417,0.35343632816628134,0.3481093316031694,0.005326996563111919,0,569.9495495746512
-5.0,b4132,1,25,0.35343632816628134,0.3534363281662918,-1.0436096431476471e-14,0,562.9007861033888
-5.0,b0750,1,417,0.35343632816628134,-3.334948763596181e-12,0.3534363281696163,1,2014.0171902358873
-5.0,b3605,2,25,0.35343632816628134,0.35343632816564524,6.361022819589834e-13,0,562.9007861033652
-5.0,b0306,2,25,0.35343632816628134,0.3534363281662842,-2.831068712794149e-15,0,562.9007861033878
-5.0,b0307,2,25,0.35343632816628134,0.3534363281662842,-2.831068712794149e-15,0,562.9007861033878
-5.0,b0308,2,25,0.35343632816628134,0.3534363281662842,-2.831068712794149e-15,0,562.9007861033878
-5.0,b0904,2,421,0.35343632816628134,0.3175108730946267,0.03592545507165462,0,3091.5709525830625
-5.0,b2492,2,421,0.35343632816628134,0.31751087309461584,0.0359254550716655,0,3091.5709525830625
-5.0,b3631,1,24,0.35343632816628134,0.3534363281662687,1.2656542480726785e-14,0,561.9882045991599
-5.0,b0914,32,419,0.35343632816628134,-1.7674827802157817e-16,0.3534363281662815,1,1854.7205187465975
-5.0,b1300,2,24,0.35343632816628134,0.35343632816628534,-3.9968028886505635e-15,0,561.9882045991621
-5.0,b1967,1,24,0.35343632816628134,0.3534363281662671,1.426636586643326e-14,0,561.9882045991593
-5.0,b0933,5,24,0.35343632816628134,0.3534363281662671,1.426636586643326e-14,0,561.9882045991593
-5.0,b0936,5,24,0.35343632816628134,0.3534363281662671,1.426636586643326e-14,0,561.9882045991593
-5.0,b0934,5,24,0.35343632816628134,0.3534363281662671,1.426636586643326e-14,0,561.9882045991593
-5.0,b2032,1,24,0.35343632816628134,0.3534363281662671,1.426636586643326e-14,0,561.9882045991593
-5.0,b2027,3,24,0.35343632816628134,0.3534363281662671,1.426636586643326e-14,0,561.9882045991593
-5.0,b2035,3,24,0.35343632816628134,0.3534363281662671,1.426636586643326e-14,0,561.9882045991593
-5.0,b3622,2,24,0.35343632816628134,0.3534363281662671,1.426636586643326e-14,0,561.9882045991593
-5.0,b0459,2,24,0.35343632816628134,0.3534363281662671,1.426636586643326e-14,0,561.9882045991593
-5.0,b0585,2,24,0.35343632816628134,0.3534363281662671,1.426636586643326e-14,0,561.9882045991593
-5.0,b1326,1,24,0.35343632816628134,0.3534363281662671,1.426636586643326e-14,0,561.9882045991593
-5.0,b1325,1,24,0.35343632816628134,0.3534363281662671,1.426636586643326e-14,0,561.9882045991593
-5.0,b0591,1,24,0.35343632816628134,0.3534363281662671,1.426636586643326e-14,0,561.9882045991593
-5.0,b3035,9,24,0.35343632816628134,0.3534363281662671,1.426636586643326e-14,0,561.9882045991593
-5.0,b0692,2,24,0.35343632816628134,0.3534363281662671,1.426636586643326e-14,0,561.9882045991593
-5.0,b2014,1,24,0.35343632816628134,0.3534363281662671,1.426636586643326e-14,0,561.9882045991593
-5.0,b1296,1,24,0.35343632816628134,0.3534363281662671,1.426636586643326e-14,0,561.9882045991593
-5.0,b1298,1,24,0.35343632816628134,0.3534363281662671,1.426636586643326e-14,0,561.9882045991593
-5.0,b3374,1,24,0.35343632816628134,0.3534363281662671,1.426636586643326e-14,0,561.9882045991593
-5.0,b1308,1,24,0.35343632816628134,0.3534363281662671,1.426636586643326e-14,0,561.9882045991593
-5.0,b2197,1,24,0.35343632816628134,0.3534363281662671,1.426636586643326e-14,0,561.9882045991593
-5.0,b2201,1,24,0.35343632816628134,0.3534363281662671,1.426636586643326e-14,0,561.9882045991593
-5.0,b2200,1,24,0.35343632816628134,0.3534363281662671,1.426636586643326e-14,0,561.9882045991593
-5.0,b2199,1,24,0.35343632816628134,0.3534363281662671,1.426636586643326e-14,0,561.9882045991593
-5.0,b2198,1,24,0.35343632816628134,0.3534363281662671,1.426636586643326e-14,0,561.9882045991593
-5.0,b0622,2,24,0.35343632816628134,0.3534363281662671,1.426636586643326e-14,0,561.9882045991593
-5.0,b3785,3,24,0.35343632816628134,0.3534363281662671,1.426636586643326e-14,0,561.9882045991593
-5.0,b3793,3,24,0.35343632816628134,0.3534363281662671,1.426636586643326e-14,0,561.9882045991593
-5.0,b2552,2,24,0.35343632816628134,0.3534363281662671,1.426636586643326e-14,0,561.9882045991593
-5.0,b0756,1,24,0.35343632816628134,0.3534363281662671,1.426636586643326e-14,0,561.9882045991593
-5.0,b0484,1,24,0.35343632816628134,0.3534363281662671,1.426636586643326e-14,0,561.9882045991593
-5.0,b3469,6,24,0.35343632816628134,0.3534363281662671,1.426636586643326e-14,0,561.9882045991593
-5.0,b3626,1,24,0.35343632816628134,0.3534363281662671,1.426636586643326e-14,0,561.9882045991593
-5.0,b3623,1,24,0.35343632816628134,0.3534363281662671,1.426636586643326e-14,0,561.9882045991593
-5.0,b2257,1,24,0.35343632816628134,0.3534363281662671,1.426636586643326e-14,0,561.9882045991593
-5.0,b2711,1,24,0.35343632816628134,0.3534363281662671,1.426636586643326e-14,0,561.9882045991593
-5.0,b2710,1,24,0.35343632816628134,0.3534363281662671,1.426636586643326e-14,0,561.9882045991593
-5.0,b4111,5,28,0.35343632816628134,0.3534363281662671,1.426636586643326e-14,0,561.988218136203
-5.0,b1386,3,28,0.35343632816628134,0.35343632816626885,1.2490009027033011e-14,0,561.9882181362036
-5.0,b4072,2,28,0.35343632816628134,0.35343632816626885,1.2490009027033011e-14,0,561.9882181362036
-5.0,b4073,2,28,0.35343632816628134,0.35343632816626885,1.2490009027033011e-14,0,561.9882181362036
-5.0,b4070,2,28,0.35343632816628134,0.35343632816626885,1.2490009027033011e-14,0,561.9882181362036
-5.0,b4071,2,28,0.35343632816628134,0.35343632816626885,1.2490009027033011e-14,0,561.9882181362036
-5.0,b3679,1,28,0.35343632816628134,0.35343632816626885,1.2490009027033011e-14,0,561.9882181362036
-5.0,b0110,4,28,0.35343632816628134,0.35343632816626885,1.2490009027033011e-14,0,561.9882181362036
-5.0,b1463,1,28,0.35343632816628134,0.35343632816626885,1.2490009027033011e-14,0,561.9882181362036
-5.0,b4219,1,28,0.35343632816628134,0.35343632816626885,1.2490009027033011e-14,0,561.9882181362036
-5.0,b1832,1,28,0.35343632816628134,0.35343632816626885,1.2490009027033011e-14,0,561.9882181362036
-5.0,b1778,1,28,0.35343632816628134,0.35343632816626885,1.2490009027033011e-14,0,561.9882181362036
-5.0,b2871,1,28,0.35343632816628134,0.35343632816626885,1.2490009027033011e-14,0,561.9882181362036
-5.0,b0932,2,28,0.35343632816628134,0.35343632816626885,1.2490009027033011e-14,0,561.9882181362036
-5.0,b4260,2,28,0.35343632816628134,0.35343632816626885,1.2490009027033011e-14,0,561.9882181362036
-5.0,b2523,2,28,0.35343632816628134,0.35343632816626885,1.2490009027033011e-14,0,561.9882181362036
-5.0,b0237,3,28,0.35343632816628134,0.35343632816626885,1.2490009027033011e-14,0,561.9882181362036
-5.0,b2132,1,28,0.35343632816628134,0.35343632816626885,1.2490009027033011e-14,0,561.9882181362036
-5.0,b2239,5,28,0.35343632816628134,0.35343632816626885,1.2490009027033011e-14,0,561.9882181362036
-5.0,b2435,2,28,0.35343632816628134,0.35343632816626885,1.2490009027033011e-14,0,561.9882181362036
-5.0,b0867,2,28,0.35343632816628134,0.35343632816626885,1.2490009027033011e-14,0,561.9882181362036
-5.0,b2817,2,28,0.35343632816628134,0.35343632816626885,1.2490009027033011e-14,0,561.9882181362036
-5.0,b4169,2,28,0.35343632816628134,0.35343632816626885,1.2490009027033011e-14,0,561.9882181362036
-5.0,b3610,6,28,0.35343632816628134,0.35343632816626885,1.2490009027033011e-14,0,561.9882181362036
-5.0,b2676,4,28,0.35343632816628134,0.35343632816626885,1.2490009027033011e-14,0,561.9882181362036
-5.0,b1064,7,28,0.35343632816628134,0.35343632816626885,1.2490009027033011e-14,0,561.9882181362036
-5.0,b2675,4,28,0.35343632816628134,0.35343632816626885,1.2490009027033011e-14,0,561.9882181362036
-5.0,b0849,6,28,0.35343632816628134,0.35343632816626885,1.2490009027033011e-14,0,561.9882181362036
-5.0,b1654,6,28,0.35343632816628134,0.35343632816626885,1.2490009027033011e-14,0,561.9882181362036
-5.0,b3336,1,28,0.35343632816628134,0.35343632816626885,1.2490009027033011e-14,0,561.9882181362036
-5.0,b0123,2,28,0.35343632816628134,0.35343632816626885,1.2490009027033011e-14,0,561.9882181362036
-5.0,b1192,4,28,0.35343632816628134,0.35343632816626885,1.2490009027033011e-14,0,561.9882181362036
-5.0,b1270,2,28,0.35343632816628134,0.35343632816626885,1.2490009027033011e-14,0,561.9882181362036
-5.0,b1246,2,28,0.35343632816628134,0.35343632816626885,1.2490009027033011e-14,0,561.9882181362036
-5.0,b1247,2,28,0.35343632816628134,0.35343632816626885,1.2490009027033011e-14,0,561.9882181362036
-5.0,b1244,2,28,0.35343632816628134,0.35343632816626885,1.2490009027033011e-14,0,561.9882181362036
-5.0,b1245,2,28,0.35343632816628134,0.35343632816626885,1.2490009027033011e-14,0,561.9882181362036
-5.0,b1243,2,28,0.35343632816628134,0.35343632816626885,1.2490009027033011e-14,0,561.9882181362036
-5.0,b2180,2,28,0.35343632816628134,0.35343632816626885,1.2490009027033011e-14,0,561.9882181362036
-5.0,b2179,2,28,0.35343632816628134,0.35343632816626885,1.2490009027033011e-14,0,561.9882181362036
-5.0,b1329,1,28,0.35343632816628134,0.35343632816626885,1.2490009027033011e-14,0,561.9882181362036
-5.0,b2177,2,28,0.35343632816628134,0.35343632816626885,1.2490009027033011e-14,0,561.9882181362036
-5.0,b2178,2,28,0.35343632816628134,0.35343632816626885,1.2490009027033011e-14,0,561.9882181362036
