o2_bound,gene_id,n_gpr_rxns,n_changed,b_wt,b_ko,delta_b,y_essential,kV
0.0,b2935,2,412,0.13410915918519603,8.305060739233277e-30,0.13410915918519603,1,1469.117616466278
0.0,b0678,1,51,0.13410915918519603,0.1341091591851939,2.1371793224034263e-15,0,693.2136512375776
0.0,b1478,2,411,0.13410915918519603,0.11800801125389179,0.01610114793130424,0,576.5925983715749
0.0,b3011,3,58,0.13410915918519603,0.13410915918520114,-5.10702591327572e-15,0,395.01956124858316
0.0,b3003,1,58,0.13410915918519603,0.13410915918519525,7.771561172376096e-16,0,395.0195612485794
0.0,b4269,2,58,0.13410915918519603,0.13410915918519525,7.771561172376096e-16,0,395.0195612485794
0.0,b0493,1,58,0.13410915918519603,0.13410915918519525,7.771561172376096e-16,0,395.0195612485794
0.0,b3588,2,58,0.13410915918519603,0.13410915918519525,7.771561172376096e-16,0,395.0195612485794
0.0,b3903,2,58,0.13410915918519603,0.13410915918519525,7.771561172376096e-16,0,395.0195612485794
0.0,b3996,1,58,0.13410915918519603,0.13410915918519525,7.771561172376096e-16,0,395.0195612485794
0.0,b2411,1,58,0.13410915918519603,0.13410915918519525,7.771561172376096e-16,0,395.0195612485794
0.0,b0639,2,410,0.13410915918519603,0.0,0.13410915918519603,1,837.2578785096703
0.0,b4390,1,58,0.13410915918519603,0.13410915918519728,-1.2490009027033011e-15,0,395.01956124858305
0.0,b2103,2,410,0.13410915918519603,0.0,0.13410915918519603,1,837.2578785096599
0.0,b2418,4,58,0.13410915918519603,0.134109159185199,-2.9698465908722937e-15,0,395.0195612485832
0.0,b3831,1,58,0.13410915918519603,0.13410915918519525,7.771561172376096e-16,0,395.0195612485794
0.0,b4384,7,94,0.13410915918519603,0.1341076275806709,1.5316045251234645e-06,0,395.0205377666237
0.0,b3073,1,58,0.13410915918519603,0.13410915918518082,1.5210055437364645e-14,0,395.01956124856906
0.0,b3008,2,410,0.13410915918519603,3.384280643510732e-15,0.13410915918519264,1,837.2578785099845
0.0,b3708,3,294,0.13410915918519603,0.13399255557569245,0.0001166036095035794,0,394.552785921189
0.0,b1134,3,58,0.13410915918519603,0.13410915918519764,-1.609823385706477e-15,0,395.0195612485812
0.0,b3614,3,58,0.13410915918519603,0.13410915918522004,-2.400857290751901e-14,0,395.0195612486002
0.0,b3642,1,410,0.13410915918519603,1.639663493195092e-15,0.1341091591851944,1,837.2578785099859
0.0,b0415,1,410,0.13410915918519603,0.0,0.13410915918519603,1,837.257878509728
0.0,b3771,2,410,0.13410915918519603,0.0,0.13410915918519603,1,837.2578785096294
0.0,b3885,1,58,0.13410915918519603,0.13410915918519623,-1.942890293094024e-16,0,395.0195612485809
0.0,b2293,8,58,0.13410915918519603,0.13410915918522004,-2.400857290751901e-14,0,395.0195612486002
0.0,b3114,2,417,0.13410915918519603,0.1158793002898538,0.018229858895342232,0,5761.11672396462
0.0,b3951,1,417,0.13410915918519603,0.11587930028984095,0.018229858895355083,0,5761.116723964427
0.0,b3952,1,417,0.13410915918519603,0.11587930028984095,0.018229858895355083,0,5761.116723964427
0.0,b0902,2,417,0.13410915918519603,0.11587930028984095,0.018229858895355083,0,5761.116723964427
0.0,b0903,2,417,0.13410915918519603,0.11587930028984095,0.018229858895355083,0,5761.116723964427
0.0,b2579,2,417,0.13410915918519603,0.11587930028984095,0.018229858895355083,0,5761.116723964427
0.0,b4154,2,63,0.13410915918519603,0.13410915918519226,3.774758283725532e-15,0,2535.155362156106
0.0,b4151,2,63,0.13410915918519603,0.13410915918519523,8.049116928532385e-16,0,2535.155362156275
0.0,b4153,2,63,0.13410915918519603,0.13410915918519523,8.049116928532385e-16,0,2535.155362156275
0.0,b4152,2,63,0.13410915918519603,0.13410915918519523,8.049116928532385e-16,0,2535.155362156275
0.0,b0871,1,63,0.13410915918519603,0.13410915918519523,8.049116928532385e-16,0,2535.155362156275
0.0,b2458,1,419,0.13410915918519603,0.11931962573687462,0.014789533448321415,0,5233.697956177339
0.0,b2297,2,419,0.13410915918519603,0.11931962573687449,0.01478953344832154,0,5233.697956177308
0.0,b3115,2,419,0.13410915918519603,0.11931962573687449,0.01478953344832154,0,5233.697956177308
0.0,b2296,1,419,0.13410915918519603,0.11931962573687449,0.01478953344832154,0,5233.697956177308
0.0,b1849,2,420,0.13410915918519603,0.11931962573687449,0.01478953344832154,0,5233.6983926517005
0.0,b3633,2,413,0.13410915918519603,-4.794772982601413e-16,0.1341091591851965,1,6908.618816118304
0.0,b0174,1,413,0.13410915918519603,0.0,0.13410915918519603,1,6908.6188161183545
0.0,b0524,1,413,0.13410915918519603,0.0,0.13410915918519603,1,6908.618816118179
0.0,b0182,1,413,0.13410915918519603,0.0,0.13410915918519603,1,6908.6188161183545
0.0,b0915,1,413,0.13410915918519603,0.0,0.13410915918519603,1,6908.6188161183545
0.0,b0099,3,413,0.13410915918519603,0.0,0.13410915918519603,1,6908.6188161183845
0.0,b2781,8,66,0.13410915918519603,0.13410915918519628,-2.498001805406602e-16,0,2535.1560253894586
0.0,b0160,2,66,0.13410915918519603,0.13410915918518748,8.548717289613705e-15,0,2535.1560253891257
0.0,b1800,2,413,0.13410915918519603,5.580463415725327e-16,0.13410915918519548,1,6908.618816118242
0.0,b0073,1,413,0.13410915918519603,0.0,0.13410915918519603,1,6908.6188161180435
0.0,b0523,1,413,0.13410915918519603,-4.2409045260488656e-14,0.13410915918523844,1,6908.618816119842
0.0,b1131,2,413,0.13410915918519603,-1.397445149951752e-14,0.13410915918521,1,6908.618816118846
0.0,b2407,5,66,0.13410915918519603,0.13410915918519395,2.0816681711721685e-15,0,2535.156025389363
0.0,b2234,4,66,0.13410915918519603,0.13410915918518748,8.548717289613705e-15,0,2535.1560253891257
0.0,b2235,4,66,0.13410915918519603,0.13410915918518748,8.548717289613705e-15,0,2535.1560253891257
0.0,b3781,10,71,0.13410915918519603,0.13410915918518768,8.354428260304303e-15,0,2535.1615331378407
0.0,b2582,10,71,0.13410915918519603,0.13410915918519709,-1.0547118733938987e-15,0,2535.1615331382122
0.0,b2827,1,413,0.13410915918519603,-1.2749509087329786e-16,0.13410915918519617,1,6908.618816118456
0.0,b1238,2,71,0.13410915918519603,0.13410915918519556,4.718447854656915e-16,0,2535.1615331381445
0.0,b3639,2,413,0.13410915918519603,-1.2749457901181112e-16,0.13410915918519617,1,6908.618816118456
0.0,b1232,1,71,0.13410915918519603,0.13410915918519373,2.3037127760972e-15,0,2535.16153313807
0.0,b1851,1,71,0.13410915918519603,0.13410915918519709,-1.0547118733938987e-15,0,2535.1615331382122
0.0,b1693,1,413,0.13410915918519603,-1.0683923876814144e-16,0.13410915918519614,1,6908.618816118456
0.0,b4146,1,71,0.13410915918519603,0.13410915918519553,4.996003610813204e-16,0,2535.1615331381536
0.0,b1109,3,71,0.13410915918519603,0.13410915918519709,-1.0547118733938987e-15,0,2535.1615331382122
0.0,b1004,3,71,0.13410915918519603,0.13410915918519709,-1.0547118733938987e-15,0,2535.1615331382122
0.0,b0046,3,71,0.13410915918519603,0.13410915918519709,-1.0547118733938987e-15,0,2535.1615331382122
0.0,b3713,3,71,0.13410915918519603,0.13410915918519709,-1.0547118733938987e-15,0,2535.1615331382122
0.0,b3236,1,66,0.13410915918519603,0.13410915918519709,-1.0547118733938987e-15,0,2451.4737902534744
0.0,b4122,2,66,0.13410915918519603,0.13410915918519528,7.494005416219807e-16,0,2451.4737902533634
0.0,b1611,1,66,0.13410915918519603,0.13410915918519528,7.494005416219807e-16,0,2451.4737902533634
0.0,b1612,1,66,0.13410915918519603,0.13410915918519528,7.494005416219807e-16,0,2451.4737902533634
0.0,b1638,2,66,0.13410915918519603,0.13410915918519528,7.494005416219807e-16,0,2451.4737902533634
0.0,b0907,3,413,0.13410915918519603,-4.0332558657819857e-16,0.13410915918519645,1,6908.618816118165
0.0,b1210,1,413,0.13410915918519603,0.0,0.13410915918519603,1,6908.61881611798
0.0,b3429,1,66,0.13410915918519603,0.13410915918519492,1.1102230246251565e-15,0,2451.47379025337
0.0,b3417,5,66,0.13410915918519603,0.13410915918519528,7.494005416219807e-16,0,2451.4737902533634
0.0,b3428,2,66,0.13410915918519603,0.13410915918519528,7.494005416219807e-16,0,2451.4737902533634
0.0,b0428,1,66,0.13410915918519603,0.13410915918519528,7.494005416219807e-16,0,2451.4737902533634
0.0,b0120,1,66,0.13410915918519603,0.13410915918519528,7.494005416219807e-16,0,2451.4737902533634
0.0,b2937,1,66,0.13410915918519603,0.13410915918519528,7.494005416219807e-16,0,2451.4737902533634
0.0,b4117,1,66,0.13410915918519603,0.13410915918519528,7.494005416219807e-16,0,2451.4737902533634
0.0,b3172,1,413,0.13410915918519603,-3.6512492306509e-16,0.1341091591851964,1,6908.618816118176
0.0,b3958,1,413,0.13410915918519603,0.0,0.13410915918519603,1,6908.618816118391
0.0,b0121,2,66,0.13410915918519603,0.1341091591851979,-1.8596235662471372e-15,0,2451.4737902535007
0.0,b0154,1,413,0.13410915918519603,5.5745474778406e-16,0.13410915918519548,1,6908.618816118131
0.0,b0918,1,413,0.13410915918519603,0.0,0.13410915918519603,1,6908.618816118382
0.0,b4322,1,66,0.13410915918519603,0.13410915918519437,1.6653345369377348e-15,0,2451.4737902533375
0.0,b3091,1,66,0.13410915918519603,0.13410915918519528,7.494005416219807e-16,0,2451.4737902533634
0.0,b3092,2,66,0.13410915918519603,0.13410915918519528,7.494005416219807e-16,0,2451.4737902533634
0.0,b3176,1,413,0.13410915918519603,-4.0236769944324563e-16,0.13410915918519642,1,6908.618816118178
0.0,b3730,2,413,0.13410915918519603,0.0,0.13410915918519603,1,6908.618816118538
0.0,b3189,1,413,0.13410915918519603,0.0,0.13410915918519603,1,6908.618816117287
0.0,b3967,1,413,0.13410915918519603,0.0,0.13410915918519603,1,6908.618816118286
0.0,b3786,1,66,0.13410915918519603,0.1341091591851985,-2.4702462297909733e-15,0,2451.4737902535353
0.0,b2323,13,413,0.13410915918519603,-3.6864776255570585e-16,0.1341091591851964,1,6908.618816118173
0.0,b2232,2,66,0.13410915918519603,0.13410915918519237,3.6637359812630166e-15,0,2451.473790253265
0.0,b0593,1,66,0.13410915918519603,0.13410915918519306,2.9698465908722937e-15,0,2451.473790253284
0.0,b0142,1,413,0.13410915918519603,-3.170176816869359e-16,0.13410915918519634,1,6908.618816117885
0.0,b3634,1,413,0.13410915918519603,5.8359149782048786e-27,0.13410915918519603,1,6908.61881611784
0.0,b0394,1,66,0.13410915918519603,0.13410915918519847,-2.4424906541753444e-15,0,2451.4737902535303
0.0,b0173,1,413,0.13410915918519603,2.1156036156542403e-16,0.1341091591851958,1,6908.618816117873
0.0,b3843,1,413,0.13410915918519603,0.0,0.13410915918519603,1,6908.618816118249
0.0,b0477,2,66,0.13410915918519603,0.13410915918519348,2.55351295663786e-15,0,2451.4737902532943
0.0,b1302,3,413,0.13410915918519603,3.8769880953376756e-16,0.13410915918519564,1,6908.618816117863
0.0,b2662,3,413,0.13410915918519603,0.0,0.13410915918519603,1,6908.618816118467
0.0,b1525,2,66,0.13410915918519603,0.1341091591851968,-7.771561172376096e-16,0,2451.4737902534252
0.0,b4139,1,66,0.13410915918519603,0.13410915918519306,2.9698465908722937e-15,0,2451.473790253284
0.0,b3117,2,413,0.13410915918519603,3.0481012813689897e-16,0.13410915918519573,1,6908.618816117869
0.0,b2797,1,66,0.13410915918519603,0.1341091591851951,9.43689570931383e-16,0,2451.473790253378
0.0,b1814,1,66,0.13410915918519603,0.13410915918519306,2.9698465908722937e-15,0,2451.473790253284
0.0,b4471,1,66,0.13410915918519603,0.13410915918519306,2.9698465908722937e-15,0,2451.473790253284
0.0,b3616,1,66,0.13410915918519603,0.13410915918519306,2.9698465908722937e-15,0,2451.473790253284
0.0,b3589,1,66,0.13410915918519603,0.13410915918519306,2.9698465908722937e-15,0,2451.473790253284
0.0,b3774,3,413,0.13410915918519603,2.3228253191464054e-16,0.1341091591851958,1,6908.6188161178725
0.0,b0185,1,413,0.13410915918519603,0.0,0.13410915918519603,1,6908.618816118282
0.0,b3256,1,413,0.13410915918519603,0.0,0.13410915918519603,1,6908.618816117291
0.0,b3255,1,413,0.13410915918519603,0.0,0.13410915918519603,1,6908.618816117291
0.0,b2316,1,413,0.13410915918519603,0.0,0.13410915918519603,1,6908.618816117291
0.0,b2615,1,413,0.13410915918519603,4.266614356201254e-12,0.13410915918092942,1,6908.618815931475
0.0,b2265,1,66,0.13410915918519603,0.1341091591851917,4.3298697960381105e-15,0,2451.473790253213
0.0,b2261,1,66,0.13410915918519603,0.13410915918519306,2.9698465908722937e-15,0,2451.473790253284
0.0,b0596,1,66,0.13410915918519603,0.13410915918519306,2.9698465908722937e-15,0,2451.473790253284
0.0,b0595,1,66,0.13410915918519603,0.13410915918519306,2.9698465908722937e-15,0,2451.473790253284
0.0,b4198,1,66,0.13410915918519603,0.13410915918519306,2.9698465908722937e-15,0,2451.473790253284
0.0,b0061,1,66,0.13410915918519603,0.13410915918519306,2.9698465908722937e-15,0,2451.473790253284
0.0,b3583,1,66,0.13410915918519603,0.13410915918519306,2.9698465908722937e-15,0,2451.473790253284
0.0,b4374,3,66,0.13410915918519603,0.13410915918519306,2.9698465908722937e-15,0,2451.473790253284
0.0,b0675,7,66,0.13410915918519603,0.13410915918519306,2.9698465908722937e-15,0,2451.473790253284
0.0,b2291,6,66,0.13410915918519603,0.13410915918519306,2.9698465908722937e-15,0,2451.473790253284
0.0,b2361,8,66,0.13410915918519603,0.13410915918519306,2.9698465908722937e-15,0,2451.473790253284
0.0,b1651,1,66,0.13410915918519603,0.13410915918519306,2.9698465908722937e-15,0,2451.473790253284
0.0,b0766,2,66,0.13410915918519603,0.13410915918519306,2.9698465908722937e-15,0,2451.473790253284
0.0,b3826,6,66,0.13410915918519603,0.13410915918519306,2.9698465908722937e-15,0,2451.473790253284
0.0,b0758,1,66,0.13410915918519603,0.13410915918519306,2.9698465908722937e-15,0,2451.473790253284
0.0,b0420,1,413,0.13410915918519603,-8.248735545900788e-16,0.13410915918519686,1,6908.618816117894
0.0,b1208,1,413,0.13410915918519603,0.0,0.13410915918519603,1,6908.618816118336
0.0,b2746,1,413,0.13410915918519603,0.0,0.13410915918519603,1,6908.618816118271
0.0,b3526,1,66,0.13410915918519603,0.13410915918519684,-8.049116928532385e-16,0,2451.4737902534575
0.0,b3565,2,66,0.13410915918519603,0.13410915918519306,2.9698465908722937e-15,0,2451.473790253284
0.0,b2048,1,66,0.13410915918519603,0.13410915918519306,2.9698465908722937e-15,0,2451.473790253284
0.0,b4015,1,66,0.13410915918519603,0.13410915918519306,2.9698465908722937e-15,0,2451.473790253284
0.0,b0116,3,307,0.13410915918519603,0.13394183558885134,0.00016732359634469285,0,394.6755293085355
0.0,b2903,1,59,0.13410915918519603,0.13410915918522492,-2.88935542158697e-14,0,395.0272750117011
0.0,b2904,1,59,0.13410915918519603,0.1341091591851856,1.0436096431476471e-14,0,395.0272750116756
0.0,b2905,1,59,0.13410915918519603,0.1341091591851856,1.0436096431476471e-14,0,395.0272750116756
0.0,b0261,2,59,0.13410915918519603,0.1341091591851856,1.0436096431476471e-14,0,395.0272750116756
0.0,b0759,1,59,0.13410915918519603,0.1341091591851856,1.0436096431476471e-14,0,395.0272750116756
0.0,b0344,1,59,0.13410915918519603,0.1341091591851856,1.0436096431476471e-14,0,395.0272750116756
0.0,b4239,1,59,0.13410915918519603,0.1341091591851856,1.0436096431476471e-14,0,395.0272750116756
0.0,b3956,1,418,0.13410915918519603,0.10036774386807273,0.0337414153171233,0,358.05835240857306
0.0,b0822,7,59,0.13410915918519603,0.1341091591852062,-1.0158540675320182e-14,0,395.02727501169255
0.0,b2540,2,59,0.13410915918519603,0.13410915918519645,-4.163336342344337e-16,0,395.02727501168425
0.0,b2542,2,59,0.13410915918519603,0.13410915918519645,-4.163336342344337e-16,0,395.02727501168425
0.0,b2539,2,59,0.13410915918519603,0.13410915918519645,-4.163336342344337e-16,0,395.02727501168425
0.0,b2538,2,59,0.13410915918519603,0.13410915918519645,-4.163336342344337e-16,0,395.02727501168425
0.0,b2541,2,59,0.13410915918519603,0.13410915918519645,-4.163336342344337e-16,0,395.02727501168425
0.0,b0616,1,59,0.13410915918519603,0.13410915918519645,-4.163336342344337e-16,0,395.02727501168425
0.0,b0617,1,59,0.13410915918519603,0.13410915918519645,-4.163336342344337e-16,0,395.02727501168425
0.0,b0614,1,59,0.13410915918519603,0.13410915918519645,-4.163336342344337e-16,0,395.02727501168425
0.0,b0615,1,59,0.13410915918519603,0.13410915918519645,-4.163336342344337e-16,0,395.02727501168425
0.0,b2052,2,59,0.13410915918519603,0.13410915918519645,-4.163336342344337e-16,0,395.02727501168425
0.0,b1636,1,59,0.13410915918519603,0.13410915918519645,-4.163336342344337e-16,0,395.02727501168425
0.0,b1277,1,410,0.13410915918519603,3.8734946520600967e-16,0.13410915918519564,1,837.2578785097114
0.0,b2751,1,410,0.13410915918519603,0.0,0.13410915918519603,1,837.2578785097248
0.0,b2752,1,410,0.13410915918519603,0.0,0.13410915918519603,1,837.2578785097394
0.0,b2799,1,59,0.13410915918519603,0.1341091591851974,-1.3600232051658168e-15,0,395.02727501168505
0.0,b3902,1,59,0.13410915918519603,0.13410915918519645,-4.163336342344337e-16,0,395.02727501168425
0.0,b2705,1,59,0.13410915918519603,0.13410915918519645,-4.163336342344337e-16,0,395.02727501168425
0.0,b2091,1,59,0.13410915918519603,0.13410915918519645,-4.163336342344337e-16,0,395.02727501168425
0.0,b3137,1,59,0.13410915918519603,0.13410915918519645,-4.163336342344337e-16,0,395.02727501168425
0.0,b3132,1,59,0.13410915918519603,0.13410915918519645,-4.163336342344337e-16,0,395.02727501168425
0.0,b2096,1,59,0.13410915918519603,0.13410915918519645,-4.163336342344337e-16,0,395.02727501168425
0.0,b2095,1,59,0.13410915918519603,0.13410915918519645,-4.163336342344337e-16,0,395.02727501168425
0.0,b4323,1,59,0.13410915918519603,0.13410915918519645,-4.163336342344337e-16,0,395.02727501168425
0.0,b1521,1,59,0.13410915918519603,0.13410915918519645,-4.163336342344337e-16,0,395.02727501168425
0.0,b3385,1,59,0.13410915918519603,0.13410915918519645,-4.163336342344337e-16,0,395.02727501168425
0.0,b0507,1,59,0.13410915918519603,0.13410915918519645,-4.163336342344337e-16,0,395.02727501168425
0.0,b3061,1,59,0.13410915918519603,0.13410915918519645,-4.163336342344337e-16,0,395.02727501168425
0.0,b3062,1,59,0.13410915918519603,0.13410915918519645,-4.163336342344337e-16,0,395.02727501168425
0.0,b3126,1,59,0.13410915918519603,0.13410915918519645,-4.163336342344337e-16,0,395.02727501168425
0.0,b1095,9,410,0.13410915918519603,3.8734946520600967e-16,0.13410915918519564,1,837.2578785097108
0.0,b1054,1,59,0.13410915918519603,0.13410915918519292,3.1086244689504383e-15,0,395.0272750116815
0.0,b1855,2,59,0.13410915918519603,0.13410915918519645,-4.163336342344337e-16,0,395.02727501168425
0.0,b2378,1,59,0.13410915918519603,0.13410915918519645,-4.163336342344337e-16,0,395.02727501168425
0.0,b0109,1,410,0.13410915918519603,-9.400971520549852e-13,0.13410915918613614,1,837.2578785153164
0.0,b1094,26,410,0.13410915918519603,0.0,0.13410915918519603,1,837.2578785097148
0.0,b2836,23,426,0.13410915918519603,0.1303941486108759,0.003715010574320138,0,397.81041196577326
0.0,b2472,1,410,0.13410915918519603,-4.704263349450978e-16,0.1341091591851965,1,837.2578785098915
0.0,b1589,3,59,0.13410915918519603,0.1341091591851937,2.3314683517128287e-15,0,395.0272750116825
0.0,b1588,3,59,0.13410915918519603,0.134109159185196,2.7755575615628914e-17,0,395.0272750116845
0.0,b1587,3,59,0.13410915918519603,0.134109159185196,2.7755575615628914e-17,0,395.0272750116845
0.0,b1590,3,59,0.13410915918519603,0.134109159185196,2.7755575615628914e-17,0,395.0272750116845
0.0,b0894,4,59,0.13410915918519603,0.134109159185196,2.7755575615628914e-17,0,395.0272750116845
0.0,b0895,4,59,0.13410915918519603,0.134109159185196,2.7755575615628914e-17,0,395.0272750116845
0.0,b0896,4,59,0.13410915918519603,0.134109159185196,2.7755575615628914e-17,0,395.0272750116845
0.0,b3553,10,59,0.13410915918519603,0.134109159185196,2.7755575615628914e-17,0,395.0272750116845
0.0,b0638,1,59,0.13410915918519603,0.134109159185196,2.7755575615628914e-17,0,395.0272750116845
0.0,b3399,5,59,0.13410915918519603,0.134109159185196,2.7755575615628914e-17,0,395.0272750116845
0.0,b0469,1,59,0.13410915918519603,0.134109159185196,2.7755575615628914e-17,0,395.0272750116845
0.0,b3187,1,410,0.13410915918519603,-2.4385506144343658e-17,0.13410915918519606,1,837.2578785097386
0.0,b3222,1,59,0.13410915918519603,0.13410915918519428,1.7486012637846216e-15,0,395.02727501168215
0.0,b3225,1,59,0.13410915918519603,0.134109159185196,2.7755575615628914e-17,0,395.0272750116845
0.0,b1732,1,59,0.13410915918519603,0.134109159185196,2.7755575615628914e-17,0,395.0272750116845
0.0,b3942,1,59,0.13410915918519603,0.134109159185196,2.7755575615628914e-17,0,395.0272750116845
0.0,b0586,1,59,0.13410915918519603,0.134109159185196,2.7755575615628914e-17,0,395.0272750116845
0.0,b3794,1,59,0.13410915918519603,0.134109159185196,2.7755575615628914e-17,0,395.0272750116845
0.0,b3693,1,59,0.13410915918519603,0.134109159185196,2.7755575615628914e-17,0,395.0272750116845
0.0,b2901,1,59,0.13410915918519603,0.134109159185196,2.7755575615628914e-17,0,395.0272750116845
0.0,b3721,2,59,0.13410915918519603,0.134109159185196,2.7755575615628914e-17,0,395.0272750116845
0.0,b2716,2,59,0.13410915918519603,0.134109159185196,2.7755575615628914e-17,0,395.0272750116845
0.0,b3416,4,59,0.13410915918519603,0.134109159185196,2.7755575615628914e-17,0,395.0272750116845
0.0,b1398,1,59,0.13410915918519603,0.134109159185196,2.7755575615628914e-17,0,395.0272750116845
0.0,b0049,3,59,0.13410915918519603,0.134109159185196,2.7755575615628914e-17,0,395.0272750116845
0.0,b3784,1,59,0.13410915918519603,0.134109159185196,2.7755575615628914e-17,0,395.0272750116845
0.0,b4481,1,59,0.13410915918519603,0.134109159185196,2.7755575615628914e-17,0,395.0272750116845
0.0,b3052,2,59,0.13410915918519603,0.134109159185196,2.7755575615628914e-17,0,395.0272750116845
0.0,b1896,1,59,0.13410915918519603,0.134109159185196,2.7755575615628914e-17,0,395.0272750116845
0.0,b0841,2,410,0.13410915918519603,4.1455360445384225e-16,0.13410915918519561,1,837.2578785097352
0.0,b1278,30,410,0.13410915918519603,0.0,0.13410915918519603,1,837.2578785096787
0.0,b3057,2,410,0.13410915918519603,0.0,0.13410915918519603,1,837.2578785096787
0.0,b3519,1,59,0.13410915918519603,0.13410915918519214,3.885780586188048e-15,0,395.02727501168084
0.0,b0910,3,410,0.13410915918519603,-4.8771012288687316e-17,0.1341091591851961,1,837.2578785097369
0.0,b3648,2,410,0.13410915918519603,0.0,0.13410915918519603,1,837.2578785096521
0.0,b1694,1,75,0.13410915918519603,0.1341091591851964,-3.608224830031759e-16,0,395.0306803270337
0.0,b2221,3,75,0.13410915918519603,0.1341091591851948,1.2212453270876722e-15,0,395.0306803270323
0.0,b2222,3,75,0.13410915918519603,0.1341091591851948,1.2212453270876722e-15,0,395.0306803270323
0.0,b2039,1,75,0.13410915918519603,0.1341091591851948,1.2212453270876722e-15,0,395.0306803270323
0.0,b3789,1,75,0.13410915918519603,0.1341091591851948,1.2212453270876722e-15,0,395.0306803270323
0.0,b2041,1,75,0.13410915918519603,0.1341091591851948,1.2212453270876722e-15,0,395.0306803270323
0.0,b3788,1,75,0.13410915918519603,0.1341091591851948,1.2212453270876722e-15,0,395.0306803270323
0.0,b2036,1,75,0.13410915918519603,0.1341091591851948,1.2212453270876722e-15,0,395.0306803270323
0.0,b2038,1,75,0.13410915918519603,0.1341091591851948,1.2212453270876722e-15,0,395.0306803270323
0.0,b2040,1,75,0.13410915918519603,0.1341091591851948,1.2212453270876722e-15,0,395.0306803270323
0.0,b0512,1,75,0.13410915918519603,0.1341091591851948,1.2212453270876722e-15,0,395.0306803270323
0.0,b3972,1,410,0.13410915918519603,0.0,0.13410915918519603,1,837.2578785096937
0.0,s0001,45,410,0.13410915918519603,-1.866248261056015e-14,0.13410915918521468,1,837.2578785097603
0.0,b3617,1,65,0.13410915918519603,0.13410915918519378,2.248201624865942e-15,0,395.0345191651338
0.0,b0030,5,65,0.13410915918519603,0.13410915918518987,6.161737786669619e-15,0,395.0345191651278
0.0,b0200,1,65,0.13410915918519603,0.13410915918518987,6.161737786669619e-15,0,395.0345191651278
0.0,b0222,1,65,0.13410915918519603,0.13410915918518987,6.161737786669619e-15,0,395.0345191651278
0.0,b0038,2,65,0.13410915918519603,0.13410915918518987,6.161737786669619e-15,0,395.0345191651278
0.0,b0036,2,65,0.13410915918519603,0.13410915918518987,6.161737786669619e-15,0,395.0345191651278
0.0,b3844,6,341,0.13410915918519603,0.13262970275981759,0.0014794564253784448,0,2486.6445230974623
0.0,b2784,2,54,0.13410915918519603,0.1341091591851976,-1.582067810090848e-15,0,2449.778632693763
0.0,b2431,1,413,0.13410915918519603,-1.6215966708858154e-16,0.1341091591851962,1,6908.618816118225
0.0,b1019,1,413,0.13410915918519603,0.0,0.13410915918519603,1,6908.6188161179925
0.0,b0475,1,413,0.13410915918519603,0.0,0.13410915918519603,1,6908.6188161179925
0.0,b4040,1,413,0.13410915918519603,0.0,0.13410915918519603,1,6908.6188161179925
0.0,b3974,1,413,0.13410915918519603,0.0,0.13410915918519603,1,6908.618816118347
0.0,b0103,1,413,0.13410915918519603,0.0,0.13410915918519603,1,6908.6188161183345
0.0,b2104,1,63,0.13410915918519603,0.1341091591851954,6.38378239159465e-16,0,2451.4731270202383
0.0,b1215,1,413,0.13410915918519603,-3.7122605213108746e-16,0.1341091591851964,1,6908.618816118058
0.0,b3198,1,413,0.13410915918519603,0.0,0.13410915918519603,1,6908.618816118438
0.0,b1747,1,63,0.13410915918519603,0.13410915918519678,-7.494005416219807e-16,0,2451.4731270203088
0.0,b1744,1,63,0.13410915918519603,0.13410915918519317,2.858824288409778e-15,0,2451.473127020118
0.0,b0340,1,63,0.13410915918519603,0.13410915918519317,2.858824288409778e-15,0,2451.473127020118
0.0,b2988,2,63,0.13410915918519603,0.13410915918519317,2.858824288409778e-15,0,2451.473127020118
0.0,b2883,1,63,0.13410915918519603,0.13410915918519317,2.858824288409778e-15,0,2451.473127020118
0.0,b1098,1,413,0.13410915918519603,-7.3056435970707e-17,0.13410915918519611,1,6908.618816118091
0.0,b0888,1,63,0.13410915918519603,0.13410915918519056,5.467848396278896e-15,0,2451.473127020009
0.0,b2690,7,63,0.13410915918519603,0.13410915918519317,2.858824288409778e-15,0,2451.473127020118
0.0,b0688,1,63,0.13410915918519603,0.13410915918519317,2.858824288409778e-15,0,2451.473127020118
0.0,b1317,1,63,0.13410915918519603,0.13410915918519317,2.858824288409778e-15,0,2451.473127020118
0.0,b2168,1,63,0.13410915918519603,0.13410915918519317,2.858824288409778e-15,0,2451.473127020118
0.0,b2687,1,413,0.13410915918519603,-7.3056435970707e-17,0.13410915918519611,1,6908.618816118091
0.0,b3581,1,63,0.13410915918519603,0.13410915918519256,3.469446951953614e-15,0,2451.473127020106
0.0,b4196,1,63,0.13410915918519603,0.1341091591851987,-2.6645352591003757e-15,0,2451.4731270204124
0.0,b3582,1,63,0.13410915918519603,0.1341091591851987,-2.6645352591003757e-15,0,2451.4731270204124
0.0,b4197,1,63,0.13410915918519603,0.1341091591851987,-2.6645352591003757e-15,0,2451.4731270204124
0.0,b3575,1,63,0.13410915918519603,0.1341091591851987,-2.6645352591003757e-15,0,2451.4731270204124
0.0,b0312,2,63,0.13410915918519603,0.1341091591851987,-2.6645352591003757e-15,0,2451.4731270204124
