pi_bound,gene_id,n_gpr_rxns,n_changed,b_wt,b_ko,delta_b,y_essential,kV
-0.25,b0584,1,249,0.2591731753689938,0.2591731753692001,-2.0627943797535409e-13,0,23297.311941751133
-0.25,b0336,1,249,0.2591731753689938,0.2591731753692001,-2.0627943797535409e-13,0,23297.311941751133
-0.25,b0341,1,249,0.2591731753689938,0.2591731753692001,-2.0627943797535409e-13,0,23297.311941751133
-0.25,b3909,2,249,0.2591731753689938,0.2591731753692001,-2.0627943797535409e-13,0,23297.311941751133
-0.25,b4036,7,247,0.2591731753689938,0.259173175369207,-2.1321833187926131e-13,0,23846.58429074911
-0.25,b4291,1,247,0.2591731753689938,0.2591731753690148,-2.1038726316646723e-14,0,23846.58429074161
-0.25,b1119,1,247,0.2591731753689938,0.2591731753690148,-2.1038726316646723e-14,0,23846.58429074161
-0.25,b3829,1,463,0.2591731753689938,-2.2601669124230458e-15,0.2591731753689961,1,20551.69868482186
-0.25,b4019,1,463,0.2591731753689938,0.0,0.2591731753689938,1,20551.69868482232
-0.25,b0887,2,218,0.2591731753689938,0.2591731753689864,7.438494264988549e-15,0,14931.9228807402
-0.25,b0886,2,218,0.2591731753689938,0.259173175369007,-1.3211653993039364e-14,0,14931.922880739046
-0.25,b2476,1,462,0.2591731753689938,-4.0695477397965546e-14,0.2591731753690345,1,22934.22312950604
-0.25,b3125,1,207,0.2591731753689938,0.2591731753690463,-5.2513549064769904e-14,0,15210.480865255464
-0.25,b0509,1,207,0.2591731753689938,0.2591731753690859,-9.214851104388799e-14,0,15210.480865253812
-0.25,b2501,2,207,0.2591731753689938,0.2591731753690859,-9.214851104388799e-14,0,15210.480865253812
-0.25,b3941,1,462,0.2591731753689938,9.490230911690604e-17,0.2591731753689937,1,22934.22312950565
-0.25,b2574,4,462,0.2591731753689938,0.0,0.2591731753689938,1,22934.223129505623
-0.25,b3177,1,462,0.2591731753689938,-5.101083360791605e-13,0.2591731753695039,1,22934.223129509868
-0.25,b0529,2,156,0.2591731753689938,0.2591731753689924,1.3877787807814457e-15,0,14497.424379153756
-0.25,b4132,1,156,0.2591731753689938,0.2591731753691068,-1.1296519275560969e-13,0,14497.424379147064
-0.25,b0750,1,445,0.2591731753689938,6.563167354307486e-13,0.2591731753683375,1,23103.853822608497
-0.25,b3605,2,175,0.2591731753689938,0.2591731753690212,-2.7366997557010112e-14,0,16817.02678691743
-0.25,b0306,2,175,0.2591731753689938,0.2591731753689554,3.8413716652030416e-14,0,16817.02678692218
-0.25,b0307,2,175,0.2591731753689938,0.2591731753689554,3.8413716652030416e-14,0,16817.02678692218
-0.25,b0308,2,175,0.2591731753689938,0.2591731753689554,3.8413716652030416e-14,0,16817.02678692218
-0.25,b0904,2,178,0.2591731753689938,0.2591731753691323,-1.3855583347321956e-13,0,7416.916268839109
-0.25,b2492,2,178,0.2591731753689938,0.2591731753690997,-1.0591527654923993e-13,0,7416.916268839025
-0.25,b3631,1,178,0.2591731753689938,0.2591731753690997,-1.0591527654923993e-13,0,7416.916268839025
-0.25,b0914,32,468,0.2591731753689938,0.0,0.2591731753689938,1,7148.78187611252
-0.25,b1300,2,190,0.2591731753689938,0.2591731753690193,-2.55351295663786e-14,0,7487.412824871636
-0.25,b1967,1,190,0.2591731753689938,0.2591731753689862,7.605027718682322e-15,0,7487.412824871519
-0.25,b0933,5,190,0.2591731753689938,0.2591731753689862,7.605027718682322e-15,0,7487.412824871519
-0.25,b0936,5,190,0.2591731753689938,0.2591731753689862,7.605027718682322e-15,0,7487.412824871519
-0.25,b0934,5,190,0.2591731753689938,0.2591731753689862,7.605027718682322e-15,0,7487.412824871519
-0.25,b2032,1,190,0.2591731753689938,0.2591731753689862,7.605027718682322e-15,0,7487.412824871519
-0.25,b2027,3,190,0.2591731753689938,0.2591731753689862,7.605027718682322e-15,0,7487.412824871519
-0.25,b2035,3,190,0.2591731753689938,0.2591731753689862,7.605027718682322e-15,0,7487.412824871519
-0.25,b3622,2,190,0.2591731753689938,0.2591731753689862,7.605027718682322e-15,0,7487.412824871519
-0.25,b0459,2,190,0.2591731753689938,0.2591731753689862,7.605027718682322e-15,0,7487.412824871519
-0.25,b0585,2,190,0.2591731753689938,0.2591731753689862,7.605027718682322e-15,0,7487.412824871519
-0.25,b1326,1,190,0.2591731753689938,0.2591731753689862,7.605027718682322e-15,0,7487.412824871519
-0.25,b1325,1,190,0.2591731753689938,0.2591731753689862,7.605027718682322e-15,0,7487.412824871519
-0.25,b0591,1,190,0.2591731753689938,0.2591731753689862,7.605027718682322e-15,0,7487.412824871519
-0.25,b3035,9,190,0.2591731753689938,0.2591731753689862,7.605027718682322e-15,0,7487.412824871519
-0.25,b0692,2,190,0.2591731753689938,0.2591731753689862,7.605027718682322e-15,0,7487.412824871519
-0.25,b2014,1,190,0.2591731753689938,0.2591731753689862,7.605027718682322e-15,0,7487.412824871519
-0.25,b1296,1,190,0.2591731753689938,0.2591731753689862,7.605027718682322e-15,0,7487.412824871519
-0.25,b1298,1,190,0.2591731753689938,0.2591731753689862,7.605027718682322e-15,0,7487.412824871519
-0.25,b3374,1,190,0.2591731753689938,0.2591731753689862,7.605027718682322e-15,0,7487.412824871519
-0.25,b1308,1,190,0.2591731753689938,0.2591731753689862,7.605027718682322e-15,0,7487.412824871519
-0.25,b2197,1,190,0.2591731753689938,0.2591731753689862,7.605027718682322e-15,0,7487.412824871519
-0.25,b2201,1,190,0.2591731753689938,0.2591731753689862,7.605027718682322e-15,0,7487.412824871519
-0.25,b2200,1,190,0.2591731753689938,0.2591731753689862,7.605027718682322e-15,0,7487.412824871519
-0.25,b2199,1,190,0.2591731753689938,0.2591731753689862,7.605027718682322e-15,0,7487.412824871519
-0.25,b2198,1,190,0.2591731753689938,0.2591731753689862,7.605027718682322e-15,0,7487.412824871519
-0.25,b0622,2,190,0.2591731753689938,0.2591731753689862,7.605027718682322e-15,0,7487.412824871519
-0.25,b3785,3,190,0.2591731753689938,0.2591731753689862,7.605027718682322e-15,0,7487.412824871519
-0.25,b3793,3,190,0.2591731753689938,0.2591731753689862,7.605027718682322e-15,0,7487.412824871519
-0.25,b2552,2,190,0.2591731753689938,0.2591731753689862,7.605027718682322e-15,0,7487.412824871519
-0.25,b0756,1,190,0.2591731753689938,0.2591731753689862,7.605027718682322e-15,0,7487.412824871519
-0.25,b0484,1,190,0.2591731753689938,0.2591731753689862,7.605027718682322e-15,0,7487.412824871519
-0.25,b3469,6,190,0.2591731753689938,0.2591731753689862,7.605027718682322e-15,0,7487.412824871519
-0.25,b3626,1,190,0.2591731753689938,0.2591731753689862,7.605027718682322e-15,0,7487.412824871519
-0.25,b3623,1,190,0.2591731753689938,0.2591731753689862,7.605027718682322e-15,0,7487.412824871519
-0.25,b2257,1,190,0.2591731753689938,0.2591731753689862,7.605027718682322e-15,0,7487.412824871519
-0.25,b2711,1,190,0.2591731753689938,0.2591731753689862,7.605027718682322e-15,0,7487.412824871519
-0.25,b2710,1,190,0.2591731753689938,0.2591731753689862,7.605027718682322e-15,0,7487.412824871519
-0.25,b4111,5,194,0.2591731753689938,0.2591731753689862,7.605027718682322e-15,0,7487.3986756717695
-0.25,b1386,3,194,0.2591731753689938,0.2591731753688911,1.02695629777827e-13,0,7487.398675671457
-0.25,b4072,2,194,0.2591731753689938,0.2591731753688911,1.02695629777827e-13,0,7487.398675671457
-0.25,b4073,2,194,0.2591731753689938,0.2591731753688911,1.02695629777827e-13,0,7487.398675671457
-0.25,b4070,2,194,0.2591731753689938,0.2591731753688911,1.02695629777827e-13,0,7487.398675671457
-0.25,b4071,2,194,0.2591731753689938,0.2591731753688911,1.02695629777827e-13,0,7487.398675671457
-0.25,b3679,1,194,0.2591731753689938,0.2591731753688911,1.02695629777827e-13,0,7487.398675671457
-0.25,b0110,4,194,0.2591731753689938,0.2591731753688911,1.02695629777827e-13,0,7487.398675671457
-0.25,b1463,1,194,0.2591731753689938,0.2591731753688911,1.02695629777827e-13,0,7487.398675671457
-0.25,b4219,1,194,0.2591731753689938,0.2591731753688911,1.02695629777827e-13,0,7487.398675671457
-0.25,b1832,1,194,0.2591731753689938,0.2591731753688911,1.02695629777827e-13,0,7487.398675671457
-0.25,b1778,1,194,0.2591731753689938,0.2591731753688911,1.02695629777827e-13,0,7487.398675671457
-0.25,b2871,1,194,0.2591731753689938,0.2591731753688911,1.02695629777827e-13,0,7487.398675671457
-0.25,b0932,2,194,0.2591731753689938,0.2591731753688911,1.02695629777827e-13,0,7487.398675671457
-0.25,b4260,2,194,0.2591731753689938,0.2591731753688911,1.02695629777827e-13,0,7487.398675671457
-0.25,b2523,2,194,0.2591731753689938,0.2591731753688911,1.02695629777827e-13,0,7487.398675671457
-0.25,b0237,3,194,0.2591731753689938,0.2591731753688911,1.02695629777827e-13,0,7487.398675671457
-0.25,b2132,1,194,0.2591731753689938,0.2591731753688911,1.02695629777827e-13,0,7487.398675671457
-0.25,b2239,5,194,0.2591731753689938,0.2591731753688911,1.02695629777827e-13,0,7487.398675671457
-0.25,b2435,2,194,0.2591731753689938,0.2591731753688911,1.02695629777827e-13,0,7487.398675671457
-0.25,b0867,2,194,0.2591731753689938,0.2591731753688911,1.02695629777827e-13,0,7487.398675671457
-0.25,b2817,2,194,0.2591731753689938,0.2591731753688911,1.02695629777827e-13,0,7487.398675671457
-0.25,b4169,2,194,0.2591731753689938,0.2591731753688911,1.02695629777827e-13,0,7487.398675671457
-0.25,b3610,6,194,0.2591731753689938,0.2591731753688911,1.02695629777827e-13,0,7487.398675671457
-0.25,b2676,4,194,0.2591731753689938,0.2591731753688911,1.02695629777827e-13,0,7487.398675671457
-0.25,b1064,7,194,0.2591731753689938,0.2591731753688911,1.02695629777827e-13,0,7487.398675671457
-0.25,b2675,4,194,0.2591731753689938,0.2591731753688911,1.02695629777827e-13,0,7487.398675671457
-0.25,b0849,6,194,0.2591731753689938,0.2591731753688911,1.02695629777827e-13,0,7487.398675671457
-0.25,b1654,6,194,0.2591731753689938,0.2591731753688911,1.02695629777827e-13,0,7487.398675671457
-0.25,b3336,1,194,0.2591731753689938,0.2591731753688911,1.02695629777827e-13,0,7487.398675671457
-0.25,b0123,2,194,0.2591731753689938,0.2591731753688911,1.02695629777827e-13,0,7487.398675671457
-0.25,b1192,4,194,0.2591731753689938,0.2591731753688911,1.02695629777827e-13,0,7487.398675671457
-0.25,b1270,2,194,0.2591731753689938,0.2591731753688911,1.02695629777827e-13,0,7487.398675671457
-0.25,b1246,2,194,0.2591731753689938,0.2591731753688911,1.02695629777827e-13,0,7487.398675671457
-0.25,b1247,2,194,0.2591731753689938,0.2591731753688911,1.02695629777827e-13,0,7487.398675671457
-0.25,b1244,2,194,0.2591731753689938,0.2591731753688911,1.02695629777827e-13,0,7487.398675671457
-0.25,b1245,2,194,0.2591731753689938,0.2591731753688911,1.02695629777827e-13,0,7487.398675671457
-0.25,b1243,2,194,0.2591731753689938,0.2591731753688911,1.02695629777827e-13,0,7487.398675671457
-0.25,b2180,2,194,0.2591731753689938,0.2591731753688911,1.02695629777827e-13,0,7487.398675671457
-0.25,b2179,2,194,0.2591731753689938,0.2591731753688911,1.02695629777827e-13,0,7487.398675671457
-0.25,b1329,1,194,0.2591731753689938,0.2591731753688911,1.02695629777827e-13,0,7487.398675671457
-0.25,b2177,2,194,0.2591731753689938,0.2591731753688911,1.02695629777827e-13,0,7487.398675671457
-0.25,b2178,2,194,0.2591731753689938,0.2591731753688911,1.02695629777827e-13,0,7487.398675671457
-0.25,b0433,3,194,0.2591731753689938,0.2591731753688911,1.02695629777827e-13,0,7487.398675671457
-0.25,b4367,3,194,0.2591731753689938,0.2591731753688911,1.02695629777827e-13,0,7487.398675671457
-0.25,b0573,2,194,0.2591731753689938,0.2591731753688911,1.02695629777827e-13,0,7487.398675671457
-0.25,b0572,2,194,0.2591731753689938,0.2591731753688911,1.02695629777827e-13,0,7487.398675671457
-0.25,b0575,2,194,0.2591731753689938,0.2591731753688911,1.02695629777827e-13,0,7487.398675671457
-0.25,b0574,2,194,0.2591731753689938,0.2591731753688911,1.02695629777827e-13,0,7487.398675671457
-0.25,b3915,7,194,0.2591731753689938,0.2591731753688911,1.02695629777827e-13,0,7487.398675671457
-0.25,b0752,5,194,0.2591731753689938,0.2591731753688911,1.02695629777827e-13,0,7487.398675671457
-0.25,b1859,1,194,0.2591731753689938,0.2591731753688911,1.02695629777827e-13,0,7487.398675671457
-0.25,b1858,1,194,0.2591731753689938,0.2591731753688911,1.02695629777827e-13,0,7487.398675671457
-0.25,b1857,1,194,0.2591731753689938,0.2591731753688911,1.02695629777827e-13,0,7487.398675671457
-0.25,b1981,1,194,0.2591731753689938,0.2591731753688911,1.02695629777827e-13,0,7487.398675671457
-0.25,b2392,2,194,0.2591731753689938,0.2591731753688911,1.02695629777827e-13,0,7487.398675671457
-0.25,b0452,10,270,0.2591731753689938,0.2591731753688909,1.0291767438275201e-13,0,7586.694443940058
-0.25,b1927,1,270,0.2591731753689938,0.2591731753690167,-2.2926105458509483e-14,0,7586.694443940401
-0.25,b3571,1,270,0.2591731753689938,0.2591731753690167,-2.2926105458509483e-14,0,7586.694443940401
-0.25,b3650,3,270,0.2591731753689938,0.2591731753690167,-2.2926105458509483e-14,0,7586.694443940401
-0.25,b2344,7,270,0.2591731753689938,0.2591731753690167,-2.2926105458509483e-14,0,7586.694443940401
-0.25,b4213,8,270,0.2591731753689938,0.2591731753690167,-2.2926105458509483e-14,0,7586.694443940401
-0.25,b1059,2,270,0.2591731753689938,0.2591731753690167,-2.2926105458509483e-14,0,7586.694443940401
-0.25,b1727,4,274,0.2591731753689938,0.2591731753690162,-2.2426505097428162e-14,0,7592.291377476367
-0.25,b3580,2,274,0.2591731753689938,0.259173175369079,-8.520961713998076e-14,0,7592.29137747654
-0.25,b2051,1,274,0.2591731753689938,0.259173175369079,-8.520961713998076e-14,0,7592.29137747654
-0.25,b4265,3,274,0.2591731753689938,0.259173175369079,-8.520961713998076e-14,0,7592.29137747654
-0.25,b3266,1,274,0.2591731753689938,0.259173175369079,-8.520961713998076e-14,0,7592.29137747654
-0.25,b3265,1,274,0.2591731753689938,0.259173175369079,-8.520961713998076e-14,0,7592.29137747654
-0.25,b3907,2,274,0.2591731753689938,0.259173175369079,-8.520961713998076e-14,0,7592.29137747654
-0.25,b3477,1,274,0.2591731753689938,0.259173175369079,-8.520961713998076e-14,0,7592.29137747654
-0.25,b3476,1,274,0.2591731753689938,0.259173175369079,-8.520961713998076e-14,0,7592.29137747654
-0.25,b3480,1,274,0.2591731753689938,0.259173175369079,-8.520961713998076e-14,0,7592.29137747654
-0.25,b3478,1,274,0.2591731753689938,0.259173175369079,-8.520961713998076e-14,0,7592.29137747654
-0.25,b3479,1,274,0.2591731753689938,0.259173175369079,-8.520961713998076e-14,0,7592.29137747654
-0.25,b4242,2,274,0.2591731753689938,0.259173175369079,-8.520961713998076e-14,0,7592.29137747654
-0.25,b4094,1,303,0.2591731753689938,0.2591731753690853,-9.14823772291129e-14,0,8070.575561057454
-0.25,b0698,1,303,0.2591731753689938,0.2591731753690112,-1.7430501486614958e-14,0,8070.575561057385
-0.25,b0696,1,303,0.2591731753689938,0.2591731753690112,-1.7430501486614958e-14,0,8070.575561057385
-0.25,b0697,1,303,0.2591731753689938,0.2591731753690112,-1.7430501486614958e-14,0,8070.575561057385
-0.25,b4513,1,303,0.2591731753689938,0.2591731753690112,-1.7430501486614958e-14,0,8070.575561057385
-0.25,b3458,1,303,0.2591731753689938,0.2591731753690112,-1.7430501486614958e-14,0,8070.575561057385
-0.25,b2975,3,303,0.2591731753689938,0.2591731753690112,-1.7430501486614958e-14,0,8070.575561057385
-0.25,b3603,3,303,0.2591731753689938,0.2591731753690112,-1.7430501486614958e-14,0,8070.575561057385
-0.25,b4034,6,303,0.2591731753689938,0.2591731753690112,-1.7430501486614958e-14,0,8070.575561057385
-0.25,b4035,6,303,0.2591731753689938,0.2591731753690112,-1.7430501486614958e-14,0,8070.575561057385
-0.25,b4032,6,303,0.2591731753689938,0.2591731753690112,-1.7430501486614958e-14,0,8070.575561057385
-0.25,b4033,6,303,0.2591731753689938,0.2591731753690112,-1.7430501486614958e-14,0,8070.575561057385
-0.25,b3666,4,303,0.2591731753689938,0.2591731753690112,-1.7430501486614958e-14,0,8070.575561057385
-0.25,b0731,1,303,0.2591731753689938,0.2591731753690112,-1.7430501486614958e-14,0,8070.575561057385
-0.25,b4120,1,303,0.2591731753689938,0.2591731753690112,-1.7430501486614958e-14,0,8070.575561057385
-0.25,b0343,2,303,0.2591731753689938,0.2591731753690112,-1.7430501486614958e-14,0,8070.575561057385
-0.25,b0197,2,303,0.2591731753689938,0.2591731753690112,-1.7430501486614958e-14,0,8070.575561057385
-0.25,b0199,2,303,0.2591731753689938,0.2591731753690112,-1.7430501486614958e-14,0,8070.575561057385
-0.25,b0198,2,303,0.2591731753689938,0.2591731753690112,-1.7430501486614958e-14,0,8070.575561057385
-0.25,b1297,1,303,0.2591731753689938,0.2591731753690112,-1.7430501486614958e-14,0,8070.575561057385
-0.25,b2933,1,303,0.2591731753689938,0.2591731753690112,-1.7430501486614958e-14,0,8070.575561057385
-0.25,b2934,1,303,0.2591731753689938,0.2591731753690112,-1.7430501486614958e-14,0,8070.575561057385
-0.25,b3599,1,303,0.2591731753689938,0.2591731753690112,-1.7430501486614958e-14,0,8070.575561057385
-0.25,b1186,1,303,0.2591731753689938,0.2591731753690112,-1.7430501486614958e-14,0,8070.575561057385
-0.25,b0019,1,303,0.2591731753689938,0.2591731753690112,-1.7430501486614958e-14,0,8070.575561057385
-0.25,b0451,1,456,0.2591731753689938,-4.489365775679896e-16,0.2591731753689942,1,8068.15747829682
-0.25,b0751,1,250,0.2591731753689938,0.2591731753693185,-3.247402347028584e-13,0,8000.567274804111
-0.25,b1223,2,250,0.2591731753689938,0.2591731753687387,2.550737399076297e-13,0,8000.56727480018
-0.25,b3367,1,250,0.2591731753689938,0.2591731753687387,2.550737399076297e-13,0,8000.56727480018
-0.25,b1469,1,250,0.2591731753689938,0.2591731753687387,2.550737399076297e-13,0,8000.56727480018
-0.25,b3728,1,250,0.2591731753689938,0.2591731753687387,2.550737399076297e-13,0,8000.56727480018
-0.25,b3727,1,250,0.2591731753689938,0.2591731753687387,2.550737399076297e-13,0,8000.56727480018
-0.25,b3726,1,250,0.2591731753689938,0.2591731753687387,2.550737399076297e-13,0,8000.56727480018
-0.25,b3725,1,250,0.2591731753689938,0.2591731753687387,2.550737399076297e-13,0,8000.56727480018
-0.25,b3258,1,250,0.2591731753689938,0.2591731753687387,2.550737399076297e-13,0,8000.56727480018
-0.25,b3371,1,250,0.2591731753689938,0.2591731753687387,2.550737399076297e-13,0,8000.56727480018
-0.25,b2677,5,250,0.2591731753689938,0.2591731753687387,2.550737399076297e-13,0,8000.56727480018
-0.25,b2678,5,250,0.2591731753689938,0.2591731753687387,2.550737399076297e-13,0,8000.56727480018
-0.25,b2679,5,250,0.2591731753689938,0.2591731753687387,2.550737399076297e-13,0,8000.56727480018
-0.25,b0402,1,250,0.2591731753689938,0.2591731753687387,2.550737399076297e-13,0,8000.56727480018
-0.25,b1015,2,250,0.2591731753689938,0.2591731753687387,2.550737399076297e-13,0,8000.56727480018
-0.25,b0854,1,250,0.2591731753689938,0.2591731753687387,2.550737399076297e-13,0,8000.56727480018
-0.25,b0855,1,250,0.2591731753689938,0.2591731753687387,2.550737399076297e-13,0,8000.56727480018
-0.25,b0856,1,250,0.2591731753689938,0.2591731753687387,2.550737399076297e-13,0,8000.56727480018
-0.25,b0857,1,250,0.2591731753689938,0.2591731753687387,2.550737399076297e-13,0,8000.56727480018
-0.25,b1440,2,250,0.2591731753689938,0.2591731753687387,2.550737399076297e-13,0,8000.56727480018
-0.25,b1441,2,250,0.2591731753689938,0.2591731753687387,2.550737399076297e-13,0,8000.56727480018
-0.25,b1442,2,250,0.2591731753689938,0.2591731753687387,2.550737399076297e-13,0,8000.56727480018
-0.25,b1443,2,250,0.2591731753689938,0.2591731753687387,2.550737399076297e-13,0,8000.56727480018
-0.25,b1126,2,250,0.2591731753689938,0.2591731753687387,2.550737399076297e-13,0,8000.56727480018
-0.25,b1125,2,250,0.2591731753689938,0.2591731753687387,2.550737399076297e-13,0,8000.56727480018
-0.25,b1124,2,250,0.2591731753689938,0.2591731753687387,2.550737399076297e-13,0,8000.56727480018
-0.25,b1123,2,250,0.2591731753689938,0.2591731753687387,2.550737399076297e-13,0,8000.56727480018
-0.25,b2957,2,250,0.2591731753689938,0.2591731753687387,2.550737399076297e-13,0,8000.56727480018
-0.25,b0150,3,250,0.2591731753689938,0.2591731753687387,2.550737399076297e-13,0,8000.56727480018
-0.25,b1865,2,462,0.2591731753689938,-4.348610994120701e-29,0.2591731753689938,1,11115.754735316996
-0.25,b2954,3,232,0.2591731753689938,0.2591731753690443,-5.0459636469213365e-14,0,7702.278308343639
-0.25,b1002,2,232,0.2591731753689938,0.2591731753690396,-4.5796699765787714e-14,0,7702.278308343693
-0.25,b2938,1,232,0.2591731753689938,0.2591731753690396,-4.5796699765787714e-14,0,7702.278308343693
-0.25,b4090,2,492,0.2591731753689938,0.0788105781449536,0.1803625972240402,0,6992.919296911182
-0.25,b4084,1,246,0.2591731753689938,0.2591731753690282,-3.441691376337985e-14,0,6489.130324205293
-0.25,b4085,1,246,0.2591731753689938,0.259173175369033,-3.9190872769268026e-14,0,6489.130324205278
-0.25,b4230,2,246,0.2591731753689938,0.259173175369033,-3.9190872769268026e-14,0,6489.130324205278
-0.25,b4231,2,246,0.2591731753689938,0.259173175369033,-3.9190872769268026e-14,0,6489.130324205278
-0.25,b4485,2,246,0.2591731753689938,0.259173175369033,-3.9190872769268026e-14,0,6489.130324205278
-0.25,b4227,2,246,0.2591731753689938,0.259173175369033,-3.9190872769268026e-14,0,6489.130324205278
-0.25,b3750,1,246,0.2591731753689938,0.259173175369033,-3.9190872769268026e-14,0,6489.130324205278
-0.25,b3751,1,246,0.2591731753689938,0.259173175369033,-3.9190872769268026e-14,0,6489.130324205278
-0.25,b3749,1,246,0.2591731753689938,0.259173175369033,-3.9190872769268026e-14,0,6489.130324205278
-0.25,b3748,1,246,0.2591731753689938,0.259173175369033,-3.9190872769268026e-14,0,6489.130324205278
-0.25,b0260,1,246,0.2591731753689938,0.259173175369033,-3.9190872769268026e-14,0,6489.130324205278
-0.25,b0810,1,246,0.2591731753689938,0.259173175369033,-3.9190872769268026e-14,0,6489.130324205278
-0.25,b0811,1,246,0.2591731753689938,0.259173175369033,-3.9190872769268026e-14,0,6489.130324205278
-0.25,b0809,1,246,0.2591731753689938,0.259173175369033,-3.9190872769268026e-14,0,6489.130324205278
-0.25,b1492,1,246,0.2591731753689938,0.259173175369033,-3.9190872769268026e-14,0,6489.130324205278
-0.25,b3653,1,246,0.2591731753689938,0.259173175369033,-3.9190872769268026e-14,0,6489.130324205278
-0.25,b3927,4,246,0.2591731753689938,0.259173175369033,-3.9190872769268026e-14,0,6489.130324205278
-0.25,b3959,1,465,0.2591731753689938,-9.748811793396396e-16,0.2591731753689948,1,7176.786029733614
-0.25,b1528,3,246,0.2591731753689938,0.2591731753690466,-5.2791104820926193e-14,0,6489.130324205244
-0.25,b2170,1,246,0.2591731753689938,0.25917317536904,-4.618527782440651e-14,0,6489.130324205256
-0.25,b0070,1,246,0.2591731753689938,0.25917317536904,-4.618527782440651e-14,0,6489.130324205256
-0.25,b2303,1,246,0.2591731753689938,0.25917317536904,-4.618527782440651e-14,0,6489.130324205256
-0.25,b3028,3,246,0.2591731753689938,0.25917317536904,-4.618527782440651e-14,0,6489.130324205256
-0.25,b3432,1,246,0.2591731753689938,0.25917317536904,-4.618527782440651e-14,0,6489.130324205256
-0.25,b3503,1,246,0.2591731753689938,0.25917317536904,-4.618527782440651e-14,0,6489.130324205256
-0.25,b4321,2,246,0.2591731753689938,0.25917317536904,-4.618527782440651e-14,0,6489.130324205256
-0.25,b3792,1,246,0.2591731753689938,0.25917317536904,-4.618527782440651e-14,0,6489.130324205256
-0.25,b2033,1,246,0.2591731753689938,0.25917317536904,-4.618527782440651e-14,0,6489.130324205256
-0.25,b2034,1,246,0.2591731753689938,0.25917317536904,-4.618527782440651e-14,0,6489.130324205256
-0.25,b2037,1,246,0.2591731753689938,0.25917317536904,-4.618527782440651e-14,0,6489.130324205256
-0.25,b2175,6,246,0.2591731753689938,0.25917317536904,-4.618527782440651e-14,0,6489.130324205256
-0.25,b0356,1,246,0.2591731753689938,0.25917317536904,-4.618527782440651e-14,0,6489.130324205256
-0.25,b2240,1,246,0.2591731753689938,0.25917317536904,-4.618527782440651e-14,0,6489.130324205256
-0.25,b0875,1,147,0.2591731753689938,0.2591731753693248,-3.310129947919904e-13,0,7165.273879274548
-0.25,b0353,2,147,0.2591731753689938,0.2591731753689889,4.884981308350689e-15,0,7165.273879219516
-0.25,b2309,1,147,0.2591731753689938,0.2591731753689889,4.884981308350689e-15,0,7165.273879219516
-0.25,b0325,2,147,0.2591731753689938,0.2591731753689889,4.884981308350689e-15,0,7165.273879219516
-0.25,b2092,1,147,0.2591731753689938,0.2591731753689889,4.884981308350689e-15,0,7165.273879219516
-0.25,b2093,1,147,0.2591731753689938,0.2591731753689889,4.884981308350689e-15,0,7165.273879219516
-0.25,b2094,1,147,0.2591731753689938,0.2591731753689889,4.884981308350689e-15,0,7165.273879219516
-0.25,b3093,2,147,0.2591731753689938,0.2591731753689889,4.884981308350689e-15,0,7165.273879219516
-0.25,b4476,1,147,0.2591731753689938,0.2591731753689889,4.884981308350689e-15,0,7165.273879219516
-0.25,b3415,1,147,0.2591731753689938,0.2591731753689889,4.884981308350689e-15,0,7165.273879219516
-0.25,b1621,2,149,0.2591731753689938,0.2591731753689978,-4.0523140398818206e-15,0,9350.916908813888
-0.25,b2021,1,446,0.2591731753689938,2.1255380466802456e-16,0.2591731753689936,1,7933.99620988647
-0.25,b0166,1,446,0.2591731753689938,0.0,0.2591731753689938,1,7933.996209887448
-0.25,b1519,1,148,0.2591731753689938,0.2591731753689711,2.270406085358445e-14,0,6498.485059023496
-0.25,b4268,1,148,0.2591731753689938,0.2591731753688341,1.5970558209232877e-13,0,6498.48505902493
-0.25,b3437,1,148,0.2591731753689938,0.2591731753688341,1.5970558209232877e-13,0,6498.48505902493
-0.25,b3805,1,446,0.2591731753689938,-9.358583929596536e-16,0.2591731753689947,1,7933.996209889466
-0.25,b3904,1,148,0.2591731753689938,0.2591731753686235,3.702593787124897e-13,0,6497.007570257349
-0.25,b2486,1,148,0.2591731753689938,0.2591731753688723,1.2151391004522338e-13,0,6497.007570254972
-0.25,b2490,1,148,0.2591731753689938,0.2591731753688723,1.2151391004522338e-13,0,6497.007570254972
-0.25,b2724,2,148,0.2591731753689938,0.2591731753688723,1.2151391004522338e-13,0,6497.007570254972
-0.25,b2719,2,148,0.2591731753689938,0.2591731753688723,1.2151391004522338e-13,0,6497.007570254972
-0.25,b2720,2,148,0.2591731753689938,0.2591731753688723,1.2151391004522338e-13,0,6497.007570254972
-0.25,b2721,2,148,0.2591731753689938,0.2591731753688723,1.2151391004522338e-13,0,6497.007570254972
-0.25,b2722,2,148,0.2591731753689938,0.2591731753688723,1.2151391004522338e-13,0,6497.007570254972
-0.25,b2723,2,148,0.2591731753689938,0.2591731753688723,1.2151391004522338e-13,0,6497.007570254972
-0.25,b2485,1,148,0.2591731753689938,0.2591731753688723,1.2151391004522338e-13,0,6497.007570254972
-0.25,b2484,1,148,0.2591731753689938,0.2591731753688723,1.2151391004522338e-13,0,6497.007570254972
-0.25,b2487,1,148,0.2591731753689938,0.2591731753688723,1.2151391004522338e-13,0,6497.007570254972
