pi_bound,gene_id,n_gpr_rxns,n_changed,b_wt,b_ko,delta_b,y_essential,kV
-0.1,b2234,4,183,0.1036692701475966,0.1036692701473491,2.47496467764563e-13,0,11130.932725190942
-0.1,b2235,4,183,0.1036692701475966,0.1036692701476231,-2.6437185773886543e-14,0,11130.932725189512
-0.1,b3781,10,186,0.1036692701475966,0.1036692701476215,-2.4924506902834764e-14,0,10368.733428866286
-0.1,b2582,10,186,0.1036692701475966,0.1036692701475708,2.578492974691926e-14,0,10368.733428866351
-0.1,b2827,1,450,0.1036692701475966,-3.386006514859055e-16,0.103669270147597,1,11026.589750331745
-0.1,b1238,2,198,0.1036692701475966,0.1036692701475989,-2.2620794126737565e-15,0,10633.62583474859
-0.1,b3639,2,450,0.1036692701475966,-4.645600938386624e-13,0.1036692701480612,1,11026.589750334417
-0.1,b1232,1,285,0.1036692701475966,0.1036692701476252,-2.856048730848215e-14,0,9242.479825161674
-0.1,b1851,1,285,0.1036692701475966,0.1036692701474369,1.5971945988013658e-13,0,9242.479825166673
-0.1,b1693,1,480,0.1036692701475966,6.757501879028115e-16,0.1036692701475959,1,9407.43002374238
-0.1,b4146,1,283,0.1036692701475966,0.1036692701476179,-2.1288526497187377e-14,0,9372.696577473049
-0.1,b1109,3,283,0.1036692701475966,0.1036692701475819,1.4765966227514582e-14,0,9372.696577473547
-0.1,b1004,3,283,0.1036692701475966,0.1036692701475819,1.4765966227514582e-14,0,9372.696577473547
-0.1,b0046,3,283,0.1036692701475966,0.1036692701475819,1.4765966227514582e-14,0,9372.696577473547
-0.1,b3713,3,283,0.1036692701475966,0.1036692701475819,1.4765966227514582e-14,0,9372.696577473547
-0.1,b3236,1,279,0.1036692701475966,0.103669270147575,2.1635471192382735e-14,0,9295.626936513314
-0.1,b4122,2,247,0.1036692701475966,0.103669270147666,-6.937506125126448e-14,0,9191.02836515446
-0.1,b1611,1,247,0.1036692701475966,0.103669270147421,1.755817713444685e-13,0,9191.028365159847
-0.1,b1612,1,247,0.1036692701475966,0.103669270147421,1.755817713444685e-13,0,9191.028365159847
-0.1,b1638,2,247,0.1036692701475966,0.103669270147421,1.755817713444685e-13,0,9191.028365159847
-0.1,b0907,3,475,0.1036692701475966,-1.6112143493661885e-15,0.1036692701475982,1,7854.60109586358
-0.1,b1210,1,475,0.1036692701475966,0.0,0.1036692701475966,1,7854.601095862388
-0.1,b3429,1,230,0.1036692701475966,0.1036692701475723,2.435551760271437e-14,0,7988.71390235448
-0.1,b3417,5,230,0.1036692701475966,0.1036692701476424,-4.578282197797989e-14,0,7988.713902354174
-0.1,b3428,2,230,0.1036692701475966,0.1036692701476424,-4.578282197797989e-14,0,7988.713902354174
-0.1,b0428,1,230,0.1036692701475966,0.1036692701476424,-4.578282197797989e-14,0,7988.713902354174
-0.1,b0120,1,230,0.1036692701475966,0.1036692701476424,-4.578282197797989e-14,0,7988.713902354174
-0.1,b2937,1,230,0.1036692701475966,0.1036692701476424,-4.578282197797989e-14,0,7988.713902354174
-0.1,b4117,1,230,0.1036692701475966,0.1036692701476424,-4.578282197797989e-14,0,7988.713902354174
-0.1,b3172,1,475,0.1036692701475966,0.0,0.1036692701475966,1,7854.601095863892
-0.1,b3958,1,475,0.1036692701475966,0.0,0.1036692701475966,1,7854.601095862166
-0.1,b0121,2,230,0.1036692701475966,0.1036692701475897,6.897260540483785e-15,0,7988.71390235443
-0.1,b0154,1,475,0.1036692701475966,0.0,0.1036692701475966,1,7854.601095860236
-0.1,b0918,1,446,0.1036692701475966,-1.1446272814966309e-14,0.1036692701476081,1,8883.159941834796
-0.1,b4322,1,230,0.1036692701475966,0.1036692701475765,2.012279232133096e-14,0,7988.713902354504
-0.1,b3091,1,230,0.1036692701475966,0.1036692701476667,-7.005507285384739e-14,0,7988.713902354058
-0.1,b3092,2,230,0.1036692701475966,0.1036692701476667,-7.005507285384739e-14,0,7988.713902354058
-0.1,b3176,1,446,0.1036692701475966,-9.030882547834245e-16,0.1036692701475975,1,8883.159941834818
-0.1,b3730,2,446,0.1036692701475966,0.0,0.1036692701475966,1,8883.159941834754
-0.1,b3189,1,446,0.1036692701475966,0.0,0.1036692701475966,1,8883.159941834727
-0.1,b3967,1,446,0.1036692701475966,0.0,0.1036692701475966,1,8883.159941834709
-0.1,b3786,1,230,0.1036692701475966,0.1036692701476061,-9.478529072737274e-15,0,7988.713902354348
-0.1,b2323,13,446,0.1036692701475966,8.80515851898255e-17,0.1036692701475965,1,8883.159941834743
-0.1,b2232,2,183,0.1036692701475966,0.1036692701475838,1.2823075934420558e-14,0,7977.978909519317
-0.1,b0593,1,183,0.1036692701475966,0.1036692701476072,-1.0547118733938987e-14,0,7977.978909519193
-0.1,b0142,1,460,0.1036692701475966,6.766434133090861e-32,0.1036692701475966,1,7263.4704785877375
-0.1,b3634,1,460,0.1036692701475966,3.0787333642809785e-12,0.1036692701445179,1,7263.470478608091
-0.1,b0394,1,183,0.1036692701475966,0.1036692701475818,1.4849232954361472e-14,0,7977.978909519341
-0.1,b0173,1,454,0.1036692701475966,-3.1391545433061253e-16,0.1036692701475969,1,7606.4321928230365
-0.1,b3843,1,454,0.1036692701475966,0.0,0.1036692701475966,1,7606.432192823042
-0.1,b0477,2,183,0.1036692701475966,0.1036692701476155,-1.8915424782051105e-14,0,7977.97890951916
-0.1,b1302,3,454,0.1036692701475966,6.591660018913159e-32,0.1036692701475966,1,7265.2273140457
-0.1,b2662,3,454,0.1036692701475966,0.0,0.1036692701475966,1,7265.227314045861
-0.1,b1525,2,216,0.1036692701475966,0.1036692701475654,3.1183389204159084e-14,0,7151.9893377592725
-0.1,b4139,1,216,0.1036692701475966,0.1036692701474162,1.803834859259723e-13,0,7151.989337758329
-0.1,b3117,2,454,0.1036692701475966,3.474138717933918e-16,0.1036692701475963,1,7265.227314046081
-0.1,b2797,1,216,0.1036692701475966,0.1036692701475991,-2.4980018054066026e-15,0,7140.8626784794005
-0.1,b1814,1,216,0.1036692701475966,0.1036692701476439,-4.7267745273416046e-14,0,7140.862678479686
-0.1,b4471,1,216,0.1036692701475966,0.1036692701476439,-4.7267745273416046e-14,0,7140.862678479686
-0.1,b3616,1,216,0.1036692701475966,0.1036692701476439,-4.7267745273416046e-14,0,7140.862678479686
-0.1,b3589,1,216,0.1036692701475966,0.1036692701476439,-4.7267745273416046e-14,0,7140.862678479686
-0.1,b3774,3,464,0.1036692701475966,1.2554846409937911e-14,0.1036692701475841,1,8208.902405230388
-0.1,b0185,1,464,0.1036692701475966,1.342863750548765e-29,0.1036692701475966,1,8208.902405230245
-0.1,b3256,1,464,0.1036692701475966,0.0,0.1036692701475966,1,8208.90240523026
-0.1,b3255,1,464,0.1036692701475966,0.0,0.1036692701475966,1,8208.90240523026
-0.1,b2316,1,464,0.1036692701475966,0.0,0.1036692701475966,1,8208.90240523026
-0.1,b2615,1,464,0.1036692701475966,0.0,0.1036692701475966,1,8208.90240523026
-0.1,b2265,1,219,0.1036692701475966,0.1036692701476969,-1.0030865027488289e-13,0,9175.208669880392
-0.1,b2261,1,219,0.1036692701475966,0.1036692701477155,-1.188354969983152e-13,0,9175.208669880418
-0.1,b0596,1,219,0.1036692701475966,0.1036692701477155,-1.188354969983152e-13,0,9175.208669880418
-0.1,b0595,1,219,0.1036692701475966,0.1036692701477155,-1.188354969983152e-13,0,9175.208669880418
-0.1,b4198,1,219,0.1036692701475966,0.1036692701477155,-1.188354969983152e-13,0,9175.208669880418
-0.1,b0061,1,219,0.1036692701475966,0.1036692701477155,-1.188354969983152e-13,0,9175.208669880418
-0.1,b3583,1,219,0.1036692701475966,0.1036692701477155,-1.188354969983152e-13,0,9175.208669880418
-0.1,b4374,3,219,0.1036692701475966,0.1036692701477155,-1.188354969983152e-13,0,9175.208669880418
-0.1,b0675,7,219,0.1036692701475966,0.1036692701477155,-1.188354969983152e-13,0,9175.208669880418
-0.1,b2291,6,258,0.1036692701475966,0.1036692701476219,-2.5313084961453572e-14,0,7880.3715138262305
-0.1,b2361,8,258,0.1036692701475966,0.1036692701477337,-1.3709866575339904e-13,0,7880.371513827169
-0.1,b1651,1,258,0.1036692701475966,0.1036692701477337,-1.3709866575339904e-13,0,7880.371513827169
-0.1,b0766,2,258,0.1036692701475966,0.1036692701477337,-1.3709866575339904e-13,0,7880.371513827169
-0.1,b3826,6,258,0.1036692701475966,0.1036692701477337,-1.3709866575339904e-13,0,7880.371513827169
-0.1,b0758,1,258,0.1036692701475966,0.1036692701477337,-1.3709866575339904e-13,0,7880.371513827169
-0.1,b0420,1,471,0.1036692701475966,1.965616282046308e-16,0.1036692701475964,1,7625.993737480186
-0.1,b1208,1,471,0.1036692701475966,0.0,0.1036692701475966,1,7625.993737481084
-0.1,b2746,1,471,0.1036692701475966,0.0,0.1036692701475966,1,7625.993737481002
-0.1,b3526,1,258,0.1036692701475966,0.1036692701475864,1.0200174038743626e-14,0,7923.320890844854
-0.1,b3565,2,258,0.1036692701475966,0.1036692701475806,1.5973333766794443e-14,0,7923.3208908448705
-0.1,b2048,1,258,0.1036692701475966,0.1036692701475806,1.5973333766794443e-14,0,7923.3208908448705
-0.1,b4015,1,275,0.1036692701475966,0.1036692701476219,-2.5326962749261384e-14,0,6790.195388544054
-0.1,b0116,3,273,0.1036692701475966,0.1036692701477513,-1.547234562693234e-13,0,6789.394255524951
-0.1,b2903,1,273,0.1036692701475966,0.1036692701475439,5.269396030627149e-14,0,6789.394255522417
-0.1,b2904,1,273,0.1036692701475966,0.1036692701475439,5.269396030627149e-14,0,6789.394255522417
-0.1,b2905,1,273,0.1036692701475966,0.1036692701475439,5.269396030627149e-14,0,6789.394255522417
-0.1,b0261,2,273,0.1036692701475966,0.1036692701475439,5.269396030627149e-14,0,6789.394255522417
-0.1,b0759,1,273,0.1036692701475966,0.1036692701475439,5.269396030627149e-14,0,6789.394255522417
-0.1,b0344,1,273,0.1036692701475966,0.1036692701475439,5.269396030627149e-14,0,6789.394255522417
-0.1,b4239,1,273,0.1036692701475966,0.1036692701475439,5.269396030627149e-14,0,6789.394255522417
-0.1,b3956,1,289,0.1036692701475966,0.1036692701475604,3.6207148390587924e-14,0,6706.17256403066
-0.1,b0822,7,289,0.1036692701475966,0.1036692701476297,-3.3126279497253115e-14,0,6706.172564031433
-0.1,b2540,2,289,0.1036692701475966,0.1036692701476297,-3.3126279497253115e-14,0,6706.172564031433
-0.1,b2542,2,289,0.1036692701475966,0.1036692701476297,-3.3126279497253115e-14,0,6706.172564031433
-0.1,b2539,2,289,0.1036692701475966,0.1036692701476297,-3.3126279497253115e-14,0,6706.172564031433
-0.1,b2538,2,289,0.1036692701475966,0.1036692701476297,-3.3126279497253115e-14,0,6706.172564031433
-0.1,b2541,2,289,0.1036692701475966,0.1036692701476297,-3.3126279497253115e-14,0,6706.172564031433
-0.1,b0616,1,289,0.1036692701475966,0.1036692701476297,-3.3126279497253115e-14,0,6706.172564031433
-0.1,b0617,1,289,0.1036692701475966,0.1036692701476297,-3.3126279497253115e-14,0,6706.172564031433
-0.1,b0614,1,289,0.1036692701475966,0.1036692701476297,-3.3126279497253115e-14,0,6706.172564031433
-0.1,b0615,1,289,0.1036692701475966,0.1036692701476297,-3.3126279497253115e-14,0,6706.172564031433
-0.1,b2052,2,289,0.1036692701475966,0.1036692701476297,-3.3126279497253115e-14,0,6706.172564031433
-0.1,b1636,1,289,0.1036692701475966,0.1036692701476297,-3.3126279497253115e-14,0,6706.172564031433
-0.1,b1277,1,477,0.1036692701475966,7.42050566352331e-17,0.1036692701475966,1,6296.166089514106
-0.1,b2751,1,477,0.1036692701475966,2.613818538433697e-15,0.103669270147594,1,6296.16608951434
-0.1,b2752,1,477,0.1036692701475966,1.0663375530005817e-15,0.1036692701475956,1,6296.166089514892
-0.1,b2799,1,272,0.1036692701475966,0.1036692701475719,2.4702462297909733e-14,0,6789.407105193503
-0.1,b3902,1,272,0.1036692701475966,0.10366927014756,3.6609604237014543e-14,0,6789.407105193326
-0.1,b2705,1,272,0.1036692701475966,0.10366927014756,3.6609604237014543e-14,0,6789.407105193326
-0.1,b2091,1,272,0.1036692701475966,0.10366927014756,3.6609604237014543e-14,0,6789.407105193326
-0.1,b3137,1,272,0.1036692701475966,0.10366927014756,3.6609604237014543e-14,0,6789.407105193326
-0.1,b3132,1,272,0.1036692701475966,0.10366927014756,3.6609604237014543e-14,0,6789.407105193326
-0.1,b2096,1,272,0.1036692701475966,0.10366927014756,3.6609604237014543e-14,0,6789.407105193326
-0.1,b2095,1,272,0.1036692701475966,0.10366927014756,3.6609604237014543e-14,0,6789.407105193326
-0.1,b4323,1,272,0.1036692701475966,0.10366927014756,3.6609604237014543e-14,0,6789.407105193326
-0.1,b1521,1,272,0.1036692701475966,0.10366927014756,3.6609604237014543e-14,0,6789.407105193326
-0.1,b3385,1,272,0.1036692701475966,0.10366927014756,3.6609604237014543e-14,0,6789.407105193326
-0.1,b0507,1,272,0.1036692701475966,0.10366927014756,3.6609604237014543e-14,0,6789.407105193326
-0.1,b3061,1,272,0.1036692701475966,0.10366927014756,3.6609604237014543e-14,0,6789.407105193326
-0.1,b3062,1,272,0.1036692701475966,0.10366927014756,3.6609604237014543e-14,0,6789.407105193326
-0.1,b3126,1,272,0.1036692701475966,0.10366927014756,3.6609604237014543e-14,0,6789.407105193326
-0.1,b1095,9,456,0.1036692701475966,-3.506749135896765e-16,0.103669270147597,1,7441.65788114305
-0.1,b1054,1,224,0.1036692701475966,0.1036692701475923,4.329869796038111e-15,0,6781.933999323489
-0.1,b1855,2,224,0.1036692701475966,0.10366927014761,-1.339206523454095e-14,0,6781.933999323408
-0.1,b2378,1,224,0.1036692701475966,0.10366927014761,-1.339206523454095e-14,0,6781.933999323408
-0.1,b0109,1,463,0.1036692701475966,-1.6577949386636379e-13,0.1036692701477624,1,6590.399647335293
-0.1,b1094,26,456,0.1036692701475966,-1.678936427499604e-15,0.1036692701475983,1,7441.65788114306
-0.1,b2836,23,264,0.1036692701475966,0.1036692701476644,-6.779299344117362e-14,0,6782.314672938539
-0.1,b2472,1,476,0.1036692701475966,-4.679153118954352e-17,0.1036692701475967,1,6387.478051254275
-0.1,b1589,3,248,0.1036692701475966,0.103669270147611,-1.4391265956703592e-14,0,6769.84974913858
-0.1,b1588,3,248,0.1036692701475966,0.103669270147634,-3.737288256644433e-14,0,6769.849749138766
-0.1,b1587,3,248,0.1036692701475966,0.103669270147634,-3.737288256644433e-14,0,6769.849749138766
-0.1,b1590,3,248,0.1036692701475966,0.103669270147634,-3.737288256644433e-14,0,6769.849749138766
-0.1,b0894,4,248,0.1036692701475966,0.103669270147634,-3.737288256644433e-14,0,6769.849749138766
-0.1,b0895,4,248,0.1036692701475966,0.103669270147634,-3.737288256644433e-14,0,6769.849749138766
-0.1,b0896,4,248,0.1036692701475966,0.103669270147634,-3.737288256644433e-14,0,6769.849749138766
-0.1,b3553,10,248,0.1036692701475966,0.103669270147634,-3.737288256644433e-14,0,6769.849749138766
-0.1,b0638,1,248,0.1036692701475966,0.103669270147634,-3.737288256644433e-14,0,6769.849749138766
-0.1,b3399,5,248,0.1036692701475966,0.103669270147634,-3.737288256644433e-14,0,6769.849749138766
-0.1,b0469,1,248,0.1036692701475966,0.103669270147634,-3.737288256644433e-14,0,6769.849749138766
-0.1,b3187,1,476,0.1036692701475966,7.289162378674899e-17,0.1036692701475966,1,6387.478051254218
-0.1,b3222,1,250,0.1036692701475966,0.1036692701475811,1.5487611193520934e-14,0,6770.837987160143
-0.1,b3225,1,250,0.1036692701475966,0.1036692701476413,-4.4644843377739114e-14,0,6770.837987160729
-0.1,b1732,1,234,0.1036692701475966,0.1036692701476379,-4.1286418728248015e-14,0,6790.398349034577
-0.1,b3942,1,234,0.1036692701475966,0.1036692701476454,-4.8766546356659995e-14,0,6790.398349034489
-0.1,b0586,1,234,0.1036692701475966,0.1036692701476454,-4.8766546356659995e-14,0,6790.398349034489
-0.1,b3794,1,234,0.1036692701475966,0.1036692701476454,-4.8766546356659995e-14,0,6790.398349034489
-0.1,b3693,1,234,0.1036692701475966,0.1036692701476454,-4.8766546356659995e-14,0,6790.398349034489
-0.1,b2901,1,234,0.1036692701475966,0.1036692701476454,-4.8766546356659995e-14,0,6790.398349034489
-0.1,b3721,2,234,0.1036692701475966,0.1036692701476454,-4.8766546356659995e-14,0,6790.398349034489
-0.1,b2716,2,234,0.1036692701475966,0.1036692701476454,-4.8766546356659995e-14,0,6790.398349034489
-0.1,b3416,4,234,0.1036692701475966,0.1036692701476454,-4.8766546356659995e-14,0,6790.398349034489
-0.1,b1398,1,234,0.1036692701475966,0.1036692701476454,-4.8766546356659995e-14,0,6790.398349034489
-0.1,b0049,3,234,0.1036692701475966,0.1036692701476454,-4.8766546356659995e-14,0,6790.398349034489
-0.1,b3784,1,234,0.1036692701475966,0.1036692701476454,-4.8766546356659995e-14,0,6790.398349034489
-0.1,b4481,1,234,0.1036692701475966,0.1036692701476454,-4.8766546356659995e-14,0,6790.398349034489
-0.1,b3052,2,234,0.1036692701475966,0.1036692701476454,-4.8766546356659995e-14,0,6790.398349034489
-0.1,b1896,1,234,0.1036692701475966,0.1036692701476454,-4.8766546356659995e-14,0,6790.398349034489
-0.1,b0841,2,461,0.1036692701475966,-1.1110722482703617e-13,0.1036692701477077,1,7648.036227679756
-0.1,b1278,30,461,0.1036692701475966,0.0,0.1036692701475966,1,7648.036227680159
-0.1,b3057,2,461,0.1036692701475966,0.0,0.1036692701475966,1,7648.036227680159
-0.1,b3519,1,206,0.1036692701475966,0.1036692701475951,1.5265566588595902e-15,0,7899.645021811203
-0.1,b0910,3,442,0.1036692701475966,-5.852213509302033e-15,0.1036692701476025,1,8720.29776536736
-0.1,b3648,2,442,0.1036692701475966,0.0,0.1036692701475966,1,8720.29776536731
-0.1,b1694,1,208,0.1036692701475966,0.1036692701475994,-2.7755575615628917e-15,0,7959.993561462856
-0.1,b2221,3,208,0.1036692701475966,0.1036692701476123,-1.5640266859406893e-14,0,7959.99356146279
-0.1,b2222,3,208,0.1036692701475966,0.1036692701476123,-1.5640266859406893e-14,0,7959.99356146279
-0.1,b2039,1,208,0.1036692701475966,0.1036692701476123,-1.5640266859406893e-14,0,7959.99356146279
-0.1,b3789,1,208,0.1036692701475966,0.1036692701476123,-1.5640266859406893e-14,0,7959.99356146279
-0.1,b2041,1,208,0.1036692701475966,0.1036692701476123,-1.5640266859406893e-14,0,7959.99356146279
-0.1,b3788,1,208,0.1036692701475966,0.1036692701476123,-1.5640266859406893e-14,0,7959.99356146279
-0.1,b2036,1,208,0.1036692701475966,0.1036692701476123,-1.5640266859406893e-14,0,7959.99356146279
-0.1,b2038,1,208,0.1036692701475966,0.1036692701476123,-1.5640266859406893e-14,0,7959.99356146279
-0.1,b2040,1,208,0.1036692701475966,0.1036692701476123,-1.5640266859406893e-14,0,7959.99356146279
-0.1,b0512,1,208,0.1036692701475966,0.1036692701476123,-1.5640266859406893e-14,0,7959.99356146279
-0.1,b3972,1,450,0.1036692701475966,2.0930610549399646e-16,0.1036692701475964,1,7838.694091661163
-0.1,s0001,45,435,0.1036692701475966,-6.908946942207994e-15,0.1036692701476035,1,1136.3718352315109
-0.1,b3617,1,238,0.1036692701475966,0.1036692701476043,-7.674416657721395e-15,0,4159.026080757478
-0.1,b0030,5,238,0.1036692701475966,0.1036692701478685,-2.718936187307009e-13,0,4159.026080770102
-0.1,b0200,1,238,0.1036692701475966,0.1036692701478685,-2.718936187307009e-13,0,4159.026080770102
-0.1,b0222,1,238,0.1036692701475966,0.1036692701478685,-2.718936187307009e-13,0,4159.026080770102
-0.1,b0038,2,238,0.1036692701475966,0.1036692701478685,-2.718936187307009e-13,0,4159.026080770102
-0.1,b0036,2,238,0.1036692701475966,0.1036692701478685,-2.718936187307009e-13,0,4159.026080770102
-0.1,b3844,6,267,0.1036692701475966,0.1036692701476022,-5.578870698741412e-15,0,2889.294531577705
-0.1,b2784,2,267,0.1036692701475966,0.1036692701476318,-3.5166314305001833e-14,0,2889.2945315786023
-0.1,b2431,1,492,0.1036692701475966,-2.379105372638361e-16,0.1036692701475969,1,1259.4909714994517
-0.1,b1019,1,492,0.1036692701475966,0.0,0.1036692701475966,1,1259.4909714994371
-0.1,b0475,1,492,0.1036692701475966,0.0,0.1036692701475966,1,1259.4909714994371
-0.1,b4040,1,492,0.1036692701475966,0.0,0.1036692701475966,1,1259.4909714994371
-0.1,b3974,1,492,0.1036692701475966,0.0,0.1036692701475966,1,1259.490971499518
-0.1,b0103,1,492,0.1036692701475966,0.0,0.1036692701475966,1,1259.4909714995367
-0.1,b2104,1,281,0.1036692701475966,0.1036692701476111,-1.4488410471358293e-14,0,4603.280270402981
-0.1,b1215,1,458,0.1036692701475966,9.710820071481331e-17,0.1036692701475965,1,1263.846156891114
-0.1,b3198,1,458,0.1036692701475966,0.0,0.1036692701475966,1,1263.8461568911134
-0.1,b1747,1,281,0.1036692701475966,0.1036692701476021,-5.4817261840867104e-15,0,4603.28027040257
-0.1,b1744,1,281,0.1036692701475966,0.1036692701475958,7.910339050454239e-16,0,4603.280270401982
-0.1,b0340,1,281,0.1036692701475966,0.1036692701475958,7.910339050454239e-16,0,4603.280270401982
-0.1,b2988,2,281,0.1036692701475966,0.1036692701475958,7.910339050454239e-16,0,4603.280270401982
-0.1,b2883,1,281,0.1036692701475966,0.1036692701475958,7.910339050454239e-16,0,4603.280270401982
-0.1,b1098,1,541,0.1036692701475966,-1.716739260047416e-16,0.1036692701475968,1,2181.8602482534898
-0.1,b0888,1,300,0.1036692701475966,0.1036692701476006,-3.95516952522712e-15,0,5168.2836066993605
-0.1,b2690,7,300,0.1036692701475966,0.1036692701476032,-6.550315845288424e-15,0,5168.283606699362
-0.1,b0688,1,300,0.1036692701475966,0.1036692701476032,-6.550315845288424e-15,0,5168.283606699362
-0.1,b1317,1,300,0.1036692701475966,0.1036692701476032,-6.550315845288424e-15,0,5168.283606699362
-0.1,b2168,1,300,0.1036692701475966,0.1036692701476032,-6.550315845288424e-15,0,5168.283606699362
-0.1,b2687,1,510,0.1036692701475966,4.463522076123283e-15,0.1036692701475922,1,4629.070162004791
-0.1,b3581,1,300,0.1036692701475966,0.103669270147603,-6.411537967210279e-15,0,5168.283606699351
-0.1,b4196,1,300,0.1036692701475966,0.1036692701474916,1.0506873149296325e-13,0,5168.283606699271
-0.1,b3582,1,300,0.1036692701475966,0.1036692701474916,1.0506873149296325e-13,0,5168.283606699271
-0.1,b4197,1,300,0.1036692701475966,0.1036692701474916,1.0506873149296325e-13,0,5168.283606699271
-0.1,b3575,1,300,0.1036692701475966,0.1036692701474916,1.0506873149296325e-13,0,5168.283606699271
-0.1,b0312,2,300,0.1036692701475966,0.1036692701474916,1.0506873149296325e-13,0,5168.283606699271
-0.1,b0403,5,300,0.1036692701475966,0.1036692701474916,1.0506873149296325e-13,0,5168.283606699271
-0.1,b0207,2,300,0.1036692701475966,0.1036692701474916,1.0506873149296325e-13,0,5168.283606699271
-0.1,b3012,2,300,0.1036692701475966,0.1036692701474916,1.0506873149296325e-13,0,5168.283606699271
-0.1,b3962,1,300,0.1036692701475966,0.1036692701474916,1.0506873149296325e-13,0,5168.283606699271
-0.1,b2764,4,510,0.1036692701475966,-1.716739260047416e-16,0.1036692701475968,1,4629.070162005319
-0.1,b2763,4,510,0.1036692701475966,0.0,0.1036692701475966,1,4629.0701620049895
-0.1,b0937,2,300,0.1036692701475966,0.1036692701475931,3.497202527569243e-15,0,5168.283606699349
-0.1,b2563,1,300,0.1036692701475966,0.1036692701474916,1.0506873149296325e-13,0,5168.283606699271
-0.1,b3475,1,300,0.1036692701475966,0.1036692701474916,1.0506873149296325e-13,0,5168.283606699271
-0.1,b2507,2,510,0.1036692701475966,8.58369630023708e-17,0.1036692701475965,1,4629.070162005318
-0.1,b1982,1,303,0.1036692701475966,0.1036692701476358,-3.9218628344883655e-14,0,5168.0469289578
-0.1,b3360,1,510,0.1036692701475966,-1.0952796479102518e-13,0.1036692701477061,1,4629.070162004529
-0.1,b1812,1,510,0.1036692701475966,1.494474676758123e-27,0.1036692701475966,1,4629.070162004984
-0.1,b1096,2,510,0.1036692701475966,1.494474676758123e-27,0.1036692701475966,1,4629.070162004984
-0.1,b4039,2,510,0.1036692701475966,0.0,0.1036692701475966,1,4629.070162004917
-0.1,b2416,21,295,0.1036692701475966,0.1036692701475633,3.3348324102178146e-14,0,4400.459256563056
-0.1,b1200,1,295,0.1036692701475966,0.1036692701476358,-3.9135361618036774e-14,0,4400.459256562788
-0.1,b2415,21,295,0.1036692701475966,0.1036692701476358,-3.9135361618036774e-14,0,4400.459256562788
-0.1,b1199,1,295,0.1036692701475966,0.1036692701476358,-3.9135361618036774e-14,0,4400.459256562788
-0.1,b1198,1,295,0.1036692701475966,0.1036692701476358,-3.9135361618036774e-14,0,4400.459256562788
-0.1,b0171,1,450,0.1036692701475966,1.2202138052245304e-16,0.1036692701475965,1,4616.586683593245
-0.1,b4477,1,287,0.1036692701475966,0.1036692701476524,-5.5760951411798494e-14,0,4403.959257103003
-0.1,b2498,1,287,0.1036692701475966,0.1036692701475389,5.773159728050814e-14,0,4403.959257103444
-0.1,b2780,1,472,0.1036692701475966,1.105167359934563e-16,0.1036692701475965,1,4481.983763258281
-0.1,b0087,1,472,0.1036692701475966,0.0,0.1036692701475966,1,4481.983763258368
-0.1,b0090,1,472,0.1036692701475966,0.0,0.1036692701475966,1,4481.983763258368
-0.1,b3946,1,284,0.1036692701475966,0.1036692701476032,-6.591949208711867e-15,0,4455.177996663824
-0.1,b0825,1,284,0.1036692701475966,0.1036692701474848,1.1179945857975326e-13,0,4455.177996664273
-0.1,b3619,1,284,0.1036692701475966,0.1036692701474848,1.1179945857975326e-13,0,4455.177996664273
-0.1,b4267,2,284,0.1036692701475966,0.1036692701474848,1.1179945857975326e-13,0,4455.177996664273
-0.1,b1033,4,284,0.1036692701475966,0.1036692701474848,1.1179945857975326e-13,0,4455.177996664273
-0.1,b3957,1,472,0.1036692701475966,-9.569748599090248e-16,0.1036692701475976,1,4481.983763258412
-0.1,b1623,2,284,0.1036692701475966,0.1036692701475933,3.3584246494910985e-15,0,4455.177996663866
-0.1,b3665,1,284,0.1036692701475966,0.1036692701474848,1.1179945857975326e-13,0,4455.177996664273
-0.1,b4177,1,472,0.1036692701475966,-5.6621012544617304e-14,0.1036692701476532,1,4481.983763258428
-0.1,b0677,1,284,0.1036692701475966,0.1036692701475623,3.429201367310952e-14,0,4455.177996663978
-0.1,b0828,1,284,0.1036692701475966,0.103669270147442,1.546540673302843e-13,0,4455.177996664416
-0.1,b1767,1,284,0.1036692701475966,0.103669270147442,1.546540673302843e-13,0,4455.177996664416
-0.1,b0674,2,472,0.1036692701475966,4.4206752566228754e-16,0.1036692701475962,1,4481.983763258477
-0.1,b3744,1,286,0.1036692701475966,0.1036692701475978,-1.1379786002407857e-15,0,4454.184933665118
-0.1,b4245,1,472,0.1036692701475966,-7.974790499241872e-16,0.1036692701475974,1,4481.983763258357
-0.1,b4244,1,472,0.1036692701475966,0.0,0.1036692701475966,1,4481.983763258282
-0.1,b0029,2,472,0.1036692701475966,0.0,0.1036692701475966,1,4481.983763258282
-0.1,b1092,1,450,0.1036692701475966,1.742913837282355e-15,0.1036692701475949,1,4616.586683593237
-0.1,b3809,1,456,0.1036692701475966,-1.9642835004640644e-16,0.1036692701475968,1,4579.557262482625
-0.1,b0031,1,456,0.1036692701475966,0.0,0.1036692701475966,1,4579.557262482625
-0.1,b0003,2,461,0.1036692701475966,-1.965890172211497e-15,0.1036692701475986,1,4226.54647543931
-0.1,b1748,3,461,0.1036692701475966,0.0,0.1036692701475966,1,4226.546475439316
