gene_id,gene_name,n_gpr_rxns,b_wt,b_ko,delta_b,y_essential,kV,L1,solve_src
b1062,pyrC,1,0.3983895354016796,-0.0,0.3983895354016796,1,3825.6242813032113,398.2978727387232,ok
b1281,pyrF,1,0.3983895354016796,-0.0,0.3983895354016796,1,3825.624281303221,398.2978727387232,ok
b0720,gltA,1,0.3983895354016796,-0.0,0.3983895354016796,1,3737.465934314321,409.0909094999999,ok
b1136,icd,1,0.3983895354016796,-0.0,0.3983895354016796,1,3737.465934314323,409.0909095000002,ok
b0351,mhpF,1,0.3983895354016796,0.3983895354016795,5.551115123125783e-17,0,0.0,738.4130726704738,ok
b1241,adhE,3,0.3983895354016796,0.3983895354016801,-4.996003610813204e-16,0,0.0,738.4130726704773,ok
b4069,acs,2,0.3983895354016796,0.3983895354016796,-5.551115123125783e-17,0,0.0,738.4130726704907,ok
b4226,ppa,1,0.3983895354016796,-0.0,0.3983895354016796,1,3825.624281303204,398.29787273872336,ok
b2502,ppx,2,0.3983895354016796,-0.0,0.3983895354016796,1,3825.624281303165,398.2978727387234,ok
b2744,umpG,14,0.3983895354016796,-0.0,0.3983895354016796,1,3825.624281303198,398.2978727387234,ok
b3403,pck,1,0.3983895354016796,0.3983895354016796,0.0,0,0.0,738.4130726704809,ok
b1479,maeA,1,0.3983895354016796,0.3983895354016796,0.0,0,0.0,738.4130726704811,ok
b1190,dadX,1,0.3983895354016796,-0.0,0.3983895354016796,1,3825.624281303134,398.2978727387237,ok
b4053,alr,1,0.3983895354016796,-0.0,0.3983895354016796,1,3825.624281303134,398.2978727387237,ok
b2379,alaC,1,0.3983895354016796,0.3983895354016795,5.551115123125783e-17,0,0.1611944992027762,738.6448732309583,ok
b2290,alaA,1,0.3983895354016796,0.3983895354016795,5.551115123125783e-17,0,0.1611944992027762,738.6448732309583,ok
b3564,xylB,2,0.3983895354016796,0.3983895354016796,0.0,0,0.0,738.4130726704814,ok
b0063,araB,3,0.3983895354016796,0.3983895354016796,0.0,0,0.0,738.4130726704768,ok
b3752,rbsK,1,0.3983895354016796,0.3983895354016795,5.551115123125783e-17,0,0.0,738.4130726704823,ok
b3926,glpK,1,0.3983895354016796,0.3983895354016795,5.551115123125783e-17,0,0.0,738.4130726704743,ok
b4383,deoB,2,0.3983895354016796,0.3983873991197075,2.1362819720427417e-06,0,5.25147113130675e-07,738.4131348029072,ok
b0928,aspC,4,0.3983895354016796,-0.0,0.3983895354016796,1,3825.624281303149,398.2978727387237,ok
b3925,glpX,1,0.3983895354016796,0.3983895354016796,0.0,0,0.0,738.4130726704811,ok
b2930,yggF,1,0.3983895354016796,0.3983895354016796,0.0,0,0.0,738.4130726704811,ok
b4232,fbp,1,0.3983895354016796,0.3983895354016796,0.0,0,0.0,738.4130726704811,ok
b3697,yidA,6,0.3983895354016796,0.3983895354016796,0.0,0,0.0,738.4130726704808,ok
b3430,glgC,1,0.3983895354016796,0.3983895354016804,-8.326672684688674e-16,0,0.0,738.4130726704876,ok
b1676,pykF,1,0.3983895354016796,0.3983895354016796,0.0,0,0.0,738.4130726704728,ok
b1854,pykA,5,0.3983895354016796,0.3983895354016802,-6.106226635438361e-16,0,0.0378643675148368,738.4130726704934,ok
b3197,kdsD,1,0.3983895354016796,-0.0,0.3983895354016796,1,3825.6242813031567,398.2978727387234,ok
b2708,gutQ,1,0.3983895354016796,-0.0,0.3983895354016796,1,3825.6242813031567,398.2978727387234,ok
b0072,leuC,2,0.3983895354016796,-0.0,0.3983895354016796,1,3825.624281303213,398.2978727387232,ok
b0071,leuD,2,0.3983895354016796,-0.0,0.3983895354016796,1,3825.624281303213,398.2978727387232,ok
b3671,ilvB,2,0.3983895354016796,-0.0,0.3983895354016796,1,3825.624281303216,398.2978727387233,ok
b3670,ilvN,2,0.3983895354016796,-0.0,0.3983895354016796,1,3825.624281303216,398.2978727387233,ok
b0078,ilvH,2,0.3983895354016796,-0.0,0.3983895354016796,1,3825.624281303216,398.2978727387233,ok
b0077,ilvI,2,0.3983895354016796,-0.0,0.3983895354016796,1,3825.624281303216,398.2978727387233,ok
b0908,aroA,1,0.3983895354016796,-0.0,0.3983895354016796,1,3825.624281303242,398.2978727387234,ok
b1264,trpE,1,0.3983895354016796,-0.0,0.3983895354016796,1,3825.624281303207,398.2978727387232,ok
b1263,trpD,2,0.3983895354016796,-0.0,0.3983895354016796,1,3825.624281303217,398.2978727387233,ok
b2599,pheA,2,0.3983895354016796,-0.0,0.3983895354016796,1,3825.624281303254,398.2978727387231,ok
b2600,tyrA,2,0.3983895354016796,-0.0,0.3983895354016796,1,3825.624281303254,398.2978727387231,ok
b2329,aroC,1,0.3983895354016796,-0.0,0.3983895354016796,1,3825.624281303152,398.2978727387237,ok
b1262,trpC,2,0.3983895354016796,-0.0,0.3983895354016796,1,3825.624281303217,398.2978727387233,ok
b2779,eno,1,0.3983895354016796,0.2269370199018385,0.171452515499841,0,2286.4158413874025,720.7155022761365,ok
b2097,fbaB,1,0.3983895354016796,0.3983895354016796,0.0,0,30.383920143540745,740.8438571831296,ok
b2925,fbaA,2,0.3983895354016796,0.392878393158331,0.0055111422433485,0,50.27700117548012,738.698057520558,ok
b0963,mgsA,1,0.3983895354016796,0.3983895354016799,-3.3306690738754696e-16,0,0.0,738.4130726704834,ok
b1702,ppsA,1,0.3983895354016796,0.3983895354016796,0.0,0,0.0,738.4130726704825,ok
b4025,pgi,1,0.3983895354016796,0.3810617436099104,0.0173277917917691,0,443.4797249689933,749.098310886191,ok
b2926,pgk,1,0.3983895354016796,0.142654556622403,0.2557349787792765,0,3280.468076033181,692.5874729807292,ok
b1850,eda,2,0.3983895354016796,0.3983895354016796,0.0,0,0.0,738.4130726704815,ok
b0767,pgl,1,0.3983895354016796,0.3939247349057719,0.0044648004959076,0,20.11763245819705,742.3103319581468,ok
b3386,rpe,1,0.3983895354016796,0.3954350507177431,0.0029544846839364,0,8.914884754408545,740.2829144734542,ok
b2464,talA,1,0.3983895354016796,0.3983895354016794,2.220446049250313e-16,0,0.0,738.4130726704785,ok
b0008,talB,1,0.3983895354016796,0.3983895354016794,2.220446049250313e-16,0,0.0,738.4130726704785,ok
b2465,tktB,2,0.3983895354016796,-0.0,0.3983895354016796,1,3825.624281303139,398.2978727387237,ok
b2935,tktA,2,0.3983895354016796,-0.0,0.3983895354016796,1,3825.624281303139,398.2978727387237,ok
b0678,nagB,1,0.3983895354016796,0.3983895354016799,-3.3306690738754696e-16,0,0.0,738.413072670485,ok
b1478,adhP,2,0.3983895354016796,0.3983895354016796,0.0,0,0.0,738.4130726704714,ok
b3011,yqhD,3,0.3983895354016796,0.3983895354016796,0.0,0,0.0,738.413072670472,ok
b3003,yghA,1,0.3983895354016796,0.3983895354016796,0.0,0,0.0,738.4130726704727,ok
b4269,ahr,2,0.3983895354016796,0.3983895354016796,0.0,0,0.0,738.413072670472,ok
b0493,ybbO,1,0.3983895354016796,0.3983895354016796,0.0,0,0.0,738.4130726704727,ok
b3588,aldB,2,0.3983895354016796,0.3983895354016796,0.0,0,0.0,738.413072670472,ok
b3903,rhaA,2,0.3983895354016796,0.3983895354016796,0.0,0,0.0,738.4130726704799,ok
b3996,nudC,1,0.3983895354016796,0.3983895354016796,0.0,0,0.0,738.4130726704789,ok
b2411,ligA,1,0.3983895354016796,0.3983895354016796,0.0,0,0.0,738.4130726704789,ok
b0639,nadD,2,0.3983895354016796,-0.0,0.3983895354016796,1,3825.624281303212,398.2978727387233,ok
b4390,nadR,1,0.3983895354016796,0.3983895354016795,5.551115123125783e-17,0,0.0,738.4130726704793,ok
b2103,thiD,2,0.3983895354016796,-0.0,0.3983895354016796,1,3825.6242813031818,398.2978727387234,ok
b2418,pdxK,4,0.3983895354016796,0.3983895354016795,5.551115123125783e-17,0,0.0,738.4130726704748,ok
b3831,udp,1,0.3983895354016796,0.3983895354016792,3.3306690738754696e-16,0,0.0,738.4130726704884,ok
b4384,deoD,7,0.3983895354016796,0.3983873991197088,2.1362819708214964e-06,0,5.251471227814437e-07,738.4131348029306,ok
b3073,patA,1,0.3983895354016796,0.3983895354016801,-4.996003610813204e-16,0,0.0,738.4130726704774,ok
b3008,metC,2,0.3983895354016796,-0.0,0.3983895354016796,1,3825.624281303244,398.29787273872296,ok
b3708,tnaA,3,0.3983895354016796,0.3981641182067771,0.0002254171949024,0,0.00813874182984,738.3947326637866,ok
b1134,nudJ,3,0.3983895354016796,0.3983895354016787,8.881784197001252e-16,0,0.0,738.41307267046,ok
b3614,yibQ,3,0.3983895354016796,0.3983895354016795,5.551115123125783e-17,0,0.0,738.4130726704836,ok
b3642,pyrE,1,0.3983895354016796,-0.0,0.3983895354016796,1,3825.62428130324,398.2978727387232,ok
b0415,ribE,1,0.3983895354016796,-0.0,0.3983895354016796,1,3825.624281303233,398.2978727387237,ok
b3771,ilvD,2,0.3983895354016796,-0.0,0.3983895354016796,1,3825.624281303216,398.2978727387233,ok
b3885,yihX,1,0.3983895354016796,0.3983895354016796,0.0,0,0.0,738.4130726704822,ok
b2293,yfbT,8,0.3983895354016796,0.3983895354016796,0.0,0,0.0,738.4130726704705,ok
b3114,tdcE,2,0.3983895354016796,0.3983895354016795,5.551115123125783e-17,0,0.0,738.4130726704736,ok
b3951,pflD,1,0.3983895354016796,0.3983895354016795,5.551115123125783e-17,0,0.0,738.4130726704827,ok
b3952,pflC,1,0.3983895354016796,0.3983895354016795,5.551115123125783e-17,0,0.0,738.4130726704827,ok
b0902,pflA,2,0.3983895354016796,0.3983895354016795,5.551115123125783e-17,0,0.0,738.4130726704736,ok
b0903,pflB,2,0.3983895354016796,0.3983895354016795,5.551115123125783e-17,0,0.0,738.4130726704736,ok
b2579,grcA,2,0.3983895354016796,0.3983895354016795,5.551115123125783e-17,0,0.0,738.4130726704736,ok
b4154,frdA,2,0.3983895354016796,0.3983895354016796,0.0,0,0.0,738.4130726704817,ok
b4151,frdD,2,0.3983895354016796,0.3983895354016796,0.0,0,0.0,738.4130726704817,ok
b4153,frdB,2,0.3983895354016796,0.3983895354016796,0.0,0,0.0,738.4130726704817,ok
b4152,frdC,2,0.3983895354016796,0.3983895354016796,0.0,0,0.0,738.4130726704817,ok
b0871,poxB,1,0.3983895354016796,0.3983895354016795,5.551115123125783e-17,0,0.0,738.4130726704817,ok
b2458,eutD,1,0.3983895354016796,0.305199964099007,0.0931895713026725,0,1228.2654366772383,716.4752588655122,ok
b2297,pta,2,0.3983895354016796,0.305199964099007,0.0931895713026725,0,1228.265436678554,716.4752588655217,ok
b3115,tdcD,2,0.3983895354016796,0.305199964099007,0.0931895713026725,0,1228.2654366786587,716.4752588655217,ok
b2296,ackA,1,0.3983895354016796,0.305199964099007,0.0931895713026725,0,1228.2654366772383,716.4752588655122,ok
b1849,purT,2,0.3983895354016796,0.305199964099007,0.0931895713026725,0,1228.2654784615784,716.4752588655217,ok
b3633,waaA,2,0.3983895354016796,-0.0,0.3983895354016796,1,3825.624281303161,398.2978727387234,ok
b0174,ispU,1,0.3983895354016796,-0.0,0.3983895354016796,1,3825.62428130328,398.2978727387229,ok
b0524,lpxH,1,0.3983895354016796,-0.0,0.3983895354016796,1,3825.6242813031554,398.2978727387234,ok
b0182,lpxB,1,0.3983895354016796,-0.0,0.3983895354016796,1,3825.624281303176,398.2978727387234,ok
b0915,lpxK,1,0.3983895354016796,-0.0,0.3983895354016796,1,3825.6242813031554,398.2978727387234,ok
b0099,mutT,3,0.3983895354016796,-0.0,0.3983895354016796,1,3825.6242813032377,398.2978727387231,ok
b2781,mazG,8,0.3983895354016796,0.3983895354016796,-5.551115123125783e-17,0,0.0,738.4130726704828,ok
b0160,dgt,2,0.3983895354016796,0.3983895354016786,9.43689570931383e-16,0,0.0,738.413072670468,ok
b1800,dmlA,2,0.3983895354016796,-0.0,0.3983895354016796,1,3825.624281303218,398.2978727387232,ok
b0073,leuB,1,0.3983895354016796,-0.0,0.3983895354016796,1,3825.624281303212,398.2978727387232,ok
b0523,purE,1,0.3983895354016796,-0.0,0.3983895354016796,1,3825.624281303181,398.29787273872313,ok
b1131,purB,2,0.3983895354016796,-0.0,0.3983895354016796,1,3825.6242813033737,398.2978727387223,ok
b2407,xapA,5,0.3983895354016796,0.3983895354016795,5.551115123125783e-17,0,0.0,738.4130726704873,ok
b2234,nrdA,4,0.3983895354016796,0.3983895354016795,5.551115123125783e-17,0,0.0,738.413072670473,ok
b2235,nrdB,4,0.3983895354016796,0.3983895354016795,5.551115123125783e-17,0,0.0,738.413072670473,ok
b3781,trxA,10,0.3983895354016796,0.3983895354016795,5.551115123125783e-17,0,0.0486041195762171,738.5116669093338,ok
b2582,trxC,10,0.3983895354016796,0.3983895354016795,5.551115123125783e-17,0,0.0486041195762171,738.5116669093338,ok
b2827,thyA,1,0.3983895354016796,-0.0,0.3983895354016796,1,3825.624281303221,398.297872738723,ok
b1238,tdk,2,0.3983895354016796,0.3983895354016792,3.3306690738754696e-16,0,0.0,738.4130726704798,ok
b3639,dfp,2,0.3983895354016796,-0.0,0.3983895354016796,1,3825.624281303226,398.2978727387232,ok
b1232,purU,1,0.3983895354016796,0.3983895354016796,0.0,0,0.0,738.4130726704759,ok
b1851,edd,1,0.3983895354016796,0.3983895354016795,5.551115123125783e-17,0,0.0,738.4130726704827,ok
b1693,aroD,1,0.3983895354016796,-0.0,0.3983895354016796,1,3825.6242813031927,398.2978727387233,ok
b4146,epmB,1,0.3983895354016796,0.3983895354016796,0.0,0,0.0,738.4130726704803,ok
b1109,ndh,3,0.3983895354016796,0.3983895354016795,5.551115123125783e-17,0,0.0,738.4130726704705,ok
b1004,wrbA,3,0.3983895354016796,0.3983895354016795,5.551115123125783e-17,0,0.0,738.4130726704705,ok
b0046,kefF,3,0.3983895354016796,0.3983895354016795,5.551115123125783e-17,0,0.0,738.4130726704705,ok
b3713,yieF,3,0.3983895354016796,0.3983895354016795,5.551115123125783e-17,0,0.0,738.4130726704705,ok
b3236,mdh,1,0.3983895354016796,0.3837328646302962,0.0146566707713833,0,22.53097837838336,732.6980726130655,ok
b4122,fumB,2,0.3983895354016796,0.3687869171550317,0.0296026182466478,0,444.5809687218448,737.1567692473232,ok
b1611,fumC,1,0.3983895354016796,0.3687869171550317,0.0296026182466478,0,444.58096872174576,737.15676924732,ok
b1612,fumA,1,0.3983895354016796,0.3687869171550317,0.0296026182466478,0,444.58096872174576,737.15676924732,ok
b1638,pdxH,2,0.3983895354016796,0.3983895354016804,-7.771561172376101e-16,0,0.0,738.4130726704882,ok
b0907,serC,3,0.3983895354016796,-0.0,0.3983895354016796,1,3825.6242813031263,398.2978727387235,ok
b1210,hemA,1,0.3983895354016796,-0.0,0.3983895354016796,1,3825.62428130328,398.29787273872273,ok
b3429,glgA,1,0.3983895354016796,0.3983895354016804,-8.326672684688674e-16,0,0.0,738.4130726704874,ok
b3417,malP,5,0.3983895354016796,0.3983895354016795,5.551115123125783e-17,0,0.0,738.4130726704831,ok
b3428,glgP,2,0.3983895354016796,0.3983895354016804,-8.326672684688674e-16,0,0.0,738.4130726704874,ok
b0428,cyoE,1,0.3983895354016796,0.3983895354016796,0.0,0,0.0,738.4130726704803,ok
b0120,speD,1,0.3983895354016796,0.3983895354016796,0.0,0,0.0,738.4130726704811,ok
b2937,speB,1,0.3983895354016796,0.3983895354016797,-1.6653345369377348e-16,0,0.0,738.4130726704748,ok
b4117,adiA,1,0.3983895354016796,0.3983895354016796,0.0,0,0.0,738.4130726704822,ok
b3172,argG,1,0.3983895354016796,-0.0,0.3983895354016796,1,3825.624281303325,398.2978727387223,ok
b3958,argC,1,0.3983895354016796,-0.0,0.3983895354016796,1,3825.624281303075,398.2978727387239,ok
b0121,speE,2,0.3983895354016796,0.3983895354016796,0.0,0,0.0,738.4130726704811,ok
b0154,hemL,1,0.3983895354016796,-0.0,0.3983895354016796,1,3825.624281303288,398.2978727387229,ok
b0918,kdsB,1,0.3983895354016796,-0.0,0.3983895354016796,1,3825.624281303164,398.2978727387234,ok
b4322,uxuA,1,0.3983895354016796,0.3983895354016796,0.0,0,0.0,738.4130726704776,ok
b3091,uxaA,1,0.3983895354016796,0.3983895354016796,0.0,0,0.0,738.4130726704803,ok
b3092,uxaC,2,0.3983895354016796,0.3983895354016796,0.0,0,0.0,738.4130726704816,ok
b3176,glmM,1,0.3983895354016796,-0.0,0.3983895354016796,1,3825.6242813031945,398.29787273872313,ok
b3730,glmU,2,0.3983895354016796,-0.0,0.3983895354016796,1,3825.624281303184,398.2978727387234,ok
b3189,murA,1,0.3983895354016796,-0.0,0.3983895354016796,1,3825.624281303235,398.2978727387231,ok
b3967,murI,1,0.3983895354016796,-0.0,0.3983895354016796,1,3825.624281303162,398.2978727387234,ok
b3786,wecB,1,0.3983895354016796,0.3983895354016797,-1.1102230246251563e-16,0,0.0,738.4130726704811,ok
b2323,fabB,13,0.3983895354016796,-0.0,0.3983895354016796,1,3825.6242813031768,398.2978727387233,ok
b2232,ubiG,2,0.3983895354016796,0.3983895354016796,0.0,0,0.0,738.4130726704808,ok
b0593,entC,1,0.3983895354016796,0.3983895354016796,0.0,0,0.0,738.4130726704814,ok
b0142,folK,1,0.3983895354016796,-0.0,0.3983895354016796,1,3825.624281303192,398.2978727387235,ok
b3634,coaD,1,0.3983895354016796,-0.0,0.3983895354016796,1,3825.624281303243,398.297872738723,ok
b0394,mak,1,0.3983895354016796,0.3983895354016804,-7.771561172376101e-16,0,0.0,738.4130726704873,ok
b0173,dxr,1,0.3983895354016796,-0.0,0.3983895354016796,1,3825.6242813031686,398.2978727387234,ok
b3843,ubiD,1,0.3983895354016796,-0.0,0.3983895354016796,1,3825.6242813030863,398.297872738724,ok
b0477,gsk,2,0.3983895354016796,0.3983895354016796,0.0,0,0.0,738.4130726704824,ok
b1302,puuE,3,0.3983895354016796,-0.0,0.3983895354016796,1,3825.624281303189,398.2978727387234,ok
b2662,gabT,3,0.3983895354016796,-0.0,0.3983895354016796,1,3825.624281303189,398.2978727387234,ok
b1525,sad,2,0.3983895354016796,0.3983895354016796,-5.551115123125783e-17,0,0.0,738.4130726704902,ok
b4139,aspA,1,0.3983895354016796,0.3983895354016796,0.0,0,0.0,738.4130726704802,ok
b3117,tdcB,2,0.3983895354016796,-0.0,0.3983895354016796,1,3825.624281303141,398.2978727387235,ok
b2797,sdaB,1,0.3983895354016796,0.3983895354016795,5.551115123125783e-17,0,0.0,738.4130726704911,ok
b1814,sdaA,1,0.3983895354016796,0.3983895354016795,5.551115123125783e-17,0,0.0,738.4130726704911,ok
b4471,tdcG,1,0.3983895354016796,0.3983895354016795,5.551115123125783e-17,0,0.0,738.4130726704911,ok
b3616,tdh,1,0.3983895354016796,0.3983895354016795,5.551115123125783e-17,0,0.0,738.4130726704831,ok
b3589,yiaY,1,0.3983895354016796,0.3983895354016795,5.551115123125783e-17,0,0.0,738.4130726704831,ok
b3774,ilvC,3,0.3983895354016796,-0.0,0.3983895354016796,1,3825.624281303176,398.29787273872336,ok
b0185,accA,1,0.3983895354016796,-0.0,0.3983895354016796,1,3825.624281303257,398.2978727387231,ok
b3256,accC,1,0.3983895354016796,-0.0,0.3983895354016796,1,3825.624281303257,398.2978727387231,ok
b3255,accB,1,0.3983895354016796,-0.0,0.3983895354016796,1,3825.624281303257,398.2978727387231,ok
b2316,accD,1,0.3983895354016796,-0.0,0.3983895354016796,1,3825.624281303257,398.2978727387231,ok
b2615,nadK,1,0.3983895354016796,-0.0,0.3983895354016796,1,3825.62428130324,398.2978727387234,ok
b2265,menF,1,0.3983895354016796,0.3983895354016799,-2.7755575615628914e-16,0,0.0,738.4130726704841,ok
b2261,menC,1,0.3983895354016796,0.3983895354016797,-1.1102230246251563e-16,0,0.0,738.413072670482,ok
b0596,entA,1,0.3983895354016796,0.3983895354016796,0.0,0,0.0,738.4130726704805,ok
b0595,entB,1,0.3983895354016796,0.3983895354016796,0.0,0,0.0,738.4130726704807,ok
b4198,ulaF,1,0.3983895354016796,0.3983895354016796,0.0,0,0.0,738.4130726704849,ok
b0061,araD,1,0.3983895354016796,0.3983895354016796,0.0,0,0.0,738.4130726704849,ok
b3583,sgbE,1,0.3983895354016796,0.3983895354016796,0.0,0,0.0,738.4130726704849,ok
b4374,yjjG,3,0.3983895354016796,0.3983895354016795,5.551115123125783e-17,0,0.0,738.4130726704827,ok
b0675,umpH,7,0.3983895354016796,0.3983895354016794,2.220446049250313e-16,0,0.0,738.4130726704811,ok
b2291,yfbR,6,0.3983895354016796,0.3983895354016795,5.551115123125783e-17,0,0.0,738.4130726704747,ok
b2361,yfdR,8,0.3983895354016796,0.3983895354016794,1.6653345369377348e-16,0,0.0,738.4130726704805,ok
b1651,gloA,1,0.3983895354016796,0.3983895354016796,0.0,0,0.0,738.4130726704626,ok
b0766,ybhA,2,0.3983895354016796,0.3983895354016795,5.551115123125783e-17,0,0.0,738.4130726704816,ok
b3826,yigL,6,0.3983895354016796,0.3983895354016796,0.0,0,0.0,738.4130726704814,ok
b0758,galT,1,0.3983895354016796,0.3983895354016796,0.0,0,0.0,738.4130726704732,ok
b0420,dxs,1,0.3983895354016796,-0.0,0.3983895354016796,1,3825.6242813032713,398.2978727387231,ok
b1208,ispE,1,0.3983895354016796,-0.0,0.3983895354016796,1,3825.6242813031686,398.2978727387234,ok
b2746,ispF,1,0.3983895354016796,-0.0,0.3983895354016796,1,3825.6242813031686,398.2978727387234,ok
b3526,kdgK,1,0.3983895354016796,0.3983895354016796,0.0,0,0.0,738.4130726704805,ok
b3565,xylA,2,0.3983895354016796,0.3983895354016795,1.1102230246251563e-16,0,0.0,738.4130726704649,ok
b2048,cpsG,1,0.3983895354016796,0.3983895354016804,-7.771561172376101e-16,0,0.0,738.4130726704877,ok
b4015,aceA,1,0.3983895354016796,0.3983895354016799,-3.3306690738754696e-16,0,0.0,738.413072670483,ok
b0116,lpd,3,0.3983895354016796,0.3256482470526846,0.0727412883489949,0,1666.3422014452312,722.5376034439746,ok
b2903,gcvP,1,0.3983895354016796,0.3982605222958947,0.0001290131057848,0,0.0203273482751781,738.4060303846071,ok
b2904,gcvH,1,0.3983895354016796,0.3982605222958947,0.0001290131057848,0,0.0203273482751781,738.4060303846071,ok
b2905,gcvT,1,0.3983895354016796,0.3982605222958947,0.0001290131057848,0,0.0203273482751781,738.4060303846071,ok
b0261,mmuM,2,0.3983895354016796,0.3983895354016789,7.2164496600635185e-16,0,0.0,738.4130726704796,ok
b0759,galE,1,0.3983895354016796,0.3983895354016796,0.0,0,0.0,738.413072670482,ok
