gene_id,n_gpr_rxns,n_changed,b_wt,b_ko,delta_b,y_essential,kV,gene_id_str,bnum,keio_call,gene_name_keio,COG_id,PEC,MG_Tn5,Score
b3197,1,448,0.9823718127269576,9.84917258097253e-15,0.9823718127269476,1,2294.7648846843026,b3197,b3197,N,kdsD,COG0794,,,
b2708,1,448,0.9823718127269576,0.0,0.9823718127269576,1,2294.7648846843485,b2708,b2708,N,gutQ,COG0794,,,
b1094,26,448,0.9823718127269576,0.0,0.9823718127269576,1,2294.7648846843485,b1094,b1094,E,acpP,COG0236,E,u,2.5
b1927,1,8,0.9823718127269576,0.9823718127269756,-1.7985612998927536e-14,0,7.325319749011334,b1927,b1927,N,amyA,COG0366,,,
b3571,1,8,0.9823718127269576,0.9823718127269756,-1.7985612998927536e-14,0,7.325319749011334,b3571,b3571,N,malS,COG0366,,,
b2901,1,8,0.9823718127269576,0.9823718127269756,-1.7985612998927536e-14,0,7.325319749011334,b2901,b2901,N,bglA,COG2723,,,
b1302,1,8,0.9823718127269576,0.9823718127269756,-1.7985612998927536e-14,0,7.325319749011334,b1302,b1302,N,puuE,COG0160,,,
b2662,1,8,0.9823718127269576,0.9823718127269756,-1.7985612998927536e-14,0,7.325319749011334,b2662,b2662,N,gabT,COG0160,,,
b1444,1,8,0.9823718127269576,0.9823718127269756,-1.7985612998927536e-14,0,7.325319749011334,b1444,b1444,N,ydcW,COG1012,,,
b2663,1,8,0.9823718127269576,0.9823718127269756,-1.7985612998927536e-14,0,7.325319749011334,b2663,b2663,N,gabP,COG1113,,,
b2222,3,8,0.9823718127269576,0.9823718127269756,-1.7985612998927536e-14,0,7.325319749011334,b2222,b2222,N,atoA,COG2057,,,
b2221,3,8,0.9823718127269576,0.9823718127269756,-1.7985612998927536e-14,0,7.325319749011334,b2221,b2221,N,atoD,COG1788,,,
b2224,1,453,0.9823718127269576,0.972036583110828,0.0103352296161296,0,55.5362236304923,b2224,b2224,N,atoB,COG0183,,,
b2342,8,453,0.9823718127269576,0.9720365831108332,0.0103352296161244,0,55.53622363049132,b2342,b2342,N,yfcY,COG0183,,,
b2223,3,8,0.9823718127269576,0.9823718127269888,-3.11972669919669e-14,0,7.325319749011379,b2223,b2223,N,atoE,COG2031,,,
b1241,2,8,0.9823718127269576,0.9823718127269568,6.661338147750939e-16,0,7.325319749011216,b1241,b1241,N,adhE,COG1012,,,
b0351,1,8,0.9823718127269576,0.9823718127269568,6.661338147750939e-16,0,7.325319749011216,b0351,b0351,N,mhpF,COG0119,,,
b1463,1,4,0.9823718127269576,0.982371812726986,-2.8643754035329045e-14,0,1.9196475663799805e-07,b1463,b1463,N,nhoA,COG2162,,,
b1993,2,4,0.9823718127269576,0.9823718127269776,-2.009503674571533e-14,0,1.919647566707296e-07,b1993,b1993,N,cobU,COG2087,,,
b2316,1,448,0.9823718127269576,-1.0868281842647202e-15,0.9823718127269586,1,4471.82823455367,b2316,b2316,E,accD,COG0777,E,u,2
b3255,1,448,0.9823718127269576,0.0,0.9823718127269576,1,4471.8282345537,b3255,b3255,E,accB,COG0511,E,u,2.5
b0185,1,448,0.9823718127269576,0.0,0.9823718127269576,1,4471.8282345537,b0185,b0185,E,accA,COG0825,E,u,3
b3256,1,448,0.9823718127269576,0.0,0.9823718127269576,1,4471.8282345537,b3256,b3256,E,accC,COG0439,E,u,2.5
b4069,2,12,0.9823718127269576,0.9823718127269988,-4.1411318818518345e-14,0,2.620275661432798,b4069,b4069,N,acs,COG0365,,,
b1119,1,12,0.9823718127269576,0.9823718127269864,-2.886579864025407e-14,0,2.620275661434037,b1119,b1119,N,ycfX,COG1940,,,
b3784,1,12,0.9823718127269576,0.9823718127269864,-2.886579864025407e-14,0,2.620275661434037,b3784,b3784,N,rfe,COG0472,,,
b2415,18,418,0.9823718127269576,0.9720026781193548,0.0103691346076026,0,434.2625694412876,b2415,b2415,N,ptsH,COG1925,,,
b0679,1,12,0.9823718127269576,0.9823718127269896,-3.219646771412954e-14,0,2.620275661434161,b0679,b0679,N,nagE,COG1263,,,
b1101,2,418,0.9823718127269576,0.9720026781193573,0.0103691346076003,0,434.2625694412876,b1101,b1101,N,ptsG,COG1263,,,
b2417,6,418,0.9823718127269576,0.97200267811936,0.0103691346075973,0,434.2625694412885,b2417,b2417,N,crr,COG2190,,,
b2416,19,418,0.9823718127269576,0.97200267811936,0.0103691346075973,0,434.2625694412885,b2416,b2416,N,ptsI,COG1080,,,
b3959,1,443,0.9823718127269576,3.9571471317105687e-16,0.9823718127269572,1,6761.729723799755,b3959,b3959,N,argB,COG0548,,,
b2818,1,443,0.9823718127269576,0.0,0.9823718127269576,1,6761.729723799782,b2818,b2818,N,argA,COG0548,,,
b0078,2,443,0.9823718127269576,-2.839444777958404e-15,0.9823718127269604,1,6761.729723799804,b0078,b0078,N,ilvH,COG0440,,,
b3670,2,443,0.9823718127269576,0.0,0.9823718127269576,1,6761.729723799782,b3670,b3670,N,ilvN,COG0440,,,
b3671,2,443,0.9823718127269576,0.0,0.9823718127269576,1,6761.729723799782,b3671,b3671,N,ilvB,COG0028,,,
b3115,2,4,0.9823718127269576,0.9823718127269788,-2.131628207280301e-14,0,1.9196475666139093e-07,b3115,b3115,N,tdcD,COG0282,,,
b1849,2,7,0.9823718127269576,0.982371812726982,-2.4535928844215963e-14,0,1.7612766430363094e-05,b1849,b1849,N,purT,COG0027,,,
b2296,1,7,0.9823718127269576,0.9823718127269748,-1.7319479184152442e-14,0,1.7612766430533768e-05,b2296,b2296,N,ackA,COG0282,,,
b2428,1,7,0.9823718127269576,0.9823718127269748,-1.7319479184152442e-14,0,1.7612766430533768e-05,b2428,b2428,N,yfeU,COG2103,,,
b3794,1,7,0.9823718127269576,0.9823718127269748,-1.7319479184152442e-14,0,1.7612766430533768e-05,b3794,b3794,N,rffM,COG1922,,,
b1818,5,416,0.9823718127269576,0.9720026781193442,0.0103691346076133,0,603.6849756733004,b1818,b1818,N,manY,COG3715,,,
b1817,5,416,0.9823718127269576,0.9720026781193424,0.0103691346076151,0,603.6849756733,b1817,b1817,N,manX,COG2893,,,
b2429,2,7,0.9823718127269576,0.982371812726974,-1.6431300764452317e-14,0,1.7612766430581283e-05,b2429,b2429,N,murP,COG1263,,,
b3225,1,7,0.9823718127269576,0.9823718127269748,-1.7319479184152442e-14,0,1.7612766430533768e-05,b3225,b3225,N,nanA,COG0329,,,
b0221,8,451,0.9823718127269576,0.9720365831108274,0.01033522961613,0,41.444660945664445,b0221,b0221,N,fadE,COG1960,,,
b1091,3,486,0.9823718127269576,-4.525453894013642e-16,0.982371812726958,1,5457.359978526321,b1091,b1091,N,fabH,COG0332,,,
b3957,2,486,0.9823718127269576,0.0,0.9823718127269576,1,5457.359978527025,b3957,b3957,N,argE,COG0624,,,
b3200,9,451,0.9823718127269576,-3.8685152166850486e-30,0.9823718127269576,1,4429.102430026585,b3200,b3200,E,yhbN,COG1934,u,u,1.5
b4261,9,451,0.9823718127269576,0.0,0.9823718127269576,1,4429.102430027073,b4261,b4261,E,yjgP,COG0795,u,u,2
b3201,9,451,0.9823718127269576,0.0,0.9823718127269576,1,4429.102430027073,b3201,b3201,N,yhbG,COG1137,,,
b3199,9,451,0.9823718127269576,0.0,0.9823718127269576,1,4429.102430027073,b3199,b3199,E,yrbK,COG3117,E,u,2.5
b1519,1,7,0.9823718127269576,0.9823718127269744,-1.6986412276764895e-14,0,1.7612766430229137e-05,b1519,b1519,N,tam,COG4106,,,
b1276,2,436,0.9823718127269576,-2.3389147472644374e-15,0.9823718127269598,1,6060.355243842241,b1276,b1276,N,acnA,COG1048,,,
b0118,3,436,0.9823718127269576,0.0,0.9823718127269576,1,6060.355243842234,b0118,b0118,N,acnB,COG1049,,,
b1748,2,436,0.9823718127269576,0.0,0.9823718127269576,1,6060.355243842234,b1748,b1748,N,astC,COG4992,,,
b3359,2,436,0.9823718127269576,0.0,0.9823718127269576,1,6060.355243842274,b3359,b3359,N,argD,COG4992,,,
b1090,7,7,0.9823718127269576,0.9823718127269826,-2.5091040356528535e-14,0,1.7612766430356995e-05,b1090,b1090,N,plsX,COG0416,,,
b3475,1,7,0.9823718127269576,0.9823718127269802,-2.2648549702353197e-14,0,1.7612766430402857e-05,b3475,b3475,N,acpT,COG2091,,,
b2563,1,7,0.9823718127269576,0.9823718127269802,-2.2648549702353197e-14,0,1.7612766430402857e-05,b2563,b2563,E,acpS,COG0736,E,u,3
b2578,2,7,0.9823718127269576,0.9823718127269802,-2.2648549702353197e-14,0,1.7612766430402857e-05,b2578,b2578,N,yfiK,COG1280,,,
b4067,2,7,0.9823718127269576,0.9823718127269802,-2.2648549702353197e-14,0,1.7612766430402857e-05,b4067,b4067,N,actP,COG4147,,,
b1623,2,7,0.9823718127269576,0.9823718127269802,-2.2648549702353197e-14,0,1.7612766430402857e-05,b1623,b1623,N,add,COG1816,,,
b1096,1,436,0.9823718127269576,-1.6244993518279647e-16,0.9823718127269576,1,6060.355243842179,b1096,b1096,N,pabC,COG0115,,,
b1812,2,436,0.9823718127269576,0.0,0.9823718127269576,1,6060.355243842239,b1812,b1812,N,pabB,COG0147,,,
b3360,1,436,0.9823718127269576,0.0,0.9823718127269576,1,6060.355243842239,b3360,b3360,N,pabA,COG0512,,,
b3665,1,7,0.9823718127269576,0.9823718127269728,-1.5432100042289676e-14,0,1.7612766430644106e-05,b3665,b3665,N,ade,COG1001,,,
b3654,3,7,0.9823718127269576,0.9823718127269752,-1.7652546091539992e-14,0,1.7612766430534984e-05,b3654,b3654,N,yicE,COG2233,,,
b3714,1,7,0.9823718127269576,0.9823718127269752,-1.7652546091539992e-14,0,1.7612766430534984e-05,b3714,b3714,N,yieG,COG2252,,,
b0474,13,442,0.9823718127269576,-1.7424712253592894e-14,0.9823718127269748,1,4228.213787698372,b0474,b0474,E,adk,COG0563,E,u,3
b0120,1,10,0.9823718127269576,0.9823718127269888,-3.11972669919669e-14,0,2.814571443515055e-06,b0120,b0120,N,speD,COG1586,,,
b3806,1,10,0.9823718127269576,0.9823718127269764,-1.887379141862766e-14,0,2.8145714437032525e-06,b3806,b3806,N,cyaA,COG3072,,,
b0030,5,10,0.9823718127269576,0.9823718127269764,-1.887379141862766e-14,0,2.8145714437032525e-06,b0030,b0030,N,rihC,COG1957,,,
b2393,7,10,0.9823718127269576,0.9823718127269764,-1.887379141862766e-14,0,2.8145714437032525e-06,b2393,b2393,N,nupC,COG1972,,,
b2406,6,10,0.9823718127269576,0.9823718127269764,-1.887379141862766e-14,0,2.8145714437032525e-06,b2406,b2406,N,xapB,COG0477,,,
b0411,7,10,0.9823718127269576,0.9823718127269764,-1.887379141862766e-14,0,2.8145714437032525e-06,b0411,b0411,N,tsx,COG3248,,,
b1992,1,10,0.9823718127269576,0.9823718127269764,-1.887379141862766e-14,0,2.8145714437032525e-06,b1992,b1992,N,cobS,COG0368,,,
b1709,3,10,0.9823718127269576,0.9823718127269764,-1.887379141862766e-14,0,2.8145714437032525e-06,b1709,b1709,N,btuD,COG4138,,,
b0158,3,10,0.9823718127269576,0.9823718127269764,-1.887379141862766e-14,0,2.8145714437032525e-06,b0158,b0158,N,btuF,COG0614,,,
b1711,3,10,0.9823718127269576,0.9823718127269764,-1.887379141862766e-14,0,2.8145714437032525e-06,b1711,b1711,N,btuC,COG4139,,,
b3966,3,10,0.9823718127269576,0.9823718127269764,-1.887379141862766e-14,0,2.8145714437032525e-06,b3966,b3966,N,btuB,COG4206,,,
b3005,10,10,0.9823718127269576,0.9823718127269764,-1.887379141862766e-14,0,2.8145714437032525e-06,b3005,b3005,N,exbD,COG0848,,,
b3006,10,10,0.9823718127269576,0.9823718127269764,-1.887379141862766e-14,0,2.8145714437032525e-06,b3006,b3006,N,exbB,COG0811,,,
b1252,10,10,0.9823718127269576,0.9823718127269764,-1.887379141862766e-14,0,2.8145714437032525e-06,b1252,b1252,N,tonB,COG0810,,,
b3397,1,10,0.9823718127269576,0.9823718127269764,-1.887379141862766e-14,0,2.8145714437032525e-06,b3397,b3397,N,nudE,COG0494,,,
b3034,1,10,0.9823718127269576,0.9823718127269764,-1.887379141862766e-14,0,2.8145714437032525e-06,b3034,b3034,N,nudF,COG0494,,,
b0469,1,4,0.9823718127269576,0.9823718127269764,-1.887379141862766e-14,0,1.919647566734779e-07,b0469,b0469,N,apt,COG0503,,,
b2750,1,436,0.9823718127269576,-7.063584573756516e-15,0.9823718127269646,1,6060.355243842139,b2750,b2750,N,cysC,COG0529,,,
b1131,2,436,0.9823718127269576,-4.1661684944416206e-14,0.9823718127269992,1,6060.355243842526,b1131,b1131,E,purB,COG0015,N,u,0
b4177,1,436,0.9823718127269576,2.8256256078802263e-14,0.9823718127269292,1,6060.355243842026,b4177,b4177,N,purA,COG0104,,,
b0677,1,4,0.9823718127269576,0.982371812726979,-2.153832667772804e-14,0,1.9196475666431145e-07,b0677,b0677,N,nagA,COG1820,,,
b0110,4,4,0.9823718127269576,0.9823718127269576,0.0,0,1.9196475673600763e-07,b0110,b0110,N,ampD,COG3023,,,
b2435,2,4,0.9823718127269576,0.9823718127269576,0.0,0,1.9196475673600763e-07,b2435,b2435,N,amiA,COG0860,,,
b4169,2,4,0.9823718127269576,0.9823718127269576,0.0,0,1.9196475673600763e-07,b4169,b4169,N,amiB,COG0860,,,
b1107,3,4,0.9823718127269576,0.9823718127269576,0.0,0,1.9196475673600763e-07,b1107,b1107,N,nagZ,COG1472,,,
b0433,3,4,0.9823718127269576,0.9823718127269576,0.0,0,1.9196475673600763e-07,b0433,b0433,N,ampG,COG0477,,,
b3619,1,4,0.9823718127269576,0.9823718127269576,0.0,0,1.9196475673600763e-07,b3619,b3619,N,rfaD,COG0451,,,
b2937,1,4,0.9823718127269576,0.9823718127269576,0.0,0,1.9196475673600763e-07,b2937,b2937,N,speB,COG0010,,,
b3018,7,436,0.9823718127269576,1.5335108658895002e-15,0.982371812726956,1,6060.355243842067,b3018,b3018,E,plsC,COG0204,E,u,3
b3958,1,436,0.9823718127269576,0.0,0.9823718127269576,1,6060.355243842265,b3958,b3958,N,argC,COG0002,,,
b0575,2,4,0.9823718127269576,0.9823718127269766,-1.9095836023552686e-14,0,1.91964756676286e-07,b0575,b0575,N,cusA,COG3696,,,
b0572,2,4,0.9823718127269576,0.982371812726967,-9.547918011776346e-15,0,1.919647567080722e-07,b0572,b0572,N,cusC,COG1538,,,
b0574,2,4,0.9823718127269576,0.982371812726967,-9.547918011776346e-15,0,1.919647567080722e-07,b0574,b0574,N,cusB,COG0845,,,
b4006,2,436,0.9823718127269576,-2.2818453602789243e-14,0.9823718127269804,1,6060.355243842366,b4006,b4006,N,purH,COG0138,,,
b0522,1,436,0.9823718127269576,-1.4123728937908902e-15,0.982371812726959,1,6060.355243842244,b0522,b0522,N,purK,COG0026,,,
b0523,1,436,0.9823718127269576,7.815359675938674e-15,0.9823718127269496,1,6060.355243842182,b0523,b0523,N,purE,COG0041,,,
b0727,1,410,0.9823718127269576,0.977722339631274,0.0046494730956836,0,97.2549595824836,b0727,b0727,N,sucB,COG0508,,,
b0116,3,417,0.9823718127269576,0.9539511626708428,0.0284206500561148,0,793.2259527974312,b0116,b0116,N,lpd,COG1249,,,
b0726,1,410,0.9823718127269576,0.9777223396312756,0.0046494730956818,0,97.25495958248342,b0726,b0726,N,sucA,COG0567,,,
b2587,1,4,0.9823718127269576,0.9823718127269636,-6.217248937900877e-15,0,1.9196475672671946e-07,b2587,b2587,N,kgtP,COG0477,,,
b1488,1,4,0.9823718127269576,0.9823718127269916,-3.397282455352979e-14,0,1.919647566158079e-07,b1488,b1488,N,ddpX,COG2173,,,
b3542,3,4,0.9823718127269576,0.9823718127269916,-3.397282455352979e-14,0,1.919647566158079e-07,b3542,b3542,N,dppC,COG1173,,,
b1486,1,4,0.9823718127269576,0.9823718127269916,-3.397282455352979e-14,0,1.919647566158079e-07,b1486,b1486,N,ddpB,COG0601,,,
b1485,1,4,0.9823718127269576,0.9823718127269916,-3.397282455352979e-14,0,1.919647566158079e-07,b1485,b1485,N,ddpC,COG1173,,,
b3543,3,4,0.9823718127269576,0.9823718127269916,-3.397282455352979e-14,0,1.919647566158079e-07,b3543,b3543,N,dppB,COG0601,,,
b3541,3,4,0.9823718127269576,0.9823718127269916,-3.397282455352979e-14,0,1.919647566158079e-07,b3541,b3541,N,dppD,COG0444,,,
b1484,1,4,0.9823718127269576,0.9823718127269916,-3.397282455352979e-14,0,1.919647566158079e-07,b1484,b1484,N,ddpD,COG0444,,,
b3540,3,4,0.9823718127269576,0.9823718127269916,-3.397282455352979e-14,0,1.919647566158079e-07,b3540,b3540,N,dppF,COG4608,,,
b3544,3,4,0.9823718127269576,0.9823718127269916,-3.397282455352979e-14,0,1.919647566158079e-07,b3544,b3544,N,dppA,COG0747,,,
b1483,1,4,0.9823718127269576,0.9823718127269916,-3.397282455352979e-14,0,1.919647566158079e-07,b1483,b1483,N,ddpF,COG1124,,,
b1487,1,4,0.9823718127269576,0.9823718127269916,-3.397282455352979e-14,0,1.919647566158079e-07,b1487,b1487,N,ddpA,COG0747,,,
b0092,1,436,0.9823718127269576,5.672510427483092e-16,0.982371812726957,1,6060.355243842387,b0092,b0092,N,ddlB,COG1181,,,
b0381,1,436,0.9823718127269576,0.0,0.9823718127269576,1,6060.355243842297,b0381,b0381,N,ddlA,COG1181,,,
b1190,1,436,0.9823718127269576,1.0942524102884077e-15,0.9823718127269564,1,6060.355243842379,b1190,b1190,N,dadX,COG0787,,,
b4053,1,436,0.9823718127269576,0.0,0.9823718127269576,1,6060.355243842241,b4053,b4053,N,alr,COG0787,,,
b2551,6,415,0.9823718127269576,0.9683593276136148,0.0140124851133427,0,41.267120724119735,b2551,b2551,N,glyA,COG0112,,,
b0870,4,4,0.9823718127269576,0.9823718127269728,-1.532107773982716e-14,0,1.9196475668033424e-07,b0870,b0870,N,ltaE,COG2008,,,
b2379,1,7,0.9823718127269576,0.9823718127269916,-3.397282455352979e-14,0,2.921383118384923,b2379,b2379,N,yfdZ,COG0436,,,
b2290,1,7,0.9823718127269576,0.9823718127269722,-1.4654943925052066e-14,0,2.9213831183848624,b2290,b2290,N,yfbQ,COG0436,,,
b2697,1,7,0.9823718127269576,0.9823718127269722,-1.4654943925052066e-14,0,2.9213831183848624,b2697,b2697,N,alaS,COG0013,,,
b3456,5,7,0.9823718127269576,0.9823718127269722,-1.4654943925052066e-14,0,2.9213831183848624,b3456,b3456,N,livM,COG4177,,,
b3457,5,7,0.9823718127269576,0.9823718127269722,-1.4654943925052066e-14,0,2.9213831183848624,b3457,b3457,N,livH,COG0559,,,
b3455,5,7,0.9823718127269576,0.9823718127269722,-1.4654943925052066e-14,0,2.9213831183848624,b3455,b3455,N,livG,COG0411,,,
b4208,5,317,0.9823718127269576,0.9817353444718218,0.0006364682551357,0,2.980304584275412,b4208,b4208,N,cycA,COG1113,,,
b0007,2,11,0.9823718127269576,0.9823718127269574,1.1102230246251563e-16,0,2.9214876994942047,b0007,b0007,N,yaaJ,COG1115,,,
b0356,3,11,0.9823718127269576,0.9823718127269676,-9.992007221626407e-15,0,2.9214876994942363,b0356,b0356,N,frmA,COG1062,,,
b1300,2,11,0.9823718127269576,0.9823718127269676,-9.992007221626407e-15,0,2.9214876994942363,b1300,b1300,N,puuC,COG1012,,,
b4084,1,11,0.9823718127269576,0.9823718127269676,-9.992007221626407e-15,0,2.9214876994942363,b4084,b4084,E,alsK,COG1940,N,u,0
b4090,2,440,0.9823718127269576,0.3344382452962239,0.6479335674307336,0,3941.1019293899976,b4090,b4090,N,rpiB,COG0698,,,
b0516,1,11,0.9823718127269576,0.9823718127269674,-9.880984919163892e-15,0,2.921487699494236,b0516,b0516,N,allC,COG0624,,,
b0512,1,11,0.9823718127269576,0.9823718127269676,-9.992007221626407e-15,0,2.9214876994942363,b0512,b0512,N,allB,COG0044,,,
b4085,1,11,0.9823718127269576,0.9823718127269676,-9.992007221626407e-15,0,2.9214876994942363,b4085,b4085,N,alsE,COG0036,,,
b4087,2,11,0.9823718127269576,0.9823718127269676,-9.992007221626407e-15,0,2.9214876994942363,b4087,b4087,N,alsA,COG1129,,,
b4086,2,11,0.9823718127269576,0.9823718127269676,-9.992007221626407e-15,0,2.9214876994942363,b4086,b4086,N,alsC,COG1172,,,
b4088,2,11,0.9823718127269576,0.9823718127269676,-9.992007221626407e-15,0,2.9214876994942363,b4088,b4088,N,alsB,COG1879,,,
b0657,2,11,0.9823718127269576,0.9823718127269676,-9.992007221626407e-15,0,2.9214876994942363,b0657,b0657,E,lnt,COG0815,E,u,2.5
b1677,2,11,0.9823718127269576,0.9823718127269676,-9.992007221626407e-15,0,2.9214876994942363,b1677,b1677,N,lpp,COG4238,,,
b1781,1,11,0.9823718127269576,0.9823718127269676,-9.992007221626407e-15,0,2.9214876994942363,b1781,b1781,N,yeaE,COG0656,,,
b3001,1,11,0.9823718127269576,0.9823718127269676,-9.992007221626407e-15,0,2.9214876994942363,b3001,b3001,N,yghZ,COG0667,,,
b0207,2,11,0.9823718127269576,0.9823718127269676,-9.992007221626407e-15,0,2.9214876994942363,b0207,b0207,N,dkgB,COG0656,,,
b3091,1,11,0.9823718127269576,0.9823718127269676,-9.992007221626407e-15,0,2.9214876994942363,b3091,b3091,N,uxaA,COG2721,,,
b3416,4,11,0.9823718127269576,0.9823718127269676,-9.992007221626407e-15,0,2.9214876994942363,b3416,b3416,N,malQ,COG1640,,,
b3223,1,11,0.9823718127269576,0.9823718127269676,-9.992007221626407e-15,0,2.9214876994942363,b3223,b3223,N,nanE,COG3010,,,
b0774,1,436,0.9823718127269576,1.2067393375050445e-15,0.9823718127269564,1,6060.355243842106,b0774,b0774,N,bioA,COG0161,,,
b3994,1,436,0.9823718127269576,9.237695310306617e-16,0.9823718127269566,1,6060.355243842185,b3994,b3994,N,thiC,COG0422,,,
b1982,1,11,0.9823718127269576,0.9823718127269652,-7.771561172376096e-15,0,2.9214876994942296,b1982,b1982,N,amn,COG0775,,,
b0932,2,11,0.9823718127269576,0.9823718127269826,-2.5091040356528535e-14,0,2.921487699494284,b0932,b0932,N,pepN,COG0308,,,
b0237,3,11,0.9823718127269576,0.9823718127269826,-2.5091040356528535e-14,0,2.921487699494284,b0237,b0237,N,pepD,COG2195,,,
b4260,2,11,0.9823718127269576,0.9823718127269826,-2.5091040356528535e-14,0,2.921487699494284,b4260,b4260,N,pepA,COG0260,,,
b1640,1,11,0.9823718127269576,0.9823718127269826,-2.5091040356528535e-14,0,2.921487699494284,b1640,b1640,N,ydhH,COG2377,,,
b1263,2,436,0.9823718127269576,-3.6088308931360576e-16,0.9823718127269578,1,6060.355243842183,b1263,b1263,N,trpD,COG0512,,,
