fe_bound,gene_id,gene_name,n_gpr_rxns,n_changed,b_wt,b_ko,delta_b,y_essential,kV,engine
-0.01,b0893,,2,201,0.6226262374694641,0.6226262374696471,-1.829647544582258e-13,0,4100.196075966633,
-0.01,b2796,,1,201,0.6226262374694641,0.6226262374696471,-1.829647544582258e-13,0,4100.196075966633,
-0.01,b3116,,2,203,0.6226262374694641,0.6226262374696471,-1.829647544582258e-13,0,4100.321124443681,
-0.01,b3089,,2,205,0.6226262374694641,0.6226262374696471,-1.829647544582258e-13,0,4100.196117976988,
-0.01,b2154,,1,205,0.6226262374694641,0.6226262374696471,-1.829647544582258e-13,0,4100.196117976973,
-0.01,b0355,,1,205,0.6226262374694641,0.6226262374696471,-1.829647544582258e-13,0,4100.196117976973,
-0.01,b1744,,1,205,0.6226262374694641,0.6226262374696471,-1.829647544582258e-13,0,4100.196117976973,
-0.01,b1746,,1,205,0.6226262374694641,0.6226262374696471,-1.829647544582258e-13,0,4100.196117976973,
-0.01,b2263,,1,205,0.6226262374694641,0.6226262374696471,-1.829647544582258e-13,0,4100.196117976973,
-0.01,b3368,,3,473,0.6226262374694641,-9.992304127032485e-17,0.6226262374694642,1,6038.104971402768,
-0.01,b3281,,1,473,0.6226262374694641,0.0,0.6226262374694641,1,6038.10497140272,
-0.01,b0388,,1,473,0.6226262374694641,0.0,0.6226262374694641,1,6038.104971402697,
-0.01,b3390,,1,473,0.6226262374694641,0.0,0.6226262374694641,1,6038.104971402741,
-0.01,b3939,,1,473,0.6226262374694641,0.0,0.6226262374694641,1,6038.104971402741,
-0.01,b1981,,1,160,0.6226262374694641,0.6226262374696468,-1.8274270985330082e-13,0,4219.971063894389,
-0.01,b1206,,1,162,0.6226262374694641,0.622626237469647,-1.828537321557633e-13,0,4219.293743420726,
-0.01,b1584,,2,162,0.6226262374694641,0.622626237469647,-1.828537321557633e-13,0,4219.293743420728,
-0.01,b1599,,1,162,0.6226262374694641,0.622626237469647,-1.828537321557633e-13,0,4219.293743420728,
-0.01,b1600,,1,162,0.6226262374694641,0.622626237469647,-1.828537321557633e-13,0,4219.293743420728,
-0.01,b3908,,1,162,0.6226262374694641,0.622626237469647,-1.828537321557633e-13,0,4219.293743420728,
-0.01,b1656,,1,162,0.6226262374694641,0.622626237469647,-1.828537321557633e-13,0,4219.293743420728,
-0.01,b1646,,1,162,0.6226262374694641,0.622626237469647,-1.828537321557633e-13,0,4219.293743420728,
-0.01,b1525,,2,162,0.6226262374694641,0.622626237469647,-1.828537321557633e-13,0,4219.293743420728,
-0.01,b2661,,1,162,0.6226262374694641,0.622626237469647,-1.828537321557633e-13,0,4219.293743420728,
-0.01,b2260,,1,162,0.6226262374694641,0.622626237469647,-1.828537321557633e-13,0,4219.293743420728,
-0.01,b2261,,1,162,0.6226262374694641,0.622626237469647,-1.828537321557633e-13,0,4219.293743420728,
-0.01,b0721,,1,136,0.6226262374694641,0.6226262374696471,-1.829647544582258e-13,0,3067.03519496768,
-0.01,b0722,,1,136,0.6226262374694641,0.6226262374696471,-1.829647544582258e-13,0,3067.0351949677224,
-0.01,b0724,,1,136,0.6226262374694641,0.6226262374696471,-1.829647544582258e-13,0,3067.0351949677224,
-0.01,b0723,,1,136,0.6226262374694641,0.6226262374696471,-1.829647544582258e-13,0,3067.0351949677224,
-0.01,b0728,,1,138,0.6226262374694641,0.6226262374696471,-1.829647544582258e-13,0,3064.34221494357,
-0.01,b0729,,1,138,0.6226262374694641,0.6226262374696471,-1.829647544582258e-13,0,3064.342214943488,
-0.01,b1521,,1,138,0.6226262374694641,0.6226262374696471,-1.829647544582258e-13,0,3064.342214943488,
-0.01,b2464,,1,140,0.6226262374694641,0.6226262374696471,-1.829647544582258e-13,0,3030.4456669018414,
-0.01,b0008,,1,140,0.6226262374694641,0.6226262374696471,-1.829647544582258e-13,0,3030.4456669018764,
-0.01,b3062,,1,140,0.6226262374694641,0.6226262374696471,-1.829647544582258e-13,0,3030.4456669018764,
-0.01,b3061,,1,140,0.6226262374694641,0.6226262374696471,-1.829647544582258e-13,0,3030.4456669018764,
-0.01,b3063,,1,140,0.6226262374694641,0.6226262374696471,-1.829647544582258e-13,0,3030.4456669018764,
-0.01,b0368,,1,140,0.6226262374694641,0.6226262374696471,-1.829647544582258e-13,0,3030.4456669018764,
-0.01,b3790,,1,140,0.6226262374694641,0.6226262374696471,-1.829647544582258e-13,0,3030.4456669018764,
-0.01,b3791,,1,140,0.6226262374694641,0.6226262374696471,-1.829647544582258e-13,0,3030.4456669018764,
-0.01,b2038,,1,140,0.6226262374694641,0.6226262374696471,-1.829647544582258e-13,0,3030.4456669018764,
-0.01,b2040,,1,140,0.6226262374694641,0.6226262374696471,-1.829647544582258e-13,0,3030.4456669018764,
-0.01,b2041,,1,140,0.6226262374694641,0.6226262374696471,-1.829647544582258e-13,0,3030.4456669018764,
-0.01,b3788,,1,140,0.6226262374694641,0.6226262374696471,-1.829647544582258e-13,0,3030.4456669018764,
-0.01,b0915,,1,459,0.6226262374694641,9.992304127032488e-17,0.622626237469464,1,7925.276398695892,
-0.01,b2095,,1,144,0.6226262374694641,0.6226262374696471,-1.829647544582258e-13,0,2904.320812586592,
-0.01,b3137,,1,144,0.6226262374694641,0.6226262374696471,-1.829647544582258e-13,0,2904.3208125865644,
-0.01,b2096,,1,144,0.6226262374694641,0.6226262374696471,-1.829647544582258e-13,0,2904.3208125865644,
-0.01,b3132,,1,144,0.6226262374694641,0.6226262374696471,-1.829647544582258e-13,0,2904.3208125865644,
-0.01,b0166,,1,459,0.6226262374694641,-9.992304127032485e-17,0.6226262374694642,1,7925.276398695718,
-0.01,b2480,,1,144,0.6226262374694641,0.6226262374696471,-1.829647544582258e-13,0,2904.320812586571,
-0.01,b0066,,1,144,0.6226262374694641,0.6226262374696471,-1.829647544582258e-13,0,2904.3208125865644,
-0.01,b0067,,1,144,0.6226262374694641,0.6226262374696471,-1.829647544582258e-13,0,2904.3208125865644,
-0.01,b0068,,1,144,0.6226262374694641,0.6226262374696471,-1.829647544582258e-13,0,2904.3208125865644,
-0.01,b3616,,1,144,0.6226262374694641,0.6226262374696471,-1.829647544582258e-13,0,2904.3208125865644,
-0.01,b3772,,1,459,0.6226262374694641,-9.992304127032485e-17,0.6226262374694642,1,7925.276398695718,
-0.01,b3117,,1,459,0.6226262374694641,0.0,0.6226262374694641,1,7925.276398695716,
-0.01,b1719,,1,144,0.6226262374694641,0.6226262374696471,-1.829647544582258e-13,0,2904.32081258663,
-0.01,b3823,,1,144,0.6226262374694641,0.6226262374696471,-1.829647544582258e-13,0,2904.320812586489,
-0.01,b3992,,1,459,0.6226262374694641,-9.992304127032485e-17,0.6226262374694642,1,7925.276398695483,
-0.01,b3990,,1,459,0.6226262374694641,0.0,0.6226262374694641,1,7925.276398695708,
-0.01,b0423,,1,459,0.6226262374694641,0.0,0.6226262374694641,1,7925.276398695708,
-0.01,b4407,,1,459,0.6226262374694641,0.0,0.6226262374694641,1,7925.276398695708,
-0.01,b2935,,2,459,0.6226262374694641,3.6751888634327376e-15,0.6226262374694604,1,7925.276398695648,
-0.01,b2465,,2,459,0.6226262374694641,0.0,0.6226262374694641,1,7925.276398695665,
-0.01,b0997,,2,141,0.6226262374694641,0.6226262374696481,-1.8396395518038846e-13,0,2957.0661967844458,
-0.01,b0996,,2,141,0.6226262374694641,0.622626237469647,-1.828537321557633e-13,0,2957.0661967844394,
-0.01,b2827,,1,459,0.6226262374694641,-9.992304127032484e-17,0.6226262374694642,1,7925.276398695628,
-0.01,b1106,,1,141,0.6226262374694641,0.622626237469647,-1.828537321557633e-13,0,2957.066196784527,
-0.01,b0417,,1,459,0.6226262374694641,-9.992304127032484e-17,0.6226262374694642,1,7925.276398695616,
-0.01,b3993,,1,459,0.6226262374694641,0.0,0.6226262374694641,1,7925.276398695739,
-0.01,b3919,,1,196,0.6226262374694641,0.6226262374696652,-2.0106138975961585e-13,0,2856.51023569977,
-0.01,b0613,,1,196,0.6226262374694641,0.622626237469647,-1.828537321557633e-13,0,2856.51023573118,
-0.01,b0888,,1,192,0.6226262374694641,0.622626237469647,-1.828537321557633e-13,0,2861.416632241763,
-0.01,b4239,,1,192,0.6226262374694641,0.622626237469647,-1.828537321557633e-13,0,2861.4166322417486,
-0.01,b1897,,1,192,0.6226262374694641,0.622626237469647,-1.828537321557633e-13,0,2861.4166322417486,
-0.01,b1896,,1,192,0.6226262374694641,0.622626237469647,-1.828537321557633e-13,0,2861.4166322417486,
-0.01,b3519,,1,192,0.6226262374694641,0.622626237469647,-1.828537321557633e-13,0,2861.4166322417486,
-0.01,b1197,,1,192,0.6226262374694641,0.622626237469647,-1.828537321557633e-13,0,2861.4166322417486,
-0.01,b4240,,1,192,0.6226262374694641,0.622626237469647,-1.828537321557633e-13,0,2861.4166322417486,
-0.01,b1260,,3,467,0.6226262374694641,-9.992304127032484e-17,0.6226262374694642,1,7672.358719107773,
-0.01,b1261,,3,467,0.6226262374694641,0.0,0.6226262374694641,1,7672.358719107779,
-0.01,b3384,,1,189,0.6226262374694641,0.622626237469647,-1.828537321557633e-13,0,2855.599299615928,
-0.01,b3709,,1,189,0.6226262374694641,0.622626237469647,-1.828537321557633e-13,0,2855.59929961592,
-0.01,b0509,,1,189,0.6226262374694641,0.622626237469647,-1.828537321557633e-13,0,2855.59929961592,
-0.01,b3125,,1,189,0.6226262374694641,0.622626237469647,-1.828537321557633e-13,0,2855.59929961592,
-0.01,b3991,,1,467,0.6226262374694641,9.992304127032484e-17,0.622626237469464,1,7672.358719107807,
-0.01,b1637,,1,189,0.6226262374694641,0.6226262374696468,-1.8274270985330082e-13,0,2855.599299615905,
-0.01,b1907,,1,189,0.6226262374694641,0.622626237469647,-1.828537321557633e-13,0,2855.5992996158875,
-0.01,b0179,,1,467,0.6226262374694641,9.992304127032484e-17,0.622626237469464,1,7672.358719107774,
-0.01,b0085,,1,467,0.6226262374694641,0.0,0.6226262374694641,1,7672.35871910776,
-0.01,b3787,,1,189,0.6226262374694641,0.6226262374696471,-1.829647544582258e-13,0,2855.599299615956,
-0.01,b3786,,1,189,0.6226262374694641,0.622626237469647,-1.828537321557633e-13,0,2855.5992996159125,
-0.01,b0181,,1,467,0.6226262374694641,9.992304127032484e-17,0.622626237469464,1,7672.358719107784,
-0.01,b3189,,1,467,0.6226262374694641,0.0,0.6226262374694641,1,7672.358719107759,
-0.01,b0090,,1,467,0.6226262374694641,0.0,0.6226262374694641,1,7672.358719107762,
-0.01,b0088,,1,467,0.6226262374694641,0.0,0.6226262374694641,1,7672.358719107757,
-0.01,b0091,,1,467,0.6226262374694641,0.0,0.6226262374694641,1,7672.358719107762,
-0.01,b3972,,1,467,0.6226262374694641,0.0,0.6226262374694641,1,7672.358719107762,
-0.01,b0841,,2,467,0.6226262374694641,0.0,0.6226262374694641,1,7672.358719107762,
-0.01,b3057,,2,467,0.6226262374694641,0.0,0.6226262374694641,1,7672.358719107762,
-0.01,b0174,,1,467,0.6226262374694641,0.0,0.6226262374694641,1,7672.358719107762,
-0.01,b0759,,1,189,0.6226262374694641,0.6226262374696466,-1.8252066524837574e-13,0,2855.5992996159557,
-0.01,b2036,,1,189,0.6226262374694641,0.622626237469647,-1.828537321557633e-13,0,2855.5992996159125,
-0.01,b2028,,1,189,0.6226262374694641,0.622626237469647,-1.828537321557633e-13,0,2855.5992996159125,
-0.01,b2255,,2,189,0.6226262374694641,0.622626237469647,-1.828537321557633e-13,0,2855.5992996159125,
-0.01,b2253,,1,189,0.6226262374694641,0.622626237469647,-1.828537321557633e-13,0,2855.5992996159125,
-0.01,b0758,,1,189,0.6226262374694641,0.622626237469647,-1.828537321557633e-13,0,2855.5992996159125,
-0.01,b0505,,1,189,0.6226262374694641,0.622626237469647,-1.828537321557633e-13,0,2855.5992996159125,
-0.01,b0086,,1,467,0.6226262374694641,9.992304127032484e-17,0.622626237469464,1,7672.358719107785,
-0.01,b0096,,1,467,0.6226262374694641,0.0,0.6226262374694641,1,7672.358719107758,
-0.01,b2258,,1,189,0.6226262374694641,0.622626237469647,-1.828537321557633e-13,0,2855.5992996159184,
-0.01,b4544,,1,189,0.6226262374694641,0.622626237469647,-1.828537321557633e-13,0,2855.5992996159125,
-0.01,b4233,,2,189,0.6226262374694641,0.622626237469647,-1.828537321557633e-13,0,2855.5992996159125,
-0.01,b0171,,1,467,0.6226262374694641,-9.992304127032484e-17,0.6226262374694642,1,7672.358719107784,
-0.01,b2256,,1,206,0.6226262374694641,0.6226262374696468,-1.8274270985330082e-13,0,2857.561362070552,
-0.01,b2254,,1,206,0.6226262374694641,0.622626237469647,-1.828537321557633e-13,0,2857.5613620705403,
-0.01,b3803,,1,467,0.6226262374694641,9.992304127032484e-17,0.622626237469464,1,7672.3587191077,
-0.01,b3804,,1,467,0.6226262374694641,0.0,0.6226262374694641,1,7672.358719107766,
-0.01,b3997,,1,467,0.6226262374694641,0.0,0.6226262374694641,1,7672.35871910774,
-0.01,b2498,,1,206,0.6226262374694641,0.6226262374696471,-1.829647544582258e-13,0,2857.561362070546,
-0.01,b1011,,1,206,0.6226262374694641,0.622626237469647,-1.828537321557633e-13,0,2857.5613620705403,
-0.01,b2497,,1,206,0.6226262374694641,0.622626237469647,-1.828537321557633e-13,0,2857.5613620705403,
-0.01,b1006,,1,206,0.6226262374694641,0.622626237469647,-1.828537321557633e-13,0,2857.5613620705403,
-0.01,b0517,,1,206,0.6226262374694641,0.622626237469647,-1.828537321557633e-13,0,2857.5613620705403,
-0.01,b0524,,1,467,0.6226262374694641,-9.992304127032484e-17,0.6226262374694642,1,7672.358719107703,
-0.01,b4258,,1,206,0.6226262374694641,0.6226262374696471,-1.829647544582258e-13,0,2857.561362070508,
-0.01,b2682,,1,206,0.6226262374694641,0.622626237469647,-1.828537321557633e-13,0,2857.561362070519,
-0.01,b2683,,1,206,0.6226262374694641,0.622626237469647,-1.828537321557633e-13,0,2857.561362070519,
-0.01,b3572,,1,206,0.6226262374694641,0.622626237469647,-1.828537321557633e-13,0,2856.780900666926,
-0.01,b4197,,1,206,0.6226262374694641,0.622626237469647,-1.828537321557633e-13,0,2856.780900666926,
-0.01,b2882,,1,206,0.6226262374694641,0.622626237469647,-1.828537321557633e-13,0,2856.780900666926,
-0.01,b3565,,2,206,0.6226262374694641,0.622626237469647,-1.828537321557633e-13,0,2856.780900666926,
-0.01,b3579,,1,206,0.6226262374694641,0.622626237469647,-1.828537321557633e-13,0,2856.780900666926,
-0.01,b3577,,1,206,0.6226262374694641,0.622626237469647,-1.828537321557633e-13,0,2856.780900666926,
-0.01,b3578,,1,206,0.6226262374694641,0.622626237469647,-1.828537321557633e-13,0,2856.780900666926,
-0.01,b3567,,1,206,0.6226262374694641,0.622626237469647,-1.828537321557633e-13,0,2856.780900666926,
-0.01,b3568,,1,206,0.6226262374694641,0.622626237469647,-1.828537321557633e-13,0,2856.780900666926,
-0.01,b3566,,1,206,0.6226262374694641,0.622626237469647,-1.828537321557633e-13,0,2856.780900666926,
-0.01,b4031,,1,206,0.6226262374694641,0.622626237469647,-1.828537321557633e-13,0,2856.780900666926,
-0.01,b1857,,1,206,0.6226262374694641,0.622626237469647,-1.828537321557633e-13,0,2856.780900666926,
-0.01,b1859,,1,206,0.6226262374694641,0.622626237469647,-1.828537321557633e-13,0,2856.780900666926,
-0.01,b1858,,1,206,0.6226262374694641,0.622626237469647,-1.828537321557633e-13,0,2856.780900666926,
-0.005,b1377,,270,433,0.3113131187348238,0.0,0.3113131187348238,1,4795.2194897236695,
-0.005,b2215,,271,433,0.3113131187348238,0.0,0.3113131187348238,1,4795.2194897236695,
-0.005,b0929,,271,433,0.3113131187348238,0.0,0.3113131187348238,1,4795.2194897236695,
-0.005,b0241,,270,433,0.3113131187348238,0.0,0.3113131187348238,1,4795.2194897236695,
-0.005,b4034,,6,152,0.3113131187348238,0.311313118734823,8.881784197001252e-16,0,396.4828091892094,
-0.005,b4033,,6,152,0.3113131187348238,0.3113131187348235,3.3306690738754696e-16,0,396.4828091892087,
-0.005,b4032,,6,152,0.3113131187348238,0.3113131187348235,3.3306690738754696e-16,0,396.4828091892087,
-0.005,b4035,,6,152,0.3113131187348238,0.3113131187348235,3.3306690738754696e-16,0,396.4828091892087,
-0.005,b4036,,7,108,0.3113131187348238,0.3113131187348235,3.8857805861880484e-16,0,723.8009278088302,
-0.005,b4213,,8,108,0.3113131187348238,0.3113131187348235,3.3306690738754696e-16,0,723.8009278088459,
-0.005,b2835,,21,108,0.3113131187348238,0.3113131187348235,3.3306690738754696e-16,0,723.8009278088459,
-0.005,b2836,,23,190,0.3113131187348238,0.3113131187348235,3.3306690738754696e-16,0,656.410035508877,
-0.005,b3553,,10,190,0.3113131187348238,0.3113131187348235,3.3306690738754696e-16,0,656.4100355088626,
-0.005,b1134,,2,190,0.3113131187348238,0.3113131187348235,3.3306690738754696e-16,0,656.4100355088626,
-0.005,b0446,,2,190,0.3113131187348238,0.3113131187348235,3.3306690738754696e-16,0,656.4100355088626,
-0.005,b1009,,1,190,0.3113131187348238,0.3113131187348235,3.3306690738754696e-16,0,656.4100355088626,
-0.005,b0954,,13,108,0.3113131187348238,0.3113131187348235,3.3306690738754696e-16,0,723.8009278088294,
-0.005,b0180,,14,434,0.3113131187348238,0.0,0.3113131187348238,1,4211.274333992258,
-0.005,b0347,,2,105,0.3113131187348238,0.3113131187348235,3.3306690738754696e-16,0,748.8623212613795,
-0.005,b3580,,2,105,0.3113131187348238,0.3113131187348235,3.3306690738754696e-16,0,748.8623212613675,
-0.005,b1093,,14,434,0.3113131187348238,4.9961520635162426e-17,0.3113131187348238,1,4211.274333992199,
-0.005,b2323,,13,434,0.3113131187348238,0.0,0.3113131187348238,1,4211.274333992257,
-0.005,b1095,,9,434,0.3113131187348238,0.0,0.3113131187348238,1,4211.274333992261,
-0.005,b1397,,2,105,0.3113131187348238,0.3113131187348235,3.8857805861880484e-16,0,748.8623212613729,
-0.005,b1245,,2,105,0.3113131187348238,0.3113131187348235,3.3306690738754696e-16,0,748.8623212613846,
-0.005,b1244,,2,105,0.3113131187348238,0.3113131187348235,3.3306690738754696e-16,0,748.8623212613846,
-0.005,b1329,,1,105,0.3113131187348238,0.3113131187348235,3.3306690738754696e-16,0,748.8623212613846,
-0.005,b1246,,2,105,0.3113131187348238,0.3113131187348235,3.3306690738754696e-16,0,748.8623212613846,
-0.005,b1247,,2,105,0.3113131187348238,0.3113131187348235,3.3306690738754696e-16,0,748.8623212613846,
-0.005,b1386,,3,105,0.3113131187348238,0.3113131187348235,3.3306690738754696e-16,0,748.8623212613846,
-0.005,b0004,,2,434,0.3113131187348238,-4.9961520635162426e-17,0.3113131187348239,1,4211.274333992253,
-0.005,b1192,,4,105,0.3113131187348238,0.3113131187348235,3.8857805861880484e-16,0,748.8623212613765,
-0.005,b1243,,1,105,0.3113131187348238,0.3113131187348235,3.3306690738754696e-16,0,748.8623212613846,
-0.005,b4266,,1,105,0.3113131187348238,0.3113131187348235,3.3306690738754696e-16,0,748.8623212613846,
-0.005,b4265,,3,105,0.3113131187348238,0.3113131187348235,3.3306690738754696e-16,0,748.8623212613846,
-0.005,b0159,,3,434,0.3113131187348238,9.992304127032485e-17,0.3113131187348237,1,4211.27433399225,
-0.005,b3197,,1,434,0.3113131187348238,0.0,0.3113131187348238,1,4211.274333992256,
-0.005,b2708,,1,434,0.3113131187348238,0.0,0.3113131187348238,1,4211.27433399226,
-0.005,b1094,,26,434,0.3113131187348238,0.0,0.3113131187348238,1,4211.27433399226,
-0.005,b4481,,1,105,0.3113131187348238,0.3113131187348235,3.3306690738754696e-16,0,748.862321261383,
-0.005,b1927,,1,105,0.3113131187348238,0.3113131187348235,3.3306690738754696e-16,0,748.8623212613695,
-0.005,b3571,,1,105,0.3113131187348238,0.3113131187348235,3.3306690738754696e-16,0,748.8623212613695,
-0.005,b2901,,1,105,0.3113131187348238,0.3113131187348235,3.3306690738754696e-16,0,748.8623212613695,
-0.005,b1302,,1,105,0.3113131187348238,0.3113131187348235,3.3306690738754696e-16,0,748.8623212613695,
-0.005,b2662,,1,105,0.3113131187348238,0.3113131187348235,3.3306690738754696e-16,0,748.8623212613695,
-0.005,b1444,,1,105,0.3113131187348238,0.3113131187348235,3.3306690738754696e-16,0,748.8623212613695,
-0.005,b2663,,1,105,0.3113131187348238,0.3113131187348235,3.3306690738754696e-16,0,748.8623212613695,
-0.005,b2222,,3,105,0.3113131187348238,0.3113131187348235,3.3306690738754696e-16,0,748.8623212613695,
-0.005,b2221,,3,105,0.3113131187348238,0.3113131187348235,3.3306690738754696e-16,0,748.8623212613695,
-0.005,b2224,,1,199,0.3113131187348238,0.3113131187348235,3.3306690738754696e-16,0,670.3156286410721,
-0.005,b2342,,8,185,0.3113131187348238,0.3113131187348235,3.3306690738754696e-16,0,674.3965827065527,
-0.005,b3845,,8,185,0.3113131187348238,0.3113131187348235,3.3306690738754696e-16,0,674.3965827065502,
-0.005,b2223,,3,185,0.3113131187348238,0.3113131187348235,3.3306690738754696e-16,0,674.3965827065502,
-0.005,b1241,,2,185,0.3113131187348238,0.3113131187348235,3.3306690738754696e-16,0,674.3965827065502,
-0.005,b0351,,1,185,0.3113131187348238,0.3113131187348235,3.3306690738754696e-16,0,674.3965827065502,
-0.005,s0001,,39,444,0.3113131187348238,2.922381271874876e-16,0.3113131187348236,1,4306.087645005605,
-0.005,b1463,,1,131,0.3113131187348238,0.3113131187348245,-6.661338147750939e-16,0,5005.203732013675,
-0.005,b1993,,2,131,0.3113131187348238,0.3113131187348235,3.3306690738754696e-16,0,5005.203732014213,
-0.005,b2316,,1,446,0.3113131187348238,-1.998460825406497e-16,0.3113131187348241,1,7431.855635249743,
-0.005,b3255,,1,446,0.3113131187348238,0.0,0.3113131187348238,1,7431.855635249767,
-0.005,b0185,,1,446,0.3113131187348238,0.0,0.3113131187348238,1,7431.855635249767,
-0.005,b3256,,1,446,0.3113131187348238,0.0,0.3113131187348238,1,7431.855635249767,
-0.005,b4069,,2,114,0.3113131187348238,0.3113131187348234,4.440892098500626e-16,0,5003.865509384405,
-0.005,b1119,,1,114,0.3113131187348238,0.3113131187348235,3.3306690738754696e-16,0,5003.865509384373,
-0.005,b3784,,1,114,0.3113131187348238,0.3113131187348235,3.3306690738754696e-16,0,5003.865509384373,
-0.005,b2415,,18,228,0.3113131187348238,0.3113131187348234,4.440892098500626e-16,0,4751.730363432345,
-0.005,b0679,,1,228,0.3113131187348238,0.3113131187348235,3.8857805861880484e-16,0,4751.7303634323525,
-0.005,b1101,,2,228,0.3113131187348238,0.3113131187348235,3.8857805861880484e-16,0,4751.7303634323525,
-0.005,b2417,,6,228,0.3113131187348238,0.3113131187348235,3.8857805861880484e-16,0,4751.7303634323525,
-0.005,b2416,,19,228,0.3113131187348238,0.3113131187348235,3.8857805861880484e-16,0,4751.7303634323525,
-0.005,b3959,,1,480,0.3113131187348238,0.0,0.3113131187348238,1,5496.805145387827,
-0.005,b2818,,1,480,0.3113131187348238,0.0,0.3113131187348238,1,5496.805145387909,
-0.005,b0078,,2,480,0.3113131187348238,1.1327095064818631e-16,0.3113131187348237,1,5496.805145387906,
-0.005,b3670,,2,480,0.3113131187348238,0.0,0.3113131187348238,1,5496.805145387902,
-0.005,b3671,,2,480,0.3113131187348238,0.0,0.3113131187348238,1,5496.805145387902,
-0.005,b0077,,2,480,0.3113131187348238,0.0,0.3113131187348238,1,5496.805145387902,
-0.005,b3115,,2,190,0.3113131187348238,0.3113131187348234,4.440892098500626e-16,0,5277.893581411661,
-0.005,b1849,,2,196,0.3113131187348238,0.3113131187348235,3.3306690738754696e-16,0,5262.27115178624,
-0.005,b2296,,1,196,0.3113131187348238,0.3113131187348235,3.3306690738754696e-16,0,5262.271151786149,
-0.005,b2428,,1,196,0.3113131187348238,0.3113131187348235,3.3306690738754696e-16,0,5262.271151786149,
-0.005,b3794,,1,196,0.3113131187348238,0.3113131187348235,3.3306690738754696e-16,0,5262.271151786149,
-0.005,b1818,,5,196,0.3113131187348238,0.3113131187348235,3.3306690738754696e-16,0,5262.271151786149,
-0.005,b1819,,5,196,0.3113131187348238,0.3113131187348235,3.3306690738754696e-16,0,5262.271151786149,
-0.005,b1817,,5,196,0.3113131187348238,0.3113131187348235,3.3306690738754696e-16,0,5262.271151786149,
-0.005,b2429,,2,196,0.3113131187348238,0.3113131187348235,3.3306690738754696e-16,0,5262.271151786149,
-0.005,b3224,,1,196,0.3113131187348238,0.3113131187348235,3.3306690738754696e-16,0,5262.271151786149,
-0.005,b4311,,1,196,0.3113131187348238,0.3113131187348235,3.3306690738754696e-16,0,5262.271151786149,
-0.005,b3225,,1,196,0.3113131187348238,0.3113131187348235,3.3306690738754696e-16,0,5262.271151786149,
-0.005,b0221,,8,199,0.3113131187348238,0.3113131187348235,3.3306690738754696e-16,0,6156.737532480731,
-0.005,b1091,,3,446,0.3113131187348238,4.9961520635162426e-17,0.3113131187348238,1,11352.759541488162,
-0.005,b3957,,2,446,0.3113131187348238,0.0,0.3113131187348238,1,11352.759541488029,
-0.005,b3200,,9,446,0.3113131187348238,0.0,0.3113131187348238,1,11352.759541488083,
-0.005,b4261,,9,446,0.3113131187348238,0.0,0.3113131187348238,1,11352.759541488049,
-0.005,b3201,,9,446,0.3113131187348238,0.0,0.3113131187348238,1,11352.759541488049,
-0.005,b4262,,9,446,0.3113131187348238,0.0,0.3113131187348238,1,11352.759541488049,
-0.005,b3199,,9,446,0.3113131187348238,0.0,0.3113131187348238,1,11352.759541488049,
-0.005,b1519,,1,200,0.3113131187348238,0.3113131187348235,3.3306690738754696e-16,0,6155.183923874971,
-0.005,b1276,,2,446,0.3113131187348238,2.9976912381097456e-16,0.3113131187348236,1,11352.759541488422,
-0.005,b0118,,3,446,0.3113131187348238,0.0,0.3113131187348238,1,11352.759541487962,
-0.005,b1748,,2,446,0.3113131187348238,1.9680773429499947e-30,0.3113131187348238,1,11352.759541488003,
-0.005,b3359,,2,446,0.3113131187348238,0.0,0.3113131187348238,1,11352.759541487983,
-0.005,b1090,,7,223,0.3113131187348238,0.3113131187348234,4.440892098500626e-16,0,5977.274662709516,
-0.005,b3475,,1,223,0.3113131187348238,0.3113131187348235,3.8857805861880484e-16,0,5977.274662709677,
-0.005,b2563,,1,223,0.3113131187348238,0.3113131187348235,3.8857805861880484e-16,0,5977.274662709677,
-0.005,b2578,,2,223,0.3113131187348238,0.3113131187348235,3.8857805861880484e-16,0,5977.274662709677,
-0.005,b1533,,2,223,0.3113131187348238,0.3113131187348235,3.8857805861880484e-16,0,5977.274662709677,
-0.005,b4067,,2,223,0.3113131187348238,0.3113131187348235,3.8857805861880484e-16,0,5977.274662709677,
-0.005,b1623,,2,223,0.3113131187348238,0.3113131187348235,3.8857805861880484e-16,0,5977.274662709677,
-0.005,b1096,,1,446,0.3113131187348238,-6.060332453045203e-14,0.3113131187348845,1,11352.759541489811,
-0.005,b1812,,2,446,0.3113131187348238,0.0,0.3113131187348238,1,11352.75954148793,
-0.005,b3360,,1,446,0.3113131187348238,0.0,0.3113131187348238,1,11352.75954148793,
-0.005,b3665,,1,223,0.3113131187348238,0.3113131187348235,3.8857805861880484e-16,0,5977.274662709394,
-0.005,b3654,,3,223,0.3113131187348238,0.3113131187348235,3.8857805861880484e-16,0,5977.274662709698,
-0.005,b3714,,1,223,0.3113131187348238,0.3113131187348235,3.8857805861880484e-16,0,5977.274662709698,
-0.005,b0474,,13,446,0.3113131187348238,4.34665229525913e-14,0.3113131187347804,1,11352.759541487276,
-0.005,b0120,,1,225,0.3113131187348238,0.3113131187348233,5.551115123125784e-16,0,5975.429057640422,
-0.005,b3806,,1,225,0.3113131187348238,0.3113131187348235,3.8857805861880484e-16,0,5975.429057640346,
