gene_id,n_gpr_rxns,n_changed,b_wt,b_ko,delta_b,y_essential,kV
b0870,5,8,0.2591731753689938,0.25917317536901335,-1.9539925233402755e-14,0,0.3415809512302288
b2551,6,67,0.2591731753689938,0.25917317536904144,-4.7628567756419216e-14,0,3.908864187925748
b3368,3,414,0.2591731753689938,0.0,0.2591731753689938,1,1587.092010739812
b2436,1,54,0.2591731753689938,0.25917317536903123,-3.7414515929867775e-14,0,6.051348188282586e-07
b3500,1,6,0.2591731753689938,0.2591731753691185,-1.2467804566540508e-13,0,0.013203920351016099
b0945,2,3,0.2591731753689938,0.2591731753690342,-4.04121180963557e-14,0,0.02205053988373237
b4467,3,68,0.2591731753689938,0.25917317536904294,-4.912736883966318e-14,0,0.34184847221985964
b2979,3,68,0.2591731753689938,0.25917317536904294,-4.912736883966318e-14,0,0.34184847221985964
b4468,3,68,0.2591731753689938,0.25917317536904294,-4.912736883966318e-14,0,0.34184847221985964
b3916,3,55,0.2591731753689938,0.2591731753689921,1.7208456881689926e-15,0,24.436010128135603
b1260,3,414,0.2591731753689938,0.0,0.2591731753689938,1,1587.092010739809
b1261,3,414,0.2591731753689938,0.0,0.2591731753689938,1,1587.0920107398094
b3426,1,10,0.2591731753689938,0.2591731753690538,-6.000755448098971e-14,0,0.013204040602913537
b2243,3,6,0.2591731753689938,0.2591731753690791,-8.526512829121202e-14,0,0.2515364486268923
b2242,3,6,0.2591731753689938,0.2591731753690791,-8.526512829121202e-14,0,0.2515364486268923
b2241,3,6,0.2591731753689938,0.2591731753690791,-8.526512829121202e-14,0,0.2515364486268923
b3770,5,414,0.2591731753689938,0.0,0.2591731753689938,1,1587.0920107398094
b4054,4,414,0.2591731753689938,0.0,0.2591731753689938,1,1587.0920107398097
b3281,1,414,0.2591731753689938,0.0,0.2591731753689938,1,1587.0920107398083
b1692,3,414,0.2591731753689938,0.0,0.2591731753689938,1,1587.0920107398101
b0243,1,414,0.2591731753689938,0.0,0.2591731753689938,1,1587.0920107398094
b1613,1,4,0.2591731753689938,0.2591731753690513,-5.750955267558311e-14,0,7.103643748732615e-07
b0414,2,414,0.2591731753689938,0.0,0.2591731753689938,1,1587.0920107398094
b3041,1,414,0.2591731753689938,0.0,0.2591731753689938,1,1587.0920107398117
b0025,2,414,0.2591731753689938,0.0,0.2591731753689938,1,1587.0920107398108
b0446,4,14,0.2591731753689938,0.25917317536898665,7.16093850883226e-15,0,0.3555107899682846
b3812,2,414,0.2591731753689938,0.0,0.2591731753689938,1,1587.0920107398094
b0844,2,414,0.2591731753689938,0.0,0.2591731753689938,1,1587.092010739809
b1662,1,414,0.2591731753689938,0.0,0.2591731753689938,1,1587.0920107398092
b0421,2,414,0.2591731753689938,0.0,0.2591731753689938,1,1587.0920107398092
b3804,1,414,0.2591731753689938,0.0,0.2591731753689938,1,1587.0920107398113
b3997,1,414,0.2591731753689938,0.0,0.2591731753689938,1,1587.0920107398092
b4382,2,10,0.2591731753689938,0.2591731753689985,-4.6629367034256575e-15,0,0.00027605476492095787
b0126,1,414,0.2591731753689938,0.0,0.2591731753689938,1,1587.0920107398128
b0339,1,414,0.2591731753689938,0.0,0.2591731753689938,1,1587.0920107398053
b4006,2,414,0.2591731753689938,0.0,0.2591731753689938,1,1587.0920107398092
b2508,1,57,0.2591731753689938,0.2591731753690237,-2.986499936241671e-14,0,0.06028291311950348
b3846,19,132,0.2591731753689938,0.25917317536898216,1.1657341758564144e-14,0,3.7645560140673116
b2341,16,132,0.2591731753689938,0.2591731753690354,-4.157785227221211e-14,0,3.764556014080271
b2400,1,414,0.2591731753689938,0.0,0.2591731753689938,1,1587.092010739808
b3993,1,414,0.2591731753689938,0.0,0.2591731753689938,1,1587.0920107398122
b2066,4,6,0.2591731753689938,0.2591731753690602,-6.639133687258436e-14,0,0.0002759345129232171
b0238,3,10,0.2591731753689938,0.2591731753690063,-1.2490009027033011e-14,0,0.013204630715292749
b0125,2,10,0.2591731753689938,0.25917317536899126,2.55351295663786e-15,0,0.013204630715285087
b2518,8,16,0.2591731753689938,0.2591731753689891,4.718447854656915e-15,0,0.6562928503508411
b0474,13,61,0.2591731753689938,0.2591731753690793,-8.548717289613705e-14,0,2.968348394589962
b1062,1,414,0.2591731753689938,0.0,0.2591731753689938,1,1587.092010739811
b1281,1,414,0.2591731753689938,0.0,0.2591731753689938,1,1587.0920107398085
b0720,1,415,0.2591731753689938,0.0,0.2591731753689938,1,1735.0063796858026
b1136,1,415,0.2591731753689938,0.0,0.2591731753689938,1,1735.0063796858074
b0351,1,0,0.2591731753689938,0.25917317536906964,-7.582823258189819e-14,0,0.0
b1241,3,6,0.2591731753689938,0.2591731753691039,-1.1007861289158427e-13,0,0.013203920351008607
b4069,2,10,0.2591731753689938,0.2591731753690106,-1.6764367671839864e-14,0,0.13626301484780737
b4226,1,414,0.2591731753689938,0.0,0.2591731753689938,1,1587.09201073981
b2502,2,414,0.2591731753689938,0.0,0.2591731753689938,1,1587.0920107398097
b2744,14,414,0.2591731753689938,0.0,0.2591731753689938,1,1587.0920107398106
b3403,1,0,0.2591731753689938,0.2591731753689901,3.7192471324942744e-15,0,0.0
b1479,1,0,0.2591731753689938,0.2591731753689938,0.0,0,0.0
b1190,1,414,0.2591731753689938,0.0,0.2591731753689938,1,1587.092010739812
b4053,1,414,0.2591731753689938,0.0,0.2591731753689938,1,1587.0920107398108
b2379,1,7,0.2591731753689938,0.25917317536892,7.382983113757291e-14,0,0.06822114383073169
b2290,1,11,0.2591731753689938,0.2591731753689757,1.8096635301390052e-14,0,0.19568269879463032
b3564,2,0,0.2591731753689938,0.25917317536899975,-5.9396931817445875e-15,0,0.0
b0063,3,8,0.2591731753689938,0.25917317536900075,-6.938893903907228e-15,0,0.12746226532825128
b3752,1,0,0.2591731753689938,0.2591731753689938,0.0,0,0.0
b3926,1,10,0.2591731753689938,0.2591731753690359,-4.207745263329343e-14,0,0.6363832283091714
b4383,2,55,0.2591731753689938,0.2591731753689674,2.6423307986078726e-14,0,0.3415739026075632
b0928,4,414,0.2591731753689938,0.0,0.2591731753689938,1,1587.0920107398088
b3925,1,0,0.2591731753689938,0.2591731753690205,-2.6700863742235015e-14,0,0.0
b2930,1,0,0.2591731753689938,0.2591731753689938,0.0,0,0.0
b4232,1,0,0.2591731753689938,0.2591731753689938,0.0,0,0.0
b3697,6,6,0.2591731753689938,0.2591731753690346,-4.08006961549745e-14,0,0.013203920350960286
b3430,1,0,0.2591731753689938,0.2591731753689938,0.0,0,0.0
b1676,1,10,0.2591731753689938,0.2591731753690056,-1.176836406102666e-14,0,0.013204630715298945
b1854,5,0,0.2591731753689938,0.25917317536903706,-4.324318680914985e-14,0,0.0
b3197,1,414,0.2591731753689938,0.0,0.2591731753689938,1,1587.092010739811
b2708,1,414,0.2591731753689938,0.0,0.2591731753689938,1,1587.0920107398144
b0072,2,414,0.2591731753689938,0.0,0.2591731753689938,1,1587.0920107398097
b0071,2,414,0.2591731753689938,0.0,0.2591731753689938,1,1587.092010739812
b3671,2,414,0.2591731753689938,0.0,0.2591731753689938,1,1587.092010739812
b3670,2,414,0.2591731753689938,0.0,0.2591731753689938,1,1587.0920107398103
b0078,2,414,0.2591731753689938,0.0,0.2591731753689938,1,1587.0920107398103
b0077,2,414,0.2591731753689938,0.0,0.2591731753689938,1,1587.0920107398092
b0908,1,414,0.2591731753689938,0.0,0.2591731753689938,1,1587.0920107398147
b1264,1,414,0.2591731753689938,0.0,0.2591731753689938,1,1587.0920107398106
b1263,2,414,0.2591731753689938,0.0,0.2591731753689938,1,1587.0920107398063
b2599,2,414,0.2591731753689938,0.0,0.2591731753689938,1,1587.0920107398106
b2600,2,414,0.2591731753689938,0.0,0.2591731753689938,1,1587.0920107398088
b2329,1,414,0.2591731753689938,0.0,0.2591731753689938,1,1587.0920107398151
b1262,2,414,0.2591731753689938,0.0,0.2591731753689938,1,1587.0920107398135
