atpm_bound,gene_id,gene_name,n_gpr_rxns,n_changed,b_wt,b_ko,delta_b,y_essential,kV
40.0,b0508,,1,43,0.6947359182109677,0.6947359182109607,6.994405055138486e-15,0,519.0197623731364
40.0,b0003,,1,443,0.6947359182109677,1.3887876801715115e-16,0.6947359182109676,1,8651.275237437403
40.0,b4013,,1,443,0.6947359182109677,0.0,0.6947359182109677,1,8651.2752374374
40.0,b2021,,1,443,0.6947359182109677,0.0,0.6947359182109677,1,8651.275237437414
40.0,b2867,,2,43,0.6947359182109677,0.6947359182109639,3.774758283725532e-15,0,519.0197623731367
40.0,b2866,,2,43,0.6947359182109677,0.6947359182109714,-3.6637359812630166e-15,0,519.0197623731373
40.0,b2868,,2,43,0.6947359182109677,0.6947359182109714,-3.6637359812630166e-15,0,519.0197623731373
40.0,b2994,,3,43,0.6947359182109677,0.6947359182109714,-3.6637359812630166e-15,0,519.0197623731373
40.0,b0973,,3,43,0.6947359182109677,0.6947359182109714,-3.6637359812630166e-15,0,519.0197623731373
40.0,b0974,,3,43,0.6947359182109677,0.6947359182109714,-3.6637359812630166e-15,0,519.0197623731373
40.0,b2997,,3,43,0.6947359182109677,0.6947359182109714,-3.6637359812630166e-15,0,519.0197623731373
40.0,b2995,,3,43,0.6947359182109677,0.6947359182109714,-3.6637359812630166e-15,0,519.0197623731373
40.0,b2996,,3,43,0.6947359182109677,0.6947359182109714,-3.6637359812630166e-15,0,519.0197623731373
40.0,b0972,,3,43,0.6947359182109677,0.6947359182109714,-3.6637359812630166e-15,0,519.0197623731373
40.0,b2530,,6,443,0.6947359182109677,-5.796541878236606e-16,0.6947359182109683,1,8651.275237437425
40.0,b2529,,6,202,0.6947359182109677,0.6947321397089231,3.7785020445824094e-06,0,519.0203933204483
40.0,b3807,,4,443,0.6947359182109677,-2.434026694261429e-16,0.6947359182109679,1,8651.27523743735
40.0,b2528,,2,202,0.6947359182109677,0.6947321397089152,3.7785020524649937e-06,0,519.0203933204474
40.0,b1136,,1,443,0.6947359182109677,-5.635122174012061e-17,0.6947359182109678,1,8651.275237437349
40.0,b2265,,1,43,0.6947359182109677,0.6947359182109664,1.3322676295501878e-15,0,519.0197623731347
40.0,b0593,,1,43,0.6947359182109677,0.6947359182109714,-3.6637359812630166e-15,0,519.0197623731373
40.0,b0595,,1,43,0.6947359182109677,0.6947359182109714,-3.6637359812630166e-15,0,519.0197623731373
40.0,b4015,,1,43,0.6947359182109677,0.6947359182109714,-3.6637359812630166e-15,0,519.0197623731373
40.0,b4267,,2,43,0.6947359182109677,0.6947359182109714,-3.6637359812630166e-15,0,519.0197623731373
40.0,b2023,,1,443,0.6947359182109677,-4.0869470757942087e-16,0.6947359182109681,1,8651.275237437418
40.0,b2025,,1,443,0.6947359182109677,0.0,0.6947359182109677,1,8651.27523743737
40.0,b1262,,2,443,0.6947359182109677,0.0,0.6947359182109677,1,8651.27523743737
40.0,b3770,,4,443,0.6947359182109677,0.0,0.6947359182109677,1,8651.275237437338
40.0,b0026,,1,43,0.6947359182109677,0.6947359182109599,7.771561172376096e-15,0,519.0197623731364
40.0,b0401,,3,43,0.6947359182109677,0.6947359182109714,-3.6637359812630166e-15,0,519.0197623731373
40.0,b2508,,1,361,0.6947359182109677,0.6930595234691601,0.0016763947418075,0,520.3353024135209
40.0,b3265,,1,43,0.6947359182109677,0.6947359182109645,3.219646771412954e-15,0,519.0197623731365
40.0,b3266,,1,43,0.6947359182109677,0.6947359182109671,5.551115123125786e-16,0,519.0197623731369
40.0,b3161,,2,43,0.6947359182109677,0.6947359182109671,5.551115123125786e-16,0,519.0197623731369
40.0,b3679,,1,43,0.6947359182109677,0.6947359182109671,5.551115123125786e-16,0,519.0197623731369
40.0,b2889,,1,43,0.6947359182109677,0.6947359182109671,5.551115123125786e-16,0,519.0197623731369
40.0,b0073,,1,443,0.6947359182109677,-1.0144139507636411e-16,0.6947359182109678,1,8651.275237437523
40.0,b0071,,2,443,0.6947359182109677,0.0,0.6947359182109677,1,8651.27523743735
40.0,b0072,,2,443,0.6947359182109677,0.0,0.6947359182109677,1,8651.27523743737
40.0,b0074,,1,443,0.6947359182109677,0.0,0.6947359182109677,1,8651.27523743737
40.0,b0918,,1,443,0.6947359182109677,0.0,0.6947359182109677,1,8651.27523743735
40.0,b3198,,1,443,0.6947359182109677,0.0,0.6947359182109677,1,8651.27523743726
40.0,b1215,,1,443,0.6947359182109677,0.0,0.6947359182109677,1,8651.27523743726
40.0,b4196,,1,43,0.6947359182109677,0.6947359182109628,4.884981308350689e-15,0,519.0197623731366
40.0,b3581,,1,43,0.6947359182109677,0.6947359182109671,5.551115123125786e-16,0,519.0197623731369
40.0,b0697,,1,43,0.6947359182109677,0.6947359182109671,5.551115123125786e-16,0,519.0197623731369
40.0,b4513,,1,43,0.6947359182109677,0.6947359182109671,5.551115123125786e-16,0,519.0197623731369
40.0,b0698,,1,43,0.6947359182109677,0.6947359182109671,5.551115123125786e-16,0,519.0197623731369
40.0,b0696,,1,43,0.6947359182109677,0.6947359182109671,5.551115123125786e-16,0,519.0197623731369
40.0,b3747,,1,337,0.6947359182109677,0.6937279741677939,0.0010079440431738,0,519.2325699868062
40.0,b1363,,1,337,0.6947359182109677,0.6937279741677862,0.0010079440431814,0,519.2325699868056
40.0,b1250,,1,337,0.6947359182109677,0.6937279741677862,0.0010079440431814,0,519.2325699868056
40.0,b3849,,1,337,0.6947359182109677,0.6937279741677862,0.0010079440431814,0,519.2325699868056
40.0,b1291,,1,337,0.6947359182109677,0.6937279741677862,0.0010079440431814,0,519.2325699868056
40.0,b3290,,1,337,0.6947359182109677,0.6937279741677862,0.0010079440431814,0,519.2325699868056
40.0,b0047,,1,43,0.6947359182109677,0.6947359182109589,8.770761894538737e-15,0,519.0197623731361
40.0,b0842,,2,43,0.6947359182109677,0.6947359182109671,5.551115123125786e-16,0,519.0197623731369
40.0,b3350,,1,43,0.6947359182109677,0.6947359182109671,5.551115123125786e-16,0,519.0197623731369
40.0,b3605,,2,43,0.6947359182109677,0.6947359182109671,5.551115123125786e-16,0,519.0197623731369
40.0,b0306,,2,43,0.6947359182109677,0.6947359182109671,5.551115123125786e-16,0,519.0197623731369
40.0,b0307,,2,43,0.6947359182109677,0.6947359182109671,5.551115123125786e-16,0,519.0197623731369
40.0,b0308,,2,43,0.6947359182109677,0.6947359182109671,5.551115123125786e-16,0,519.0197623731369
40.0,b2257,,1,43,0.6947359182109677,0.6947359182109671,5.551115123125786e-16,0,519.0197623731369
40.0,b0344,,1,43,0.6947359182109677,0.6947359182109671,5.551115123125786e-16,0,519.0197623731369
40.0,b2132,,1,43,0.6947359182109677,0.6947359182109671,5.551115123125786e-16,0,519.0197623731369
40.0,b1326,,1,43,0.6947359182109677,0.6947359182109671,5.551115123125786e-16,0,519.0197623731369
40.0,b4130,,2,43,0.6947359182109677,0.6947359182109671,5.551115123125786e-16,0,519.0197623731369
40.0,b3496,,2,43,0.6947359182109677,0.6947359182109671,5.551115123125786e-16,0,519.0197623731369
40.0,b0709,,2,43,0.6947359182109677,0.6947359182109671,5.551115123125786e-16,0,519.0197623731369
40.0,b1634,,2,43,0.6947359182109677,0.6947359182109671,5.551115123125786e-16,0,519.0197623731369
40.0,b2799,,1,43,0.6947359182109677,0.6947359182109671,5.551115123125786e-16,0,519.0197623731369
40.0,b2170,,1,43,0.6947359182109677,0.6947359182109671,5.551115123125786e-16,0,519.0197623731369
40.0,b0070,,1,43,0.6947359182109677,0.6947359182109671,5.551115123125786e-16,0,519.0197623731369
40.0,b0343,,1,43,0.6947359182109677,0.6947359182109671,5.551115123125786e-16,0,519.0197623731369
40.0,b1380,,1,43,0.6947359182109677,0.6947359182109671,5.551115123125786e-16,0,519.0197623731369
40.0,b2133,,2,43,0.6947359182109677,0.6947359182109671,5.551115123125786e-16,0,519.0197623731369
40.0,b4054,,3,443,0.6947359182109677,-6.081420009507681e-16,0.6947359182109683,1,8651.27523743754
40.0,b0642,,1,43,0.6947359182109677,0.6947359182109597,7.993605777301127e-15,0,519.0197623731365
40.0,b3458,,1,43,0.6947359182109677,0.6947359182109671,5.551115123125786e-16,0,519.0197623731369
40.0,b1651,,1,43,0.6947359182109677,0.6947359182109671,5.551115123125786e-16,0,519.0197623731369
40.0,b0622,,2,43,0.6947359182109677,0.6947359182109671,5.551115123125786e-16,0,519.0197623731369
40.0,b4386,,3,43,0.6947359182109677,0.6947359182109671,5.551115123125786e-16,0,519.0197623731369
40.0,b0630,,1,43,0.6947359182109677,0.6947359182109671,5.551115123125786e-16,0,519.0197623731369
40.0,b0628,,1,43,0.6947359182109677,0.6947359182109671,5.551115123125786e-16,0,519.0197623731369
40.0,b0182,,1,443,0.6947359182109677,-1.01441395076365e-16,0.6947359182109678,1,8651.275237437523
40.0,b0494,,21,43,0.6947359182109677,0.6947359182109627,4.996003610813205e-15,0,519.0197623731366
40.0,b3825,,35,43,0.6947359182109677,0.6947359182109495,1.8207657603852567e-14,0,519.0197623731354
40.0,b0186,,1,43,0.6947359182109677,0.694735918210965,2.664535259100376e-15,0,519.0197623731369
40.0,b4131,,1,43,0.6947359182109677,0.694735918210965,2.664535259100376e-15,0,519.0197623731369
40.0,b2890,,1,43,0.6947359182109677,0.694735918210965,2.664535259100376e-15,0,519.0197623731369
40.0,b2156,,1,43,0.6947359182109677,0.694735918210965,2.664535259100376e-15,0,519.0197623731369
40.0,b3903,,2,43,0.6947359182109677,0.694735918210965,2.664535259100376e-15,0,519.0197623731369
40.0,b3907,,2,43,0.6947359182109677,0.694735918210965,2.664535259100376e-15,0,519.0197623731369
40.0,b3600,,1,43,0.6947359182109677,0.694735918210965,2.664535259100376e-15,0,519.0197623731369
40.0,b0777,,1,443,0.6947359182109677,1.227067958564883e-15,0.6947359182109665,1,8651.275237437272
40.0,b1800,,1,43,0.6947359182109677,0.6947359182109616,6.106226635438361e-15,0,519.0197623731365
40.0,b4014,,1,165,0.6947359182109677,0.6947330352033004,2.883007667264792e-06,0,519.0219209676899
40.0,b2976,,1,165,0.6947359182109677,0.6947330352033124,2.883007655274384e-06,0,519.021920967691
40.0,b2049,,1,43,0.6947359182109677,0.6947359182109851,-1.7430501486614958e-14,0,519.0197623731386
40.0,b1613,,1,43,0.6947359182109677,0.6947359182109731,-5.440092820663267e-15,0,519.0197623731375
40.0,b4323,,1,43,0.6947359182109677,0.6947359182109731,-5.440092820663267e-15,0,519.0197623731375
40.0,b0731,,1,43,0.6947359182109677,0.6947359182109731,-5.440092820663267e-15,0,519.0197623731375
40.0,b0732,,1,43,0.6947359182109677,0.6947359182109731,-5.440092820663267e-15,0,519.0197623731375
40.0,b0334,,1,43,0.6947359182109677,0.6947359182109731,-5.440092820663267e-15,0,519.0197623731375
40.0,b0331,,1,43,0.6947359182109677,0.6947359182109731,-5.440092820663267e-15,0,519.0197623731375
40.0,b0333,,1,43,0.6947359182109677,0.6947359182109731,-5.440092820663267e-15,0,519.0197623731375
40.0,b1092,,1,443,0.6947359182109677,8.253488835076635e-45,0.6947359182109677,1,8651.275237437365
40.0,b2521,,1,40,0.6947359182109677,0.6947359182109737,-5.9952043329758445e-15,0,519.8330260591259
40.0,b0149,,5,443,0.6947359182109677,1.0472523592687017e-15,0.6947359182109667,1,8651.275237437068
40.0,b0635,,2,443,0.6947359182109677,0.0,0.6947359182109677,1,8651.27523743737
40.0,b3396,,5,443,0.6947359182109677,0.0,0.6947359182109677,1,8651.27523743737
40.0,b0084,,2,443,0.6947359182109677,0.0,0.6947359182109677,1,8651.27523743737
40.0,b0839,,5,40,0.6947359182109677,0.694735918210964,3.6637359812630166e-15,0,519.833026059125
40.0,b2010,,5,40,0.6947359182109677,0.6947359182109533,1.4432899320127035e-14,0,519.8330260591239
40.0,b3182,,9,40,0.6947359182109677,0.6947359182109533,1.4432899320127035e-14,0,519.8330260591239
40.0,b0632,,5,40,0.6947359182109677,0.6947359182109533,1.4432899320127035e-14,0,519.8330260591239
40.0,b2134,,4,40,0.6947359182109677,0.6947359182109533,1.4432899320127035e-14,0,519.8330260591239
40.0,b2328,,4,40,0.6947359182109677,0.6947359182109554,1.2323475573339238e-14,0,519.8330260591244
40.0,b3236,,1,433,0.6947359182109677,0.6631936907384611,0.0315422274725065,0,594.1410660853296
40.0,b2210,,2,36,0.6947359182109677,0.6947359182109812,-1.3544720900426911e-14,0,519.8330259631182
40.0,b1479,,1,36,0.6947359182109677,0.6947359182109625,5.218048215738236e-15,0,519.8330259631168
40.0,b2463,,1,36,0.6947359182109677,0.6947359182109625,5.218048215738236e-15,0,519.8330259631168
40.0,b2515,,1,443,0.6947359182109677,3.555732518755343e-16,0.6947359182109674,1,8651.275237437383
40.0,b2746,,1,443,0.6947359182109677,0.0,0.6947359182109677,1,8651.275237437387
40.0,b4120,,1,36,0.6947359182109677,0.6947359182109613,6.439293542825908e-15,0,519.8330259631165
40.0,b2747,,1,443,0.6947359182109677,-1.8123206303968587e-15,0.6947359182109695,1,8651.275237437125
40.0,b2942,,1,443,0.6947359182109677,0.0,0.6947359182109677,1,8651.275237437361
40.0,b0199,,2,36,0.6947359182109677,0.6947359182109634,4.329869796038111e-15,0,519.8330259631167
40.0,b0197,,2,36,0.6947359182109677,0.6947359182109557,1.199040866595169e-14,0,519.8330259631163
40.0,b0198,,2,36,0.6947359182109677,0.6947359182109557,1.199040866595169e-14,0,519.8330259631163
40.0,b4019,,1,443,0.6947359182109677,2.6035681551039067e-16,0.6947359182109675,1,8651.275237437136
40.0,b3829,,1,443,0.6947359182109677,0.0,0.6947359182109677,1,8651.275237437394
40.0,b4219,,1,36,0.6947359182109677,0.6947359182109676,1.1102230246251563e-16,0,519.8330259631175
40.0,b1778,,1,36,0.6947359182109677,0.6947359182109557,1.199040866595169e-14,0,519.8330259631163
40.0,b2114,,1,36,0.6947359182109677,0.6947359182109557,1.199040866595169e-14,0,519.8330259631163
40.0,b4242,,2,36,0.6947359182109677,0.6947359182109557,1.199040866595169e-14,0,519.8330259631163
40.0,b0963,,1,36,0.6947359182109677,0.6947359182109557,1.199040866595169e-14,0,519.8330259631163
40.0,b0403,,5,36,0.6947359182109677,0.6947359182109557,1.199040866595169e-14,0,519.8330259631163
40.0,b4392,,4,36,0.6947359182109677,0.6947359182109557,1.199040866595169e-14,0,519.8330259631163
40.0,b2963,,4,36,0.6947359182109677,0.6947359182109557,1.199040866595169e-14,0,519.8330259631163
40.0,b2558,,4,36,0.6947359182109677,0.6947359182109557,1.199040866595169e-14,0,519.8330259631163
40.0,b2813,,4,36,0.6947359182109677,0.6947359182109557,1.199040866595169e-14,0,519.8330259631163
40.0,b2701,,4,36,0.6947359182109677,0.6947359182109557,1.199040866595169e-14,0,519.8330259631163
40.0,b1193,,4,36,0.6947359182109677,0.6947359182109557,1.199040866595169e-14,0,519.8330259631163
40.0,b2919,,1,36,0.6947359182109677,0.6947359182109557,1.199040866595169e-14,0,519.8330259631163
40.0,b0260,,1,36,0.6947359182109677,0.6947359182109557,1.199040866595169e-14,0,519.8330259631163
40.0,b2917,,1,36,0.6947359182109677,0.6947359182109557,1.199040866595169e-14,0,519.8330259631163
40.0,b3599,,1,36,0.6947359182109677,0.6947359182109557,1.199040866595169e-14,0,519.8330259631163
40.0,b4322,,1,36,0.6947359182109677,0.6947359182109557,1.199040866595169e-14,0,519.8330259631163
40.0,b0784,,2,443,0.6947359182109677,1.6421417794485564e-15,0.694735918210966,1,8651.275237437121
40.0,b3633,,2,443,0.6947359182109677,0.0,0.6947359182109677,1,8651.2752374373
40.0,b3624,,1,36,0.6947359182109677,0.6947359182109722,-4.551914400963142e-15,0,519.8330259631176
40.0,b3917,,3,443,0.6947359182109677,-4.677294972458909e-16,0.6947359182109681,1,8651.275237437158
40.0,b0763,,3,443,0.6947359182109677,0.0,0.6947359182109677,1,8651.275237437383
40.0,b2423,,5,443,0.6947359182109677,0.0,0.6947359182109677,1,8651.275237437383
40.0,b0765,,3,443,0.6947359182109677,0.0,0.6947359182109677,1,8651.275237437383
40.0,b2425,,5,443,0.6947359182109677,0.0,0.6947359182109677,1,8651.275237437383
40.0,b2422,,5,443,0.6947359182109677,0.0,0.6947359182109677,1,8651.275237437383
40.0,b0764,,3,443,0.6947359182109677,0.0,0.6947359182109677,1,8651.275237437383
40.0,b2424,,5,443,0.6947359182109677,0.0,0.6947359182109677,1,8651.275237437383
40.0,b2877,,1,36,0.6947359182109677,0.6947359182109614,6.3282712403633915e-15,0,519.8330259631165
40.0,b0134,,1,443,0.6947359182109677,1.6049479486613578e-15,0.6947359182109661,1,8651.275237437125
40.0,b0009,,1,443,0.6947359182109677,0.0,0.6947359182109677,1,8651.27523743744
40.0,b2519,,2,443,0.6947359182109677,0.0,0.6947359182109677,1,8651.275237437334
40.0,b1069,,2,443,0.6947359182109677,0.0,0.6947359182109677,1,8651.275237437398
40.0,b0785,,1,443,0.6947359182109677,0.0,0.6947359182109677,1,8651.275237437398
40.0,b0826,,1,443,0.6947359182109677,0.0,0.6947359182109677,1,8651.275237437356
40.0,b1008,,1,36,0.6947359182109677,0.6947359182109651,2.55351295663786e-15,0,519.8330259631168
40.0,b0529,,2,433,0.6947359182109677,0.6753027786633978,0.0194331395475698,0,517.751343026174
40.0,b3941,,1,443,0.6947359182109677,-2.281801601659241e-16,0.6947359182109679,1,8651.275237437163
40.0,b1059,,2,36,0.6947359182109677,0.6947359182109691,-1.4432899320127037e-15,0,519.833025963117
40.0,b3996,,1,36,0.6947359182109677,0.6947359182109707,-2.997602166487923e-15,0,519.8330259631174
40.0,b2411,,1,36,0.6947359182109677,0.6947359182109707,-2.997602166487923e-15,0,519.8330259631174
40.0,b1109,,3,36,0.6947359182109677,0.6947359182109707,-2.997602166487923e-15,0,519.8330259631174
40.0,b2284,,3,439,0.6947359182109677,0.4523037572858771,0.2424321609250906,0,4167.487044888331
40.0,b2288,,3,439,0.6947359182109677,0.4523037572858741,0.2424321609250935,0,4167.487044888335
40.0,b2280,,3,439,0.6947359182109677,0.4523037572858741,0.2424321609250935,0,4167.487044888335
40.0,b2282,,3,439,0.6947359182109677,0.4523037572858741,0.2424321609250935,0,4167.487044888335
40.0,b2277,,3,439,0.6947359182109677,0.4523037572858741,0.2424321609250935,0,4167.487044888335
40.0,b2287,,3,439,0.6947359182109677,0.4523037572858741,0.2424321609250935,0,4167.487044888335
40.0,b2276,,3,439,0.6947359182109677,0.4523037572858741,0.2424321609250935,0,4167.487044888335
40.0,b2278,,3,439,0.6947359182109677,0.4523037572858741,0.2424321609250935,0,4167.487044888335
40.0,b2286,,3,439,0.6947359182109677,0.4523037572858741,0.2424321609250935,0,4167.487044888335
40.0,b2283,,3,439,0.6947359182109677,0.4523037572858741,0.2424321609250935,0,4167.487044888335
40.0,b2279,,3,439,0.6947359182109677,0.4523037572858741,0.2424321609250935,0,4167.487044888335
40.0,b2285,,3,439,0.6947359182109677,0.4523037572858741,0.2424321609250935,0,4167.487044888335
40.0,b2281,,3,439,0.6947359182109677,0.4523037572858741,0.2424321609250935,0,4167.487044888335
40.0,b2615,,1,447,0.6947359182109677,7.702572108420552e-12,0.6947359182032651,1,9570.436347114242
40.0,b3028,,3,87,0.6947359182109677,0.6947359182109574,1.0325074129013956e-14,0,519.8332362577709
40.0,b1740,,1,443,0.6947359182109677,1.965080467160345e-12,0.6947359182090026,1,8651.275237392143
40.0,b1602,,2,87,0.6947359182109677,0.6947359182109523,1.5432100042289676e-14,0,519.8332362577702
40.0,b1603,,2,87,0.6947359182109677,0.6947359182109811,-1.3433698597964394e-14,0,519.8332362577726
40.0,b3962,,1,87,0.6947359182109677,0.6947359182109811,-1.3433698597964394e-14,0,519.8332362577726
40.0,b0931,,1,87,0.6947359182109677,0.6947359182109811,-1.3433698597964394e-14,0,519.8332362577726
40.0,b1186,,1,87,0.6947359182109677,0.6947359182109811,-1.3433698597964394e-14,0,519.8332362577726
40.0,b0019,,1,87,0.6947359182109677,0.6947359182109811,-1.3433698597964394e-14,0,519.8332362577726
