gene_id,gene_name,n_gpr_rxns,n_changed,b_wt,b_ko,delta_b,y_essential,kV,L1,solve_src
b0870,ltaE,5,66,0.0796779070803362,0.079677429274037,4.778062992066845e-07,0,7.81276797392347e-07,747.6817474281777,highs_pfba
b2551,glyA,6,355,0.0796779070803362,0.0775229295237519,0.0021549775565842,0,0.2312369894607175,748.4549603398154,highs_pfba
b3368,cysG,3,407,0.0796779070803362,-0.0,0.0796779070803362,1,307.2173388465731,677.3684210526314,highs_pfba
b2436,hemF,1,86,0.0796779070803362,0.0796761728477793,1.7342325568381334e-06,0,0.0074696370461273,747.6822095229827,highs_pfba
b3500,gor,1,10,0.0796779070803362,0.0796779070803363,-1.52655665885959e-16,0,0.0068901154426233,747.6826157160058,highs_pfba
b0945,pyrD,2,13,0.0796779070803362,0.0796779070803368,-5.967448757360216e-16,0,0.0033327249114718,747.7089727692819,highs_pfba
b4467,glcF,3,14,0.0796779070803362,0.0796779070803362,0.0,0,0.0493688504527992,747.6826157159549,highs_pfba
b2979,glcD,3,14,0.0796779070803362,0.0796779070803362,0.0,0,0.0493688504527992,747.6826157159549,highs_pfba
b4468,glcE,3,14,0.0796779070803362,0.0796779070803362,0.0,0,0.0493688504527992,747.6826157159549,highs_pfba
b3916,pfkA,3,323,0.0796779070803362,0.0785756786316661,0.00110222844867,0,2.4599073528168227,747.7396126945437,highs_pfba
b1260,trpA,3,407,0.0796779070803362,-0.0,0.0796779070803362,1,307.2173388465708,677.3684210526316,highs_pfba
b1261,trpB,3,407,0.0796779070803362,-0.0,0.0796779070803362,1,307.2173388465708,677.3684210526316,highs_pfba
b3426,glpD,1,0,0.0796779070803362,0.0796779070803364,-1.8041124150158796e-16,0,0.0,747.6826157159724,highs_pfba
b2243,glpC,3,16,0.0796779070803362,0.0796779070803362,0.0,0,0.0620294251166966,747.6826157159703,highs_pfba
b2242,glpB,3,16,0.0796779070803362,0.0796779070803362,0.0,0,0.0620294251166966,747.6826157159703,highs_pfba
b2241,glpA,3,16,0.0796779070803362,0.0796779070803362,0.0,0,0.0620294251166966,747.6826157159703,highs_pfba
b3770,ilvE,5,407,0.0796779070803362,-0.0,0.0796779070803362,1,307.217338846572,677.3684210526314,highs_pfba
b4054,tyrB,4,407,0.0796779070803362,-0.0,0.0796779070803362,1,307.21733884657186,677.3684210526314,highs_pfba
b3281,aroE,1,407,0.0796779070803362,-0.0,0.0796779070803362,1,307.2173388465731,677.3684210526314,highs_pfba
b1692,ydiB,3,407,0.0796779070803362,-0.0,0.0796779070803362,1,307.21733884657306,677.3684210526314,highs_pfba
b0243,proA,1,407,0.0796779070803362,-0.0,0.0796779070803362,1,307.2173388465719,677.3684210526314,highs_pfba
b1613,manA,1,10,0.0796779070803362,0.0796779070803362,0.0,0,2.67676324371912e-05,747.6826157159717,highs_pfba
b0414,ribD,2,407,0.0796779070803362,-0.0,0.0796779070803362,1,307.21733884657306,677.3684210526314,highs_pfba
b3041,ribB,1,407,0.0796779070803362,-0.0,0.0796779070803362,1,307.21733884657306,677.3684210526314,highs_pfba
b0025,ribF,2,407,0.0796779070803362,-0.0,0.0796779070803362,1,307.2173388465718,677.3684210526314,highs_pfba
b0446,cof,4,12,0.0796779070803362,0.0796779070803362,0.0,0,0.0074813678018036,747.6826157159705,highs_pfba
b3812,yigB,2,407,0.0796779070803362,-0.0,0.0796779070803362,1,307.2173388465708,677.3684210526316,highs_pfba
b0844,ybjI,2,407,0.0796779070803362,-0.0,0.0796779070803362,1,307.2173388465708,677.3684210526316,highs_pfba
b1662,ribC,1,407,0.0796779070803362,-0.0,0.0796779070803362,1,307.21733884657306,677.3684210526314,highs_pfba
b0421,ispA,2,407,0.0796779070803362,-0.0,0.0796779070803362,1,307.21733884657334,677.3684210526314,highs_pfba
b3804,hemD,1,407,0.0796779070803362,-0.0,0.0796779070803362,1,307.21733884657044,677.3684210526317,highs_pfba
b3997,hemE,1,407,0.0796779070803362,-0.0,0.0796779070803362,1,307.2173388465718,677.3684210526314,highs_pfba
b4382,deoA,2,10,0.0796779070803362,0.0796779070803361,4.163336342344337e-17,0,0.0336006481454913,747.682615716004,highs_pfba
b0126,|can|,1,407,0.0796779070803362,-0.0,0.0796779070803362,1,307.21733884657203,677.3684210526314,highs_pfba
b0339,cynT,1,407,0.0796779070803362,-0.0,0.0796779070803362,1,307.21733884657203,677.3684210526314,highs_pfba
