gene_id,gene_name,n_gpr_rxns,n_changed,b_wt,b_ko,delta_b,y_essential,kV,solve_src
b2912,,1,0,0.09924798831587155,0.09924798831587155,0.0,0,0.0,pfba
b2374,,1,0,0.09924798831587155,0.09924798874349426,-4.276227150157297e-10,0,0.0,pfba
b2492,,2,0,0.09924798831587155,0.09924798831584367,2.7880475705899244e-14,0,0.0,pfba
b0904,,2,0,0.09924798831587155,0.09924798831584367,2.7880475705899244e-14,0,0.0,pfba
b4154,,2,0,0.09924798831587155,0.09924798831587155,0.0,0,0.0,pfba
b4152,,2,0,0.09924798831587155,0.09924798831587155,0.0,0,0.0,pfba
b4153,,2,0,0.09924798831587155,0.09924798831587155,0.0,0,0.0,pfba
b4151,,2,0,0.09924798831587155,0.09924798831587155,0.0,0,0.0,pfba
b2168,,1,0,0.09924798831587155,0.09924798831585002,2.1524448889920222e-14,0,0.0,pfba
b3371,,1,0,0.09924798831587155,0.09924798831585784,1.3711254354120683e-14,0,0.0,pfba
b4474,,1,4,0.09924798831587155,0.09924798831585398,1.7569279364693102e-14,0,1.9593550304372945e-09,pfba
b3374,,1,0,0.09924798831587155,0.09924798831586108,1.04638520070921e-14,0,0.0,pfba
b3370,,2,0,0.09924798831587155,0.09924798831585589,1.5654144647214707e-14,0,0.0,pfba
b4321,,2,4,0.09924798831587155,0.0992479883158491,2.2440382885235977e-14,0,1.959355033432502e-09,pfba
b2169,,1,0,0.09924798831587155,0.09924798831584332,2.8227420401094605e-14,0,0.0,pfba
b2167,,1,0,0.09924798831587155,0.09924798831584332,2.8227420401094605e-14,0,0.0,pfba
b1232,,1,0,0.09924798831587155,0.09924798831585178,1.9761969838327786e-14,0,0.0,pfba
b2801,,1,0,0.09924798831587155,0.09924798831584804,2.350897254643769e-14,0,0.0,pfba
b1611,,1,427,0.09924798831587155,0.09001547081269183,0.009232517503179716,0,26.583006795741323,pfba
b1612,,1,427,0.09924798831587155,0.09001547081269183,0.009232517503179716,0,26.583006795741323,pfba
b0621,,4,0,0.09924798831587155,0.09924798831587155,0.0,0,0.0,pfba
b3730,,2,421,0.09924798831587155,0.0,0.09924798831587155,1,285.32156388489466,pfba
b1002,,2,4,0.09924798831587155,0.09924798831585138,2.0164425684754406e-14,0,1.95935504561631e-09,pfba
b3789,,1,4,0.09924798831587155,0.09924798831585571,1.5834555888716295e-14,0,1.9593550535528944e-09,pfba
b2039,,1,4,0.09924798831587155,0.09924798831585571,1.5834555888716295e-14,0,1.9593550535528944e-09,pfba
b0154,,1,421,0.09924798831587155,0.0,0.09924798831587155,1,285.32156388489096,pfba
b2533,,2,8,0.09924798831587155,0.099247988315846,2.5549007354186415e-14,0,1.0694028240585257e-06,pfba
b4055,,17,0,0.09924798831587155,0.09924798831585933,1.2212453270876722e-14,0,0.0,pfba
b4041,,7,10,0.09924798831587155,0.09924798831586797,3.58046925441613e-15,0,0.00028750967659417443,pfba
b3451,,7,0,0.09924798831587155,0.0992479883158697,1.8457457784393227e-15,0,0.0,pfba
b3452,,7,0,0.09924798831587155,0.0992479883158697,1.8457457784393227e-15,0,0.0,pfba
b3453,,7,0,0.09924798831587155,0.0992479883158697,1.8457457784393227e-15,0,0.0,pfba
b3450,,7,0,0.09924798831587155,0.0992479883158697,1.8457457784393227e-15,0,0.0,pfba
b3608,,1,421,0.09924798831587155,0.0,0.09924798831587155,1,285.32156388488767,pfba
b2242,,3,4,0.09924798831587155,0.09924798831585512,1.6431300764452317e-14,0,1.9593550303406596e-09,pfba
b2241,,3,0,0.09924798831587155,0.09924798831584787,2.3675506000131463e-14,0,0.0,pfba
b2243,,3,0,0.09924798831587155,0.09924798831584787,2.3675506000131463e-14,0,0.0,pfba
b3426,,1,0,0.09924798831587155,0.09924798831584787,2.3675506000131463e-14,0,0.0,pfba
b0243,,1,293,0.09924798831587155,0.09903072219943718,0.00021726611643436977,0,0.0037184504556726787,pfba
b0678,,1,4,0.09924798831587155,0.09924798831579588,7.566169912820442e-14,0,1.9593549832574183e-09,pfba
b1852,,1,321,0.09924798831587155,0.0978657258000206,0.0013822625158509405,0,1.2476149269491303,pfba
b3128,,1,0,0.09924798831587155,0.0992479883157594,1.1214640327494863e-13,0,0.0,pfba
b4358,,1,0,0.09924798831587155,0.09924798831583531,3.6234903966203547e-14,0,0.0,pfba
b4478,,1,4,0.09924798831587155,0.09924798831585287,1.867950238931826e-14,0,1.9593550439850948e-09,pfba
b4356,,1,0,0.09924798831587155,0.09924798831584689,2.466082893448629e-14,0,0.0,pfba
b3691,,1,4,0.09924798831587155,0.0992479883158464,2.5146551507759796e-14,0,1.9593550552850755e-09,pfba
b3127,,3,4,0.09924798831587155,0.09924798831585968,1.186550857568136e-14,0,1.9593550777952867e-09,pfba
b2789,,3,4,0.09924798831587155,0.09924798831585968,1.186550857568136e-14,0,1.9593550777952867e-09,pfba
b0757,,1,0,0.09924798831587155,0.09924798831585378,1.7763568394002505e-14,0,0.0,pfba
b2045,,1,0,0.09924798831587155,0.09924798831585378,1.7763568394002505e-14,0,0.0,pfba
b0756,,1,0,0.09924798831587155,0.09924798831584493,2.6617597015388128e-14,0,0.0,pfba
b4119,,1,0,0.09924798831587155,0.09924798831585382,1.772193503057906e-14,0,0.0,pfba
b3628,,1,0,0.09924798831587155,0.09924798831584813,2.341182803178299e-14,0,0.0,pfba
b2093,,1,0,0.09924798831587155,0.09924798831568589,1.856570452929418e-13,0,0.0,pfba
b2092,,1,0,0.09924798831587155,0.09924798831568589,1.856570452929418e-13,0,0.0,pfba
b2094,,1,0,0.09924798831587155,0.09924798831568589,1.856570452929418e-13,0,0.0,pfba
b3093,,2,0,0.09924798831587155,0.09924798831588721,-1.5668022435022522e-14,0,0.0,pfba
b1236,,1,4,0.09924798831587155,0.09924798831585223,1.9317880628477724e-14,0,1.9593550379139175e-09,pfba
b4230,,2,0,0.09924798831587155,0.09924798831586508,6.467049118441537e-15,0,0.0,pfba
b2148,,2,0,0.09924798831587155,0.09924798831587155,0.0,0,0.0,pfba
b2149,,2,0,0.09924798831587155,0.09924798831587155,0.0,0,0.0,pfba
b2150,,2,0,0.09924798831587155,0.09924798831587155,0.0,0,0.0,pfba
b4231,,2,0,0.09924798831587155,0.09924798831586508,6.467049118441537e-15,0,0.0,pfba
b4485,,2,0,0.09924798831587155,0.09924798831586508,6.467049118441537e-15,0,0.0,pfba
b4227,,2,0,0.09924798831587155,0.09924798831586508,6.467049118441537e-15,0,0.0,pfba
b2943,,2,0,0.09924798831587155,0.09924798831585183,1.9720336474904343e-14,0,0.0,pfba
b2500,,1,303,0.09924798831587155,0.09887750389002237,0.0003704844258491796,0,0.006878989994041543,pfba
b1415,,2,421,0.09924798831587155,0.0,0.09924798831587155,1,285.3215638848898,pfba
b2052,,2,4,0.09924798831587155,0.099247988315851,2.055300374337321e-14,0,1.9593550317062574e-09,pfba
b2784,,2,0,0.09924798831587155,0.09924798831587155,0.0,0,0.0,pfba
b3650,,3,0,0.09924798831587155,0.09924798831585217,1.9373391779708982e-14,0,0.0,pfba
b2051,,1,0,0.09924798831587155,0.09924798831587155,0.0,0,0.0,pfba
b2467,,1,0,0.09924798831587155,0.09924798831587155,0.0,0,0.0,pfba
b3729,,1,421,0.09924798831587155,0.0,0.09924798831587155,1,285.3215638848878,pfba
b1298,,1,8,0.09924798831587155,0.09924798831585943,1.211530875622202e-14,0,1.0694028240626457e-06,pfba
b1301,,1,0,0.09924798831587155,0.09924798831587155,0.0,0,0.0,pfba
b1297,,2,421,0.09924798831587155,0.0,0.09924798831587155,1,285.32156388488625,pfba
b3882,,1,4,0.09924798831587155,0.09924798831585872,1.2823075934420558e-14,0,1.959355054066245e-09,pfba
b3432,,1,4,0.09924798831587155,0.09924798831547652,3.950312299494385e-13,0,1.959354710923213e-09,pfba
b0459,,2,0,0.09924798831587155,0.099247988315846,2.5549007354186415e-14,0,0.0,pfba
b0124,,1,0,0.09924798831587155,0.09924798831584358,2.796374243274613e-14,0,0.0,pfba
b0837,,1,0,0.09924798831587155,0.09924798831584358,2.796374243274613e-14,0,0.0,pfba
b4476,,1,4,0.09924798831587155,0.09924798831594721,-7.566169912820442e-14,0,1.9593551709501153e-09,pfba
b3415,,1,4,0.09924798831587155,0.09924798831594721,-7.566169912820442e-14,0,1.9593551709501153e-09,pfba
b3417,,5,11,0.09924798831587155,0.0992480858325656,-9.751669405311247e-08,0,1.532698115858988e-11,pfba
b3428,,2,0,0.09924798831587155,0.09924798831585903,1.251776460264864e-14,0,0.0,pfba
b3126,,1,4,0.09924798831587155,0.09924798831584855,2.2995494397548555e-14,0,1.9593550399291143e-09,pfba
b2787,,1,0,0.09924798831587155,0.09924798831585194,1.9609314172441827e-14,0,0.0,pfba
b2788,,1,0,0.09924798831587155,0.09924798831585194,1.9609314172441827e-14,0,0.0,pfba
b3429,,1,4,0.09924798831587155,0.09924798831584764,2.391142839286431e-14,0,1.959355015083322e-09,pfba
b3631,,1,0,0.09924798831587155,0.09924798831585496,1.6583956430338276e-14,0,0.0,pfba
b3627,,1,0,0.09924798831587155,0.09924798831584257,2.8976820942716586e-14,0,0.0,pfba
b3626,,1,4,0.09924798831587155,0.09924798831584089,3.0656033267462135e-14,0,1.9593550349596523e-09,pfba
b1621,,2,420,0.09924798831587155,0.07443599123690516,0.02481199707896639,0,584.3140426895733,pfba
b3431,,1,4,0.09924798831587155,0.09924798831579798,7.356615316922444e-14,0,1.9593549990761697e-09,pfba
b3430,,1,0,0.09924798831587155,0.09924798831587155,0.0,0,0.0,pfba
b3870,,1,421,0.09924798831587155,0.0,0.09924798831587155,1,285.32156388488625,pfba
b0680,,1,4,0.09924798831587155,0.09924798831585872,1.2823075934420558e-14,0,1.959355054066245e-09,pfba
b0809,,1,0,0.09924798831587155,0.09924798831586301,8.534839501805891e-15,0,0.0,pfba
b0810,,1,0,0.09924798831587155,0.09924798831586301,8.534839501805891e-15,0,0.0,pfba
b0811,,1,0,0.09924798831587155,0.09924798831586301,8.534839501805891e-15,0,0.0,pfba
b2091,,1,0,0.09924798831587155,0.09924798831583607,3.547162563677375e-14,0,0.0,pfba
b0242,,1,293,0.09924798831587155,0.09903072219946842,0.00021726611640313087,0,0.003718450455539453,pfba
b1492,,1,0,0.09924798831587155,0.09924798831587155,0.0,0,0.0,pfba
b2688,,1,0,0.09924798831587155,0.09924798831587155,0.0,0,0.0,pfba
b1493,,1,0,0.09924798831587155,0.0992479883158507,2.0844437287337314e-14,0,0.0,pfba
b3517,,1,0,0.09924798831587155,0.0992479883158507,2.0844437287337314e-14,0,0.0,pfba
b1761,,1,410,0.09924798831587155,0.09149485249558378,0.007753135820287763,0,2.297788201743455,pfba
b1524,,1,0,0.09924798831587155,0.09924798831586677,4.773959005888173e-15,0,0.0,pfba
b0485,,1,0,0.09924798831587155,0.09924798831586677,4.773959005888173e-15,0,0.0,pfba
b2312,,1,421,0.09924798831587155,0.0,0.09924798831587155,1,285.3215638848929,pfba
b3967,,1,421,0.09924798831587155,0.0,0.09924798831587155,1,285.3215638848976,pfba
b3213,,1,8,0.09924798831587155,0.0992479883158404,3.114175584073564e-14,0,1.0694028240453437e-06,pfba
b3212,,1,0,0.09924798831587155,0.09924798831587155,0.0,0,0.0,pfba
b1210,,1,421,0.09924798831587155,0.0,0.09924798831587155,1,285.3215638848858,pfba
b2400,,1,421,0.09924798831587155,0.0,0.09924798831587155,1,285.3215638848938,pfba
b3653,,1,8,0.09924798831587155,0.09924798831585246,1.9081958235744878e-14,0,1.069402824072927e-06,pfba
b0507,,1,0,0.09924798831587155,0.09924798831582252,4.9030224325008476e-14,0,0.0,pfba
b3927,,3,0,0.09924798831587155,0.09924798831585195,1.9595436384634013e-14,0,0.0,pfba
b3617,,1,0,0.09924798831587155,0.09924798831585525,1.6292522886374172e-14,0,0.0,pfba
b2240,,1,0,0.09924798831587155,0.0992479883158405,3.104461132608094e-14,0,0.0,pfba
b0514,,1,0,0.09924798831587155,0.09924798831587135,1.942890293094024e-16,0,0.0,pfba
b3124,,1,0,0.09924798831587155,0.09924798831587155,0.0,0,0.0,pfba
b2904,,1,268,0.09924798831587155,0.09920766496274891,4.032335312263713e-05,0,0.0012819512249039754,pfba
b2903,,1,268,0.09924798831587155,0.09920766496274891,4.032335312263713e-05,0,0.0012819512249039754,pfba
b2905,,1,268,0.09924798831587155,0.09920766496274891,4.032335312263713e-05,0,0.0012819512249039754,pfba
b1033,,4,0,0.09924798831587155,0.09924798831583674,3.480549182199866e-14,0,0.0,pfba
b4468,,3,60,0.09924798831587155,0.09924757645762053,4.118582510176383e-07,0,9.871655353685668e-08,pfba
b4467,,3,60,0.09924798831587155,0.09924757645762053,4.118582510176383e-07,0,9.871655353685668e-08,pfba
b2979,,3,60,0.09924798831587155,0.09924757645762053,4.118582510176383e-07,0,9.871655353685668e-08,pfba
b3926,,1,0,0.09924798831587155,0.09924798831585016,2.1385671011842078e-14,0,0.0,pfba
b0212,,1,0,0.09924798831587155,0.09924798831587155,0.0,0,0.0,pfba
b3559,,1,4,0.09924798831587155,0.09924798831575717,1.1438072711200675e-13,0,1.959354962321931e-09,pfba
b3560,,1,4,0.09924798831587155,0.09924798831575717,1.1438072711200675e-13,0,1.959354962321931e-09,pfba
b2053,,1,0,0.09924798831587155,0.09924798831585133,2.0219936835985663e-14,0,0.0,pfba
b3052,,2,0,0.09924798831587155,0.09924798831584095,3.060052211623088e-14,0,0.0,pfba
b0200,,1,0,0.09924798831587155,0.09924798831585363,1.7916224059888464e-14,0,0.0,pfba
b0104,,1,0,0.09924798831587155,0.09924798831584294,2.8602120671905595e-14,0,0.0,pfba
b2507,,1,421,0.09924798831587155,0.0,0.09924798831587155,1,285.32156388488943,pfba
b2029,,1,323,0.09924798831587155,0.09786572580000287,0.0013822625158686763,0,1.2476104532510983,pfba
b3437,,1,11,0.09924798831587155,0.09924808583257165,-9.751670010382796e-08,0,1.532696356951386e-11,pfba
b4268,,1,11,0.09924798831587155,0.09924808583257165,-9.751670010382796e-08,0,1.532696356951386e-11,pfba
b3449,,5,4,0.09924798831587155,0.09924798831586594,5.6066262743570405e-15,0,1.959355069252289e-09,pfba
b2239,,5,0,0.09924798831587155,0.09924798831585449,1.7055801215803967e-14,0,0.0,pfba
b1654,,6,4,0.09924798831587155,0.09924798831587504,-3.497202527569243e-15,0,1.9593550875615414e-09,pfba
b3610,,6,4,0.09924798831587155,0.09924798831587504,-3.497202527569243e-15,0,1.9593550875615414e-09,pfba
b0849,,6,4,0.09924798831587155,0.09924798831587504,-3.497202527569243e-15,0,1.9593550875615414e-09,pfba
b0477,,2,0,0.09924798831587155,0.09924798831584584,2.5701663020072374e-14,0,0.0,pfba
b2988,,2,0,0.09924798831587155,0.09924798831583824,3.3306690738754696e-14,0,0.0,pfba
b3500,,1,0,0.09924798831587155,0.09924798831585603,1.5515366769136563e-14,0,0.0,pfba
b1710,,2,0,0.09924798831587155,0.09924798831586572,5.828670879282072e-15,0,0.0,pfba
b3447,,1,0,0.09924798831587155,0.09924798831585038,2.1163626406917047e-14,0,0.0,pfba
b0832,,1,0,0.09924798831587155,0.09924798831587155,0.0,0,0.0,pfba
b0829,,1,0,0.09924798831587155,0.09924798831587155,0.0,0,0.0,pfba
b0831,,1,0,0.09924798831587155,0.09924798831587155,0.0,0,0.0,pfba
b0830,,1,0,0.09924798831587155,0.09924798831587155,0.0,0,0.0,pfba
b2947,,1,0,0.09924798831587155,0.09924798831585102,2.052524816775758e-14,0,0.0,pfba
b2153,,1,421,0.09924798831587155,0.0,0.09924798831587155,1,285.3215638848923,pfba
b1277,,1,421,0.09924798831587155,0.0,0.09924798831587155,1,285.32156388489386,pfba
b3779,,1,4,0.09924798831587155,0.0992479883158536,1.7943979635504093e-14,0,1.9593550487537137e-09,pfba
b2883,,1,0,0.09924798831587155,0.09924798831584991,2.1635471192382738e-14,0,0.0,pfba
b0125,,2,0,0.09924798831587155,0.09924798831587155,0.0,0,0.0,pfba
b0238,,3,0,0.09924798831587155,0.09924798831584758,2.3966939544095567e-14,0,0.0,pfba
b3092,,2,0,0.09924798831587155,0.09924798831584139,3.0156432906380815e-14,0,0.0,pfba
b1319,,1,424,0.09924798831587155,0.0,0.09924798831587155,1,26792.52950120165,infeasible
b3875,,1,424,0.09924798831587155,0.0,0.09924798831587155,1,26792.52950120165,infeasible
b0957,,1,424,0.09924798831587155,0.0,0.09924798831587155,1,26792.52950120165,infeasible
b0875,,1,424,0.09924798831587155,0.0,0.09924798831587155,1,26792.52950120165,infeasible
b1395,,1,4,0.09924798831587155,0.09924798831585623,1.532107773982716e-14,0,1.9593550468289417e-09,pfba
b4040,,1,421,0.09924798831587155,0.0,0.09924798831587155,1,285.32156388481883,pfba
b0353,,2,4,0.09924798831587155,0.09924798831584472,2.6825763832505345e-14,0,1.959355042239796e-09,pfba
b0339,,1,421,0.09924798831587155,0.0,0.09924798831587155,1,285.32156388488994,pfba
b0126,,1,421,0.09924798831587155,0.0,0.09924798831587155,1,285.32156388487437,pfba
b0261,,2,0,0.09924798831587155,0.0992479883158426,2.8949065367100957e-14,0,0.0,pfba
b0428,,1,4,0.09924798831587155,0.09924798831585434,1.7208456881689926e-14,0,1.9593550651546927e-09,pfba
b3630,,1,4,0.09924798831587155,0.09924798831600148,-1.2993772724456676e-13,0,1.959355295417893e-09,pfba
b3625,,1,4,0.09924798831587155,0.09924798831585928,1.226796442210798e-14,0,1.9593550703961913e-09,pfba
b3621,,1,0,0.09924798831587155,0.0992479883158409,3.064215547965432e-14,0,0.0,pfba
b3620,,1,0,0.09924798831587155,0.09924798831585747,1.4072076837123859e-14,0,0.0,pfba
b3632,,1,4,0.09924798831587155,0.09924798831585635,1.519617764955683e-14,0,1.959355069363123e-09,pfba
b3623,,1,0,0.09924798831587155,0.09924798831585968,1.186550857568136e-14,0,0.0,pfba
b2104,,1,0,0.09924798831587155,0.09924798831586423,7.313594174718219e-15,0,0.0,pfba
b2388,,1,0,0.09924798831587155,0.09924798831587155,0.0,0,0.0,pfba
b0394,,1,0,0.09924798831587155,0.09924798831584952,2.2024049251001543e-14,0,0.0,pfba
b2020,,1,421,0.09924798831587155,0.0,0.09924798831587155,1,285.32156388489625,pfba
b2022,,2,421,0.09924798831587155,0.0,0.09924798831587155,1,285.3215638848652,pfba
b2514,,1,4,0.09924798831587155,0.09924798831582521,4.633793349029247e-14,0,1.9593550219877836e-09,pfba
b2309,,1,0,0.09924798831587155,0.09924798831587155,0.0,0,0.0,pfba
b0112,,4,0,0.09924798831587155,0.09924798831585556,1.5987211554602254e-14,0,0.0,pfba
b0349,,2,0,0.09924798831587155,0.09924798831584625,2.5299207173645755e-14,0,0.0,pfba
b3805,,1,421,0.09924798831587155,0.0,0.09924798831587155,1,285.32156388489096,pfba
b2418,,4,4,0.09924798831587155,0.09924798831585695,1.459943277382081e-14,0,1.959355056393751e-09,pfba
b2103,,2,421,0.09924798831587155,0.0,0.09924798831587155,1,285.32156388488835,pfba
b0813,,2,4,0.09924798831587155,0.09924798831585156,1.9984014443252818e-14,0,1.95935503740549e-09,pfba
b3824,,1,4,0.09924798831587155,0.0992479883158543,1.725009024511337e-14,0,1.9593550756299384e-09,pfba
b0352,,1,0,0.09924798831587155,0.09924798831585738,1.416922135177856e-14,0,0.0,pfba
b0142,,1,421,0.09924798831587155,0.0,0.09924798831587155,1,285.3215638848774,pfba
b0508,,1,4,0.09924798831587155,0.09924798831585714,1.4405143744511406e-14,0,1.9593550869281783e-09,pfba
b0003,,1,421,0.09924798831587155,0.0,0.09924798831587155,1,285.3215638848793,pfba
b4013,,1,421,0.09924798831587155,0.0,0.09924798831587155,1,285.32156388488994,pfba
b2021,,1,421,0.09924798831587155,0.0,0.09924798831587155,1,285.3215638849042,pfba
b2867,,2,4,0.09924798831587155,0.09924798831587929,-7.743805596760467e-15,0,1.959355059546464e-09,pfba
b2866,,2,0,0.09924798831587155,0.09924798831585827,1.3281042932078435e-14,0,0.0,pfba
b2868,,2,0,0.09924798831587155,0.09924798831585827,1.3281042932078435e-14,0,0.0,pfba
b2994,,3,0,0.09924798831587155,0.09924798831587155,0.0,0,0.0,pfba
b0973,,3,0,0.09924798831587155,0.09924798831587155,0.0,0,0.0,pfba
b0974,,3,0,0.09924798831587155,0.09924798831587155,0.0,0,0.0,pfba
b2997,,3,0,0.09924798831587155,0.09924798831587155,0.0,0,0.0,pfba
b2995,,3,0,0.09924798831587155,0.09924798831587155,0.0,0,0.0,pfba
b2996,,3,0,0.09924798831587155,0.09924798831587155,0.0,0,0.0,pfba
b0972,,3,0,0.09924798831587155,0.09924798831587155,0.0,0,0.0,pfba
b2530,,6,421,0.09924798831587155,0.0,0.09924798831587155,1,285.32156388490023,pfba
b2529,,6,63,0.09924798831587155,0.09924744852984319,5.397860283612443e-07,0,3.321675073469371e-08,pfba
b3807,,4,421,0.09924798831587155,0.0,0.09924798831587155,1,285.32156388486936,pfba
b2528,,2,63,0.09924798831587155,0.09924744852985004,5.397860215056172e-07,0,3.321675069488054e-08,pfba
b1136,,1,423,0.09924798831587155,0.0,0.09924798831587155,1,164.05119197417807,pfba
b2265,,1,4,0.09924798831587155,0.0992479883158517,1.9845236565174673e-14,0,1.9593550493644265e-09,pfba
b0593,,1,0,0.09924798831587155,0.09924798831582643,4.51166881632048e-14,0,0.0,pfba
b0595,,1,0,0.09924798831587155,0.0992479883158475,2.4050206270942454e-14,0,0.0,pfba
b4015,,1,0,0.09924798831587155,0.09924798831585488,1.6667223157185163e-14,0,0.0,pfba
b4267,,2,0,0.09924798831587155,0.09924798831585697,1.457167719820518e-14,0,0.0,pfba
b2023,,1,421,0.09924798831587155,0.0,0.09924798831587155,1,285.32156388488863,pfba
b2025,,1,421,0.09924798831587155,0.0,0.09924798831587155,1,285.321563884908,pfba
b1262,,2,421,0.09924798831587155,0.0,0.09924798831587155,1,285.3215638849012,pfba
b3770,,4,421,0.09924798831587155,0.0,0.09924798831587155,1,285.32156388488795,pfba
b0026,,1,4,0.09924798831587155,0.09924798831588277,-1.1227130336521896e-14,0,1.959355099453963e-09,pfba
b0401,,3,0,0.09924798831587155,0.0992479883158551,1.644517855226013e-14,0,0.0,pfba
b2508,,1,299,0.09924798831587155,0.09900850335275699,0.00023948496311455847,0,0.004991372011625345,pfba
b3265,,1,0,0.09924798831587155,0.09924798831587155,0.0,0,0.0,pfba
b3266,,1,0,0.09924798831587155,0.09924798831587155,0.0,0,0.0,pfba
b3161,,2,0,0.09924798831587155,0.09924798831585789,1.3655743202889425e-14,0,0.0,pfba
b3679,,1,0,0.09924798831587155,0.09924798831585777,1.3780643293159756e-14,0,0.0,pfba
b2889,,1,0,0.09924798831587155,0.09924798831583945,3.209932319947484e-14,0,0.0,pfba
b0073,,1,421,0.09924798831587155,0.0,0.09924798831587155,1,285.321563884894,pfba
b0071,,2,421,0.09924798831587155,0.0,0.09924798831587155,1,285.32156388489494,pfba
b0072,,2,421,0.09924798831587155,0.0,0.09924798831587155,1,285.32156388488767,pfba
b0074,,1,421,0.09924798831587155,0.0,0.09924798831587155,1,285.3215638848691,pfba
b0918,,1,421,0.09924798831587155,0.0,0.09924798831587155,1,285.32156388489443,pfba
b3198,,1,421,0.09924798831587155,0.0,0.09924798831587155,1,285.3215638848922,pfba
b1215,,1,421,0.09924798831587155,0.0,0.09924798831587155,1,285.3215638848934,pfba
b4196,,1,4,0.09924798831587155,0.0992479883158445,2.7047808437430376e-14,0,1.9593550360450356e-09,pfba
b3581,,1,4,0.09924798831587155,0.09924798831584773,2.3814283878209608e-14,0,1.9593550510472857e-09,pfba
b0697,,1,0,0.09924798831587155,0.09924798831587155,0.0,0,0.0,pfba
b4513,,1,0,0.09924798831587155,0.09924798831587155,0.0,0,0.0,pfba
b0698,,1,0,0.09924798831587155,0.09924798831587155,0.0,0,0.0,pfba
b0696,,1,0,0.09924798831587155,0.09924798831587155,0.0,0,0.0,pfba
b3747,,1,286,0.09924798831587155,0.09910399630968375,0.00014399200618779584,0,0.0009190102545391074,pfba
b1363,,1,286,0.09924798831587155,0.09910399630968375,0.00014399200618779584,0,0.0009190102545391074,pfba
b1250,,1,286,0.09924798831587155,0.09910399630968375,0.00014399200618779584,0,0.0009190102545391074,pfba
b3849,,1,286,0.09924798831587155,0.09910399630968375,0.00014399200618779584,0,0.0009190102545391074,pfba
b1291,,1,286,0.09924798831587155,0.09910399630968375,0.00014399200618779584,0,0.0009190102545391074,pfba
b3290,,1,286,0.09924798831587155,0.09910399630968375,0.00014399200618779584,0,0.0009190102545391074,pfba
b0047,,1,0,0.09924798831587155,0.09924798831585059,2.095545958979983e-14,0,0.0,pfba
b0842,,2,0,0.09924798831587155,0.09924798831585059,2.095545958979983e-14,0,0.0,pfba
b3350,,1,0,0.09924798831587155,0.09924798831585059,2.095545958979983e-14,0,0.0,pfba
b3605,,2,0,0.09924798831587155,0.09924798831587026,1.2906342661267445e-15,0,0.0,pfba
b0306,,2,0,0.09924798831587155,0.09924798831587026,1.2906342661267445e-15,0,0.0,pfba
b0307,,2,0,0.09924798831587155,0.09924798831587026,1.2906342661267445e-15,0,0.0,pfba
b0308,,2,0,0.09924798831587155,0.09924798831587026,1.2906342661267445e-15,0,0.0,pfba
b2257,,1,0,0.09924798831587155,0.09924798831585874,1.2809198146612744e-14,0,0.0,pfba
b0344,,1,0,0.09924798831587155,0.09924798831587221,-6.661338147750939e-16,0,0.0,pfba
b2132,,1,0,0.09924798831587155,0.09924798831587155,0.0,0,0.0,pfba
b1326,,1,0,0.09924798831587155,0.09924798831585219,1.9359513991901167e-14,0,0.0,pfba
b4130,,2,0,0.09924798831587155,0.09924798831585042,2.1121993043493603e-14,0,0.0,pfba
b3496,,2,0,0.09924798831587155,0.09924798831585042,2.1121993043493603e-14,0,0.0,pfba
b0709,,2,0,0.09924798831587155,0.09924798831585042,2.1121993043493603e-14,0,0.0,pfba
b1634,,2,0,0.09924798831587155,0.09924798831585042,2.1121993043493603e-14,0,0.0,pfba
b2799,,1,0,0.09924798831587155,0.09924798831587263,-1.0824674490095276e-15,0,0.0,pfba
b2170,,1,0,0.09924798831587155,0.09924798831587155,0.0,0,0.0,pfba
b0070,,1,0,0.09924798831587155,0.09924798831587155,0.0,0,0.0,pfba
b0343,,1,0,0.09924798831587155,0.09924798831583274,3.880229471064922e-14,0,0.0,pfba
b1380,,1,0,0.09924798831587155,0.09924798831587155,0.0,0,0.0,pfba
b2133,,2,0,0.09924798831587155,0.0992479883158469,2.4646951146678475e-14,0,0.0,pfba
b4054,,3,421,0.09924798831587155,0.0,0.09924798831587155,1,285.32156388488306,pfba
b0642,,1,4,0.09924798831587155,0.09924798831586282,8.729128531115293e-15,0,1.959355051905942e-09,pfba
b3458,,1,0,0.09924798831587155,0.09924798831587155,0.0,0,0.0,pfba
b1651,,1,4,0.09924798831587155,0.09924798831584954,2.2010171463193728e-14,0,1.959355058384143e-09,pfba
b0622,,2,0,0.09924798831587155,0.09924798831587155,0.0,0,0.0,pfba
b4386,,3,0,0.09924798831587155,0.09924798831585836,1.3183898417423734e-14,0,0.0,pfba
b0630,,1,0,0.09924798831587155,0.09924798831585394,1.7610912728116546e-14,0,0.0,pfba
b0628,,1,0,0.09924798831587155,0.09924798831585119,2.0358714714063808e-14,0,0.0,pfba
b0182,,1,421,0.09924798831587155,0.0,0.09924798831587155,1,285.3215638848714,pfba
b0494,,21,0,0.09924798831587155,0.09924798831586425,7.299716386910404e-15,0,0.0,pfba
b3825,,35,4,0.09924798831587155,0.09924798831582131,5.0237591864288333e-14,0,1.959355016650619e-09,pfba
b0186,,1,0,0.09924798831587155,0.09924798831585363,1.7916224059888464e-14,0,0.0,pfba
b4131,,1,0,0.09924798831587155,0.09924798831585363,1.7916224059888464e-14,0,0.0,pfba
