gene_id,gene_name,n_gpr_rxns,n_changed,b_wt,b_ko,delta_b,y_essential,kV,solve_src
b2019,,1,421,0.0992479883158715,0.0,0.0992479883158715,1,285.32156388489256,
b3738,,1,424,0.0992479883158715,0.0,0.0992479883158715,1,26792.52950120165,
b3733,,1,424,0.0992479883158715,0.0,0.0992479883158715,1,26792.52950120165,
b3732,,1,424,0.0992479883158715,0.0,0.0992479883158715,1,26792.52950120165,
b3739,,1,424,0.0992479883158715,0.0,0.0992479883158715,1,26792.52950120165,
b3736,,1,424,0.0992479883158715,0.0,0.0992479883158715,1,26792.52950120165,
b3737,,1,424,0.0992479883158715,0.0,0.0992479883158715,1,26792.52950120165,
b3734,,1,424,0.0992479883158715,0.0,0.0992479883158715,1,26792.52950120165,
b3735,,1,424,0.0992479883158715,0.0,0.0992479883158715,1,26792.52950120165,
b3731,,1,424,0.0992479883158715,0.0,0.0992479883158715,1,26792.52950120165,
b0312,,2,4,0.0992479883158715,0.0992479883158622,9.256484467812244e-15,0,1.959355057441047e-09,
b0827,,4,421,0.0992479883158715,0.0,0.0992479883158715,1,285.32156388488994,
b3857,,5,421,0.0992479883158715,0.0,0.0992479883158715,1,285.3215638848829,
b3856,,5,421,0.0992479883158715,0.0,0.0992479883158715,1,285.3215638848662,
b4214,,1,421,0.0992479883158715,0.0,0.0992479883158715,1,285.3215638848921,
b3551,,3,4,0.0992479883158715,0.0992479883159075,-3.6026737149086336e-14,0,1.9593551187264532e-09,
b0775,,1,421,0.0992479883158715,0.0,0.0992479883158715,1,285.3215638849554,
b0934,,5,8,0.0992479883158715,0.09924798831585,2.1496693314304597e-14,0,1.0694028240714796e-06,
b0367,,3,0,0.0992479883158715,0.0992479883158493,2.2218338280310942e-14,0,0.0,
b0933,,5,4,0.0992479883158715,0.0992479883158583,1.3170020629615921e-14,0,1.9593550640827167e-09,
b0936,,5,4,0.0992479883158715,0.0992479883158583,1.3170020629615921e-14,0,1.9593550640827167e-09,
b0365,,3,0,0.0992479883158715,0.0992479883158493,2.2218338280310942e-14,0,0.0,
b0366,,3,0,0.0992479883158715,0.0992479883158493,2.2218338280310942e-14,0,0.0,
b1216,,3,0,0.0992479883158715,0.0992479883158505,2.0955459589799833e-14,0,0.0,
b4132,,1,0,0.0992479883158715,0.0992479883158715,0.0,0,0.0,
b3942,,1,0,0.0992479883158715,0.0992479883158715,0.0,0,0.0,
b1732,,1,0,0.0992479883158715,0.0992479883158715,0.0,0,0.0,
b3196,,1,421,0.0992479883158715,0.0,0.0992479883158715,1,285.3215638849196,
b1270,,2,4,0.0992479883158715,0.0992479883158607,1.0796918914479647e-14,0,1.9593550368586348e-09,
b2874,,1,317,0.0992479883158715,0.0980287556816713,0.0012192326342001,0,0.0246205303466496,
b0521,,1,317,0.0992479883158715,0.0980287556816713,0.0012192326342001,0,0.0246205303466496,
b0323,,1,317,0.0992479883158715,0.0980287556816713,0.0012192326342001,0,0.0246205303466496,
b0033,,1,0,0.0992479883158715,0.0992479883158159,5.55805401702969e-14,0,0.0,
b0032,,1,0,0.0992479883158715,0.0992479883158159,5.55805401702969e-14,0,0.0,
b0444,,1,4,0.0992479883158715,0.0992479883158574,1.4072076837123859e-14,0,1.9593550541423673e-09,
b3469,,6,0,0.0992479883158715,0.0992479883158715,0.0,0,0.0,
b3915,,7,0,0.0992479883158715,0.0992479883158779,-6.397660179402465e-15,0,0.0,
b0752,,5,4,0.0992479883158715,0.09924798831585,2.1496693314304597e-14,0,1.959355041663434e-09,
b3040,,6,421,0.0992479883158715,0.0,0.0992479883158715,1,285.3215638848791,
b3918,,7,4,0.0992479883158715,0.0992479883158382,3.3278935163139074e-14,0,1.959355047521148e-09,
b2794,,1,0,0.0992479883158715,0.0992479883158509,2.0580759318988843e-14,0,0.0,
b1208,,1,421,0.0992479883158715,0.0,0.0992479883158715,1,285.32156388489483,
b1661,,4,4,0.0992479883158715,0.0992479883158433,2.818578703767116e-14,0,1.9593550394119403e-09,
b2129,,2,0,0.0992479883158715,0.0992479883158715,0.0,0,0.0,
b2128,,2,0,0.0992479883158715,0.0992479883158715,0.0,0,0.0,
b2131,,2,0,0.0992479883158715,0.0992479883158715,0.0,0,0.0,
b2130,,2,0,0.0992479883158715,0.0992479883158715,0.0,0,0.0,
b1801,,3,4,0.0992479883158715,0.099247988315992,-1.2045919817182948e-13,0,1.959355227149473e-09,
b0314,,1,0,0.0992479883158715,0.0992479883158497,2.180200464607651e-14,0,0.0,
b0311,,1,4,0.0992479883158715,0.0992479883158869,-1.5404344466674047e-14,0,1.9593550624967587e-09,
b2600,,2,421,0.0992479883158715,0.0,0.0992479883158715,1,285.32156388488096,
b2599,,2,421,0.0992479883158715,0.0,0.0992479883158715,1,285.321563884886,
b2329,,1,421,0.0992479883158715,0.0,0.0992479883158715,1,285.32156388489534,
b4039,,1,421,0.0992479883158715,0.0,0.0992479883158715,1,285.3215638848886,
b2542,,2,4,0.0992479883158715,0.0992479883158479,2.3647750424515834e-14,0,1.9593550816268473e-09,
b2540,,2,4,0.0992479883158715,0.0992479883158647,6.7862382380212686e-15,0,1.9593550579262053e-09,
b2538,,2,4,0.0992479883158715,0.0992479883158647,6.7862382380212686e-15,0,1.9593550579262053e-09,
b2539,,2,4,0.0992479883158715,0.0992479883158647,6.7862382380212686e-15,0,1.9593550579262053e-09,
b0617,,1,4,0.0992479883158715,0.0992479883158901,-1.859623566247137e-14,0,1.959355089840688e-09,
b0614,,1,4,0.0992479883158715,0.0992479883158901,-1.859623566247137e-14,0,1.959355089840688e-09,
b0616,,1,4,0.0992479883158715,0.0992479883158901,-1.859623566247137e-14,0,1.959355089840688e-09,
b0615,,1,4,0.0992479883158715,0.0992479883158901,-1.859623566247137e-14,0,1.959355089840688e-09,
b0612,,1,0,0.0992479883158715,0.0992479883158563,1.519617764955683e-14,0,0.0,
b0789,,7,0,0.0992479883158715,0.099247988315863,8.465450562766819e-15,0,0.0,
b1249,,7,0,0.0992479883158715,0.099247988315863,8.465450562766819e-15,0,0.0,
b0155,,1,421,0.0992479883158715,0.0,0.0992479883158715,1,285.32156388486175,
b1592,,1,421,0.0992479883158715,0.0,0.0992479883158715,1,285.3215638848852,
b3035,,9,4,0.0992479883158715,0.0992479883158547,1.6833756610878936e-14,0,1.9593550486348722e-09,
b2470,,7,0,0.0992479883158715,0.0992479883158715,0.0,0,0.0,
b0463,,7,0,0.0992479883158715,0.0992479883158715,0.0,0,0.0,
b0462,,7,0,0.0992479883158715,0.0992479883158715,0.0,0,0.0,
b3816,,3,421,0.0992479883158715,0.0,0.0992479883158715,1,285.32156388488977,
b2174,,1,4,0.0992479883158715,0.099247988315848,2.348121697082206e-14,0,1.9593550430223053e-09,
b0914,,32,421,0.0992479883158715,0.0,0.0992479883158715,1,285.3215638848921,
b1102,,1,4,0.0992479883158715,0.0992479883158545,1.7028045640188342e-14,0,1.9593550546156176e-09,
b2765,,1,0,0.0992479883158715,0.0992479883158548,1.6667223157185163e-14,0,0.0,
b0783,,1,421,0.0992479883158715,0.0,0.0992479883158715,1,285.3215638848855,
b0781,,1,421,0.0992479883158715,0.0,0.0992479883158715,1,285.3215638848744,
b2436,,1,105,0.0992479883158715,0.0992457368658856,2.2514499858627968e-06,0,1.2437347804172806e-07,
b3867,,1,0,0.0992479883158715,0.0992479883158715,0.0,0,0.0,
b0038,,2,4,0.0992479883158715,0.0992479883158402,3.126665593100597e-14,0,1.95935506756838e-09,
b0037,,3,0,0.0992479883158715,0.099247988315869,2.484124017598788e-15,0,0.0,
b0036,,2,4,0.0992479883158715,0.0992479883158408,3.0725422206501214e-14,0,1.9593550399078942e-09,
b2679,,4,0,0.0992479883158715,0.0992479883158715,0.0,0,0.0,
b2677,,4,0,0.0992479883158715,0.0992479883158715,0.0,0,0.0,
b2678,,4,0,0.0992479883158715,0.0992479883158715,0.0,0,0.0,
b4111,,5,4,0.0992479883158715,0.0992479883158527,1.8832158055204215e-14,0,1.959355067145139e-09,
b0040,,2,0,0.0992479883158715,0.0992479883158571,1.4377388168895777e-14,0,0.0,
b0720,,1,423,0.0992479883158715,0.0,0.0992479883158715,1,164.05119197417002,
b0337,,1,0,0.0992479883158715,0.0992479883158636,7.924216838262055e-15,0,0.0,
b0336,,1,0,0.0992479883158715,0.0992479883158576,1.3891665595622271e-14,0,0.0,
b3846,,19,400,0.0992479883158715,0.0967855395454845,0.002462448770387,0,0.4272203272660418,
b2780,,1,421,0.0992479883158715,0.0,0.0992479883158715,1,285.32156388486874,
b0123,,2,4,0.0992479883158715,0.0992479883158593,1.2212453270876722e-14,0,1.9593550402959846e-09,
b0484,,1,0,0.0992479883158715,0.0992479883158715,0.0,0,0.0,
b3425,,1,4,0.0992479883158715,0.0992479883158496,2.1940782524154656e-14,0,1.9593550217298773e-09,
b1308,,1,0,0.0992479883158715,0.0992479883158715,0.0,0,0.0,
b0340,,1,0,0.0992479883158715,0.0992479883158533,1.824929096727601e-14,0,0.0,
b0341,,1,4,0.0992479883158715,0.0992479883158388,3.2737701438634303e-14,0,1.9593550326571963e-09,
b1919,,1,0,0.0992479883158715,0.0992479883158691,2.4424906541753444e-15,0,0.0,
b3008,,2,421,0.0992479883158715,0.0,0.0992479883158715,1,285.321563884879,
b3708,,3,281,0.0992479883158715,0.099178048533738,6.993978213352958e-05,0,0.0005078182594188,
b2414,,1,421,0.0992479883158715,0.0,0.0992479883158715,1,285.32156388490193,
b2421,,1,421,0.0992479883158715,0.0,0.0992479883158715,1,285.3215638848763,
b2810,,1,4,0.0992479883158715,0.0992479883158521,1.93872695675168e-14,0,1.9593550349332172e-09,
b1622,,1,421,0.0992479883158715,0.0,0.0992479883158715,1,285.32156388488903,
b0526,,1,4,0.0992479883158715,0.0992479883158538,1.7680301667155618e-14,0,1.959355057640427e-09,
b0886,,2,0,0.0992479883158715,0.0992479883158452,2.6270652320192767e-14,0,0.0,
b0887,,2,0,0.09924798831587155,0.09924798831584528,2.6270652320192767e-14,0,0.0,pfba
b0978,,2,0,0.09924798831587155,0.09924798831587155,0.0,0,0.0,pfba
b0979,,2,0,0.09924798831587155,0.09924798831587155,0.0,0,0.0,pfba
b0734,,1,0,0.09924798831587155,0.09924798831587155,0.0,0,0.0,pfba
b0733,,1,0,0.09924798831587155,0.09924798831587155,0.0,0,0.0,pfba
b0432,,1,424,0.09924798831587155,0.0,0.09924798831587155,1,26792.52950120165,infeasible
b0430,,1,424,0.09924798831587155,0.0,0.09924798831587155,1,26792.52950120165,infeasible
b0429,,1,424,0.09924798831587155,0.0,0.09924798831587155,1,26792.52950120165,infeasible
b0431,,1,424,0.09924798831587155,0.0,0.09924798831587155,1,26792.52950120165,infeasible
b2143,,2,0,0.09924798831587155,0.09924798831585457,1.697253448895708e-14,0,0.0,pfba
b0651,,2,0,0.09924798831587155,0.09924798831598129,-1.0974554598419672e-13,0,0.0,pfba
b2162,,2,0,0.09924798831587155,0.09924798831598129,-1.0974554598419672e-13,0,0.0,pfba
b2066,,2,0,0.09924798831587155,0.0992479883158575,1.404432126150823e-14,0,0.0,pfba
b0910,,3,421,0.09924798831587155,0.0,0.09924798831587155,1,285.3215638849027,pfba
b2975,,3,4,0.09924798831587155,0.09924798831587851,-6.966649479522857e-15,0,1.959355070475336e-09,pfba
b3603,,3,4,0.09924798831587155,0.09924798831585759,1.3961054534661343e-14,0,1.9593550555184687e-09,pfba
b1189,,1,0,0.09924798831587155,0.09924798831587155,0.0,0,0.0,pfba
b4042,,7,0,0.09924798831587155,0.09924798831587155,0.0,0,0.0,pfba
b2871,,1,0,0.09924798831587155,0.09924798831585341,1.8138268664813495e-14,0,0.0,pfba
b2838,,1,421,0.09924798831587155,0.0,0.09924798831587155,1,285.3215638848701,pfba
b3809,,1,421,0.09924798831587155,0.0,0.09924798831587155,1,285.3215638848954,pfba
b0175,,7,421,0.09924798831587155,0.0,0.09924798831587155,1,285.3215638848887,pfba
b3041,,1,421,0.09924798831587155,0.0,0.09924798831587155,1,285.32156388491416,pfba
b0778,,1,421,0.09924798831587155,0.0,0.09924798831587155,1,285.3215638850702,pfba
b1734,,1,4,0.09924798831587155,0.09924798831584605,2.5493496202955157e-14,0,1.9593550483877028e-09,pfba
b2065,,1,0,0.09924798831587155,0.09924798831587155,0.0,0,0.0,pfba
b2344,,7,4,0.09924798831587155,0.0992479883158184,5.315192730392937e-14,0,1.9593549936781797e-09,pfba
b3693,,1,0,0.09924798831587155,0.09924798831587471,-3.164135620181696e-15,0,0.0,pfba
b3909,,2,4,0.09924798831587155,0.0992479883158586,1.2947976024690888e-14,0,1.9593550550783354e-09,pfba
b3526,,1,0,0.09924798831587155,0.09924798831584443,2.711719737646945e-14,0,0.0,pfba
b1704,,1,421,0.09924798831587155,0.0,0.09924798831587155,1,285.32156388483133,pfba
b2601,,1,421,0.09924798831587155,0.0,0.09924798831587155,1,285.32156388488755,pfba
b0754,,1,421,0.09924798831587155,0.0,0.09924798831587155,1,285.32156388489193,pfba
b4477,,1,4,0.09924798831587155,0.09924798831586847,3.0808688933348094e-15,0,1.9593550777960084e-09,pfba
b3648,,2,421,0.09924798831587155,0.0,0.09924798831587155,1,285.3215638849161,pfba
b1393,,1,4,0.09924798831587155,0.09924798831583645,3.509692536596276e-14,0,1.9593550210149894e-09,pfba
b3771,,2,421,0.09924798831587155,0.0,0.09924798831587155,1,285.32156388490046,pfba
b1198,,1,9,0.09924798831587155,0.09924798831584827,2.3273050153704844e-14,0,414.19545511827414,pfba
b1199,,1,9,0.09924798831587155,0.09924798831563918,2.3236967905404526e-13,0,414.1954551172132,pfba
b1200,,1,9,0.09924798831587155,0.09924798831563918,2.3236967905404526e-13,0,414.1954551172132,pfba
b0596,,1,0,0.09924798831587155,0.09924798831585309,1.8457457784393227e-14,0,0.0,pfba
b0594,,1,0,0.09924798831587155,0.0992479883158671,4.440892098500626e-15,0,0.0,pfba
b2541,,2,0,0.09924798831587155,0.09924798831586555,5.995204332975845e-15,0,0.0,pfba
b0348,,2,0,0.09924798831587155,0.09924798831583374,3.780309398848658e-14,0,0.0,pfba
b0031,,1,421,0.09924798831587155,0.0,0.09924798831587155,1,285.32156388488886,pfba
b2478,,1,421,0.09924798831587155,0.0,0.09924798831587155,1,285.3215638849001,pfba
b0048,,1,421,0.09924798831587155,0.0,0.09924798831587155,1,285.3215638848972,pfba
b1606,,2,421,0.09924798831587155,0.0,0.09924798831587155,1,285.3215638849054,pfba
b2315,,1,421,0.09924798831587155,0.0,0.09924798831587155,1,285.3215638849031,pfba
b3930,,1,0,0.09924798831587155,0.09924798831584941,2.213507155346406e-14,0,0.0,pfba
b2262,,1,4,0.09924798831587155,0.09924798831586337,8.174017018802715e-15,0,1.9593550654559543e-09,pfba
b0736,,1,0,0.09924798831587155,0.09924798831584887,2.2676305277968822e-14,0,0.0,pfba
b3058,,2,421,0.09924798831587155,0.0,0.09924798831587155,1,285.32156388491063,pfba
b0945,,2,7,0.09924798831587155,0.09924798831583286,3.8691272408186705e-14,0,0.003233574090324345,pfba
b1062,,1,421,0.09924798831587155,0.0,0.09924798831587155,1,285.32156388488795,pfba
b3177,,1,421,0.09924798831587155,0.0,0.09924798831587155,1,285.3215638848732,pfba
b0578,,2,0,0.09924798831587155,0.09924798831586744,4.107825191113079e-15,0,0.0,pfba
b2303,,1,0,0.09924798831587155,0.09924798831582643,4.51166881632048e-14,0,0.0,pfba
b3389,,1,421,0.09924798831587155,0.0,0.09924798831587155,1,285.3215638848937,pfba
b1693,,1,421,0.09924798831587155,0.0,0.09924798831587155,1,285.3215638848883,pfba
b0421,,2,421,0.09924798831587155,0.0,0.09924798831587155,1,285.32156388489193,pfba
b0029,,2,421,0.09924798831587155,0.0,0.09924798831587155,1,285.3215638848942,pfba
b2232,,2,4,0.09924798831587155,0.09924798831585391,1.7638668303732175e-14,0,1.959355042683779e-09,pfba
b1588,,3,0,0.09924798831587155,0.09924798831587238,-8.326672684688674e-16,0,0.0,pfba
b0895,,4,0,0.09924798831587155,0.0992479883158656,5.9396931817445875e-15,0,0.0,pfba
b1587,,3,0,0.09924798831587155,0.09924798831587238,-8.326672684688674e-16,0,0.0,pfba
b0894,,4,0,0.09924798831587155,0.0992479883158656,5.9396931817445875e-15,0,0.0,pfba
b1590,,3,0,0.09924798831587155,0.09924798831587238,-8.326672684688674e-16,0,0.0,pfba
b0896,,4,0,0.09924798831587155,0.0992479883158656,5.9396931817445875e-15,0,0.0,pfba
b1589,,3,0,0.09924798831587155,0.09924798831587238,-8.326672684688674e-16,0,0.0,pfba
b1872,,4,0,0.09924798831587155,0.09924798831587298,-1.429412144204889e-15,0,0.0,pfba
b1873,,4,0,0.09924798831587155,0.09924798831587298,-1.429412144204889e-15,0,0.0,pfba
b0099,,3,421,0.09924798831587155,0.0,0.09924798831587155,1,285.3215638934184,pfba
b1865,,2,421,0.09924798831587155,0.0,0.09924798831587155,1,285.321563884874,pfba
b3575,,1,4,0.09924798831587155,0.09924798831584543,2.6117996654306808e-14,0,1.9593550492122583e-09,pfba
b0103,,1,421,0.09924798831587155,0.0,0.09924798831587155,1,285.32156388489443,pfba
b3774,,3,421,0.09924798831587155,0.0,0.09924798831587155,1,285.3215638848949,pfba
b0425,,1,421,0.09924798831587155,0.0,0.09924798831587155,1,285.32156388489244,pfba
b4381,,1,0,0.09924798831587155,0.09924798831584926,2.2287727219350018e-14,0,0.0,pfba
b1185,,2,0,0.09924798831587155,0.09924798831584618,2.5368596112684827e-14,0,0.0,pfba
b3860,,2,0,0.09924798831587155,0.09924798831584618,2.5368596112684827e-14,0,0.0,pfba
b2893,,2,0,0.09924798831587155,0.09924798831585159,1.995625886763719e-14,0,0.0,pfba
b2582,,10,9,0.09924798831587155,0.09924798831584834,2.3203661214665772e-14,0,0.0030259981130516204,pfba
b4136,,3,4,0.09924798831587155,0.0992479883158694,2.1510571102112408e-15,0,1.9593551027026102e-09,pfba
b3781,,10,9,0.09924798831587155,0.09924798831584834,2.3203661214665772e-14,0,0.0030259981130516204,pfba
b0604,,2,4,0.09924798831587155,0.09924798831584858,2.2967738821932926e-14,0,1.9593550455392183e-09,pfba
b4122,,2,427,0.09924798831587155,0.09001547081269595,0.009232517503175594,0,26.5830067959038,pfba
b1098,,1,421,0.09924798831587155,0.0,0.09924798831587155,1,285.32156388487584,pfba
b2146,,1,4,0.09924798831587155,0.09924798831585435,1.7194579093882112e-14,0,1.959355045533216e-09,pfba
b2147,,1,4,0.09924798831587155,0.09924798831583372,3.783084956410221e-14,0,1.959355037312154e-09,pfba
b1238,,2,0,0.09924798831587155,0.09924798831587155,0.0,0,0.0,pfba
b4384,,7,7,0.09924798831587155,0.09924798831585992,1.1629586182948515e-14,0,3.1229971899902954e-08,pfba
b4382,,2,4,0.09924798831587155,0.09924798831585209,1.9456658506555868e-14,0,1.9593550502179975e-09,pfba
b2251,,3,259,0.09924798831587155,0.09922222107041735,2.576724545419462e-05,0,0.0001191874921928863,pfba
b3640,,1,259,0.09924798831587155,0.09922222107041735,2.576724545419462e-05,0,0.0001191874921928863,pfba
b0173,,1,421,0.09924798831587155,0.0,0.09924798831587155,1,285.3215638848623,pfba
b0420,,1,421,0.09924798831587155,0.0,0.09924798831587155,1,285.3215638848726,pfba
b3564,,2,4,0.09924798831587155,0.09924798831584773,2.3814283878209608e-14,0,1.9593550563668367e-09,pfba
b1779,,2,424,0.09924798831587155,0.0,0.09924798831587155,1,26792.52950120165,infeasible
b2927,,1,421,0.09924798831587155,0.0,0.09924798831587155,1,285.3215638848924,pfba
b1288,,26,421,0.09924798831587155,0.0,0.09924798831587155,1,285.321563884903,pfba
b3622,,2,4,0.09924798831587155,0.09924798831589063,-1.9081958235744878e-14,0,1.9593550997787e-09,pfba
b3793,,3,0,0.09924798831587155,0.09924798831583895,3.259892356055616e-14,0,0.0,pfba
b3785,,3,0,0.09924798831587155,0.09924798831583895,3.259892356055616e-14,0,0.0,pfba
b3792,,1,0,0.09924798831587155,0.09924798831585663,1.491862189340054e-14,0,0.0,pfba
b2341,,16,400,0.09924798831587155,0.09678553954548277,0.0024624487703887726,0,0.4272203272646077,pfba
b1850,,2,4,0.09924798831587155,0.09924798831585135,2.0192181260370035e-14,0,1.9593550434015366e-09,pfba
b1851,,1,4,0.09924798831587155,0.09924798831582239,4.9155124415278806e-14,0,1.959354997305242e-09,pfba
b1054,,1,4,0.09924798831587155,0.0992479883158446,2.6950663922775675e-14,0,1.959355027538772e-09,pfba
b1855,,2,0,0.09924798831587155,0.09924798831585062,2.09277040141842e-14,0,0.0,pfba
b2378,,1,4,0.09924798831587155,0.09924798831584496,2.65898414397725e-14,0,1.959355021024775e-09,pfba
b2779,,1,424,0.09924798831587155,0.0,0.09924798831587155,1,26792.52950120165,infeasible
b0583,,1,0,0.09924798831587155,0.09924798831585294,1.8610113450279187e-14,0,0.0,pfba
b0585,,2,4,0.09924798831587155,0.0992479883158561,1.544597783009749e-14,0,1.9593550184422484e-09,pfba
b2441,,1,0,0.09924798831587155,0.09924798831585115,2.040034807748725e-14,0,0.0,pfba
b2440,,1,0,0.09924798831587155,0.09924798831585115,2.040034807748725e-14,0,0.0,pfba
b3946,,1,9,0.09924798831587155,0.09924798831584952,2.2024049251001543e-14,0,414.1954551186369,pfba
b0825,,1,9,0.09924798831587155,0.09924798831584952,2.2024049251001543e-14,0,414.1954551186369,pfba
b0822,,5,0,0.09924798831587155,0.09924798831586691,4.6351811278100286e-15,0,0.0,pfba
b3666,,4,0,0.09924798831587155,0.09924798831584494,2.6603719227580314e-14,0,0.0,pfba
b0404,,7,0,0.09924798831587155,0.09924798831585031,2.123301534595612e-14,0,0.0,pfba
b0452,,10,402,0.09924798831587155,0.09678553954547178,0.002462448770399764,0,0.42722295978509867,pfba
b1805,,10,0,0.09924798831587155,0.09924798831585006,2.148281552649678e-14,0,0.0,pfba
b1701,,10,0,0.09924798831587155,0.09924798831585006,2.148281552649678e-14,0,0.0,pfba
b3844,,6,311,0.09924798831587155,0.09871260769212341,0.0005353806237481384,0,0.21659135795853787,pfba
b2764,,4,421,0.09924798831587155,0.0,0.09924798831587155,1,285.3215638848992,pfba
b2763,,4,421,0.09924798831587155,0.0,0.09924798831587155,1,285.3215638848971,pfba
b2925,,2,345,0.09924798831587155,0.09754341672415727,0.0017045715917142767,0,3.4690063009029632,pfba
b1773,,1,5,0.09924798831587155,0.09924798831585471,1.6833756610878936e-14,0,1.83364320258416,pfba
b2097,,1,5,0.09924798831587155,0.09924798831585471,1.6833756610878936e-14,0,1.83364320258416,pfba
b3925,,1,0,0.09924798831587155,0.09924798831587155,0.0,0,0.0,pfba
b2930,,1,0,0.09924798831587155,0.09924798831587155,0.0,0,0.0,pfba
b4232,,1,0,0.09924798831587155,0.09924798831587155,0.0,0,0.0,pfba
b2802,,1,0,0.09924798831587155,0.09924798831585,2.155220446553585e-14,0,0.0,pfba
b2803,,1,0,0.09924798831587155,0.09924798831584937,2.2176704916887502e-14,0,0.0,pfba
b2738,,1,0,0.09924798831587155,0.09924798831574652,1.2502499036060044e-13,0,0.0,pfba
b2800,,1,0,0.09924798831587155,0.09924798831574652,1.2502499036060044e-13,0,0.0,pfba
b0475,,1,421,0.09924798831587155,0.0,0.09924798831587155,1,285.32156388481417,pfba
b1476,,2,4,0.09924798831587155,0.09924798831585539,1.6153745008296028e-14,0,1.9593550721315935e-09,pfba
b1474,,2,0,0.09924798831587155,0.09924798831580547,6.607214775300463e-14,0,0.0,pfba
b1475,,2,0,0.09924798831587155,0.09924798831580547,6.607214775300463e-14,0,0.0,pfba
b3892,,2,0,0.09924798831587155,0.09924798831580547,6.607214775300463e-14,0,0.0,pfba
b3893,,2,0,0.09924798831587155,0.09924798831580547,6.607214775300463e-14,0,0.0,pfba
b3894,,2,0,0.09924798831587155,0.09924798831580547,6.607214775300463e-14,0,0.0,pfba
b0935,,5,4,0.09924798831587155,0.09924798831585542,1.61259894326804e-14,0,1.9593550653085412e-09,pfba
b3409,,1,0,0.09924798831587155,0.09924798831587155,0.0,0,0.0,pfba
b2392,,2,0,0.09924798831587155,0.09924798831585935,1.2198575483068907e-14,0,0.0,pfba
b4290,,1,0,0.09924798831587155,0.09924798831585258,1.8970935933282362e-14,0,0.0,pfba
b4288,,1,0,0.09924798831587155,0.09924798831585258,1.8970935933282362e-14,0,0.0,pfba
b4287,,1,0,0.09924798831587155,0.09924798831585258,1.8970935933282362e-14,0,0.0,pfba
b4289,,1,0,0.09924798831587155,0.09924798831585258,1.8970935933282362e-14,0,0.0,pfba
b4291,,1,0,0.09924798831587155,0.09924798831585258,1.8970935933282362e-14,0,0.0,pfba
b0589,,2,0,0.09924798831587155,0.09924798831585319,1.8360313269738526e-14,0,0.0,pfba
b0588,,2,0,0.09924798831587155,0.09924798831585319,1.8360313269738526e-14,0,0.0,pfba
b0592,,2,0,0.09924798831587155,0.09924798831585319,1.8360313269738526e-14,0,0.0,pfba
b0590,,2,0,0.09924798831587155,0.09924798831585319,1.8360313269738526e-14,0,0.0,pfba
b2155,,1,0,0.09924798831587155,0.09924798831584457,2.6978419498391304e-14,0,0.0,pfba
b0805,,1,0,0.09924798831587155,0.09924798831584457,2.6978419498391304e-14,0,0.0,pfba
b0150,,3,4,0.09924798831587155,0.0992479883158603,1.124100812432971e-14,0,1.95935508124757e-09,pfba
b0584,,1,4,0.09924798831587155,0.0992479883158452,2.634004125923184e-14,0,1.9593550383099864e-09,pfba
b0591,,1,4,0.09924798831587155,0.09924798831589023,-1.867950238931826e-14,0,1.9593551062565653e-09,pfba
b4367,,3,0,0.09924798831587155,0.09924798831584916,2.238487173400472e-14,0,0.0,pfba
b4209,,1,140,0.09924798831587155,0.09924510427186914,2.884044002407493e-06,0,3.1166660536119976e-06,pfba
b2486,,1,0,0.09924798831587155,0.09924798831587155,0.0,0,0.0,pfba
b4079,,1,0,0.09924798831587155,0.09924798831587155,0.0,0,0.0,pfba
b2722,,2,0,0.09924798831587155,0.09924798831587155,0.0,0,0.0,pfba
b2483,,1,0,0.09924798831587155,0.09924798831587155,0.0,0,0.0,pfba
b2719,,2,0,0.09924798831587155,0.09924798831587155,0.0,0,0.0,pfba
b2723,,2,0,0.09924798831587155,0.09924798831587155,0.0,0,0.0,pfba
b2721,,2,0,0.09924798831587155,0.09924798831587155,0.0,0,0.0,pfba
b2481,,1,0,0.09924798831587155,0.09924798831587155,0.0,0,0.0,pfba
b2485,,1,0,0.09924798831587155,0.09924798831587155,0.0,0,0.0,pfba
b2484,,1,0,0.09924798831587155,0.09924798831587155,0.0,0,0.0,pfba
b2724,,2,0,0.09924798831587155,0.09924798831587155,0.0,0,0.0,pfba
b2482,,1,0,0.09924798831587155,0.09924798831587155,0.0,0,0.0,pfba
b2489,,1,0,0.09924798831587155,0.09924798831587155,0.0,0,0.0,pfba
b2720,,2,0,0.09924798831587155,0.09924798831587155,0.0,0,0.0,pfba
b2488,,1,0,0.09924798831587155,0.09924798831587155,0.0,0,0.0,pfba
b2490,,1,0,0.09924798831587155,0.09924798831587155,0.0,0,0.0,pfba
b2487,,1,0,0.09924798831587155,0.09924798831587155,0.0,0,0.0,pfba
b3924,,5,261,0.09924798831587155,0.09922180216536923,2.618615050231643e-05,0,0.0006953150715663495,pfba
b0684,,7,421,0.09924798831587155,0.0,0.09924798831587155,1,285.3215638849026,pfba
b2895,,7,421,0.09924798831587155,0.0,0.09924798831587155,1,285.32156388487675,pfba
b3288,,1,8,0.09924798831587155,0.0992479883158479,2.3647750424515834e-14,0,1.0694028240617294e-06,pfba
b0025,,2,421,0.09924798831587155,0.0,0.09924798831587155,1,285.3215638849128,pfba
b0937,,2,4,0.09924798831587155,0.09924798831584516,2.6381674622655282e-14,0,1.9593550450755405e-09,pfba
