gene_id,n_gpr_rxns,n_changed,b_wt,b_ko,delta_b,y_essential,kV,gene_id_str,bnum,keio_call,gene_name_keio,COG_id,PEC,MG_Tn5,Score
b2615,1,431,0.8217979336265955,-5.053429863196059e-12,0.8217979336316489,1,15424.395931820021,b2615,b2615,E,yfjB,COG0061,u,u,2
b2261,1,28,0.8217979336265955,0.821797933626565,3.0531133177191805e-14,0,310.78407161013035,b2261,b2261,N,menC,COG1441,,,
b0596,1,28,0.8217979336265955,0.821797933626565,3.0531133177191805e-14,0,310.78407161013035,b0596,b0596,N,entA,COG1028,,,
b0595,1,28,0.8217979336265955,0.821797933626565,3.0531133177191805e-14,0,310.78407161013035,b0595,b0595,N,entB,COG1535,,,
b4198,1,28,0.8217979336265955,0.821797933626565,3.0531133177191805e-14,0,310.78407161013035,b4198,b4198,N,ulaF,COG0235,,,
b0061,1,28,0.8217979336265955,0.821797933626565,3.0531133177191805e-14,0,310.78407161013035,b0061,b0061,u,araD,COG0235,,,
b3583,1,28,0.8217979336265955,0.821797933626565,3.0531133177191805e-14,0,310.78407161013035,b3583,b3583,N,sgbE,COG0235,,,
b4374,3,28,0.8217979336265955,0.821797933626565,3.0531133177191805e-14,0,310.78407161013035,b4374,b4374,N,yjjG,COG1011,,,
b0675,7,28,0.8217979336265955,0.821797933626565,3.0531133177191805e-14,0,310.78407161013035,b0675,b0675,N,nagD,COG0647,,,
b2291,6,28,0.8217979336265955,0.821797933626565,3.0531133177191805e-14,0,310.78407161013035,b2291,b2291,N,yfbR,COG1896,,,
b2361,8,28,0.8217979336265955,0.821797933626565,3.0531133177191805e-14,0,310.78407161013035,b2361,b2361,N,yfdR,COG1896,,,
b1651,1,28,0.8217979336265955,0.821797933626565,3.0531133177191805e-14,0,310.78407161013035,b1651,b1651,N,gloA,COG0346,,,
b0766,2,28,0.8217979336265955,0.821797933626565,3.0531133177191805e-14,0,310.78407161013035,b0766,b0766,N,ybhA,COG0561,,,
b0758,1,28,0.8217979336265955,0.821797933626565,3.0531133177191805e-14,0,310.78407161013035,b0758,b0758,N,galT,COG1085,,,
b0420,1,431,0.8217979336265955,2.075694724921771e-11,0.8217979336058385,1,15424.39593087314,b0420,b0420,E,dxs,COG1154,E,u,3
b1208,1,431,0.8217979336265955,2.4633672559126195e-11,0.8217979336019618,1,15424.395930732095,b1208,b1208,E,ispE,COG1947,E,u,3
b2746,1,431,0.8217979336265955,2.463367255911375e-11,0.8217979336019618,1,15424.39593073209,b2746,b2746,E,ispF,COG0245,E,u,3
b3526,1,28,0.8217979336265955,0.8217979336265915,3.9968028886505635e-15,0,310.78407161013445,b3526,b3526,N,kdgK,COG0524,,,
b3565,2,28,0.8217979336265955,0.821797933626565,3.0531133177191805e-14,0,310.78407161013035,b3565,b3565,N,xylA,COG2115,,,
b2048,1,28,0.8217979336265955,0.821797933626565,3.0531133177191805e-14,0,310.78407161013035,b2048,b2048,N,cpsG,COG1109,,,
b4015,1,28,0.8217979336265955,0.821797933626565,3.0531133177191805e-14,0,310.78407161013035,b4015,b4015,N,aceA,COG2224,,,
b0116,3,427,0.8217979336265955,0.7582719432621837,0.06352599036441176,0,1404.1011274616405,b0116,b0116,N,lpd,COG1249,,,
b2903,1,307,0.8217979336265955,0.8215318053919817,0.00026612823461380497,0,311.15774304681895,b2903,b2903,N,gcvP,COG0403,,,
b2904,1,307,0.8217979336265955,0.8215318053919493,0.0002661282346462235,0,311.1577430468145,b2904,b2904,N,gcvH,COG0509,,,
b2905,1,307,0.8217979336265955,0.8215318053919493,0.0002661282346462235,0,311.1577430468145,b2905,b2905,N,gcvT,COG0404,,,
b0261,2,26,0.8217979336265955,0.8217979336265623,3.319566843629218e-14,0,310.78507892048054,b0261,b0261,N,mmuM,COG2040,,,
b0344,1,26,0.8217979336265955,0.821797933626609,-1.354472090042691e-14,0,310.7850789204871,b0344,b0344,u,lacZ,COG3250,,,
b4239,1,26,0.8217979336265955,0.821797933626609,-1.354472090042691e-14,0,310.7850789204871,b4239,b4239,N,treC,COG0366,,,
b3956,1,412,0.8217979336265955,0.8169805186791476,0.004817414947447918,0,357.8626498069367,b3956,b3956,N,ppc,COG2352,,,
b0822,7,26,0.8217979336265955,0.8217979336265769,1.8540724511240114e-14,0,310.7850789204828,b0822,b0822,N,ybiV,COG0561,,,
b2540,2,26,0.8217979336265955,0.821797933626609,-1.354472090042691e-14,0,310.7850789204871,b2540,b2540,N,hcaC,COG2146,,,
b2542,2,26,0.8217979336265955,0.821797933626609,-1.354472090042691e-14,0,310.7850789204871,b2542,b2542,N,hcaD,COG0446,,,
b2538,2,26,0.8217979336265955,0.821797933626609,-1.354472090042691e-14,0,310.7850789204871,b2538,b2538,N,hcaE,COG4638,,,
b2541,2,26,0.8217979336265955,0.821797933626609,-1.354472090042691e-14,0,310.7850789204871,b2541,b2541,N,hcaB,COG1028,,,
b0617,1,26,0.8217979336265955,0.821797933626609,-1.354472090042691e-14,0,310.7850789204871,b0617,b0617,N,citD,COG3052,,,
b0614,1,26,0.8217979336265955,0.821797933626609,-1.354472090042691e-14,0,310.7850789204871,b0614,b0614,N,citX,COG3697,,,
b0615,1,26,0.8217979336265955,0.821797933626609,-1.354472090042691e-14,0,310.7850789204871,b0615,b0615,N,citF,COG3051,,,
b2052,2,26,0.8217979336265955,0.821797933626609,-1.354472090042691e-14,0,310.7850789204871,b2052,b2052,N,fcl,COG0451,,,
b1636,1,26,0.8217979336265955,0.821797933626609,-1.354472090042691e-14,0,310.7850789204871,b1636,b1636,N,pdxY,COG2240,,,
b1277,1,431,0.8217979336265955,2.1881722410053794e-15,0.8217979336265933,1,15424.395931634741,b1277,b1277,E,ribA,COG0807,N,u,1
b2751,1,431,0.8217979336265955,0.0,0.8217979336265955,1,15424.395931634763,b2751,b2751,N,cysN,COG2895,,,
b2752,1,431,0.8217979336265955,1.0674167079277787e-28,0.8217979336265955,1,15424.3959316347,b2752,b2752,N,cysD,COG0175,,,
b2799,1,26,0.8217979336265955,0.8217979336265933,2.220446049250313e-15,0,310.7850789204848,b2799,b2799,N,fucO,COG1454,,,
b3902,1,26,0.8217979336265955,0.821797933626637,-4.1522341120980855e-14,0,310.7850789204913,b3902,b3902,u,rhaD,COG0235,,,
b2705,1,26,0.8217979336265955,0.821797933626637,-4.1522341120980855e-14,0,310.7850789204913,b2705,b2705,N,srlD,COG1028,,,
b2091,1,26,0.8217979336265955,0.821797933626637,-4.1522341120980855e-14,0,310.7850789204913,b2091,b2091,N,gatD,COG1063,,,
b3137,1,26,0.8217979336265955,0.821797933626637,-4.1522341120980855e-14,0,310.7850789204913,b3137,b3137,N,kbaY,COG0191,,,
b3132,1,26,0.8217979336265955,0.821797933626637,-4.1522341120980855e-14,0,310.7850789204913,b3132,b3132,N,kbaZ,COG4573,,,
b2096,1,26,0.8217979336265955,0.821797933626637,-4.1522341120980855e-14,0,310.7850789204913,b2096,b2096,N,gatY,COG0191,,,
b2095,1,26,0.8217979336265955,0.821797933626637,-4.1522341120980855e-14,0,310.7850789204913,b2095,b2095,N,gatZ,COG4573,,,
b4323,1,26,0.8217979336265955,0.821797933626637,-4.1522341120980855e-14,0,310.7850789204913,b4323,b4323,N,uxuB,COG0246,,,
b3385,1,26,0.8217979336265955,0.821797933626637,-4.1522341120980855e-14,0,310.7850789204913,b3385,b3385,N,gph,COG0546,,,
b0507,1,26,0.8217979336265955,0.821797933626637,-4.1522341120980855e-14,0,310.7850789204913,b0507,b0507,N,gcl,COG3960,,,
b3061,1,26,0.8217979336265955,0.821797933626637,-4.1522341120980855e-14,0,310.7850789204913,b3061,b3061,N,ttdA,COG1951,,,
b3062,1,26,0.8217979336265955,0.821797933626637,-4.1522341120980855e-14,0,310.7850789204913,b3062,b3062,N,ttdB,COG1838,,,
b3126,1,26,0.8217979336265955,0.821797933626637,-4.1522341120980855e-14,0,310.7850789204913,b3126,b3126,N,garL,COG3836,,,
b1095,9,431,0.8217979336265955,-8.825001354413846e-16,0.8217979336265964,1,15424.395931636294,b1095,b1095,N,fabF,COG0304,,,
b1054,1,26,0.8217979336265955,0.8217979336265929,2.55351295663786e-15,0,310.78507892048464,b1054,b1054,N,lpxL,COG1560,,,
b1855,2,26,0.8217979336265955,0.8217979336266212,-2.5757174171303632e-14,0,310.7850789204893,b1855,b1855,N,lpxM,COG1560,,,
b0109,1,431,0.8217979336265955,-4.732213754601235e-12,0.8217979336313277,1,15424.395931807632,b0109,b0109,N,nadC,COG0157,,,
b1094,26,431,0.8217979336265955,1.5909142059979024e-29,0.8217979336265955,1,15424.395931634886,b1094,b1094,E,acpP,COG0236,E,u,2.5
b2836,23,450,0.8217979336265955,0.8075924361371148,0.014205497489480634,0,313.54862436035773,b2836,b2836,N,aas,COG0204,,,
b2472,1,431,0.8217979336265955,1.083430149436313e-15,0.8217979336265944,1,15424.395931634888,b2472,b2472,E,dapE,COG0624,N,u,1
b1589,3,26,0.8217979336265955,0.8217979336265964,-8.881784197001252e-16,0,310.78507892048543,b1589,b1589,N,ynfG,COG0437,,,
b1588,3,26,0.8217979336265955,0.8217979336265534,4.207745263329343e-14,0,310.7850789204792,b1588,b1588,N,ynfF,COG0243,,,
b1587,3,26,0.8217979336265955,0.8217979336265534,4.207745263329343e-14,0,310.7850789204792,b1587,b1587,N,ynfE,COG0243,,,
b1590,3,26,0.8217979336265955,0.8217979336265534,4.207745263329343e-14,0,310.7850789204792,b1590,b1590,N,ynfH,COG3302,,,
b0895,4,26,0.8217979336265955,0.8217979336265534,4.207745263329343e-14,0,310.7850789204792,b0895,b0895,N,dmsB,COG0437,,,
b0896,4,26,0.8217979336265955,0.8217979336265534,4.207745263329343e-14,0,310.7850789204792,b0896,b0896,N,dmsC,COG3302,,,
b3553,10,26,0.8217979336265955,0.8217979336265534,4.207745263329343e-14,0,310.7850789204792,b3553,b3553,N,tiaE,COG1052,,,
b0638,1,26,0.8217979336265955,0.8217979336265534,4.207745263329343e-14,0,310.7850789204792,b0638,b0638,N,cobC,COG0406,,,
b0469,1,26,0.8217979336265955,0.8217979336265534,4.207745263329343e-14,0,310.7850789204792,b0469,b0469,N,apt,COG0503,,,
b3187,1,431,0.8217979336265955,3.2988663927657826e-11,0.8217979335936069,1,15424.395930424675,b3187,b3187,E,ispB,COG0142,N,u,1
b3225,1,26,0.8217979336265955,0.8217979336265534,4.207745263329343e-14,0,310.7850789204792,b3225,b3225,N,nanA,COG0329,,,
b3942,1,26,0.8217979336265955,0.8217979336265534,4.207745263329343e-14,0,310.7850789204792,b3942,b3942,N,katG,COG0376,,,
b0586,1,26,0.8217979336265955,0.8217979336265534,4.207745263329343e-14,0,310.7850789204792,b0586,b0586,N,entF,COG1020,,,
b3794,1,26,0.8217979336265955,0.8217979336265534,4.207745263329343e-14,0,310.7850789204792,b3794,b3794,N,rffM,COG1922,,,
b3693,1,26,0.8217979336265955,0.8217979336265534,4.207745263329343e-14,0,310.7850789204792,b3693,b3693,N,dgoK,COG3734,,,
b2901,1,26,0.8217979336265955,0.8217979336265534,4.207745263329343e-14,0,310.7850789204792,b2901,b2901,N,bglA,COG2723,,,
b3721,2,26,0.8217979336265955,0.8217979336265534,4.207745263329343e-14,0,310.7850789204792,b3721,b3721,N,bglB,COG2723,,,
b2716,2,26,0.8217979336265955,0.8217979336265534,4.207745263329343e-14,0,310.7850789204792,b2716,b2716,N,ascB,COG2723,,,
b3416,4,26,0.8217979336265955,0.8217979336265534,4.207745263329343e-14,0,310.7850789204792,b3416,b3416,N,malQ,COG1640,,,
b1398,1,26,0.8217979336265955,0.8217979336265534,4.207745263329343e-14,0,310.7850789204792,b1398,b1398,N,paaK,COG1541,,,
b0049,3,26,0.8217979336265955,0.8217979336265534,4.207745263329343e-14,0,310.7850789204792,b0049,b0049,N,apaH,COG0639,,,
b3784,1,26,0.8217979336265955,0.8217979336265534,4.207745263329343e-14,0,310.7850789204792,b3784,b3784,N,rfe,COG0472,,,
b3052,2,26,0.8217979336265955,0.8217979336265534,4.207745263329343e-14,0,310.7850789204792,b3052,b3052,N,rfaE,COG2870,,,
b1896,1,26,0.8217979336265955,0.8217979336265534,4.207745263329343e-14,0,310.7850789204792,b1896,b1896,N,otsA,COG0380,,,
b0841,2,431,0.8217979336265955,7.5528061265249875e-16,0.8217979336265947,1,15424.395931633488,b0841,b0841,N,ybjG,COG0671,,,
b1278,30,431,0.8217979336265955,0.0,0.8217979336265955,1,15424.39593163485,b1278,b1278,N,pgpB,COG0671,,,
b3057,2,431,0.8217979336265955,0.0,0.8217979336265955,1,15424.39593163485,b3057,b3057,N,bacA,COG1968,,,
b3519,1,26,0.8217979336265955,0.8217979336265895,5.995204332975845e-15,0,310.78507892048447,b3519,b3519,N,treF,COG1626,,,
b0910,3,431,0.8217979336265955,2.268646389088029e-16,0.8217979336265953,1,15424.395931633282,b0910,b0910,N,cmk,COG0283,,,
b3648,2,431,0.8217979336265955,0.0,0.8217979336265955,1,15424.395931635,b3648,b3648,E,gmk,COG0194,E,u,3
b1694,1,42,0.8217979336265955,0.8217979336266045,-8.992806499463768e-15,0,310.82590242072393,b1694,b1694,N,ydiF,COG4670,,,
b2221,3,42,0.8217979336265955,0.8217979336265882,7.327471962526033e-15,0,310.8259024207216,b2221,b2221,N,atoD,COG1788,,,
b2222,3,42,0.8217979336265955,0.8217979336265882,7.327471962526033e-15,0,310.8259024207216,b2222,b2222,N,atoA,COG2057,,,
b2039,1,42,0.8217979336265955,0.8217979336265882,7.327471962526033e-15,0,310.8259024207216,b2039,b2039,N,rfbA,COG1209,,,
b3789,1,42,0.8217979336265955,0.8217979336265882,7.327471962526033e-15,0,310.8259024207216,b3789,b3789,N,rffH,COG1209,,,
b2041,1,42,0.8217979336265955,0.8217979336265882,7.327471962526033e-15,0,310.8259024207216,b2041,b2041,N,rfbB,COG1088,,,
b2036,1,42,0.8217979336265955,0.8217979336265882,7.327471962526033e-15,0,310.8259024207216,b2036,b2036,N,glf,COG0562,,,
b2038,1,42,0.8217979336265955,0.8217979336265882,7.327471962526033e-15,0,310.8259024207216,b2038,b2038,N,rfbC,COG1898,,,
b2040,1,42,0.8217979336265955,0.8217979336265882,7.327471962526033e-15,0,310.8259024207216,b2040,b2040,N,rfbD,COG1091,,,
b0512,1,42,0.8217979336265955,0.8217979336265882,7.327471962526033e-15,0,310.8259024207216,b0512,b0512,N,allB,COG0044,,,
b3972,1,431,0.8217979336265955,1.6195830491281034e-15,0.8217979336265938,1,15424.395931633991,b3972,b3972,E,murB,COG0812,E,u,2
b3617,1,85,0.8217979336265955,0.8217979336265945,9.992007221626409e-16,0,307.67805711114903,b3617,b3617,N,kbl,COG0156,,,
b0030,5,85,0.8217979336265955,0.8217979336265917,3.774758283725532e-15,0,307.6780571111474,b0030,b0030,N,rihC,COG1957,,,
b0200,1,85,0.8217979336265955,0.8217979336266102,-1.4765966227514582e-14,0,307.67805711115005,b0200,b0200,N,gmhB,COG0241,,,
b0222,1,85,0.8217979336265955,0.8217979336266102,-1.4765966227514582e-14,0,307.67805711115005,b0222,b0222,N,lpcA,COG0279,,,
b0038,2,85,0.8217979336265955,0.8217979336266102,-1.4765966227514582e-14,0,307.67805711115005,b0038,b0038,N,caiB,COG1804,,,
b0036,2,85,0.8217979336265955,0.8217979336266102,-1.4765966227514582e-14,0,307.67805711115005,b0036,b0036,N,caiD,COG1024,,,
b3844,6,390,0.8217979336265955,0.8182351915413602,0.0035627420852353264,0,313.3506760222176,b3844,b3844,N,fre,COG0543,,,
b2784,2,85,0.8217979336265955,0.8217979336265958,-3.3306690738754696e-16,0,307.67805711114767,b2784,b2784,N,relA,COG0317,,,
b1019,1,431,0.8217979336265955,0.0,0.8217979336265955,1,15424.395931634952,b1019,b1019,N,ycdB,COG2837,,,
b0475,1,431,0.8217979336265955,0.0,0.8217979336265955,1,15424.395931634952,b0475,b0475,E,hemH,COG0276,N,u,1
b4040,1,431,0.8217979336265955,3.298758057385801e-11,0.8217979335936079,1,15424.395930426548,b4040,b4040,E,ubiA,COG0382,N,u,0.5
b3974,1,431,0.8217979336265955,1.7771021576734866e-13,0.8217979336264177,1,15424.39593162832,b3974,b3974,N,coaA,COG1072,,,
b0103,1,431,0.8217979336265955,0.0,0.8217979336265955,1,15424.39593163469,b0103,b0103,N,coaE,COG0237,,,
b2104,1,35,0.8217979336265955,0.8217979336265987,-3.219646771412954e-15,0,307.67613903742915,b2104,b2104,N,thiM,COG2145,,,
b1215,1,431,0.8217979336265955,1.0745860645235957e-15,0.8217979336265944,1,15424.395931636343,b1215,b1215,E,kdsA,COG2877,E,u,2
b3198,1,431,0.8217979336265955,0.0,0.8217979336265955,1,15424.395931634794,b3198,b3198,N,kdsC,COG1778,,,
b1747,1,35,0.8217979336265955,0.8217979336265866,8.881784197001252e-15,0,307.6761390374268,b1747,b1747,N,astA,COG3138,,,
b1744,1,35,0.8217979336265955,0.8217979336265987,-3.219646771412954e-15,0,307.67613903742904,b1744,b1744,N,astE,COG2988,,,
b0340,1,35,0.8217979336265955,0.8217979336265987,-3.219646771412954e-15,0,307.67613903742904,b0340,b0340,N,cynS,COG1513,,,
b2988,2,35,0.8217979336265955,0.8217979336265987,-3.219646771412954e-15,0,307.67613903742904,b2988,b2988,N,gss,COG0754,,,
b2883,1,35,0.8217979336265955,0.8217979336265987,-3.219646771412954e-15,0,307.67613903742904,b2883,b2883,N,guaD,COG0402,,,
b1098,1,431,0.8217979336265955,3.0020598672745755e-16,0.8217979336265951,1,15424.395931634715,b1098,b1098,E,tmk,COG0125,E,u,3
b0888,1,40,0.8217979336265955,0.8217979336265936,1.887379141862766e-15,0,307.8829565584796,b0888,b0888,N,trxB,COG0492,,,
b2690,7,40,0.8217979336265955,0.8217979336266037,-8.215650382226158e-15,0,307.8829565584815,b2690,b2690,N,yqaB,COG0637,,,
b0688,1,40,0.8217979336265955,0.8217979336266037,-8.215650382226158e-15,0,307.8829565584815,b0688,b0688,N,pgm,COG0033,,,
b1317,1,40,0.8217979336265955,0.8217979336266037,-8.215650382226158e-15,0,307.8829565584815,b1317,b1317,N,ycjU,COG0637,,,
b2168,1,40,0.8217979336265955,0.8217979336266037,-8.215650382226158e-15,0,307.8829565584815,b2168,b2168,N,fruK,COG1105,,,
b2687,1,431,0.8217979336265955,4.9264398128084315e-11,0.8217979335773311,1,15424.395929829636,b2687,b2687,N,luxS,COG1854,,,
b3581,1,40,0.8217979336265955,0.8217979336265907,4.773959005888173e-15,0,307.88295655847946,b3581,b3581,N,sgbH,COG0269,,,
b4196,1,40,0.8217979336265955,0.8217979336266037,-8.215650382226158e-15,0,307.8829565584815,b4196,b4196,N,ulaD,COG0269,,,
b3582,1,40,0.8217979336265955,0.8217979336266037,-8.215650382226158e-15,0,307.8829565584815,b3582,b3582,N,sgbU,COG3623,,,
b4197,1,40,0.8217979336265955,0.8217979336266037,-8.215650382226158e-15,0,307.8829565584815,b4197,b4197,N,ulaE,COG3623,,,
b3575,1,40,0.8217979336265955,0.8217979336266037,-8.215650382226158e-15,0,307.8829565584815,b3575,b3575,N,yiaK,COG2055,,,
b0312,2,40,0.8217979336265955,0.8217979336266037,-8.215650382226158e-15,0,307.8829565584815,b0312,b0312,N,betB,COG1012,,,
b0403,5,40,0.8217979336265955,0.8217979336266037,-8.215650382226158e-15,0,307.8829565584815,b0403,b0403,N,malZ,COG0366,,,
b0207,2,40,0.8217979336265955,0.8217979336266037,-8.215650382226158e-15,0,307.8829565584815,b0207,b0207,N,dkgB,COG0656,,,
b3962,1,40,0.8217979336265955,0.8217979336266037,-8.215650382226158e-15,0,307.8829565584815,b3962,b3962,N,sthA,COG1249,,,
b2764,4,431,0.8217979336265955,1.0745860645235973e-15,0.8217979336265944,1,15424.395931634726,b2764,b2764,N,cysJ,COG0369,,,
b2763,4,431,0.8217979336265955,0.0,0.8217979336265955,1,15424.39593163497,b2763,b2763,N,cysI,COG0155,,,
b0937,2,40,0.8217979336265955,0.8217979336265974,-1.887379141862766e-15,0,307.8829565584804,b0937,b0937,N,ssuE,COG0431,,,
b2563,1,40,0.8217979336265955,0.8217979336266037,-8.215650382226158e-15,0,307.8829565584815,b2563,b2563,E,acpS,COG0736,E,u,3
b3475,1,40,0.8217979336265955,0.8217979336266037,-8.215650382226158e-15,0,307.8829565584815,b3475,b3475,N,acpT,COG2091,,,
b2507,2,431,0.8217979336265955,1.0745860645235973e-15,0.8217979336265944,1,15424.395931634766,b2507,b2507,N,guaA,COG0518,,,
b1982,1,40,0.8217979336265955,0.8217979336265994,-3.885780586188048e-15,0,307.8829565584808,b1982,b1982,N,amn,COG0775,,,
b3360,1,431,0.8217979336265955,1.0745860645235973e-15,0.8217979336265944,1,15424.395931634755,b3360,b3360,N,pabA,COG0512,,,
b1812,1,431,0.8217979336265955,-4.4554407878269e-27,0.8217979336265955,1,15424.395931634466,b1812,b1812,N,pabB,COG0147,,,
b1096,2,431,0.8217979336265955,3.2987580573853157e-11,0.8217979335936079,1,15424.395930425686,b1096,b1096,N,pabC,COG0115,,,
b2416,21,424,0.8217979336265955,0.8018784568565036,0.01991947677009187,0,773.974669527603,b2416,b2416,N,ptsI,COG1080,,,
b2415,21,424,0.8217979336265955,0.8018784568565214,0.019919476770074107,0,773.9746695276135,b2415,b2415,N,ptsH,COG1925,,,
b1199,1,40,0.8217979336265955,0.8217979336266044,-8.881784197001252e-15,0,307.88295655848185,b1199,b1199,N,dhaL,COG2376,,,
b1198,1,40,0.8217979336265955,0.8217979336266052,-9.769962616701378e-15,0,307.88295655848196,b1198,b1198,N,dhaH,COG1080,,,
b0171,1,431,0.8217979336265955,-1.8812990149206012e-16,0.8217979336265957,1,15424.395931634765,b0171,b0171,E,pyrH,COG0528,E,u,3
b2498,1,40,0.8217979336265955,0.8217979336266052,-9.769962616701378e-15,0,307.88295655848196,b2498,b2498,N,upp,COG0035,,,
b2780,1,431,0.8217979336265955,2.550402258383384e-16,0.8217979336265953,1,15424.395931634746,b2780,b2780,E,pyrG,COG0504,u,u,2
b0087,1,431,0.8217979336265955,0.0,0.8217979336265955,1,15424.395931634717,b0087,b0087,E,mraY,COG0472,E,u,2
b0090,1,431,0.8217979336265955,0.0,0.8217979336265955,1,15424.395931634888,b0090,b0090,E,murG,COG0707,E,u,3
b3946,1,40,0.8217979336265955,0.8217979336265882,7.327471962526033e-15,0,307.8829565584787,b3946,b3946,N,fsaB,COG0176,,,
b3619,1,40,0.8217979336265955,0.8217979336266052,-9.769962616701378e-15,0,307.88295655848196,b3619,b3619,N,rfaD,COG0451,,,
b4267,2,40,0.8217979336265955,0.8217979336266052,-9.769962616701378e-15,0,307.88295655848196,b4267,b4267,N,idnD,COG1063,,,
b1033,4,40,0.8217979336265955,0.8217979336266052,-9.769962616701378e-15,0,307.88295655848196,b1033,b1033,N,ycdW,COG0111,,,
b3957,1,431,0.8217979336265955,-4.0357882913465174e-16,0.8217979336265959,1,15424.39593163478,b3957,b3957,N,argE,COG0624,,,
b1623,2,40,0.8217979336265955,0.8217979336265948,6.661338147750939e-16,0,307.8829565584799,b1623,b1623,N,add,COG1816,,,
b3665,1,40,0.8217979336265955,0.8217979336266052,-9.769962616701378e-15,0,307.88295655848196,b3665,b3665,N,ade,COG1001,,,
b4177,1,431,0.8217979336265955,-3.8571374990374513e-14,0.821797933626634,1,15424.395931636172,b4177,b4177,N,purA,COG0104,,,
b0677,1,40,0.8217979336265955,0.8217979336266023,-6.772360450213455e-15,0,307.88295655848196,b0677,b0677,N,nagA,COG1820,,,
b0828,1,40,0.8217979336265955,0.8217979336266052,-9.769962616701378e-15,0,307.88295655848196,b0828,b0828,N,iaaA,COG1446,,,
b1767,1,40,0.8217979336265955,0.8217979336266052,-9.769962616701378e-15,0,307.88295655848196,b1767,b1767,N,ansA,COG0252,,,
b0674,2,431,0.8217979336265955,3.251178957323896e-16,0.8217979336265951,1,15424.395931634726,b0674,b0674,N,asnB,COG0367,,,
b3744,1,366,0.8217979336265955,0.8202225520292293,0.0015753815973661434,0,308.2622455839694,b3744,b3744,N,asnA,COG2502,,,
b4245,1,431,0.8217979336265955,1.805362607572221e-16,0.8217979336265953,1,15424.39593163511,b4245,b4245,N,pyrB,COG0540,,,
b4244,1,431,0.8217979336265955,0.0,0.8217979336265955,1,15424.395931634745,b4244,b4244,N,pyrI,COG1781,,,
b0029,2,431,0.8217979336265955,2.4633672559119213e-11,0.8217979336019618,1,15424.395930731122,b0029,b0029,E,ispH,COG0761,E,u,3
b1092,1,431,0.8217979336265955,0.0,0.8217979336265955,1,15424.395931634965,b1092,b1092,E,fabD,COG0331,E,u,3
b3809,1,431,0.8217979336265955,0.0,0.8217979336265955,1,15424.395931634554,b3809,b3809,N,dapF,COG0253,,,
b0031,1,431,0.8217979336265955,0.0,0.8217979336265955,1,15424.395931634574,b0031,b0031,E,dapB,COG0289,N,u,1
b0003,2,431,0.8217979336265955,0.0,0.8217979336265955,1,15424.395931634848,b0003,b0003,N,thrB,COG0083,,,
b1748,3,431,0.8217979336265955,0.0,0.8217979336265955,1,15424.3959316352,b1748,b1748,N,astC,COG4992,,,
b3359,2,431,0.8217979336265955,0.0,0.8217979336265955,1,15424.395931634668,b3359,b3359,N,argD,COG4992,,,
b0004,1,431,0.8217979336265955,0.0,0.8217979336265955,1,15424.395931634668,b0004,b0004,N,thrC,COG0498,,,
b4013,1,431,0.8217979336265955,0.0,0.8217979336265955,1,15424.3959316352,b4013,b4013,N,metA,COG1897,,,
b1704,1,431,0.8217979336265955,1.9301662913596583e-14,0.8217979336265762,1,15424.395931634148,b1704,b1704,N,aroH,COG0722,,,
b2601,1,431,0.8217979336265955,1.9301662913596586e-14,0.8217979336265762,1,15424.39593163399,b2601,b2601,N,aroF,COG0722,,,
b0754,1,431,0.8217979336265955,1.9301662913596586e-14,0.8217979336265762,1,15424.39593163399,b0754,b0754,N,aroG,COG0722,,,
b2700,1,43,0.8217979336265955,0.8217979336266004,-4.884981308350689e-15,0,307.88296558723465,b2700,b2700,N,ygaD,COG1546,,,
b1014,2,43,0.8217979336265955,0.8217979336266087,-1.3211653993039363e-14,0,307.88296558723624,b1014,b1014,N,putA,COG4230,,,
b1584,2,43,0.8217979336265955,0.8217979336266087,-1.3211653993039363e-14,0,307.88296558723624,b1584,b1584,N,speG,COG1670,,,
b4014,1,43,0.8217979336265955,0.8217979336266087,-1.3211653993039363e-14,0,307.88296558723624,b4014,b4014,N,aceB,COG2225,,,
b2976,1,43,0.8217979336265955,0.8217979336266087,-1.3211653993039363e-14,0,307.88296558723624,b2976,b2976,N,glcB,COG2225,,,
b1897,1,43,0.8217979336265955,0.8217979336266087,-1.3211653993039363e-14,0,307.88296558723624,b1897,b1897,N,otsB,COG1877,,,
b3034,1,43,0.8217979336265955,0.8217979336266087,-1.3211653993039363e-14,0,307.88296558723624,b3034,b3034,N,nudF,COG0494,,,
b3397,1,43,0.8217979336265955,0.8217979336266087,-1.3211653993039363e-14,0,307.88296558723624,b3397,b3397,N,nudE,COG0494,,,
b0062,1,43,0.8217979336265955,0.8217979336266087,-1.3211653993039363e-14,0,307.88296558723624,b0062,b0062,u,araA,COG2160,,,
b3600,1,43,0.8217979336265955,0.8217979336266087,-1.3211653993039363e-14,0,307.88296558723624,b3600,b3600,N,mtlD,COG0246,,,
b3608,1,338,0.8217979336265955,0.8211157428628008,0.0006821907637947211,0,309.7537246471951,b3608,b3608,E,gpsA,COG0240,N,N,-1
b4119,1,43,0.8217979336265955,0.8217979336265993,-3.774758283725532e-15,0,307.8829655872345,b4119,b4119,N,melA,COG1486,,,
b2802,2,43,0.8217979336265955,0.8217979336265891,6.328271240363392e-15,0,307.88296558723334,b2802,b2802,N,fucI,COG2407,,,
