gene_id,gene_name,n_gpr_rxns,n_changed,b_wt,b_ko,delta_b,y_essential,kV
b1377,,270,446,0.7108337341354102,0.0,0.7108337341354102,1,7667.93400469542
b2215,,271,446,0.7108337341354102,0.0,0.7108337341354102,1,7667.93400469542
b0929,,271,446,0.7108337341354102,0.0,0.7108337341354102,1,7667.93400469542
b0241,,270,446,0.7108337341354102,0.0,0.7108337341354102,1,7667.93400469542
b4034,,6,6,0.7108337341354102,0.7108337341353999,1.0325074129013956e-14,0,200.00000010050917
b4033,,6,39,0.7108337341354102,0.7108337341354182,-7.993605777301127e-15,0,247.87307370443656
b4032,,6,39,0.7108337341354102,0.7108337341354182,-7.993605777301127e-15,0,247.87307370443656
b4035,,6,39,0.7108337341354102,0.7108337341354182,-7.993605777301127e-15,0,247.87307370443656
b4036,,7,6,0.7108337341354102,0.7108337341353965,1.3655743202889425e-14,0,200.00000010050917
b4213,,8,4,0.7108337341354102,0.7108337341354208,-1.0658141036401503e-14,0,1.0050919102985544e-07
b2835,,21,0,0.7108337341354102,0.7108337341354051,5.10702591327572e-15,0,0.0
b2836,,23,455,0.7108337341354102,0.6878146354064907,0.023019098728919496,0,38.81197915953281
b3553,,10,0,0.7108337341354102,0.7108337341354172,-6.994405055138486e-15,0,0.0
b1134,,2,4,0.7108337341354102,0.7108337341354057,4.440892098500626e-15,0,1.0050919099225907e-07
b0446,,2,0,0.7108337341354102,0.7108337341353999,1.0325074129013956e-14,0,0.0
b1009,,1,0,0.7108337341354102,0.7108337341354106,-4.440892098500626e-16,0,0.0
b0954,,13,4,0.7108337341354102,0.7108337341353992,1.099120794378905e-14,0,1.0050919099550375e-07
b0180,,14,447,0.7108337341354102,0.0,0.7108337341354102,1,7128.694981094843
b0347,,2,0,0.7108337341354102,0.7108337341354162,-5.995204332975845e-15,0,0.0
b3580,,2,0,0.7108337341354102,0.710833734135409,1.2212453270876722e-15,0,0.0
b1093,,14,447,0.7108337341354102,0.0,0.7108337341354102,1,7128.694981094842
b2323,,13,447,0.7108337341354102,0.0,0.7108337341354102,1,7128.69498109484
b1095,,9,447,0.7108337341354102,0.0,0.7108337341354102,1,7128.69498109484
b1397,,2,0,0.7108337341354102,0.7108337341354071,3.1086244689504383e-15,0,0.0
b1245,,2,0,0.7108337341354102,0.7108337341354102,0.0,0,0.0
b1244,,2,0,0.7108337341354102,0.7108337341354102,0.0,0,0.0
b1329,,1,0,0.7108337341354102,0.7108337341354102,0.0,0,0.0
b1246,,2,0,0.7108337341354102,0.7108337341354102,0.0,0,0.0
b1247,,2,0,0.7108337341354102,0.7108337341354102,0.0,0,0.0
b1386,,3,0,0.7108337341354102,0.7108337341354046,5.551115123125783e-15,0,0.0
b0004,,2,447,0.7108337341354102,0.0,0.7108337341354102,1,7128.694981094841
b1192,,4,43,0.7108337341354102,0.710833734135408,2.220446049250313e-15,0,247.8731284611788
b1243,,1,0,0.7108337341354102,0.7108337341354102,0.0,0,0.0
b4266,,1,0,0.7108337341354102,0.7108337341354107,-5.551115123125783e-16,0,0.0
b4265,,3,0,0.7108337341354102,0.7108337341354082,1.9984014443252818e-15,0,0.0
b0159,,3,447,0.7108337341354102,0.0,0.7108337341354102,1,7128.694981094844
b3197,,1,447,0.7108337341354102,0.0,0.7108337341354102,1,7128.694981094842
b2708,,1,447,0.7108337341354102,0.0,0.7108337341354102,1,7128.694981094844
b1094,,26,447,0.7108337341354102,0.0,0.7108337341354102,1,7128.6949810948345
